name,team,opponent,week,season,isHome,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
Jonathon Cooper,DEN,BUF,10,2023,True,2,2,0,0,0,0,0
P.J. Locke,DEN,BUF,10,2023,True,2,1,0,0,0,0,0
Pat Surtain II,DEN,BUF,10,2023,True,2,1,0,0,0,0,0
Nik Bonitto,DEN,BUF,10,2023,True,2,0,0,0,0,1,0
Zach Allen,DEN,BUF,10,2023,True,1,1,0,0,1,2,0
Ronnie Perkins,DEN,BUF,10,2023,True,1,1,0,0,0,0,0
Dwayne Washington,DEN,BUF,10,2023,True,1,0,0,0,0,0,0
Justin Strnad,DEN,BUF,10,2023,True,1,0,0,0,0,0,0
Damarri Mathis,DEN,BUF,10,2023,True,1,0,0,0,0,0,0
Terrel Bernard,BUF,DEN,10,2023,False,13,8,1,0,0,1,0
Jordan Poyer,BUF,DEN,10,2023,False,9,7,0,0,0,0,0
Taron Johnson,BUF,DEN,10,2023,False,7,5,0,0,0,0,0
Taylor Rapp,BUF,DEN,10,2023,False,7,4,0.5,0,0,1,0
Rasul Douglas,BUF,DEN,10,2023,False,6,5,0,0,0,0,0
Greg Rousseau,BUF,DEN,10,2023,False,6,4,1,1,0,2,0
Tyrel Dodson,BUF,DEN,10,2023,False,6,4,0,0,0,1,0
Dane Jackson,BUF,DEN,10,2023,False,4,3,0,0,0,0,0
Ed Oliver,BUF,DEN,10,2023,False,4,3,0,0,0,0,0
Dorian Williams,BUF,DEN,10,2023,False,3,2,0,0,0,0,0
AJ Epenesa,BUF,DEN,10,2023,False,3,1,1.5,1,0,3,0
Leonard Floyd,BUF,DEN,10,2023,False,3,1,0,1,0,0,0
Reid Ferguson,BUF,DEN,10,2023,False,2,2,0,0,0,0,0
Cam Lewis,BUF,DEN,10,2023,False,2,1,0,0,0,0,0
Linval Joseph,BUF,DEN,10,2023,False,2,0,0,0,0,0,0
Von Miller,BUF,DEN,10,2023,False,1,1,0,0,0,0,0
Jordan Phillips,BUF,DEN,10,2023,False,1,1,0,0,0,0,0
Stefon Diggs,BUF,DEN,10,2023,False,1,1,0,0,0,0,0
Tyler Bass,BUF,DEN,10,2023,False,1,1,0,0,0,0,0
Damar Hamlin,BUF,DEN,10,2023,False,1,1,0,0,0,0,0
Gabe Davis,BUF,DEN,10,2023,False,1,1,0,0,0,0,0
James Cook,BUF,DEN,10,2023,False,1,1,0,0,0,0,0
Shaq Lawson,BUF,DEN,10,2023,False,1,0,0,0,0,0,0
Tim Settle,BUF,DEN,10,2023,False,1,0,0,0,0,0,0
Bobby Wagner,LAR,SF,4,2022,True,10,7,0,0,0,0,0
Aaron Donald,LAR,SF,4,2022,True,5,4,0,2,0,1,0
Leonard Floyd,LAR,SF,4,2022,True,5,3,0,1,0,0,0
Ernest Jones IV,LAR,SF,4,2022,True,5,2,0,0,0,0,0
Nick Scott,LAR,SF,4,2022,True,4,4,0,0,0,0,0
Grant Haley,LAR,SF,4,2022,True,4,2,0,0,1,0,0
Derion Kendrick,LAR,SF,4,2022,True,3,2,0,0,1,0,0
Justin Hollins,LAR,SF,4,2022,True,3,1,0,0,0,0,0
Taylor Rapp,LAR,SF,4,2022,True,3,1,0,0,0,0,0
Greg Gaines,LAR,SF,4,2022,True,3,0,0,0,0,0,0
Jalen Ramsey,LAR,SF,4,2022,True,2,2,0,0,1,0,0
A'Shawn Robinson,LAR,SF,4,2022,True,2,1,0,0,0,0,0
Jordan Fuller,LAR,SF,4,2022,True,2,1,0,0,0,0,0
Riley Dixon,LAR,SF,4,2022,True,1,1,0,0,0,0,0
Robert Rochell,LAR,SF,4,2022,True,1,1,0,0,0,0,0
Jake Funk,LAR,SF,4,2022,True,1,0,0,0,0,0,0
Dre Greenlaw,SF,LAR,4,2022,False,15,12,0,1,0,0,0
Fred Warner,SF,LAR,4,2022,False,9,6,0,0,0,0,0
Deommodore Lenoir,SF,LAR,4,2022,False,8,5,1,1,0,1,0
Emmanuel Moseley,SF,LAR,4,2022,False,6,6,0,1,1,0,0
Charvarius Ward,SF,LAR,4,2022,False,4,4,0,0,1,0,0
Samson Ebukam,SF,LAR,4,2022,False,4,3,2,1,0,1,0
Talanoa Hufanga,SF,LAR,4,2022,False,4,3,0,0,1,0,1
Nick Bosa,SF,LAR,4,2022,False,3,3,2,2,0,5,0
Kevin Givens,SF,LAR,4,2022,False,3,1,0,1,1,0,0
Tashaun Gipson Sr.,SF,LAR,4,2022,False,2,2,0,0,0,0,0
Charles Omenihu,SF,LAR,4,2022,False,2,1,1,1,0,2,0
Arik Armstead,SF,LAR,4,2022,False,2,1,0,0,0,0,0
Charlie Woerner,SF,LAR,4,2022,False,2,1,0,0,0,0,0
Hassan Ridgeway,SF,LAR,4,2022,False,1,1,1,1,0,2,0
Demetrius Flannigan-Fowles,SF,LAR,4,2022,False,1,1,0,0,0,0,0
Malik Turner,SF,LAR,4,2022,False,1,0,0,0,0,0,0
Drake Jackson,SF,LAR,4,2022,False,1,0,0,0,1,0,0
De'Vondre Campbell,GB,TB,3,2022,True,14,8,0,1,1,0,0
Rasul Douglas,GB,TB,3,2022,True,8,8,0,0,2,0,0
Keisean Nixon,GB,TB,3,2022,True,7,6,0,0,0,0,0
Quay Walker,GB,TB,3,2022,True,5,3,0,0,0,0,0
Kenny Clark,GB,TB,3,2022,True,4,3,2,2,0,2,0
Rashan Gary,GB,TB,3,2022,True,3,2,1,1,0,1,0
Adrian Amos,GB,TB,3,2022,True,3,1,0,1,0,1,0
Dean Lowry,GB,TB,3,2022,True,3,1,0,0,0,0,0
Rudy Ford,GB,TB,3,2022,True,1,1,0,0,0,0,0
Jarran Reed,GB,TB,3,2022,True,1,1,0,0,0,0,0
Allen Lazard,GB,TB,3,2022,True,1,1,0,0,0,0,0
Darnell Savage,GB,TB,3,2022,True,1,1,0,0,0,0,0
Isaiah McDuffie,GB,TB,3,2022,True,1,1,0,0,0,0,0
Eric Stokes,GB,TB,3,2022,True,1,1,0,0,0,0,0
Dallin Leavitt,GB,TB,3,2022,True,1,0,0,0,0,0,0
Tipa Galeai,GB,TB,3,2022,True,1,0,0,0,0,0,0
Mike Edwards,TB,GB,3,2022,False,13,9,0,1,0,0,0
Lavonte David,TB,GB,3,2022,False,7,3,0,0,0,0,0
Antoine Winfield Jr.,TB,GB,3,2022,False,6,6,0,0,0,0,0
Jamel Dean,TB,GB,3,2022,False,6,5,0,1,0,0,0
Carlton Davis III,TB,GB,3,2022,False,6,4,0,1,0,0,0
Shaquil Barrett,TB,GB,3,2022,False,5,3,0,0,0,0,0
Devin White,TB,GB,3,2022,False,5,3,0,0,0,0,0
Rakeem Nunez-Roches,TB,GB,3,2022,False,3,2,0,0,0,0,0
Deadrin Senat,TB,GB,3,2022,False,2,2,0,0,0,0,0
Keanu Neal,TB,GB,3,2022,False,2,2,0,0,0,0,0
William Gholston,TB,GB,3,2022,False,2,1,0,0,0,1,0
Vita Vea,TB,GB,3,2022,False,2,0,0,0,0,1,0
Logan Hall,TB,GB,3,2022,False,1,1,1,1,0,3,0
Carl Nassib,TB,GB,3,2022,False,1,1,0,0,0,0,0
Leonard Fournette,TB,GB,3,2022,False,1,1,0,0,0,0,0
Anthony Nelson,TB,GB,3,2022,False,1,1,0,0,0,0,0
Ko Kieft,TB,GB,3,2022,False,1,1,0,0,0,0,0
Joe Tryon-Shoyinka,TB,GB,3,2022,False,1,1,0,1,0,1,0
Logan Ryan,TB,GB,3,2022,False,0,0,0,0,1,0,0
Adrian Amos,GB,NO,1,2021,True,9,7,0,0,0,0,0
Krys Barnes,GB,NO,1,2021,True,8,7,0,0,0,0,0
De'Vondre Campbell,GB,NO,1,2021,True,6,5,0,0,0,0,0
Preston Smith,GB,NO,1,2021,True,5,4,0,0,0,1,0
Kenny Clark,GB,NO,1,2021,True,5,3,0,0,0,0,0
Dean Lowry,GB,NO,1,2021,True,4,3,0,0,0,0,0
Jaire Alexander,GB,NO,1,2021,True,4,2,0,0,0,0,0
Elgton Jenkins,GB,NO,1,2021,True,2,2,0,0,0,0,0
T.J. Slaton,GB,NO,1,2021,True,2,2,0,0,0,0,0
Tyler Lancaster,GB,NO,1,2021,True,2,1,0,0,0,0,0
Kingsley Keke,GB,NO,1,2021,True,2,0,0,0,0,0,0
Za'Darius Smith,GB,NO,1,2021,True,1,1,0,0,0,0,0
Oren Burks,GB,NO,1,2021,True,1,1,0,0,0,0,0
Kevin King,GB,NO,1,2021,True,1,1,0,0,0,0,0
Ty Summers,GB,NO,1,2021,True,1,1,0,0,0,0,0
Isaac Yiadom,GB,NO,1,2021,True,1,1,0,0,0,0,0
Chandon Sullivan,GB,NO,1,2021,True,1,1,0,0,0,0,0
Josh Myers,GB,NO,1,2021,True,1,1,0,0,0,0,0
Darnell Savage,GB,NO,1,2021,True,1,0,0,0,0,0,0
Rashan Gary,GB,NO,1,2021,True,0,0,0,0,0,2,0
Eric Stokes,GB,NO,1,2021,True,0,0,0,0,1,0,0
Zack Baun,NO,GB,1,2021,False,5,5,0,0,0,0,0
J.T. Gray,NO,GB,1,2021,False,4,3,0,0,0,0,0
Demario Davis,NO,GB,1,2021,False,4,2,0,0,0,0,0
Malcolm Jenkins,NO,GB,1,2021,False,3,3,0,0,0,0,0
Marcus Davenport,NO,GB,1,2021,False,3,2,1,2,0,1,0
Jeff Heath,NO,GB,1,2021,False,3,2,0,0,0,0,0
Marshon Lattimore,NO,GB,1,2021,False,3,2,0,0,1,0,0
Albert Huggins,NO,GB,1,2021,False,3,2,0,0,0,1,0
Paulson Adebo,NO,GB,1,2021,False,3,2,0,0,1,0,0
Tanoh Kpassagnon,NO,GB,1,2021,False,2,2,1,0,0,2,0
Kwon Alexander,NO,GB,1,2021,False,2,2,0,0,0,0,0
C.J. Gardner-Johnson,NO,GB,1,2021,False,2,2,0,0,0,0,0
Christian Ringo,NO,GB,1,2021,False,2,1,0,0,0,1,0
Shy Tuttle,NO,GB,1,2021,False,2,0,0,0,0,0,0
Desmond Trufant,NO,GB,1,2021,False,1,1,0,0,0,0,0
P.J. Williams,NO,GB,1,2021,False,1,1,0,0,1,0,0
Marcus Williams,NO,GB,1,2021,False,1,1,0,0,1,0,0
Malcolm Roach,NO,GB,1,2021,False,1,1,0,0,0,0,0
Ty Montgomery II,NO,GB,1,2021,False,1,0,0,0,0,0,0
Andrew Dowell,NO,GB,1,2021,False,1,0,0,0,0,0,0
Cameron Jordan,NO,GB,1,2021,False,0,0,0,0,0,2,0
Jordan Hicks,MIN,MIA,6,2022,True,11,8,1,0,1,2,0
Eric Kendricks,MIN,MIA,6,2022,True,11,7,0,1,0,0,0
Danielle Hunter,MIN,MIA,6,2022,True,6,5,1,2,0,3,0
Harrison Smith,MIN,MIA,6,2022,True,6,5,0,0,2,0,0
Cameron Dantzler Sr.,MIN,MIA,6,2022,True,5,3,0,0,0,0,0
Camryn Bynum,MIN,MIA,6,2022,True,4,4,0,0,2,0,0
Za'Darius Smith,MIN,MIA,6,2022,True,4,3,2,2,0,4,0
Patrick Peterson,MIN,MIA,6,2022,True,4,3,0,0,3,0,0
Chandon Sullivan,MIN,MIA,6,2022,True,4,2,0,1,1,0,0
Pat Jones II,MIN,MIA,6,2022,True,3,2,2,2,0,2,0
Josh Metellus,MIN,MIA,6,2022,True,2,2,0,0,0,0,0
Harrison Phillips,MIN,MIA,6,2022,True,1,1,0,0,0,1,0
Kene Nwangwu,MIN,MIA,6,2022,True,1,1,0,0,0,0,0
Luiji Vilain,MIN,MIA,6,2022,True,1,1,0,0,0,0,0
James Lynch,MIN,MIA,6,2022,True,1,1,0,0,0,0,0
Brian Asamoah II,MIN,MIA,6,2022,True,1,1,0,0,0,0,0
Dalvin Tomlinson,MIN,MIA,6,2022,True,1,0,0,0,0,0,0
Jonathan Bullard,MIN,MIA,6,2022,True,1,0,0,0,0,1,0
Elandon Roberts,MIA,MIN,6,2022,False,7,3,1.5,1,0,2,0
Brandon Jones,MIA,MIN,6,2022,False,6,3,0,0,1,0,0
Jevon Holland,MIA,MIN,6,2022,False,5,5,0,0,0,0,0
Christian Wilkins,MIA,MIN,6,2022,False,4,3,0,2,0,0,0
Xavien Howard,MIA,MIN,6,2022,False,3,3,0,0,1,0,0
Zach Sieler,MIA,MIN,6,2022,False,3,2,0,0,0,0,0
Nik Needham,MIA,MIN,6,2022,False,3,2,0,0,0,0,0
Eric Rowe,MIA,MIN,6,2022,False,3,1,0,0,0,0,0
Raekwon Davis,MIA,MIN,6,2022,False,2,1,1,1,0,1,0
Emmanuel Ogbah,MIA,MIN,6,2022,False,2,1,0,0,0,0,0
Keion Crossen,MIA,MIN,6,2022,False,2,1,0,0,0,0,0
Andrew Van Ginkel,MIA,MIN,6,2022,False,2,1,0,0,0,0,0
Jerome Baker,MIA,MIN,6,2022,False,2,1,0,0,0,0,0
Jaelan Phillips,MIA,MIN,6,2022,False,2,0,0.5,0,0,3,0
Thomas Morstead,MIA,MIN,6,2022,False,1,1,0,0,0,0,0
Brandon Shell,MIA,MIN,6,2022,False,1,1,0,0,0,0,0
River Cracraft,MIA,MIN,6,2022,False,1,1,0,0,0,0,0
Hunter Long,MIA,MIN,6,2022,False,1,1,0,0,0,0,0
Melvin Ingram,MIA,MIN,6,2022,False,1,0,0,0,0,0,0
Justin Bethel,MIA,MIN,6,2022,False,1,0,0,0,1,0,0
Channing Tindall,MIA,MIN,6,2022,False,1,0,0,0,0,0,0
Trey Flowers,MIA,MIN,6,2022,False,0,0,0,0,0,1,0
Noah Igbinoghene,MIA,MIN,6,2022,False,0,0,0,0,2,0,0
Roquan Smith,BAL,LAC,12,2023,True,8,5,0,0,1,0,0
Patrick Queen,BAL,LAC,12,2023,True,7,5,0,1,1,0,0
Geno Stone,BAL,LAC,12,2023,True,7,4,0,0,0,0,0
Brandon Stephens,BAL,LAC,12,2023,True,6,6,0,0,1,0,0
Kyle Hamilton,BAL,LAC,12,2023,True,6,4,0,2,1,0,0
Marcus Williams,BAL,LAC,12,2023,True,5,2,0,0,1,0,0
Michael Pierce,BAL,LAC,12,2023,True,4,2,0,0,0,0,0
Kyle Van Noy,BAL,LAC,12,2023,True,3,3,0,0,1,0,0
Jadeveon Clowney,BAL,LAC,12,2023,True,3,2,1,0,0,2,0
Brent Urban,BAL,LAC,12,2023,True,2,2,0,0,0,0,0
Ronald Darby,BAL,LAC,12,2023,True,2,2,0,0,0,0,0
Odafe Oweh,BAL,LAC,12,2023,True,2,2,0,1,0,0,0
Del'Shawn Phillips,BAL,LAC,12,2023,True,2,1,0,0,0,0,0
Travis Jones,BAL,LAC,12,2023,True,2,0,0.5,0,0,1,0
Broderick Washington,BAL,LAC,12,2023,True,1,1,1,1,0,2,0
Daryl Worley,BAL,LAC,12,2023,True,1,1,0,0,0,0,0
Arthur Maulet,BAL,LAC,12,2023,True,1,1,0,0,1,1,0
Justin Madubuike,BAL,LAC,12,2023,True,1,0,0.5,0,0,3,0
Alohi Gilman,LAC,BAL,12,2023,False,9,6,0,0,1,0,0
Deane Leonard,LAC,BAL,12,2023,False,7,7,0,1,0,0,0
Eric Kendricks,LAC,BAL,12,2023,False,7,4,0,1,0,0,0
Kenneth Murray Jr.,LAC,BAL,12,2023,False,6,5,0,0,0,0,0
Khalil Mack,LAC,BAL,12,2023,False,6,4,2,1,1,1,0
Derwin James Jr.,LAC,BAL,12,2023,False,6,4,0,0,0,0,0
Asante Samuel Jr.,LAC,BAL,12,2023,False,4,3,0,0,1,0,0
Tuli Tuipulotu,LAC,BAL,12,2023,False,4,3,0,0,0,0,0
Austin Johnson,LAC,BAL,12,2023,False,4,2,0,0,1,0,0
Otito Ogbonnia,LAC,BAL,12,2023,False,3,2,0,0,0,1,0
Essang Bassey,LAC,BAL,12,2023,False,3,1,0,0,1,0,0
Jaylinn Hawkins,LAC,BAL,12,2023,False,3,0,0,0,0,0,0
Nick Williams,LAC,BAL,12,2023,False,2,2,0,0,0,0,0
Donald Parham Jr.,LAC,BAL,12,2023,False,1,1,0,0,0,0,0
Nick Niemann,LAC,BAL,12,2023,False,1,1,0,0,0,0,0
Sebastian Joseph-Day,LAC,BAL,12,2023,False,1,0,0,0,0,1,0
Juan Thornhill,CLE,LAR,13,2023,True,7,5,0,0,0,0,0
Martin Emerson Jr.,CLE,LAR,13,2023,True,7,3,0,0,1,0,0
Mike Ford,CLE,LAR,13,2023,True,6,6,0,0,0,0,0
Jeremiah Owusu-Koramoah,CLE,LAR,13,2023,True,6,1,0,0,0,0,0
Kahlef Hailassie,CLE,LAR,13,2023,True,5,4,0,1,0,0,0
Grant Delpit,CLE,LAR,13,2023,True,4,3,0,0,0,1,0
Sione Takitaki,CLE,LAR,13,2023,True,4,2,0,0,0,0,0
Anthony Walker Jr.,CLE,LAR,13,2023,True,3,2,0,0,1,0,0
Ogbo Okoronkwo,CLE,LAR,13,2023,True,3,2,0,0,0,0,0
Greg Newsome II,CLE,LAR,13,2023,True,3,2,0,0,0,0,0
Jordan Elliott,CLE,LAR,13,2023,True,2,2,0,0,0,0,0
Dalvin Tomlinson,CLE,LAR,13,2023,True,2,1,0,0,0,0,0
Shelby Harris,CLE,LAR,13,2023,True,1,1,0,0,0,0,0
Geron Christian,CLE,LAR,13,2023,True,1,1,0,0,0,0,0
Harrison Bryant,CLE,LAR,13,2023,True,1,1,0,0,0,0,0
Za'Darius Smith,CLE,LAR,13,2023,True,1,0,0,0,0,0,0
Wyatt Teller,CLE,LAR,13,2023,True,1,0,0,0,0,0,0
Pierre Strong Jr.,CLE,LAR,13,2023,True,1,0,0,0,0,0,0
D'Anthony Bell,CLE,LAR,13,2023,True,1,0,0,0,0,0,0
Maurice Hurst II,CLE,LAR,13,2023,True,0,0,0,0,0,1,0
Ernest Jones IV,LAR,CLE,13,2023,False,15,6,0,0,0,0,0
Jordan Fuller,LAR,CLE,13,2023,False,6,5,0,0,0,0,0
John Johnson III,LAR,CLE,13,2023,False,6,1,0,0,2,0,0
Byron Young,LAR,CLE,13,2023,False,5,4,0,1,0,0,0
Aaron Donald,LAR,CLE,13,2023,False,5,2,0.5,1,0,3,0
Kobie Turner,LAR,CLE,13,2023,False,5,1,1.5,1,0,2,0
Ahkello Witherspoon,LAR,CLE,13,2023,False,4,4,0,0,1,0,0
Derion Kendrick,LAR,CLE,13,2023,False,4,3,0,1,1,0,0
Bobby Brown III,LAR,CLE,13,2023,False,3,2,0,1,0,0,0
Jonah Williams,LAR,CLE,13,2023,False,3,1,0,0,0,0,0
Troy Reeder,LAR,CLE,13,2023,False,2,2,0,0,0,0,0
Christian Rozeboom,LAR,CLE,13,2023,False,2,2,0,0,0,0,0
Keir Thomas,LAR,CLE,13,2023,False,2,1,0,0,0,0,0
Ben Skowronek,LAR,CLE,13,2023,False,1,1,0,0,0,0,0
Russ Yeast,LAR,CLE,13,2023,False,1,1,0,0,1,0,0
Hunter Long,LAR,CLE,13,2023,False,1,0,0,0,0,0,0
Larrell Murchison,LAR,CLE,13,2023,False,1,0,0,0,0,0,0
Tre Tomlinson,LAR,CLE,13,2023,False,1,0,0,0,0,0,0
Ernest Jones IV,LAR,DAL,8,2023,True,8,5,0,1,0,0,0
Christian Rozeboom,LAR,DAL,8,2023,True,7,6,0,0,0,0,0
Jordan Fuller,LAR,DAL,8,2023,True,6,5,0,0,1,0,0
Russ Yeast,LAR,DAL,8,2023,True,5,4,0,0,0,0,0
Derion Kendrick,LAR,DAL,8,2023,True,5,4,0,0,1,0,0
Quentin Lake,LAR,DAL,8,2023,True,4,4,0,0,2,0,0
Aaron Donald,LAR,DAL,8,2023,True,4,3,2,2,0,2,0
Ahkello Witherspoon,LAR,DAL,8,2023,True,3,3,0,0,1,0,0
Jonah Williams,LAR,DAL,8,2023,True,3,1,0,0,0,0,0
Larrell Murchison,LAR,DAL,8,2023,True,3,1,0,0,0,0,0
Kobie Turner,LAR,DAL,8,2023,True,3,1,0,1,1,0,0
Byron Young,LAR,DAL,8,2023,True,2,2,0,0,0,0,0
Michael Hoecht,LAR,DAL,8,2023,True,2,1,1,1,0,1,0
Ben Skowronek,LAR,DAL,8,2023,True,2,1,0,0,0,0,0
Duke Shelley,LAR,DAL,8,2023,True,1,1,0,0,0,0,0
Ochaun Mathis,LAR,DAL,8,2023,True,1,1,0,0,0,0,0
Tre Tomlinson,LAR,DAL,8,2023,True,1,1,0,0,0,0,0
Troy Reeder,LAR,DAL,8,2023,True,1,0,0,0,0,0,0
Cory Durden,LAR,DAL,8,2023,True,1,0,0,0,0,0,0
Cobie Durant,LAR,DAL,8,2023,True,1,0,0,0,0,0,0
Zach VanValkenburg,LAR,DAL,8,2023,True,1,0,0,0,0,0,0
DaRon Bland,DAL,LAR,8,2023,False,7,6,0,0,2,0,1
Donovan Wilson,DAL,LAR,8,2023,False,6,5,0,0,0,0,0
Markquese Bell,DAL,LAR,8,2023,False,6,5,0,0,0,0,0
Damone Clark,DAL,LAR,8,2023,False,6,4,0,0,0,0,0
Stephon Gilmore,DAL,LAR,8,2023,False,4,4,0,0,1,0,0
Jayron Kearse,DAL,LAR,8,2023,False,4,2,0,1,0,0,0
Osa Odighizuwa,DAL,LAR,8,2023,False,3,1,0,0,0,1,0
Micah Parsons,DAL,LAR,8,2023,False,2,2,1,2,1,3,0
DeMarcus Lawrence,DAL,LAR,8,2023,False,2,2,0,1,0,0,0
Jourdan Lewis,DAL,LAR,8,2023,False,2,2,0,0,0,0,0
Dorance Armstrong,DAL,LAR,8,2023,False,2,1,1,1,0,1,0
Sam Williams,DAL,LAR,8,2023,False,2,1,0,0,0,0,0
Dak Prescott,DAL,LAR,8,2023,False,1,1,0,0,0,0,0
Dante Fowler Jr.,DAL,LAR,8,2023,False,1,1,0,1,0,0,0
Malik Hooker,DAL,LAR,8,2023,False,1,1,0,0,0,0,0
Rashaan Evans,DAL,LAR,8,2023,False,1,1,0,0,0,0,0
Chauncey Golston,DAL,LAR,8,2023,False,1,1,0,0,0,0,0
Mazi Smith,DAL,LAR,8,2023,False,1,1,0,0,0,0,0
Johnathan Hankins,DAL,LAR,8,2023,False,1,0,0,0,0,0,0
Neville Gallimore,DAL,LAR,8,2023,False,1,0,0,0,1,0,0
Nahshon Wright,DAL,LAR,8,2023,False,1,0,0,0,0,0,0
Fred Warner,SF,MIN,7,2023,True,13,7,0,1,1,0,0
Dre Greenlaw,SF,MIN,7,2023,True,10,8,0,1,0,1,0
Talanoa Hufanga,SF,MIN,7,2023,True,9,7,0,0,0,1,0
Oren Burks,SF,MIN,7,2023,True,6,6,0,0,0,0,0
Nick Bosa,SF,MIN,7,2023,True,5,5,0,1,0,1,0
Charvarius Ward,SF,MIN,7,2023,True,5,4,0,0,2,0,0
Javon Hargrave,SF,MIN,7,2023,True,4,4,0,1,0,0,0
Deommodore Lenoir,SF,MIN,7,2023,True,4,2,0,0,0,0,0
Isaiah Oliver,SF,MIN,7,2023,True,3,3,0,0,0,0,0
Tashaun Gipson Sr.,SF,MIN,7,2023,True,2,1,0,0,0,0,0
George Odum,SF,MIN,7,2023,True,2,1,0,0,0,0,0
Clelin Ferrell,SF,MIN,7,2023,True,2,1,0,0,1,1,0
Ray-Ray McCloud III,SF,MIN,7,2023,True,1,1,0,0,0,0,0
Jauan Jennings,SF,MIN,7,2023,True,1,1,0,0,0,0,0
Kevin Givens,SF,MIN,7,2023,True,1,1,0,1,0,0,0
Javon Kinlaw,SF,MIN,7,2023,True,1,1,0,0,0,0,0
Ross Dwelley,SF,MIN,7,2023,True,1,0,0,0,0,0,0
Charlie Woerner,SF,MIN,7,2023,True,1,0,0,0,0,0,0
Jordan Mason,SF,MIN,7,2023,True,1,0,0,0,0,0,0
Arik Armstead,SF,MIN,7,2023,True,0,0,0,0,0,1,0
Randy Gregory,SF,MIN,7,2023,True,0,0,0,0,0,1,0
Camryn Bynum,MIN,SF,7,2023,False,9,7,0,0,2,0,0
Jordan Hicks,MIN,SF,7,2023,False,8,4,0,0,1,0,0
Harrison Smith,MIN,SF,7,2023,False,6,3,0,0,1,0,0
Josh Metellus,MIN,SF,7,2023,False,5,2,0,0,0,0,0
Byron Murphy Jr.,MIN,SF,7,2023,False,4,4,0,0,0,0,0
Akayleb Evans,MIN,SF,7,2023,False,4,4,0,0,0,0,0
Harrison Phillips,MIN,SF,7,2023,False,4,2,0,0,0,0,0
D.J. Wonnum,MIN,SF,7,2023,False,4,2,0,1,0,1,0
Dean Lowry,MIN,SF,7,2023,False,3,1,0,0,0,0,0
Danielle Hunter,MIN,SF,7,2023,False,2,2,1,1,0,2,0
Jonathan Bullard,MIN,SF,7,2023,False,2,2,0,1,0,0,0
Theo Jackson,MIN,SF,7,2023,False,2,1,0,0,0,0,0
Jaquelin Roy,MIN,SF,7,2023,False,1,1,0,0,0,0,0
Jordan Addison,MIN,SF,7,2023,False,1,1,0,0,0,0,0
Andrew Booth Jr.,MIN,SF,7,2023,False,1,0,0,0,0,0,0
Darius Harris,KC,IND,3,2022,True,13,6,0,1,0,0,0
Nick Bolton,KC,IND,3,2022,True,9,6,2,1,0,2,0
Khalen Saunders,KC,IND,3,2022,True,8,3,0,0,0,2,0
Jaylen Watson,KC,IND,3,2022,True,7,6,0,1,1,0,0
L'Jarius Sneed,KC,IND,3,2022,True,7,5,1,0,0,1,0
Justin Reid,KC,IND,3,2022,True,6,2,0,0,0,2,0
Rashad Fenton,KC,IND,3,2022,True,5,3,0,0,0,0,0
Juan Thornhill,KC,IND,3,2022,True,5,2,0,1,0,0,0
George Karlaftis,KC,IND,3,2022,True,5,1,0,0,0,0,0
Carlos Dunlap,KC,IND,3,2022,True,4,2,1,0,0,1,0
Frank Clark,KC,IND,3,2022,True,3,1,1,1,0,1,0
Tershawn Wharton,KC,IND,3,2022,True,2,2,0,0,0,0,0
Chris Jones,KC,IND,3,2022,True,2,1,0,1,0,1,0
Malik Herring,KC,IND,3,2022,True,2,0,0,0,0,0,0
Travis Kelce,KC,IND,3,2022,True,1,1,0,0,0,0,0
Derrick Nnadi,KC,IND,3,2022,True,1,1,0,0,0,0,0
Matt Ammendola,KC,IND,3,2022,True,1,1,0,0,0,0,0
Dicaprio Bootle,KC,IND,3,2022,True,1,1,0,0,0,0,0
Jody Fortson,KC,IND,3,2022,True,1,1,0,0,0,0,0
Michael Burton,KC,IND,3,2022,True,1,0,0,0,0,0,0
Elijah Lee,KC,IND,3,2022,True,1,0,0,0,0,0,0
Bryan Cook,KC,IND,3,2022,True,1,0,0,0,0,0,0
Zaire Franklin,IND,KC,3,2022,False,12,8,0,1,1,1,0
Bobby Okereke,IND,KC,3,2022,False,7,4,0,0,0,0,0
Stephon Gilmore,IND,KC,3,2022,False,5,5,0,0,1,0,0
Rodney McLeod Jr.,IND,KC,3,2022,False,5,3,0,0,2,0,0
DeForest Buckner,IND,KC,3,2022,False,4,2,0,0,0,2,0
Kwity Paye,IND,KC,3,2022,False,3,3,0,1,0,0,0
Brandon Facyson,IND,KC,3,2022,False,2,2,0,0,0,0,0
Isaiah Rodgers Sr.,IND,KC,3,2022,False,2,2,0,0,0,0,0
Kenny Moore II,IND,KC,3,2022,False,2,2,0,0,1,0,0
Dayo Odeyingbo,IND,KC,3,2022,False,2,2,0,1,0,0,0
Rodney Thomas II,IND,KC,3,2022,False,2,2,0,0,0,0,0
Yannick Ngakoue,IND,KC,3,2022,False,2,1,1,1,0,2,0
E.J. Speed,IND,KC,3,2022,False,2,1,0,0,1,0,0
Grover Stewart,IND,KC,3,2022,False,2,1,0,0,0,0,0
Tony Brown,IND,KC,3,2022,False,2,0,0,0,0,0,0
Danny Pinter,IND,KC,3,2022,False,1,1,0,0,0,0,0
Julian Blackmon,IND,KC,3,2022,False,1,1,0,0,0,0,0
Grant Stuard,IND,KC,3,2022,False,1,1,0,0,0,0,0
