name,team,opponent,week,season,isHome,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
David Moore,TB,CAR,18,2023,True,1,0,0,0,0,0,0
Kaevon Merriweather,TB,CAR,18,2023,True,1,0,0,0,0,0,0
Derrick Brown,CAR,TB,18,2023,False,7,6,1,1,1,2,0
Donte Jackson,CAR,TB,18,2023,False,7,6,0,0,0,0,0
Frankie Luvu,CAR,TB,18,2023,False,6,3,0,0,0,1,0
Yetur Gross-Matos,CAR,TB,18,2023,False,5,4,1,1,0,1,0
Jaycee Horn,CAR,TB,18,2023,False,5,4,0,0,3,0,0
Deion Jones,CAR,TB,18,2023,False,4,3,0,0,2,0,0
Kamu Grugier-Hill,CAR,TB,18,2023,False,4,1,0,0,0,0,0
Xavier Woods,CAR,TB,18,2023,False,3,3,0,1,1,0,0
Shy Tuttle,CAR,TB,18,2023,False,3,2,0,0,0,0,0
LaBryan Ray,CAR,TB,18,2023,False,3,2,0,0,0,0,0
DeShawn Williams,CAR,TB,18,2023,False,3,1,0,0,0,0,0
Brian Burns,CAR,TB,18,2023,False,2,2,1,1,0,1,0
Troy Hill,CAR,TB,18,2023,False,2,1,0,1,0,0,0
Nick Thurman,CAR,TB,18,2023,False,2,1,0,0,0,1,0
Vonn Bell,CAR,TB,18,2023,False,2,1,0,0,0,0,0
CJ Henderson,CAR,TB,18,2023,False,2,0,0,0,0,0,0
Jordan Whitehead,NYJ,MIA,15,2023,True,9,5,0,0,0,0,0
C.J. Mosley,NYJ,MIA,15,2023,True,7,4,0,1,0,0,0
Quincy Williams,NYJ,MIA,15,2023,True,6,4,0,0,1,0,0
Ashtyn Davis,NYJ,MIA,15,2023,True,6,4,0,1,0,0,0
D.J. Reed,NYJ,MIA,15,2023,True,6,3,0,0,1,0,0
Michael Carter II,NYJ,MIA,15,2023,True,5,5,0,1,0,0,0
Jermaine Johnson,NYJ,MIA,15,2023,True,5,3,0,2,0,0,0
Tony Adams,NYJ,MIA,15,2023,True,4,3,0,1,0,0,0
Jamien Sherwood,NYJ,MIA,15,2023,True,3,3,0,0,0,0,0
Solomon Thomas,NYJ,MIA,15,2023,True,3,2,1,1,0,1,0
Quinnen Williams,NYJ,MIA,15,2023,True,3,2,0.5,0,0,2,0
Sauce Gardner,NYJ,MIA,15,2023,True,3,2,0,0,0,0,0
Bryce Huff,NYJ,MIA,15,2023,True,2,2,1,1,0,1,0
Micheal Clemons,NYJ,MIA,15,2023,True,2,1,0,0,0,0,0
John Franklin-Myers,NYJ,MIA,15,2023,True,2,0,0,0,0,0,0
Laken Tomlinson,NYJ,MIA,15,2023,True,1,1,0,0,0,0,0
Justin Hardee,NYJ,MIA,15,2023,True,1,1,0,0,0,0,0
Thomas Hennessy,NYJ,MIA,15,2023,True,1,1,0,0,0,0,0
Xavier Gipson,NYJ,MIA,15,2023,True,1,1,0,0,0,0,0
Breece Hall,NYJ,MIA,15,2023,True,1,1,0,0,0,0,0
Chazz Surratt,NYJ,MIA,15,2023,True,1,0,0,0,0,0,0
Kenny Yeboah,NYJ,MIA,15,2023,True,1,0,0,0,0,0,0
Will McDonald IV,NYJ,MIA,15,2023,True,1,0,0.5,0,0,1,0
Bradley Chubb,MIA,NYJ,15,2023,False,7,5,3,2,0,3,0
David Long Jr.,MIA,NYJ,15,2023,False,6,1,0,1,0,0,0
Brandon Jones,MIA,NYJ,15,2023,False,5,5,0,0,2,0,0
Duke Riley,MIA,NYJ,15,2023,False,5,4,0.5,0,1,1,0
Eli Apple,MIA,NYJ,15,2023,False,4,4,0,0,1,0,0
Elijah Campbell,MIA,NYJ,15,2023,False,4,3,0,0,1,0,0
Andrew Van Ginkel,MIA,NYJ,15,2023,False,4,2,0.5,0,1,2,0
Christian Wilkins,MIA,NYJ,15,2023,False,3,2,0.5,1,0,1,0
Nik Needham,MIA,NYJ,15,2023,False,2,2,0,0,0,0,0
Zach Sieler,MIA,NYJ,15,2023,False,2,1,1,1,1,2,0
Calvin Munson,MIA,NYJ,15,2023,False,1,1,0,0,0,0,0
Emmanuel Ogbah,MIA,NYJ,15,2023,False,1,0,0.5,0,0,1,0
Da'Shawn Hand,MIA,NYJ,15,2023,False,1,0,0,0,0,0,0
Cameron Goode,MIA,NYJ,15,2023,False,1,0,0,0,0,1,0
Raekwon Davis,MIA,NYJ,15,2023,False,1,0,0,0,0,2,0
Ethan Bonner,MIA,NYJ,15,2023,False,1,0,0,0,1,0,0
Jalen Ramsey,MIA,NYJ,15,2023,False,0,0,0,0,1,0,0
Kader Kohou,MIA,NYJ,15,2023,False,0,0,0,0,0,1,0
Christian Harris,HOU,NYJ,14,2023,True,10,7,0,0,0,0,0
Jalen Pitre,HOU,NYJ,14,2023,True,8,7,0,0,0,0,0
Jimmie Ward,HOU,NYJ,14,2023,True,7,5,0,0,0,0,0
Jonathan Greenard,HOU,NYJ,14,2023,True,6,5,2,2,1,2,0
Derek Stingley Jr.,HOU,NYJ,14,2023,True,5,5,0,0,0,0,0
Steven Nelson,HOU,NYJ,14,2023,True,5,3,0,0,0,0,0
Maliek Collins,HOU,NYJ,14,2023,True,4,1,1,1,0,1,0
Denzel Perryman,HOU,NYJ,14,2023,True,4,1,0,1,2,1,0
Blake Cashman,HOU,NYJ,14,2023,True,3,3,0,0,0,0,0
Sheldon Rankins,HOU,NYJ,14,2023,True,2,2,1,2,0,1,0
Derek Barnett,HOU,NYJ,14,2023,True,2,2,0,2,0,1,0
Khalil Davis,HOU,NYJ,14,2023,True,2,2,0,0,0,0,0
Jake Hansen,HOU,NYJ,14,2023,True,2,2,0,0,0,0,0
D'Angelo Ross,HOU,NYJ,14,2023,True,2,1,0,0,0,0,0
Desmond King II,HOU,NYJ,14,2023,True,1,1,0,0,0,0,0
Tavierre Thomas,HOU,NYJ,14,2023,True,1,1,0,0,0,0,0
Henry To'oTo'o,HOU,NYJ,14,2023,True,0,0,0,0,0,1,0
Will Anderson Jr.,HOU,NYJ,14,2023,True,0,0,0,0,0,2,0
Quincy Williams,NYJ,HOU,14,2023,False,5,3,0,1,1,0,0
D.J. Reed,NYJ,HOU,14,2023,False,4,4,0,0,3,0,0
Sauce Gardner,NYJ,HOU,14,2023,False,4,3,0,1,2,0,0
C.J. Mosley,NYJ,HOU,14,2023,False,4,2,0,0,1,0,0
Tony Adams,NYJ,HOU,14,2023,False,4,2,0,0,1,0,0
Quinnen Williams,NYJ,HOU,14,2023,False,3,2,1,1,0,2,0
Ashtyn Davis,NYJ,HOU,14,2023,False,3,2,0,0,0,0,0
Quinton Jefferson,NYJ,HOU,14,2023,False,3,1,0,0,0,1,0
Jordan Whitehead,NYJ,HOU,14,2023,False,3,1,0,0,0,0,0
Solomon Thomas,NYJ,HOU,14,2023,False,2,2,1,1,0,1,0
Bryce Huff,NYJ,HOU,14,2023,False,2,1,1,1,0,1,0
Jermaine Johnson,NYJ,HOU,14,2023,False,2,1,0,0,1,0,0
 Team,NYJ,HOU,14,2023,False,1,1,1,0,0,0,0
Will McDonald IV,NYJ,HOU,14,2023,False,1,1,1,1,0,1,0
Sam Eguavoen,NYJ,HOU,14,2023,False,1,1,0,0,0,0,0
Justin Hardee,NYJ,HOU,14,2023,False,1,0,0,0,0,0,0
Jalyn Holmes,NYJ,HOU,14,2023,False,1,0,0,0,0,0,0
Michael Carter II,NYJ,HOU,14,2023,False,1,0,0,0,1,0,0
Micheal Clemons,NYJ,HOU,14,2023,False,1,0,0,0,0,0,0
Jamien Sherwood,NYJ,HOU,14,2023,False,1,0,0,0,0,0,0
Kyle Dugger,NE,MIA,8,2023,True,9,7,1,1,1,1,0
Jahlani Tavai,NE,MIA,8,2023,True,7,3,0,0,1,0,0
Mack Wilson Sr.,NE,MIA,8,2023,True,6,5,0,1,0,0,0
Ja'Whaun Bentley,NE,MIA,8,2023,True,6,4,0,0,0,0,0
Myles Bryant,NE,MIA,8,2023,True,5,5,0,0,0,0,0
Jabrill Peppers,NE,MIA,8,2023,True,5,4,0,1,0,0,0
Christian Barmore,NE,MIA,8,2023,True,5,3,1,1,0,1,0
Jonathan Jones,NE,MIA,8,2023,True,4,2,0,0,1,0,0
Davon Godchaux,NE,MIA,8,2023,True,3,3,0,0,0,0,0
J.C. Jackson,NE,MIA,8,2023,True,3,3,0,0,2,0,0
Jack Jones,NE,MIA,8,2023,True,3,2,0,0,1,0,0
Keion White,NE,MIA,8,2023,True,3,2,0,1,0,0,0
Anfernee Jennings,NE,MIA,8,2023,True,2,2,0,0,0,0,0
Brenden Schooler,NE,MIA,8,2023,True,2,2,0,0,0,0,0
Adrian Phillips,NE,MIA,8,2023,True,1,1,0,0,0,0,0
Marte Mapu,NE,MIA,8,2023,True,1,1,0,0,0,0,0
DeMario Douglas,NE,MIA,8,2023,True,1,1,0,0,0,0,0
Jalen Mills,NE,MIA,8,2023,True,1,0,0,0,0,0,0
Deatrich Wise Jr.,NE,MIA,8,2023,True,1,0,0,0,0,0,0
Jaelan Phillips,MIA,NE,8,2023,False,8,7,1,1,0,1,0
Brandon Jones,MIA,NE,8,2023,False,7,4,0,0,1,0,0
DeShon Elliott,MIA,NE,8,2023,False,6,4,0,0,1,0,0
Christian Wilkins,MIA,NE,8,2023,False,5,4,1,1,0,1,0
Jerome Baker,MIA,NE,8,2023,False,5,3,0,0,0,0,0
Kader Kohou,MIA,NE,8,2023,False,4,4,0,1,1,0,0
David Long Jr.,MIA,NE,8,2023,False,4,3,0,0,0,0,0
Eli Apple,MIA,NE,8,2023,False,3,3,0,0,0,0,0
Bradley Chubb,MIA,NE,8,2023,False,3,2,1,1,0,2,0
Zach Sieler,MIA,NE,8,2023,False,2,1,0,0,0,2,0
Justin Bethel,MIA,NE,8,2023,False,1,1,0,0,0,0,0
Tyreek Hill,MIA,NE,8,2023,False,1,1,0,0,0,0,0
Jalen Ramsey,MIA,NE,8,2023,False,1,0,0,0,1,0,0
Andrew Van Ginkel,MIA,NE,8,2023,False,1,0,0,0,0,1,0
Chase Claypool,MIA,NE,8,2023,False,1,0,0,0,0,0,0
Roquan Smith,BAL,CIN,18,2022,True,16,12,0,1,0,0,0
Marcus Williams,BAL,CIN,18,2022,True,7,5,0,1,1,0,0
Daryl Worley,BAL,CIN,18,2022,True,5,4,0,1,2,0,0
Patrick Queen,BAL,CIN,18,2022,True,5,4,0,1,0,0,0
Kyle Hamilton,BAL,CIN,18,2022,True,5,4,0,0,1,0,0
Justin Madubuike,BAL,CIN,18,2022,True,3,3,0,0,0,1,0
Jason Pierre-Paul,BAL,CIN,18,2022,True,3,1,0,0,1,0,0
Chuck Clark,BAL,CIN,18,2022,True,3,1,0,0,0,0,0
Demarcus Robinson,BAL,CIN,18,2022,True,2,2,0,0,0,0,0
Marlon Humphrey,BAL,CIN,18,2022,True,2,2,0,0,0,0,0
Damarion Williams,BAL,CIN,18,2022,True,2,2,0,0,0,0,0
Broderick Washington,BAL,CIN,18,2022,True,2,1,0,0,0,1,0
Travis Jones,BAL,CIN,18,2022,True,2,1,0,0,0,0,0
David Ojabo,BAL,CIN,18,2022,True,1,1,1,0,0,1,0
Brent Urban,BAL,CIN,18,2022,True,1,1,0,0,0,0,0
Justice Hill,BAL,CIN,18,2022,True,1,1,0,0,0,0,0
Del'Shawn Phillips,BAL,CIN,18,2022,True,1,1,0,0,0,0,0
Tylan Wallace,BAL,CIN,18,2022,True,1,1,0,0,0,0,0
Isaiah Likely,BAL,CIN,18,2022,True,1,1,0,0,0,0,0
Justin Houston,BAL,CIN,18,2022,True,1,0,0.5,0,0,2,0
Odafe Oweh,BAL,CIN,18,2022,True,1,0,0.5,0,0,1,0
Cam Taylor-Britt,CIN,BAL,18,2022,False,9,3,0,1,1,0,0
Logan Wilson,CIN,BAL,18,2022,False,8,4,0,0,1,0,0
Jessie Bates III,CIN,BAL,18,2022,False,8,3,0,0,1,0,0
Eli Apple,CIN,BAL,18,2022,False,6,6,0,0,0,0,0
B.J. Hill,CIN,BAL,18,2022,False,4,3,1,1,0,2,0
DJ Reader,CIN,BAL,18,2022,False,4,2,0,0,0,0,0
Joseph Ossai,CIN,BAL,18,2022,False,4,1,1,0,0,2,1
Vonn Bell,CIN,BAL,18,2022,False,4,1,0,0,1,0,0
Germaine Pratt,CIN,BAL,18,2022,False,4,1,0,0,2,0,0
Tre Flowers,CIN,BAL,18,2022,False,3,3,0,0,0,0,0
Mike Hilton,CIN,BAL,18,2022,False,3,2,0,0,2,0,0
Cam Sample,CIN,BAL,18,2022,False,3,2,0,0,0,0,0
Sam Hubbard,CIN,BAL,18,2022,False,3,1,0,0,0,1,0
Trey Hendrickson,CIN,BAL,18,2022,False,2,2,2,1,0,2,0
Dax Hill,CIN,BAL,18,2022,False,2,2,0,0,0,0,0
Zach Carter,CIN,BAL,18,2022,False,2,1,0,0,1,0,0
Markus Bailey,CIN,BAL,18,2022,False,1,1,0,0,0,0,0
Clay Johnston,CIN,BAL,18,2022,False,1,1,0,0,0,0,0
Josh Tupou,CIN,BAL,18,2022,False,1,0,0,0,0,0,0
Taylor Rapp,LAR,KC,12,2022,True,12,7,0,0,0,0,0
Ernest Jones IV,LAR,KC,12,2022,True,11,5,0,0,0,1,0
Troy Hill,LAR,KC,12,2022,True,10,3,0,0,0,0,0
Nick Scott,LAR,KC,12,2022,True,7,4,0,0,1,0,0
Jalen Ramsey,LAR,KC,12,2022,True,6,3,0,0,1,0,0
Bobby Wagner,LAR,KC,12,2022,True,6,2,0,0,1,0,0
Michael Hoecht,LAR,KC,12,2022,True,6,2,0,0,0,0,0
Aaron Donald,LAR,KC,12,2022,True,3,3,0,0,0,1,0
Jonah Williams,LAR,KC,12,2022,True,3,1,0,0,0,0,0
Greg Gaines,LAR,KC,12,2022,True,3,0,0,0,0,0,0
Derion Kendrick,LAR,KC,12,2022,True,2,2,0,0,0,0,0
Leonard Floyd,LAR,KC,12,2022,True,2,1,0,0,0,0,0
David Long Jr.,LAR,KC,12,2022,True,2,1,0,0,0,0,0
Rob Havenstein,LAR,KC,12,2022,True,1,1,0,0,0,0,0
Marquise Copeland,LAR,KC,12,2022,True,1,1,0,0,0,0,0
Matt Skura,LAR,KC,12,2022,True,1,0,0,0,0,0,0
Bryce Perkins,LAR,KC,12,2022,True,1,0,0,0,0,0,0
Bobby Brown III,LAR,KC,12,2022,True,1,0,0,0,0,0,0
Nick Bolton,KC,LAR,12,2022,False,11,8,0,1,1,0,0
L'Jarius Sneed,KC,LAR,12,2022,False,7,5,0,1,2,0,0
Frank Clark,KC,LAR,12,2022,False,6,3,0,0,1,1,0
Willie Gay,KC,LAR,12,2022,False,5,3,0,1,0,0,0
Mike Danna,KC,LAR,12,2022,False,4,1,0,0,0,2,0
Justin Reid,KC,LAR,12,2022,False,3,3,0,0,0,0,0
Carlos Dunlap,KC,LAR,12,2022,False,3,1,0,0,1,0,0
Bryan Cook,KC,LAR,12,2022,False,2,2,1,1,0,0,0
Trent McDuffie,KC,LAR,12,2022,False,2,2,0,0,2,0,0
Joshua Williams,KC,LAR,12,2022,False,2,1,0,0,1,0,0
Khalen Saunders,KC,LAR,12,2022,False,2,0,0,0,0,0,0
Derrick Nnadi,KC,LAR,12,2022,False,2,0,0,0,0,0,0
Chris Jones,KC,LAR,12,2022,False,1,1,1,1,0,1,0
George Karlaftis,KC,LAR,12,2022,False,1,1,1,1,0,1,0
Deon Bush,KC,LAR,12,2022,False,1,1,0,0,0,0,0
Jack Cochrane,KC,LAR,12,2022,False,1,1,0,0,0,0,0
Darius Harris,KC,LAR,12,2022,False,1,0,0,0,0,0,0
Taylor Stallworth,KC,LAR,12,2022,False,1,0,0,0,0,0,0
Jody Fortson,KC,LAR,12,2022,False,1,0,0,0,0,0,0
Leo Chenal,KC,LAR,12,2022,False,1,0,0,0,0,0,0
Marlon Humphrey,BAL,NO,9,2022,True,7,5,1,1,1,1,0
Kyle Hamilton,BAL,NO,9,2022,True,6,6,0,0,0,0,0
Patrick Queen,BAL,NO,9,2022,True,5,5,0,0,1,0,0
Roquan Smith,BAL,NO,9,2022,True,5,2,0,0,0,0,0
Justin Houston,BAL,NO,9,2022,True,3,2,2.5,2,1,3,0
Marcus Peters,BAL,NO,9,2022,True,3,2,0,0,0,0,0
Broderick Washington,BAL,NO,9,2022,True,3,2,0,0,0,0,0
Brandon Stephens,BAL,NO,9,2022,True,2,2,0,0,0,0,0
Malik Harrison,BAL,NO,9,2022,True,2,2,0,0,0,0,0
Calais Campbell,BAL,NO,9,2022,True,2,1,0.5,1,1,2,0
Odafe Oweh,BAL,NO,9,2022,True,2,1,0,1,0,0,0
Chuck Clark,BAL,NO,9,2022,True,1,1,0,0,0,0,0
Justin Madubuike,BAL,NO,9,2022,True,1,1,0,0,1,0,0
Justice Hill,BAL,NO,9,2022,True,1,1,0,0,0,0,0
Binjimen Victor,BAL,NO,9,2022,True,1,1,0,0,0,0,0
Travis Jones,BAL,NO,9,2022,True,1,1,0,0,0,0,0
Geno Stone,BAL,NO,9,2022,True,1,0,0,0,0,0,0
Damarion Williams,BAL,NO,9,2022,True,1,0,0,0,0,0,0
Brent Urban,BAL,NO,9,2022,True,0,0,0,0,1,0,0
Tyus Bowser,BAL,NO,9,2022,True,0,0,0,0,0,1,0
Marcus Maye,NO,BAL,9,2022,False,11,8,0,0,0,0,0
Demario Davis,NO,BAL,9,2022,False,7,5,1,2,0,0,0
Tanoh Kpassagnon,NO,BAL,9,2022,False,5,5,0,0,0,0,0
Kaden Elliss,NO,BAL,9,2022,False,5,4,1,0,0,1,0
Tyrann Mathieu,NO,BAL,9,2022,False,5,3,0,0,0,0,0
Alontae Taylor,NO,BAL,9,2022,False,5,3,0,0,1,0,0
Carl Granderson,NO,BAL,9,2022,False,3,3,0,1,0,0,0
Payton Turner,NO,BAL,9,2022,False,3,3,0,1,0,0,0
Paulson Adebo,NO,BAL,9,2022,False,3,3,0,0,0,0,0
Cameron Jordan,NO,BAL,9,2022,False,3,1,0,0,0,0,0
Pete Werner,NO,BAL,9,2022,False,3,1,0,0,0,0,0
Zack Baun,NO,BAL,9,2022,False,2,1,0,0,0,0,0
Malcolm Roach,NO,BAL,9,2022,False,2,1,0,0,0,0,0
David Onyemata,NO,BAL,9,2022,False,1,1,1,1,0,1,0
Chris Harris Jr.,NO,BAL,9,2022,False,1,1,0,0,0,0,0
Daniel Sorensen,NO,BAL,9,2022,False,1,1,0,0,0,0,0
Kentavius Street,NO,BAL,9,2022,False,1,1,0,0,0,0,0
Marcus Davenport,NO,BAL,9,2022,False,1,1,0,0,0,0,0
Tre'Quan Smith,NO,BAL,9,2022,False,1,1,0,0,0,0,0
Jordan Fuller,LAR,NYG,6,2021,True,11,8,0,0,0,0,0
Jalen Ramsey,LAR,NYG,6,2021,True,6,5,0,0,0,0,0
Kenny Young,LAR,NYG,6,2021,True,5,4,0,1,0,0,0
Robert Rochell,LAR,NYG,6,2021,True,5,4,0,0,1,0,0
Troy Reeder,LAR,NYG,6,2021,True,5,3,0,0,0,0,0
Ernest Jones IV,LAR,NYG,6,2021,True,5,3,0,0,0,0,0
Taylor Rapp,LAR,NYG,6,2021,True,5,1,0,0,2,1,0
Dont'e Deayon,LAR,NYG,6,2021,True,4,4,0,0,0,0,0
Sebastian Joseph-Day,LAR,NYG,6,2021,True,3,1,0,0,0,0,0
Ben Skowronek,LAR,NYG,6,2021,True,2,2,0,0,0,0,0
Leonard Floyd,LAR,NYG,6,2021,True,2,1,1.5,0,0,1,0
Terrell Lewis,LAR,NYG,6,2021,True,2,1,1,1,0,1,0
Aaron Donald,LAR,NYG,6,2021,True,2,1,0.5,0,1,1,0
Greg Gaines,LAR,NYG,6,2021,True,2,1,0,0,0,1,0
JuJu Hughes,LAR,NYG,6,2021,True,2,1,0,0,0,0,0
Jamir Jones,LAR,NYG,6,2021,True,2,1,0,0,0,1,0
Nick Scott,LAR,NYG,6,2021,True,2,0,0,0,0,0,0
Ogbo Okoronkwo,LAR,NYG,6,2021,True,1,1,1,0,0,1,0
Robert Woods,LAR,NYG,6,2021,True,1,1,0,0,0,0,0
Cooper Kupp,LAR,NYG,6,2021,True,1,1,0,0,0,0,0
Terrell Burgess,LAR,NYG,6,2021,True,1,1,0,0,0,0,0
A'Shawn Robinson,LAR,NYG,6,2021,True,1,0,0,0,0,0,0
Travin Howard,LAR,NYG,6,2021,True,1,0,0,0,0,0,0
Jonah Williams,LAR,NYG,6,2021,True,1,0,0,0,0,0,0
David Long Jr.,LAR,NYG,6,2021,True,0,0,0,0,1,0,0
Tae Crowder,NYG,LAR,6,2021,False,10,7,0,1,0,0,0
Jabrill Peppers,NYG,LAR,6,2021,False,9,5,0,0,0,1,0
Logan Ryan,NYG,LAR,6,2021,False,7,5,0,0,1,0,0
Reggie Ragland,NYG,LAR,6,2021,False,7,4,0,0,1,0,0
Leonard Williams,NYG,LAR,6,2021,False,7,3,1.5,1,0,2,0
Dexter Lawrence II,NYG,LAR,6,2021,False,7,2,0.5,0,0,1,0
Austin Johnson,NYG,LAR,6,2021,False,6,0,0,0,0,0,0
Xavier McKinney,NYG,LAR,6,2021,False,3,3,0,0,2,0,0
James Bradberry IV,NYG,LAR,6,2021,False,3,2,0,0,2,0,0
Adoree' Jackson,NYG,LAR,6,2021,False,3,2,0,0,0,0,0
Elijhaa Penny,NYG,LAR,6,2021,False,2,2,0,0,0,0,0
Sterling Shepard,NYG,LAR,6,2021,False,2,2,0,0,0,0,0
Danny Shelton,NYG,LAR,6,2021,False,2,1,0,0,0,0,0
Carter Coughlin,NYG,LAR,6,2021,False,2,1,0,0,0,0,0
Azeez Ojulari,NYG,LAR,6,2021,False,2,1,0,0,0,0,0
Riley Dixon,NYG,LAR,6,2021,False,1,1,0,0,0,0,0
Keion Crossen,NYG,LAR,6,2021,False,1,1,0,0,0,0,0
Oshane Ximines,NYG,LAR,6,2021,False,1,1,0,0,0,0,0
Dante Pettis,NYG,LAR,6,2021,False,1,1,0,0,0,0,0
Lorenzo Carter,NYG,LAR,6,2021,False,1,1,0,0,0,0,0
Sam Beal,NYG,LAR,6,2021,False,1,1,0,0,0,0,0
Darnay Holmes,NYG,LAR,6,2021,False,1,1,0,0,0,0,0
Cullen Gillaspia,NYG,LAR,6,2021,False,1,0,0,0,0,0,0
Gary Brightwell,NYG,LAR,6,2021,False,1,0,0,0,0,0,0
Leonard Williams,NYG,CHI,17,2021,True,8,2,0,0,0,1,0
Jaylon Smith,NYG,CHI,17,2021,True,7,5,1,1,0,1,0
Lorenzo Carter,NYG,CHI,17,2021,True,6,5,1,2,1,1,0
Xavier McKinney,NYG,CHI,17,2021,True,6,4,0,0,1,0,0
Tae Crowder,NYG,CHI,17,2021,True,6,3,0,0,1,0,0
Austin Johnson,NYG,CHI,17,2021,True,5,4,0,0,0,1,0
Logan Ryan,NYG,CHI,17,2021,True,5,3,0,0,1,0,0
Adoree' Jackson,NYG,CHI,17,2021,True,4,3,0,0,0,0,0
Quincy Roche,NYG,CHI,17,2021,True,3,2,0,1,0,0,0
Elerson Smith,NYG,CHI,17,2021,True,3,0,0,0,0,1,0
Aaron Robinson,NYG,CHI,17,2021,True,2,1,0,0,0,0,0
Julian Love,NYG,CHI,17,2021,True,2,1,0,0,0,0,0
Woodrow Hamilton IV,NYG,CHI,17,2021,True,2,0,0,0,0,0,0
Mike Glennon,NYG,CHI,17,2021,True,1,1,0,0,0,0,0
Wes Martin,NYG,CHI,17,2021,True,1,1,0,0,0,0,0
Andrew Thomas,NYG,CHI,17,2021,True,1,1,0,0,0,0,0
James Bradberry IV,NYG,CHI,17,2021,True,1,0,0,0,2,0,0
Pharoh Cooper,NYG,CHI,17,2021,True,1,0,0,0,0,0,0
Keion Crossen,NYG,CHI,17,2021,True,1,0,0,0,0,0,0
David Moa,NYG,CHI,17,2021,True,1,0,0,0,0,0,0
Jarren Williams,NYG,CHI,17,2021,True,1,0,0,0,0,0,0
Azeez Ojulari,NYG,CHI,17,2021,True,1,0,0,0,1,0,0
Roquan Smith,CHI,NYG,17,2021,False,9,6,0,2,0,0,0
Alec Ogletree,CHI,NYG,17,2021,False,8,6,0,0,0,0,0
Eddie Jackson,CHI,NYG,17,2021,False,8,5,0,1,0,0,0
Jaylon Johnson,CHI,NYG,17,2021,False,4,4,0,0,0,0,0
Bilal Nichols,CHI,NYG,17,2021,False,4,2,0,0,1,1,0
Angelo Blackson,CHI,NYG,17,2021,False,3,3,1,2,0,1,0
Trevis Gipson,CHI,NYG,17,2021,False,3,2,2,0,0,1,0
Eddie Goldman,CHI,NYG,17,2021,False,3,2,0,0,0,0,0
Deon Bush,CHI,NYG,17,2021,False,3,2,0,0,1,0,0
Sam Kamara,CHI,NYG,17,2021,False,3,2,0,0,0,0,0
Akiem Hicks,CHI,NYG,17,2021,False,2,2,0,0,0,0,0
Margus Hunt,CHI,NYG,17,2021,False,2,2,0,1,0,0,0
Tashaun Gipson Sr.,CHI,NYG,17,2021,False,2,1,0,0,1,0,0
Artie Burns,CHI,NYG,17,2021,False,2,1,0,0,2,0,0
Khyiris Tonga,CHI,NYG,17,2021,False,2,1,0,0,0,0,0
Robert Quinn,CHI,NYG,17,2021,False,1,1,1,0,0,2,0
Jimmy Graham,CHI,NYG,17,2021,False,1,1,0,0,0,0,0
Allen Robinson II,CHI,NYG,17,2021,False,1,1,0,0,0,0,0
Damien Williams,CHI,NYG,17,2021,False,1,1,0,0,0,0,0
Kindle Vildor,CHI,NYG,17,2021,False,1,1,0,0,0,0,0
Thomas Graham Jr.,CHI,NYG,17,2021,False,1,1,0,0,0,0,0
Patrick Scales,CHI,NYG,17,2021,False,1,0,0,0,0,0,0
Christian Jones,CHI,NYG,17,2021,False,1,0,0,0,0,0,0
Sione Takitaki,CLE,MIA,10,2022,True,10,8,0,1,0,0,0
Grant Delpit,CLE,MIA,10,2022,True,10,6,0,1,0,0,0
Denzel Ward,CLE,MIA,10,2022,True,8,6,0,0,1,0,0
Deion Jones,CLE,MIA,10,2022,True,8,3,0.5,0,0,1,0
Jordan Kunaszyk,CLE,MIA,10,2022,True,5,4,0,0,1,0,0
John Johnson III,CLE,MIA,10,2022,True,5,3,0,0,0,0,0
Greg Newsome II,CLE,MIA,10,2022,True,3,2,0.5,0,0,1,0
Tommy Togiai,CLE,MIA,10,2022,True,3,0,0,0,0,0,0
Jermaine Carter,CLE,MIA,10,2022,True,2,2,0,0,0,0,0
Ronnie Harrison Jr.,CLE,MIA,10,2022,True,2,2,0,0,0,0,0
Tony Fields II,CLE,MIA,10,2022,True,2,2,0,0,0,0,0
Martin Emerson Jr.,CLE,MIA,10,2022,True,2,2,0,0,1,0,0
D'Anthony Bell,CLE,MIA,10,2022,True,2,2,0,0,0,0,0
Myles Garrett,CLE,MIA,10,2022,True,2,1,0,0,0,0,0
Alex Wright,CLE,MIA,10,2022,True,2,1,0,0,0,0,0
Jadeveon Clowney,CLE,MIA,10,2022,True,1,1,0,0,0,0,0
Roderick Perry II,CLE,MIA,10,2022,True,1,1,0,0,0,0,0
Isaiah Thomas,CLE,MIA,10,2022,True,1,1,0,0,0,0,0
Taven Bryan,CLE,MIA,10,2022,True,1,0,0,0,0,0,0
Cade York,CLE,MIA,10,2022,True,1,0,0,0,0,0,0
Elandon Roberts,MIA,CLE,10,2022,False,7,6,0,0,0,1,0
Justin Bethel,MIA,CLE,10,2022,False,7,5,0,0,2,0,0
Jerome Baker,MIA,CLE,10,2022,False,7,4,0,1,1,0,0
Christian Wilkins,MIA,CLE,10,2022,False,7,3,1,1,0,3,0
Verone McKinley III,MIA,CLE,10,2022,False,5,3,0,0,0,0,0
Andrew Van Ginkel,MIA,CLE,10,2022,False,5,2,0,0,0,0,0
Xavien Howard,MIA,CLE,10,2022,False,4,3,0,0,0,0,0
Zach Sieler,MIA,CLE,10,2022,False,4,3,0,1,0,2,0
