name,team,opponent,week,season,isHome,NO,YDS,AVG,LONG,TD
Steven Sims,PIT,BAL,14,2022,False,1,29,29.0,29,0
KaVontae Turpin,DAL,PHI,14,2023,False,1,30,30.0,30,0
Hassan Haskins,TEN,KC,9,2022,True,4,72,18.0,22,0
Isiah Pacheco,KC,TEN,9,2022,False,2,39,19.5,26,0
Devin Duvernay,BAL,HOU,1,2023,False,1,18,18.0,18,0
Jalen Richard,LV,NYG,9,2021,True,5,107,21.4,32,0
Pharoh Cooper,NYG,LV,9,2021,False,3,45,15.0,18,0
Leonard Fournette,BUF,LAC,16,2023,True,1,17,17.0,17,0
Joshua Kelley,LAC,BUF,16,2023,False,1,16,16.0,16,0
Derius Davis,LAC,BUF,16,2023,False,1,0,0.0,0,0
Dameon Pierce,HOU,IND,18,2023,True,1,30,30.0,30,0
Josh Downs,IND,HOU,18,2023,False,2,24,12.0,17,0
Michael Pittman Jr.,IND,HOU,18,2023,False,0,5,0.0,5,0
Raheem Blackshear,CAR,SEA,14,2022,True,1,24,24.0,24,0
Godwin Igwebuike,SEA,CAR,14,2022,False,3,104,34.7,50,0
Godwin Igwebuike,DET,SEA,17,2021,True,2,74,37.0,47,0
DeeJay Dallas,SEA,DET,17,2021,False,2,48,24.0,27,0
Devin Duvernay,BAL,CLE,15,2022,True,2,41,20.5,21,0
Jerome Ford,CLE,BAL,15,2022,False,1,21,21.0,21,0
Xavier Gipson,NYJ,DEN,5,2023,True,1,20,20.0,20,0
Quez Watkins,PHI,NE,1,2023,True,1,11,11.0,11,0
Ty Montgomery II,NE,PHI,1,2023,False,2,62,31.0,43,0
Boston Scott,PHI,NYG,14,2022,True,3,117,39.0,66,0
Gary Brightwell,NYG,PHI,14,2022,False,3,58,19.3,20,0
Craig Reynolds,DET,CHI,14,2023,True,1,22,22.0,22,0
Velus Jones Jr.,CHI,DET,14,2023,False,2,51,25.5,28,0
Trayveon Williams,CIN,NE,16,2022,True,4,95,23.8,33,0
Marcus Jones,NE,CIN,16,2022,False,3,65,21.7,25,0
Pierre Strong Jr.,NE,CIN,16,2022,False,2,46,23.0,26,0
Braxton Berrios,NYJ,SEA,17,2022,True,2,51,25.5,26,0
Godwin Igwebuike,SEA,NYJ,17,2022,False,1,24,24.0,24,0
Isaiah Rodgers Sr.,IND,JAX,18,2021,True,3,99,33.0,41,0
Rondale Moore,ARI,DET,15,2021,True,2,48,24.0,31,0
Andy Isabella,ARI,DET,15,2021,True,1,31,31.0,31,0
Godwin Igwebuike,DET,ARI,15,2021,False,1,17,17.0,17,0
Marlon Mack,DEN,KC,17,2022,True,1,20,20.0,20,0
Andy Isabella,BUF,PHI,12,2023,True,1,25,25.0,25,0
Kene Nwangwu,MIN,WSH,9,2022,True,1,13,13.0,13,0
Antonio Gibson,WSH,MIN,9,2022,False,2,68,34.0,45,0
Kene Nwangwu,MIN,CHI,15,2021,True,2,51,25.5,33,0
Khalil Herbert,CHI,MIN,15,2021,False,2,61,30.5,34,0
Derius Davis,LAC,DEN,14,2023,False,2,44,22.0,24,0
Kene Nwangwu,MIN,DET,18,2023,True,2,51,25.5,28,0
Craig Reynolds,DET,MIN,18,2023,False,1,26,26.0,26,0
Xavier Gipson,NYJ,KC,4,2023,False,1,22,22.0,22,0
Raheem Mostert,MIA,NE,17,2022,True,3,79,26.3,31,0
Pierre Strong Jr.,NE,MIA,17,2022,False,1,21,21.0,21,0
Jaydon Mickens,JAX,NYJ,16,2021,True,1,23,23.0,23,0
Braxton Berrios,NYJ,JAX,16,2021,False,3,138,46.0,102,1
Tevin Coleman,NYJ,JAX,16,2021,False,3,90,30.0,34,0
Gary Brightwell,NYG,PHI,18,2022,True,2,64,32.0,40,0
Deven Thompkins,TB,BUF,8,2023,True,2,44,22.0,26,0
Khalil Shakir,BUF,TB,8,2023,False,1,9,9.0,9,0
Tony Pollard,DAL,LAC,2,2021,True,3,71,23.7,24,0
Jaelon Darden,TB,WSH,10,2021,True,2,51,25.5,34,0
Giovani Bernard,TB,WSH,10,2021,True,1,19,19.0,19,0
DeAndre Carter,WSH,TB,10,2021,False,2,47,23.5,28,0
Xavier Gipson,NYJ,NYG,8,2023,True,1,22,22.0,22,0
Parris Campbell,NYG,NYJ,8,2023,False,1,24,24.0,24,0
DeAndre Carter,LAC,HOU,4,2022,True,4,68,17.0,21,0
Tremon Smith,HOU,LAC,4,2022,False,1,24,24.0,24,0
Eno Benjamin,ARI,SF,9,2021,True,3,66,22.0,29,0
Rondale Moore,ARI,SF,9,2021,True,1,22,22.0,22,0
Trenton Cannon,SF,ARI,9,2021,False,2,45,22.5,23,0
Raheem Blackshear,CAR,BAL,11,2022,True,1,8,8.0,8,0
Jalen Reagor,NE,KC,15,2023,False,3,84,28.0,40,0
Patrick Ricard,BAL,JAX,12,2022,True,1,15,15.0,15,0
Nick Boyle,BAL,JAX,12,2022,True,1,14,14.0,14,0
Devin Duvernay,BAL,JAX,12,2022,True,1,6,6.0,6,0
Justin Jackson,DET,NYG,11,2022,True,2,62,31.0,36,0
Gary Brightwell,NYG,DET,11,2022,False,3,41,13.7,18,0
Cordarrelle Patterson,ATL,TB,7,2023,True,1,25,25.0,25,0
Deven Thompkins,TB,ATL,7,2023,False,2,50,25.0,32,0
Jerome Ford,CLE,CAR,1,2022,True,1,29,29.0,29,0
Andre Roberts,CAR,CLE,1,2022,False,2,35,17.5,18,0
Greg Dortch,ARI,PHI,17,2023,True,3,74,24.7,26,0
Andre Roberts,LAC,PHI,9,2021,True,4,96,24.0,39,0
Quez Watkins,PHI,LAC,9,2021,False,2,43,21.5,24,0
Greg Ward,PHI,LAC,9,2021,False,1,3,3.0,3,0
John Hightower,PHI,LAC,9,2021,False,1,0,0.0,17,0
Corey Clement,DAL,NYG,15,2021,True,2,50,25.0,29,0
Pharoh Cooper,NYG,DAL,15,2021,False,1,15,15.0,15,0
Jamal Agnew,JAX,CIN,4,2021,True,1,27,27.0,27,0
Darius Phillips,CIN,JAX,4,2021,False,2,43,21.5,24,0
Isaiah Rodgers Sr.,IND,NE,9,2022,True,2,46,23.0,24,0
Marcus Jones,NE,IND,9,2022,False,1,32,32.0,32,0
Jamal Agnew,JAX,TEN,14,2022,True,2,42,21.0,31,0
Julius Chestnut,TEN,JAX,14,2022,False,2,53,26.5,33,0
Dontrell Hilliard,TEN,JAX,14,2022,False,1,23,23.0,23,0
Rondale Moore,ARI,LAR,4,2021,True,1,9,9.0,9,0
Isaiah McKenzie,IND,NE,10,2023,True,1,42,42.0,42,0
Ty Montgomery II,NE,IND,10,2023,False,1,22,22.0,22,0
DeeJay Dallas,SEA,NO,5,2022,True,1,21,21.0,21,0
Taysom Hill,NO,SEA,5,2022,False,3,69,23.0,26,0
Deonte Harty,NO,SEA,5,2022,False,2,31,15.5,22,0
Deven Thompkins,TB,ATL,14,2023,True,1,29,29.0,29,0
Tremon Smith,HOU,IND,13,2021,False,2,48,24.0,26,0
Nyheim Hines,BUF,DET,12,2022,True,1,26,26.0,26,0
Justin Jackson,DET,BUF,12,2022,False,3,67,22.3,24,0
Kalif Raymond,DET,BUF,12,2022,False,1,13,13.0,13,0
Devin Duvernay,BAL,NE,3,2022,True,1,25,25.0,25,0
Marcus Jones,NE,BAL,3,2022,False,2,45,22.5,26,0
Tyjae Spears,TEN,IND,5,2023,True,1,12,12.0,12,0
Isaiah McKenzie,IND,TEN,5,2023,False,1,19,19.0,19,0
Raheem Blackshear,CAR,LAR,6,2022,True,1,24,24.0,24,0
Michael Hoecht,LAR,CAR,6,2022,False,1,22,22.0,22,0
Anthony McFarland Jr.,PIT,CIN,12,2021,True,3,73,24.3,25,0
Darius Phillips,CIN,PIT,12,2021,False,1,12,12.0,12,0
Greg Dortch,ARI,DAL,3,2023,False,1,28,28.0,28,0
Richie James,KC,GB,13,2023,True,2,53,26.5,31,0
Keisean Nixon,GB,KC,13,2023,False,2,60,30.0,35,0
Marvin Mims Jr.,DEN,NE,16,2023,False,2,28,14.0,31,0
Chris Manhertz,DEN,NE,16,2023,False,1,1,1.0,1,0
Deonte Harty,NO,ATL,18,2021,True,2,36,18.0,27,0
Tony Jones Jr.,NO,ATL,18,2021,True,1,5,5.0,5,0
Avery Williams,ATL,NO,18,2021,False,3,85,28.3,36,0
Daren Bates,ATL,NO,18,2021,False,1,8,8.0,8,0
Greg Dortch,ARI,CHI,16,2023,True,3,87,29.0,40,0
Velus Jones Jr.,CHI,ARI,16,2023,False,1,26,26.0,26,0
Ty Montgomery II,NE,MIA,1,2022,True,1,28,28.0,28,0
Raheem Mostert,MIA,NE,1,2022,False,1,16,16.0,16,0
Alec Ingold,MIA,NE,1,2022,False,1,12,12.0,12,0
Rashid Shaheed,NO,MIN,10,2023,True,2,54,27.0,28,0
Chester Rogers,TEN,PIT,15,2021,True,2,40,20.0,21,0
Ray-Ray McCloud III,PIT,TEN,15,2021,False,2,38,19.0,20,0
Parris Campbell,NYG,BUF,6,2023,True,1,21,21.0,21,0
Eric Gray,NYG,BUF,6,2023,True,1,3,3.0,3,0
Diontae Spencer,DEN,LV,16,2021,True,1,18,18.0,18,0
Jalen Richard,LV,DEN,16,2021,False,1,23,23.0,23,0
Antonio Gibson,WSH,NE,9,2023,True,3,72,24.0,37,0
Byron Pringle,KC,WSH,6,2021,True,1,23,23.0,23,0
DeAndre Carter,WSH,KC,6,2021,False,3,57,19.0,23,0
Isaiah McKenzie,BUF,JAX,9,2021,True,4,129,32.3,45,0
Chuba Hubbard,CAR,NYG,2,2022,True,3,75,25.0,36,0
Hassan Haskins,TEN,BUF,2,2022,True,2,40,20.0,20,0
Diontae Spencer,DEN,CLE,7,2021,True,3,56,18.7,21,0
Anthony Schwartz,CLE,DEN,7,2021,False,1,26,26.0,26,0
Trent Taylor,CIN,DEN,15,2021,True,1,23,23.0,23,0
Marcus Johnson,TEN,LAR,9,2021,True,2,50,25.0,25,0
Buddy Howell,LAR,TEN,9,2021,False,2,34,17.0,19,0
Ameer Abdullah,LV,KC,18,2022,False,1,25,25.0,25,0
Khalil Herbert,CHI,NE,7,2022,True,2,49,24.5,27,0
Marcus Jones,NE,CHI,7,2022,False,5,113,22.6,27,0
Gunner Olszewski,PIT,MIA,7,2022,True,1,27,27.0,27,0
Benny Snell Jr.,PIT,MIA,7,2022,True,1,8,8.0,8,0
Raheem Mostert,MIA,PIT,7,2022,False,2,28,14.0,28,0
Xavier Gipson,NYJ,CLE,17,2023,True,3,82,27.3,34,0
Israel Abanikanda,NYJ,CLE,17,2023,True,1,12,12.0,12,0
Montrell Washington,DEN,BAL,13,2022,True,2,26,13.0,15,0
Eric Saubert,DEN,BAL,13,2022,True,1,6,6.0,6,0
Devin Duvernay,BAL,DEN,13,2022,False,3,62,20.7,23,0
Devin Duvernay,BAL,MIA,10,2021,True,1,21,21.0,21,0
Henry Ruggs III,LV,BAL,1,2021,False,2,33,16.5,20,0
Justin Jackson,DET,NYJ,15,2022,True,1,25,25.0,25,0
Braxton Berrios,NYJ,DET,15,2022,False,3,51,17.0,26,0
Jaylen Waddle,MIA,JAX,6,2021,True,2,38,19.0,20,0
Jamal Agnew,JAX,MIA,6,2021,False,3,55,18.3,27,0
Gunner Olszewski,NE,LAC,8,2021,True,1,26,26.0,26,0
Andre Roberts,LAC,NE,8,2021,False,3,71,23.7,29,0
Ashton Dulin,IND,BAL,5,2021,True,2,46,23.0,26,0
Devin Duvernay,BAL,IND,5,2021,False,5,111,22.2,27,0
Ameer Abdullah,LV,LAR,14,2022,True,1,15,15.0,15,0
Brandon Powell,LAR,LV,14,2022,False,4,73,18.3,24,0
Quez Watkins,PHI,DET,8,2021,True,1,21,21.0,21,0
Godwin Igwebuike,DET,PHI,8,2021,False,4,126,31.5,41,0
Antonio Gibson,WSH,IND,8,2022,True,2,41,20.5,25,0
Jalen Reagor,NE,LAC,13,2023,False,1,2,2.0,2,0
Ray-Ray McCloud III,SF,CLE,6,2023,True,2,45,22.5,28,0
Jaelon Darden,CLE,SF,6,2023,False,2,42,21.0,23,0
Austin Trammell,LAR,SF,2,2023,False,1,20,20.0,20,0
Ihmir Smith-Marsette,MIN,CIN,1,2021,True,1,21,21.0,21,0
Brandon Wilson,CIN,MIN,1,2021,False,1,11,11.0,11,0
Jaydon Mickens,JAX,LAR,13,2021,True,1,24,24.0,24,0
Brandon Powell,LAR,JAX,13,2021,False,2,81,40.5,65,0
Brandon Powell,LAR,ARI,3,2022,True,1,31,31.0,31,0
Tony Pollard,DAL,LV,12,2021,False,3,129,43.0,100,1
Marvin Mims Jr.,DEN,DET,15,2023,True,2,35,17.5,20,0
Craig Reynolds,DET,DEN,15,2023,False,1,26,26.0,26,0
Braxton Berrios,MIA,BUF,4,2023,True,4,91,22.8,27,0
Khalil Shakir,BUF,MIA,4,2023,False,2,43,21.5,24,0
DeAndre Carter,WSH,LV,13,2021,True,1,18,18.0,18,0
Peyton Barber,LV,WSH,13,2021,False,1,24,24.0,24,0
Kenyan Drake,LV,WSH,13,2021,False,1,19,19.0,19,0
Khalil Dorsey,DET,GB,12,2023,False,4,98,24.5,30,0
Keisean Nixon,GB,CHI,13,2022,True,4,102,25.5,35,0
Velus Jones Jr.,CHI,GB,13,2022,False,4,114,28.5,42,0
Trestan Ebner,CHI,GB,13,2022,False,1,28,28.0,28,0
Isaiah Rodgers Sr.,IND,LV,10,2022,True,1,21,21.0,21,0
Ameer Abdullah,LV,IND,10,2022,False,3,86,28.7,30,0
Tremon Smith,HOU,IND,18,2022,True,1,19,19.0,19,0
Dallis Flowers,IND,HOU,18,2022,False,4,88,22.0,25,0
Hunter Luepke,DAL,NYJ,2,2023,False,1,0,0.0,0,0
Quez Watkins,PHI,ATL,1,2021,True,2,40,20.0,22,0
Cordarrelle Patterson,ATL,PHI,1,2021,False,1,25,25.0,25,0
Avery Williams,ATL,PHI,1,2021,False,1,4,4.0,4,0
Kene Nwangwu,MIN,LV,14,2023,True,1,31,31.0,31,0
DeAndre Carter,LV,MIN,14,2023,False,1,16,16.0,16,0
Corey Clement,DAL,WSH,14,2021,True,2,24,12.0,21,0
JaQuan Hardy,DAL,WSH,14,2021,True,1,15,15.0,15,0
DeAndre Carter,WSH,DAL,14,2021,False,2,48,24.0,28,0
Jamal Agnew,JAX,BAL,15,2023,False,3,91,30.3,38,0
Jerome Ford,CLE,HOU,13,2022,True,3,48,16.0,23,0
Desmond King II,HOU,CLE,13,2022,False,1,50,50.0,50,0
Dare Ogunbowale,HOU,CLE,13,2022,False,1,21,21.0,21,0
Tremon Smith,HOU,CLE,13,2022,False,1,21,21.0,21,0
Avery Williams,ATL,TB,5,2022,True,3,69,23.0,30,0
Rachaad White,TB,ATL,5,2022,False,1,18,18.0,18,0
Gary Brightwell,NYG,MIN,16,2022,True,1,26,26.0,26,0
Greg Dortch,ARI,NYG,2,2023,False,1,19,19.0,19,0
Pierre Strong Jr.,CLE,BAL,10,2023,True,1,33,33.0,33,0
Devin Duvernay,BAL,CLE,10,2023,False,2,30,15.0,20,0
Germaine Pratt,CIN,DET,6,2021,True,1,2,2.0,2,0
Tom Kennedy,DET,CIN,6,2021,False,4,89,22.3,28,0
Dax Milne,WSH,DAL,4,2022,True,1,18,18.0,18,0
Ameer Abdullah,CAR,NO,17,2021,True,1,18,18.0,18,0
Deonte Harty,NO,CAR,17,2021,False,2,63,31.5,32,0
Brandon Powell,LAR,GB,15,2022,True,5,99,19.8,29,0
Keisean Nixon,GB,LAR,15,2022,False,3,95,31.7,52,0
Corey Ballentine,GB,LAR,15,2022,False,1,0,0.0,0,0
Ameer Abdullah,CAR,TB,18,2021,True,4,116,29.0,39,0
Jaelon Darden,TB,CAR,18,2021,False,3,75,25.0,34,0
Avery Williams,ATL,CAR,8,2022,False,4,74,18.5,26,0
Marvin Mims Jr.,DEN,CHI,4,2023,True,1,0,0.0,0,0
Trayveon Williams,CIN,TB,15,2022,True,2,48,24.0,28,0
Deven Thompkins,TB,CIN,15,2022,False,3,48,16.0,22,0
Gunner Olszewski,NE,HOU,5,2021,True,3,65,21.7,26,0
Andre Roberts,HOU,NE,5,2021,False,3,70,23.3,24,0
Brandon Powell,LAR,SEA,18,2022,True,1,17,17.0,17,0
Godwin Igwebuike,SEA,LAR,18,2022,False,1,29,29.0,29,0
D'Ernest Johnson,JAX,CAR,17,2023,False,1,22,22.0,22,0
Rashid Shaheed,NO,TEN,1,2023,False,5,110,22.0,27,0
Ameer Abdullah,LV,SEA,12,2022,True,3,73,24.3,33,0
DeeJay Dallas,SEA,LV,12,2022,False,2,52,26.0,26,0
Craig Reynolds,DET,CHI,11,2023,False,1,31,31.0,31,0
Kylin Hill,GB,ARI,8,2021,True,1,13,13.0,13,0
Rondale Moore,ARI,GB,8,2021,False,2,48,24.0,28,0
Demetrius Harris,ARI,GB,8,2021,False,1,12,12.0,12,0
DeeJay Dallas,SEA,SF,14,2023,True,2,53,26.5,32,0
Deebo Samuel Sr.,SF,SEA,14,2023,False,2,42,21.0,24,0
Gunner Olszewski,PIT,CLE,2,2023,False,1,0,0.0,0,0
DeeJay Dallas,SEA,SF,4,2021,True,2,51,25.5,33,0
Trenton Cannon,SF,SEA,4,2021,False,3,35,11.7,26,0
Deebo Samuel Sr.,SF,SEA,4,2021,False,1,15,15.0,15,0
Chris Evans,CIN,BAL,5,2022,True,2,54,27.0,29,0
Devin Duvernay,BAL,CIN,5,2022,False,1,15,15.0,15,0
Malik Taylor,GB,KC,9,2021,True,2,45,22.5,26,0
Amari Rodgers,GB,KC,9,2021,True,1,3,3.0,3,0
Mecole Hardman,KC,GB,9,2021,False,1,12,12.0,12,0
Trenton Cannon,SF,JAX,11,2021,True,2,26,13.0,21,0
Jamal Agnew,JAX,SF,11,2021,False,2,51,25.5,28,0
D'Ernest Johnson,JAX,CLE,14,2023,True,2,34,17.0,20,0
Pierre Strong Jr.,CLE,JAX,14,2023,False,1,29,29.0,29,0
Chris Evans,CIN,CLE,8,2022,True,3,56,18.7,20,0
Demetric Felton Jr.,CLE,CIN,8,2022,False,1,11,11.0,11,0
Rashid Shaheed,NO,SF,12,2022,True,2,47,23.5,26,0
Dwayne Washington,NO,SF,12,2022,True,1,13,13.0,13,0
Braxton Berrios,NYJ,NO,14,2021,False,5,139,27.8,42,0
C.J. Board,NYG,WSH,2,2021,True,1,20,20.0,20,0
DeAndre Carter,WSH,NYG,2,2021,False,4,83,20.8,27,0
Dee Eskridge,SEA,BAL,9,2023,True,3,60,20.0,27,0
Greg Dortch,ARI,SEA,18,2023,False,1,17,17.0,17,0
Jaelon Darden,TB,NO,8,2021,True,1,17,17.0,17,0
Deonte Harty,NO,TB,8,2021,False,2,69,34.5,36,0
Tony Pollard,DAL,KC,11,2021,True,2,39,19.5,21,0
Byron Pringle,KC,DAL,11,2021,False,3,104,34.7,39,0
Steven Sims,PIT,BUF,5,2022,True,1,19,19.0,19,0
James Pierre,PIT,BUF,5,2022,True,1,0,0.0,0,0
Khalil Shakir,BUF,PIT,5,2022,False,1,34,34.0,34,0
Taiwan Jones,BUF,PIT,5,2022,False,1,2,2.0,2,0
Rashid Shaheed,NO,CAR,2,2023,True,2,47,23.5,25,0
Xavier Gipson,NYJ,ATL,13,2023,False,1,25,25.0,25,0
Braxton Berrios,NYJ,GB,6,2022,True,1,29,29.0,29,0
Keisean Nixon,GB,NYJ,6,2022,False,1,32,32.0,32,0
Travis Benjamin,SF,SEA,13,2021,True,2,24,12.0,12,0
JaMycal Hasty,SF,SEA,13,2021,True,1,23,23.0,23,0
DeeJay Dallas,SEA,SF,13,2021,False,5,129,25.8,33,0
D.J. Reed,SEA,SF,13,2021,False,1,19,19.0,19,0
Antonio Gibson,WSH,ATL,6,2023,True,1,13,13.0,13,0
Antonio Gibson,WSH,PHI,10,2022,True,1,14,14.0,14,0
Britain Covey,PHI,WSH,10,2022,False,2,40,20.0,20,0
Tremon Smith,HOU,MIA,12,2022,True,2,33,16.5,19,0
Pharoh Cooper,NYG,PHI,16,2021,True,2,38,19.0,21,0
Kenneth Gainwell,PHI,NYG,16,2021,False,2,30,15.0,20,0
Chris Evans,CIN,NO,6,2022,True,2,48,24.0,25,0
Devin Asiasi,CIN,NO,6,2022,True,1,14,14.0,14,0
Rashid Shaheed,NO,CIN,6,2022,False,1,20,20.0,20,0
Andre Roberts,LAC,LV,18,2021,True,2,47,23.5,24,0
Tyron Johnson,LV,LAC,18,2021,False,2,40,20.0,22,0
Byron Pringle,KC,LV,10,2021,True,2,34,17.0,20,0
Jalen Richard,LV,KC,10,2021,False,3,60,20.0,23,0
Kenyan Drake,LV,KC,10,2021,False,1,19,19.0,19,0
Rondale Moore,ARI,CHI,13,2021,True,3,71,23.7,32,0
Khalil Herbert,CHI,ARI,13,2021,False,2,49,24.5,27,0
Pharoh Cooper,NYG,LAC,14,2021,True,2,34,17.0,17,0
Andre Roberts,LAC,NYG,14,2021,False,1,29,29.0,29,0
Rashid Shaheed,NO,ARI,7,2022,True,1,23,23.0,23,0
Greg Dortch,ARI,NO,7,2022,False,2,48,24.0,31,0
Kyle Juszczyk,SF,ARI,15,2023,True,1,18,18.0,18,0
Diontae Spencer,DEN,PIT,5,2021,True,2,40,20.0,22,0
Ray-Ray McCloud III,PIT,DEN,5,2021,False,2,35,17.5,20,0
Jamison Crowder,BUF,MIA,3,2022,True,1,17,17.0,17,0
Raheem Mostert,MIA,BUF,3,2022,False,3,54,18.0,23,0
D'Ernest Johnson,JAX,HOU,12,2023,True,1,20,20.0,20,0
Justin Jackson,DET,GB,18,2022,True,2,48,24.0,25,0
Shane Zylstra,DET,GB,18,2022,True,2,46,23.0,26,0
Keisean Nixon,GB,DET,18,2022,False,4,79,19.8,30,0
Tyjae Spears,TEN,CLE,3,2023,True,1,21,21.0,21,0
Pierre Strong Jr.,CLE,TEN,3,2023,False,1,26,26.0,26,0
Ty Johnson,BUF,NE,7,2023,True,3,58,19.3,24,0
Cordarrelle Patterson,ATL,TEN,8,2023,True,1,29,29.0,29,0
Keith Smith,ATL,TEN,8,2023,True,1,10,10.0,10,0
Kyle Philips,TEN,ATL,8,2023,False,1,13,13.0,13,0
Jamal Agnew,JAX,DET,13,2022,True,2,46,23.0,25,0
Justin Jackson,DET,JAX,13,2022,False,2,71,35.5,39,0
DeAndre Carter,WSH,NYG,18,2021,True,2,33,16.5,22,0
Alex Bachman,NYG,WSH,18,2021,False,4,94,23.5,27,0
Keisean Nixon,GB,CHI,1,2023,True,2,55,27.5,28,0
Tyler Scott,CHI,GB,1,2023,False,4,84,21.0,33,0
Diontae Spencer,DEN,DAL,9,2021,True,2,24,12.0,18,0
Tony Pollard,DAL,DEN,9,2021,False,2,89,44.5,54,0
DeeJay Dallas,SEA,IND,1,2021,True,1,22,22.0,22,0
Isaiah Rodgers Sr.,IND,SEA,1,2021,False,2,41,20.5,22,0
Pierre Strong Jr.,NE,PIT,2,2022,True,2,48,24.0,26,0
Kyle Dugger,NE,PIT,2,2022,True,1,37,37.0,37,0
Ray-Ray McCloud III,PIT,MIN,14,2021,True,3,62,20.7,23,0
Avery Williams,ATL,NO,15,2022,True,1,3,3.0,3,0
Phillip Lindsay,MIA,TEN,17,2021,True,2,34,17.0,18,0
Dontrell Hilliard,TEN,MIA,17,2021,False,1,24,24.0,24,0
Ray-Ray McCloud III,SF,CAR,5,2022,True,1,5,5.0,5,0
Raheem Blackshear,CAR,SF,5,2022,False,7,200,28.6,48,0
DeeJay Dallas,SEA,CIN,6,2023,True,1,21,21.0,21,0
Trayveon Williams,CIN,SEA,6,2023,False,1,27,27.0,27,0
Braxton Berrios,NYJ,BUF,14,2022,True,4,88,22.0,24,0
Nyheim Hines,BUF,NYJ,14,2022,False,2,40,20.0,21,0
Diontae Spencer,DEN,LV,6,2021,False,4,66,16.5,23,0
Gary Brightwell,NYG,WSH,15,2022,True,1,21,21.0,21,0
Antonio Gibson,WSH,NYG,15,2022,False,3,93,31.0,43,0
Ray-Ray McCloud III,PIT,CLE,8,2021,True,2,44,22.0,25,0
Anthony Schwartz,CLE,PIT,8,2021,False,1,10,10.0,10,0
DeAndre Carter,LAC,KC,2,2022,True,2,43,21.5,30,0
Mike Boone,HOU,CAR,8,2023,True,2,44,22.0,25,0
Raheem Blackshear,CAR,HOU,8,2023,False,3,107,35.7,52,0
Montrell Washington,DEN,JAX,8,2022,True,1,20,20.0,20,0
Eric Saubert,DEN,JAX,8,2022,True,1,15,15.0,15,0
JaMycal Hasty,JAX,DEN,8,2022,False,1,29,29.0,29,0
Chris Claybrooks,JAX,DEN,8,2022,False,1,22,22.0,22,0
Jalen Reagor,NE,BUF,17,2023,True,2,120,60.0,98,1
Ty Johnson,BUF,NE,17,2023,False,2,42,21.0,22,0
KaVontae Turpin,DAL,JAX,15,2022,True,3,70,23.3,38,0
Anthony Schwartz,CLE,LAC,5,2021,True,5,109,21.8,30,0
Larry Rountree III,LAC,CLE,5,2021,False,3,45,15.0,16,0
Nasir Adderley,LAC,CLE,5,2021,False,1,13,13.0,13,0
Austin Trammell,LAR,NO,16,2023,False,1,3,3.0,3,0
Jerome Ford,CLE,BUF,11,2022,True,2,49,24.5,28,0
Nyheim Hines,BUF,CLE,11,2022,False,3,76,25.3,32,0
Ty Chandler,MIN,GB,8,2023,True,1,27,27.0,27,0
Keisean Nixon,GB,MIN,8,2023,False,3,62,20.7,25,0
Justin Jackson,DET,CAR,16,2022,True,5,140,28.0,42,0
Raheem Blackshear,CAR,DET,16,2022,False,2,46,23.0,29,0
Braxton Berrios,NYJ,NE,11,2022,True,1,21,21.0,21,0
Ty Johnson,NYJ,NE,11,2022,True,1,19,19.0,19,0
Elijah Moore,NYJ,NE,11,2022,True,1,9,9.0,9,0
Jonnu Smith,NE,NYJ,11,2022,False,1,15,15.0,15,0
Raheem Mostert,MIA,BUF,15,2022,True,1,28,28.0,28,0
Nyheim Hines,BUF,MIA,15,2022,False,3,76,25.3,36,0
C.J. Board,NYG,NO,4,2021,True,1,15,15.0,15,0
Deonte Harty,NO,NYG,4,2021,False,2,40,20.0,24,0
Chris Evans,CIN,ATL,7,2022,False,2,31,15.5,17,0
D'Shawn Jamison,CAR,TEN,12,2023,True,2,40,20.0,22,0
Laviska Shenault Jr.,CAR,TEN,12,2023,True,1,31,31.0,31,0
Tyjae Spears,TEN,CAR,12,2023,False,2,54,27.0,33,0
Chris Moore,TEN,CAR,12,2023,False,1,21,21.0,21,0
Hassan Haskins,TEN,IND,4,2022,True,4,105,26.3,37,0
Quez Watkins,PHI,DET,1,2022,True,3,38,12.7,17,0
Isaiah Rodgers Sr.,IND,JAX,2,2022,True,2,43,21.5,24,0
Kylen Granson,IND,JAX,2,2022,True,1,15,15.0,15,0
Chris Claybrooks,JAX,IND,6,2022,True,3,55,18.3,22,0
Jamal Agnew,JAX,IND,6,2022,True,1,23,23.0,23,0
Isaiah Rodgers Sr.,IND,JAX,6,2022,False,3,68,22.7,34,0
Tyrie Cleveland,DEN,TEN,10,2022,True,2,18,9.0,10,0
Hassan Haskins,TEN,DEN,10,2022,False,1,17,17.0,17,0
Dax Milne,WSH,JAX,1,2022,False,2,44,22.0,24,0
Avery Williams,ATL,PIT,13,2022,False,2,45,22.5,25,0
Keith Smith,ATL,PIT,13,2022,False,1,10,10.0,10,0
Austin Trammell,LAR,GB,9,2023,True,1,36,36.0,36,0
Demarcus Robinson,LAR,GB,9,2023,True,1,20,20.0,20,0
Keisean Nixon,GB,LAR,9,2023,False,1,51,51.0,51,0
Jakeem Grant Sr.,MIA,LV,3,2021,True,1,15,15.0,15,0
Henry Ruggs III,LV,MIA,3,2021,False,1,15,15.0,15,0
Byron Pringle,WSH,LAR,15,2023,True,2,53,26.5,28,0
John Bates,WSH,LAR,15,2023,True,1,10,10.0,10,0
