name,team,opponent,week,season,isHome,NO,YDS,AVG,TB,In 20,LONG
Pat O'Donnell,CHI,LAR,1,2021,True,1,36,36.0,0,1,36
Johnny Hekker,LAR,CHI,1,2021,False,1,50,50.0,0,0,50
Trenton Gill,CHI,ATL,11,2022,True,4,160,40.0,0,1,44
Bradley Pinion,ATL,CHI,11,2022,False,3,139,46.3,1,1,50
Trenton Gill,CHI,GB,18,2023,True,3,137,45.7,1,2,51
JK Scott,LAC,GB,11,2023,True,3,143,47.7,0,1,57
Daniel Whelan,GB,LAC,11,2023,False,4,193,48.3,1,2,61
Jake Bailey,NE,IND,15,2021,True,2,80,40.0,0,0,46
Rigoberto Sanchez,IND,NE,15,2021,False,2,87,43.5,0,1,46
Arryn Siposs,PHI,CAR,5,2021,True,6,276,46.0,0,1,64
Joseph Charlton,CAR,PHI,5,2021,False,5,189,37.8,0,3,44
Zane Gonzalez,CAR,PHI,5,2021,False,1,40,40.0,1,0,40
Lachlan Edwards,CAR,MIA,12,2021,True,5,261,52.2,1,0,58
Michael Palardy,MIA,CAR,12,2021,False,4,162,40.5,0,4,46
Trenton Gill,CHI,NYG,4,2022,True,5,264,52.8,0,3,58
Jamie Gillan,NYG,CHI,4,2022,False,5,273,54.6,2,0,59
Tommy Townsend,KC,DEN,14,2022,True,3,199,66.3,1,1,76
Corliss Waitman,DEN,KC,14,2022,False,7,333,47.6,1,0,51
Jordan Berry,MIN,ARI,2,2021,True,5,231,46.2,0,1,60
Andy Lee,ARI,MIN,2,2021,False,4,221,55.3,0,2,60
Arryn Siposs,PHI,DEN,10,2021,True,3,154,51.3,0,1,54
Sam Martin,DEN,PHI,10,2021,False,4,212,53.0,0,0,60
Tress Way,WSH,CHI,6,2022,True,6,307,51.2,0,2,58
Trenton Gill,CHI,WSH,6,2022,False,4,185,46.3,0,1,54
Mitch Wishnowsky,SF,PHI,13,2023,True,2,95,47.5,0,0,49
Braden Mann,PHI,SF,13,2023,False,3,152,50.7,0,3,52
Jordan Stout,BAL,NYG,6,2022,True,2,95,47.5,1,0,53
Jamie Gillan,NYG,BAL,6,2022,False,4,185,46.3,0,2,60
Corey Bojorquez,CLE,CIN,14,2022,True,4,220,55.0,0,1,65
Drue Chrisman,CIN,CLE,14,2022,False,5,205,41.0,0,2,51
Cameron Johnston,HOU,BUF,4,2021,True,5,251,50.2,0,1,61
Matt Haack,BUF,HOU,4,2021,False,1,44,44.0,0,0,44
Blake Gillikin,ARI,SEA,7,2023,True,5,240,48.0,0,1,58
Michael Dickson,SEA,ARI,7,2023,False,3,143,47.7,1,1,52
JK Scott,LAC,LV,13,2022,True,3,137,45.7,0,1,48
AJ Cole,LV,LAC,13,2022,False,4,181,45.3,1,2,60
Ryan Wright,MIN,CHI,6,2023,True,5,249,49.8,1,0,63
Trenton Gill,CHI,MIN,6,2023,False,4,176,44.0,0,1,50
Ethan Evans,LAR,SEA,1,2023,True,1,45,45.0,0,0,45
Michael Dickson,SEA,LAR,1,2023,False,4,236,59.0,2,0,73
Sam Martin,BUF,NYJ,9,2022,True,2,111,55.5,1,1,61
Braden Mann,NYJ,BUF,9,2022,False,3,147,49.0,0,2,63
Cameron Nizialek,ATL,NYG,3,2021,True,6,284,47.3,1,3,58
Riley Dixon,NYG,ATL,3,2021,False,5,229,45.8,1,2,55
Jack Fox,DET,GB,2,2021,True,2,107,53.5,0,2,55
Corey Bojorquez,GB,DET,2,2021,False,3,140,46.7,0,2,56
Sam Koch,BAL,DEN,4,2021,True,7,335,47.9,1,1,57
Sam Martin,DEN,BAL,4,2021,False,10,491,49.1,2,4,68
Logan Cooke,JAX,TEN,14,2021,True,5,225,45.0,0,3,54
Brett Kern,TEN,JAX,14,2021,False,5,192,38.4,0,2,46
Johnny Hekker,CAR,CIN,9,2022,True,5,270,54.0,0,2,63
Kevin Huber,CIN,CAR,9,2022,False,3,120,40.0,0,1,44
Tress Way,WSH,DEN,8,2021,True,1,66,66.0,0,0,66
Sam Martin,DEN,WSH,8,2021,False,3,135,45.0,0,3,48
Jordan Stout,BAL,PIT,14,2022,True,3,124,41.3,0,1,46
Pressley Harvin III,PIT,BAL,14,2022,False,3,111,37.0,1,0,48
Braden Mann,PHI,DAL,14,2023,True,1,39,39.0,0,0,39
Bryan Anger,DAL,PHI,14,2023,False,1,48,48.0,0,0,48
Ryan Stonehouse,TEN,KC,9,2022,True,8,390,48.8,0,2,63
Tommy Townsend,KC,TEN,9,2022,False,6,283,47.2,1,2,53
Ty Zentner,HOU,BAL,1,2023,True,4,176,44.0,1,0,48
Jordan Stout,BAL,HOU,1,2023,False,5,249,49.8,0,3,67
AJ Cole,LV,NYG,9,2021,True,2,100,50.0,0,0,58
Riley Dixon,NYG,LV,9,2021,False,3,146,48.7,0,3,58
Brad Robbins,CIN,ARI,5,2023,True,3,145,48.3,0,1,59
Blake Gillikin,ARI,CIN,5,2023,False,4,219,54.8,0,0,62
Ethan Evans,LAR,IND,4,2023,True,3,123,41.0,0,2,48
Rigoberto Sanchez,IND,LAR,4,2023,False,4,193,48.3,0,1,54
Sam Martin,BUF,LAC,16,2023,True,4,209,52.3,0,3,58
JK Scott,LAC,BUF,16,2023,False,4,200,50.0,0,1,57
Cameron Johnston,HOU,IND,18,2023,True,6,298,49.7,0,4,62
Rigoberto Sanchez,IND,HOU,18,2023,False,4,216,54.0,0,0,63
Johnny Hekker,CAR,SEA,14,2022,True,2,107,53.5,1,0,67
Michael Dickson,SEA,CAR,14,2022,False,4,177,44.3,0,0,49
Jack Fox,DET,SEA,17,2021,True,3,132,44.0,0,0,57
Michael Dickson,SEA,DET,17,2021,False,1,45,45.0,0,0,45
Jordan Stout,BAL,CLE,15,2022,True,1,41,41.0,0,1,41
Corey Bojorquez,CLE,BAL,15,2022,False,3,155,51.7,0,1,70
Thomas Morstead,NYJ,DEN,5,2023,True,3,156,52.0,0,1,54
Riley Dixon,DEN,NYJ,5,2023,False,4,181,45.3,0,0,49
Arryn Siposs,PHI,NE,1,2023,True,4,197,49.3,0,0,54
Bryce Baringer,NE,PHI,1,2023,False,5,226,45.2,1,3,65
Jake Elliott,PHI,NYG,14,2022,True,1,35,35.0,0,0,35
Jamie Gillan,NYG,PHI,14,2022,False,5,241,48.2,0,3,52
Jack Fox,DET,CHI,14,2023,True,4,207,51.8,0,1,58
Trenton Gill,CHI,DET,14,2023,False,3,129,43.0,0,1,53
Drue Chrisman,CIN,NE,16,2022,True,3,130,43.3,0,1,51
Michael Palardy,NE,CIN,16,2022,False,6,238,39.7,0,1,52
Braden Mann,NYJ,SEA,17,2022,True,3,130,43.3,0,1,59
Michael Dickson,SEA,NYJ,17,2022,False,4,169,42.3,0,2,47
Rigoberto Sanchez,IND,JAX,18,2021,True,2,78,39.0,0,0,45
Joseph Charlton,JAX,IND,18,2021,False,3,152,50.7,1,0,57
Andy Lee,ARI,DET,15,2021,True,3,132,44.0,0,1,49
Jack Fox,DET,ARI,15,2021,False,3,133,44.3,0,1,55
Corliss Waitman,DEN,KC,17,2022,True,5,257,51.4,1,2,57
Tommy Townsend,KC,DEN,17,2022,False,5,263,52.6,0,1,60
Sam Martin,BUF,PHI,12,2023,True,4,171,42.8,0,3,54
Braden Mann,PHI,BUF,12,2023,False,5,269,53.8,0,1,59
Ryan Wright,MIN,WSH,9,2022,True,6,310,51.7,0,2,61
Tress Way,WSH,MIN,9,2022,False,5,240,48.0,1,3,57
Jordan Berry,MIN,CHI,15,2021,True,7,295,42.1,1,2,61
Pat O'Donnell,CHI,MIN,15,2021,False,3,161,53.7,0,1,72
Riley Dixon,DEN,LAC,14,2023,True,7,313,44.7,0,5,56
JK Scott,LAC,DEN,14,2023,False,5,287,57.4,1,2,83
Ryan Wright,MIN,DET,18,2023,True,4,224,56.0,0,1,58
Jack Fox,DET,MIN,18,2023,False,5,268,53.6,2,2,61
Tommy Townsend,KC,NYJ,4,2023,True,2,98,49.0,0,1,53
Thomas Morstead,NYJ,KC,4,2023,False,5,214,42.8,0,4,49
Thomas Morstead,MIA,NE,17,2022,True,4,189,47.3,0,4,51
Michael Palardy,NE,MIA,17,2022,False,5,212,42.4,2,0,58
Logan Cooke,JAX,NYJ,16,2021,True,1,59,59.0,0,0,59
Braden Mann,NYJ,JAX,16,2021,False,1,55,55.0,0,1,55
Jamie Gillan,NYG,PHI,18,2022,True,6,264,44.0,0,0,54
Brett Kern,PHI,NYG,18,2022,False,2,67,33.5,0,1,38
Jake Camarda,TB,BUF,8,2023,True,6,305,50.8,1,2,63
Sam Martin,BUF,TB,8,2023,False,4,180,45.0,1,3,48
Bryan Anger,DAL,LAC,2,2021,True,1,44,44.0,0,1,44
Braden Mann,NYJ,MIA,18,2022,True,5,241,48.2,0,4,61
Thomas Morstead,MIA,NYJ,18,2022,False,4,181,45.3,0,2,55
Bradley Pinion,TB,WSH,10,2021,True,3,124,41.3,0,2,46
Tress Way,WSH,TB,10,2021,False,2,89,44.5,0,0,45
Thomas Morstead,NYJ,NYG,8,2023,True,11,529,48.1,0,4,55
Jamie Gillan,NYG,NYJ,8,2023,False,13,549,42.2,0,5,58
JK Scott,LAC,HOU,4,2022,True,4,185,46.3,0,3,53
Cameron Johnston,HOU,LAC,4,2022,False,3,156,52.0,0,1,55
Andy Lee,ARI,SF,9,2021,True,4,207,51.8,1,1,53
Mitch Wishnowsky,SF,ARI,9,2021,False,4,163,40.8,0,2,57
Johnny Hekker,CAR,BAL,11,2022,True,6,265,44.2,0,4,53
Jordan Stout,BAL,CAR,11,2022,False,7,251,35.9,1,4,52
Tommy Townsend,KC,NE,15,2023,True,4,196,49.0,0,1,61
Bryce Baringer,NE,KC,15,2023,False,6,288,48.0,0,1,64
Jordan Stout,BAL,JAX,12,2022,True,1,53,53.0,1,0,53
Logan Cooke,JAX,BAL,12,2022,False,3,206,68.7,2,1,70
Jack Fox,DET,NYG,11,2022,True,5,241,48.2,1,1,63
Jamie Gillan,NYG,DET,11,2022,False,4,153,38.3,0,2,51
Bradley Pinion,ATL,TB,7,2023,True,3,134,44.7,0,0,48
Jake Camarda,TB,ATL,7,2023,False,3,144,48.0,0,1,52
Corey Bojorquez,CLE,CAR,1,2022,True,4,187,46.8,1,2,56
Johnny Hekker,CAR,CLE,1,2022,False,5,250,50.0,0,0,61
Braden Mann,PHI,ARI,17,2023,False,2,117,58.5,0,0,61
Arryn Siposs,PHI,LAC,9,2021,False,3,130,43.3,0,1,44
Bryan Anger,DAL,NYG,15,2021,True,4,160,40.0,0,4,50
Riley Dixon,NYG,DAL,15,2021,False,2,101,50.5,0,1,51
Logan Cooke,JAX,CIN,4,2021,True,4,183,45.8,0,3,57
Kevin Huber,CIN,JAX,4,2021,False,3,142,47.3,1,0,56
Bradley Pinion,ATL,NO,18,2023,True,5,254,50.8,1,1,66
Lou Hedley,NO,ATL,18,2023,False,4,183,45.8,0,1,50
Matt Haack,IND,NE,9,2022,True,8,348,43.5,0,2,54
Jake Bailey,NE,IND,9,2022,False,7,271,38.7,0,1,58
Logan Cooke,JAX,TEN,14,2022,True,3,133,44.3,0,1,49
Ryan Stonehouse,TEN,JAX,14,2022,False,3,150,50.0,0,0,53
Andy Lee,ARI,LAR,4,2021,True,2,88,44.0,0,0,47
Johnny Hekker,LAR,ARI,4,2021,False,1,37,37.0,0,1,37
Rigoberto Sanchez,IND,NE,10,2023,True,5,224,44.8,0,4,69
Bryce Baringer,NE,IND,10,2023,False,4,250,62.5,2,1,79
Michael Dickson,SEA,NO,5,2022,True,5,233,46.6,0,2,55
Blake Gillikin,NO,SEA,5,2022,False,4,189,47.3,2,0,62
Jake Camarda,TB,ATL,14,2023,True,6,325,54.2,0,2,63
Bradley Pinion,ATL,TB,14,2023,False,4,180,45.0,0,2,49
Braden Mann,NYJ,MIA,15,2021,True,6,279,46.5,0,3,63
Michael Palardy,MIA,NYJ,15,2021,False,3,159,53.0,0,1,56
Rigoberto Sanchez,IND,HOU,13,2021,True,3,124,41.3,0,3,43
Cameron Johnston,HOU,IND,13,2021,False,6,302,50.3,0,1,60
Kevin Huber,CIN,DAL,2,2022,True,5,236,47.2,0,1,63
Bryan Anger,DAL,CIN,2,2022,False,5,217,43.4,0,4,51
Sam Martin,BUF,DET,12,2022,True,4,197,49.3,0,2,56
Jack Fox,DET,BUF,12,2022,False,2,103,51.5,0,2,57
Jordan Stout,BAL,NE,3,2022,True,3,133,44.3,0,1,58
Jake Bailey,NE,BAL,3,2022,False,2,100,50.0,0,0,56
Ryan Stonehouse,TEN,IND,5,2023,True,1,43,43.0,0,0,43
Rigoberto Sanchez,IND,TEN,5,2023,False,1,50,50.0,0,1,50
Johnny Hekker,CAR,LAR,6,2022,True,7,362,51.7,2,3,68
Riley Dixon,LAR,CAR,6,2022,False,5,240,48.0,0,1,60
Pressley Harvin III,PIT,CIN,12,2021,True,5,190,38.0,0,2,42
Kevin Huber,CIN,PIT,12,2021,False,3,139,46.3,0,1,53
Bryan Anger,DAL,ARI,3,2023,True,2,102,51.0,0,0,52
Nolan Cooney,ARI,DAL,3,2023,False,2,94,47.0,0,0,52
Tommy Townsend,KC,GB,13,2023,True,1,57,57.0,0,0,57
Daniel Whelan,GB,KC,13,2023,False,2,76,38.0,0,2,40
Bryce Baringer,NE,DEN,16,2023,True,7,319,45.6,0,3,53
Riley Dixon,DEN,NE,16,2023,False,7,301,43.0,0,2,47
Blake Gillikin,NO,ATL,18,2021,True,2,100,50.0,0,1,52
Thomas Morstead,ATL,NO,18,2021,False,2,93,46.5,0,1,48
Blake Gillikin,ARI,CHI,16,2023,True,6,313,52.2,1,1,77
Trenton Gill,CHI,ARI,16,2023,False,5,260,52.0,1,2,76
Jake Bailey,NE,MIA,1,2022,True,3,118,39.3,0,3,48
Thomas Morstead,MIA,NE,1,2022,False,4,183,45.8,0,3,58
Lou Hedley,NO,MIN,10,2023,True,6,279,46.5,1,1,48
Ryan Wright,MIN,NO,10,2023,False,6,258,43.0,0,3,50
Brett Kern,TEN,PIT,15,2021,True,3,143,47.7,0,0,54
Pressley Harvin III,PIT,TEN,15,2021,False,5,199,39.8,0,1,51
Jamie Gillan,NYG,BUF,6,2023,True,4,202,50.5,0,2,64
Sam Martin,BUF,NYG,6,2023,False,3,127,42.3,0,1,52
Sam Martin,DEN,LV,16,2021,True,5,223,44.6,0,3,56
AJ Cole,LV,DEN,16,2021,False,2,85,42.5,0,2,47
Tress Way,WSH,NE,9,2023,True,5,239,47.8,1,4,64
Bryce Baringer,NE,WSH,9,2023,False,6,326,54.3,1,2,60
Tommy Townsend,KC,WSH,6,2021,True,2,53,26.5,0,1,34
Tress Way,WSH,KC,6,2021,False,4,232,58.0,0,2,66
Matt Haack,BUF,JAX,9,2021,True,3,148,49.3,1,0,59
Logan Cooke,JAX,BUF,9,2021,False,4,180,45.0,0,1,53
Johnny Hekker,CAR,NYG,2,2022,True,5,212,42.4,0,4,50
Jamie Gillan,NYG,CAR,2,2022,False,5,253,50.6,1,0,67
Ryan Stonehouse,TEN,BUF,2,2022,True,6,333,55.5,1,2,64
Sam Martin,BUF,TEN,2,2022,False,3,145,48.3,0,2,57
Sam Martin,DEN,CLE,7,2021,True,4,202,50.5,0,0,59
Jamie Gillan,CLE,DEN,7,2021,False,3,155,51.7,0,2,65
Kevin Huber,CIN,DEN,15,2021,True,7,368,52.6,0,3,61
Sam Martin,DEN,CIN,15,2021,False,6,309,51.5,1,2,63
Brett Kern,TEN,LAR,9,2021,True,5,217,43.4,0,3,57
Johnny Hekker,LAR,TEN,9,2021,False,4,199,49.8,1,0,57
