name,espnId,season,INT,TD,YDS
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2022,0.0,0.0,0.0
Michael Dwumfour,4046544,2021,0.0,0.0,0.0
Michael Dwumfour,4046544,2021,0.0,0.0,0.0
Michael Dwumfour,4046544,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2023,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2022,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Derrick Barnes,4260409,2021,0.0,0.0,0.0
Christian Izien,4372459,2023,1.0,0.0,14.0
Christian Izien,4372459,2023,1.0,0.0,4.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Christian Izien,4372459,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2023,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2022,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,1.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,1.0,1.0,48.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Tavierre Thomas,4334405,2021,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2023,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2022,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
Montravius Adams,3051894,2021,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
DJ Johnson,4240623,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,1.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2023,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2022,0.0,0.0,0.0
Blake Cashman,3728281,2021,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Zach VanValkenburg,4569479,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2023,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,1.0,1.0,33.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2022,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Frankie Luvu,3127273,2021,0.0,0.0,0.0
Ethan Bonner,4360746,2023,0.0,0.0,0.0
Ethan Bonner,4360746,2023,0.0,0.0,0.0
Benny Sapp III,4360944,2023,0.0,0.0,0.0
Benny Sapp III,4360944,2023,0.0,0.0,0.0
Benny Sapp III,4360944,2023,0.0,0.0,0.0
Benny Sapp III,4360944,2023,0.0,0.0,0.0
Benny Sapp III,4360944,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Tyrus Wheat,4689333,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,1.0,0.0,10.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2023,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2022,0.0,0.0,0.0
Mike Ford,3050916,2021,0.0,0.0,0.0
Mike Ford,3050916,2021,0.0,0.0,0.0
Mike Ford,3050916,2021,0.0,0.0,0.0
Mike Ford,3050916,2021,0.0,0.0,0.0
Mike Ford,3050916,2021,0.0,0.0,0.0
Mike Ford,3050916,2021,0.0,0.0,0.0
Mike Ford,3050916,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Byron Jones,2513035,2021,0.0,0.0,0.0
Josh Thomas,3917159,2022,0.0,0.0,0.0
Josh Thomas,3917159,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,1.0,0.0,11.0
Darnay Holmes,4242973,2023,1.0,0.0,2.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2023,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2022,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,0.0,0.0,0.0
Darnay Holmes,4242973,2021,1.0,0.0,15.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2023,0.0,0.0,0.0
Calvin Munson,3047530,2022,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Calvin Munson,3047530,2021,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Desjuan Johnson,4362294,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2023,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2022,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Christian Barmore,4372030,2021,0.0,0.0,0.0
Isaiah McGuire,4427963,2023,0.0,0.0,0.0
Isaiah McGuire,4427963,2023,0.0,0.0,0.0
Isaiah McGuire,4427963,2023,0.0,0.0,0.0
Isaiah McGuire,4427963,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2023,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2022,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Michael Hoecht,4033234,2021,0.0,0.0,0.0
Tanner McCalister,4361824,2023,0.0,0.0,0.0
Tanner McCalister,4361824,2023,0.0,0.0,0.0
Tanner McCalister,4361824,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2023,0.0,0.0,0.0
Justin Jones,3116746,2022,0.0,0.0,0.0
