name,espnId,season,FUM,LST,FF,FR,YDS,FTD,GP,2PTR,OFTD,DFTD
Ty'Son Williams,3895827,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ty'Son Williams,3895827,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jaxon Smith-Njigba,4430878,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,1.0,0.0,0.0,1.0,0.0
Khyiris Tonga,4256074,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,1.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,1.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Emmanuel Ogbah,2977740,2021,0.0,0.0,0.0,0.0,1.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ethan Fernea,4062711,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ethan Fernea,4062711,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ethan Fernea,4062711,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ethan Fernea,4062711,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zach Cunningham,3051750,2023,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Zach Cunningham,3051750,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zach Cunningham,3051750,2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
