name,espnId,season,AG,ESPNWR,LNG,MISC,NTYDS,CMP,BIG,FD,FUM,LST,TGTS,TD,YDS,YAC,Y@C,YDS/G,REC,GP,OP,PTS,TP/G,TD,TYDS,SCRIM,2PTR,CMP,SCRIM/G,YDS/G,AVG
MyCole Pruitt,2508256,2023,0.0,25.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,15.0,6.0,9.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,7.5
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2023,0.0,19.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0
MyCole Pruitt,2508256,2023,0.0,22.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,12.0,5.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,42.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,6.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,11.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0
MyCole Pruitt,2508256,2022,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0
MyCole Pruitt,2508256,2022,0.0,22.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,13.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0
MyCole Pruitt,2508256,2022,0.0,54.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,9.0,8.0,1.0,9.0,2.0,1.0,0.0,6.0,6.0,1.0,9.0,9.0,0.0,0.0,9.0,9.0,4.5
MyCole Pruitt,2508256,2022,0.0,47.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,5.0,2.0,7.0,1.0,1.0,0.0,6.0,6.0,1.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0
MyCole Pruitt,2508256,2022,0.0,30.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,20.0,13.0,7.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,10.0
MyCole Pruitt,2508256,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2022,0.0,69.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,49.0,26.0,23.0,49.0,4.0,1.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,49.0,49.0,12.25
MyCole Pruitt,2508256,2022,0.0,84.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,34.0,7.0,27.0,34.0,3.0,1.0,0.0,6.0,6.0,1.0,34.0,34.0,0.0,0.0,34.0,34.0,11.333
MyCole Pruitt,2508256,2021,0.0,58.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,16.0,27.0,43.0,3.0,1.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,43.0,43.0,14.333
MyCole Pruitt,2508256,2021,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0
MyCole Pruitt,2508256,2021,0.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,20.0,-6.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0
MyCole Pruitt,2508256,2021,0.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,5.0,9.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0
MyCole Pruitt,2508256,2021,0.0,72.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,27.0,2.0,25.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,27.0,13.5
MyCole Pruitt,2508256,2021,0.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,12.0,10.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,22.0,22.0,11.0
MyCole Pruitt,2508256,2021,0.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
MyCole Pruitt,2508256,2021,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0
MyCole Pruitt,2508256,2021,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0
MyCole Pruitt,2508256,2021,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,2508256,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Marquise Goodwin,15839,2023,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,9.0,4.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,24.0,0.0,0.0,24.0,20.0,4.0
Marquise Goodwin,15839,2023,0.0,11.0,6.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,-1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,23.0,0.0,0.0,23.0,17.0,6.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,-5.0,-5.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,62.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,57.0,12.0,45.0,57.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,32.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,22.0,0.0,22.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,22.0,22.0,11.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,41.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,31.0,5.0,26.0,31.0,2.0,1.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,31.0,31.0,15.5
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2022,0.0,36.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,26.0,14.0,12.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,26.0,26.0,13.0
Marquise Goodwin,15839,2022,0.0,157.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,67.0,11.0,56.0,67.0,4.0,1.0,0.0,12.0,12.0,2.0,67.0,67.0,0.0,0.0,67.0,67.0,16.75
Marquise Goodwin,15839,2022,0.0,53.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,33.0,42.0,-9.0,33.0,4.0,1.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,33.0,33.0,8.25
Marquise Goodwin,15839,2022,0.0,83.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,38.0,0.0,38.0,38.0,2.0,1.0,0.0,6.0,6.0,1.0,38.0,38.0,0.0,0.0,38.0,38.0,19.0
Marquise Goodwin,15839,2022,0.0,63.0,21.0,0.0,7.0,7.0,0.0,3.0,0.0,0.0,3.0,0.0,48.0,16.0,32.0,48.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,55.0,0.0,0.0,55.0,7.0,16.0
Marquise Goodwin,15839,2022,0.0,22.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,4.0,13.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0
Marquise Goodwin,15839,2022,0.0,155.0,38.0,0.0,-2.0,-2.0,0.0,4.0,0.0,0.0,6.0,1.0,95.0,22.0,73.0,95.0,5.0,1.0,1.0,6.0,6.0,1.0,93.0,93.0,0.0,0.0,93.0,93.0,19.0
Marquise Goodwin,15839,2022,0.0,20.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0,0.0,10.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,5.0
Marquise Goodwin,15839,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,65.0,19.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,4.0,0.0,45.0,17.0,28.0,45.0,4.0,1.0,1.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,43.0,43.0,11.25
Marquise Goodwin,15839,2021,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,15839,2021,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Marquise Goodwin,15839,2021,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,3.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0
Marquise Goodwin,15839,2021,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,10.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0
Marquise Goodwin,15839,2021,0.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,15.0,1.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0,8.0
