name,espnId,season,AG,ESPNRB,LNG,MISC,NTYDS,CMP,CAR,BIG,FD,FUM,LST,TD,YDS,YDS/G,STF,SYDSL,GP,OP,PTS,TP/G,TD,TYDS,SCRIM,2PTR,CMP,SCRIM/G,YDS/G,AVG
Lamar Jackson,3916387,2023,0.0,54.0,12.0,0.0,291.0,291.0,12.0,0.0,3.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,1.0,45.0,12.0,12.0,2.0,291.0,54.0,0.0,0.0,54.0,291.0,4.5
Lamar Jackson,3916387,2023,0.0,156.0,16.0,0.0,279.0,279.0,14.0,0.0,8.0,0.0,0.0,2.0,101.0,101.0,0.0,0.0,1.0,49.0,12.0,12.0,2.0,303.0,101.0,0.0,0.0,101.0,303.0,7.214
Lamar Jackson,3916387,2023,0.0,82.0,10.0,0.0,192.0,192.0,9.0,0.0,3.0,1.0,1.0,2.0,27.0,27.0,0.0,0.0,1.0,31.0,24.0,24.0,4.0,213.0,27.0,0.0,0.0,27.0,213.0,3.0
Lamar Jackson,3916387,2023,0.0,30.0,26.0,0.0,255.0,255.0,6.0,0.0,1.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,281.0,45.0,0.0,0.0,45.0,281.0,7.5
Lamar Jackson,3916387,2023,0.0,62.0,12.0,0.0,283.0,283.0,13.0,0.0,5.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,1.0,44.0,6.0,6.0,1.0,285.0,62.0,0.0,0.0,62.0,285.0,4.769
Lamar Jackson,3916387,2023,0.0,56.0,10.0,0.0,393.0,393.0,9.0,0.0,3.0,1.0,1.0,1.0,36.0,36.0,0.0,0.0,1.0,36.0,24.0,24.0,4.0,393.0,36.0,0.0,0.0,36.0,393.0,4.0
Lamar Jackson,3916387,2023,0.0,17.0,13.0,0.0,155.0,155.0,5.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,1.0,36.0,6.0,6.0,1.0,174.0,17.0,0.0,0.0,17.0,174.0,3.4
Lamar Jackson,3916387,2023,0.0,45.0,23.0,0.0,239.0,239.0,10.0,0.0,5.0,1.0,0.0,0.0,60.0,60.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,247.0,60.0,0.0,0.0,60.0,247.0,6.0
Lamar Jackson,3916387,2023,0.0,41.0,9.0,0.0,241.0,241.0,8.0,0.0,1.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,1.0,34.0,6.0,6.0,1.0,264.0,41.0,0.0,0.0,41.0,264.0,5.125
Lamar Jackson,3916387,2023,0.0,54.0,8.0,0.0,302.0,302.0,9.0,0.0,2.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,1.0,38.0,12.0,12.0,2.0,318.0,54.0,0.0,0.0,54.0,318.0,6.0
Lamar Jackson,3916387,2023,0.0,39.0,8.0,0.0,203.0,203.0,11.0,0.0,1.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,1.0,45.0,6.0,6.0,1.0,216.0,39.0,0.0,0.0,39.0,216.0,3.545
Lamar Jackson,3916387,2023,0.0,70.0,16.0,0.0,380.0,380.0,11.0,0.0,4.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,56.0,18.0,18.0,3.0,386.0,70.0,0.0,0.0,70.0,386.0,6.364
Lamar Jackson,3916387,2023,0.0,97.0,21.0,0.0,242.0,242.0,12.0,0.0,5.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,1.0,39.0,6.0,6.0,1.0,268.0,97.0,0.0,0.0,97.0,268.0,8.083
Lamar Jackson,3916387,2023,0.0,45.0,30.0,0.0,286.0,286.0,7.0,0.0,2.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,1.0,44.0,12.0,12.0,2.0,297.0,45.0,0.0,0.0,45.0,297.0,6.429
Lamar Jackson,3916387,2023,0.0,35.0,18.0,0.0,347.0,347.0,6.0,0.0,1.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,1.0,28.0,30.0,30.0,5.0,356.0,35.0,0.0,0.0,35.0,356.0,5.833
Lamar Jackson,3916387,2022,0.0,17.0,8.0,0.0,228.0,228.0,6.0,0.0,2.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,1.0,38.0,18.0,18.0,3.0,230.0,17.0,0.0,0.0,17.0,230.0,2.833
Lamar Jackson,3916387,2022,0.0,154.0,79.0,0.0,437.0,437.0,9.0,0.0,3.0,1.0,0.0,1.0,119.0,119.0,0.0,0.0,1.0,38.0,24.0,24.0,4.0,437.0,119.0,0.0,0.0,119.0,437.0,13.222
Lamar Jackson,3916387,2022,0.0,142.0,38.0,0.0,313.0,313.0,11.0,0.0,6.0,0.0,0.0,1.0,107.0,107.0,0.0,0.0,1.0,44.0,30.0,30.0,5.0,325.0,107.0,0.0,0.0,107.0,325.0,9.727
Lamar Jackson,3916387,2022,0.0,73.0,18.0,0.0,207.0,207.0,11.0,0.0,4.0,0.0,0.0,0.0,73.0,73.0,0.0,0.0,1.0,42.0,6.0,6.0,1.0,217.0,73.0,0.0,0.0,73.0,217.0,6.636
Lamar Jackson,3916387,2022,0.0,58.0,19.0,0.0,228.0,228.0,12.0,0.0,4.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0,1.0,45.0,6.0,6.0,1.0,232.0,58.0,0.0,0.0,58.0,232.0,4.833
Lamar Jackson,3916387,2022,0.0,62.0,25.0,0.0,272.0,272.0,7.0,0.0,4.0,0.0,0.0,0.0,77.0,77.0,0.0,0.0,1.0,41.0,6.0,6.0,1.0,287.0,77.0,0.0,0.0,77.0,287.0,11.0
Lamar Jackson,3916387,2022,0.0,59.0,11.0,0.0,153.0,153.0,10.0,0.0,5.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,179.0,59.0,0.0,0.0,59.0,179.0,5.9
Lamar Jackson,3916387,2022,0.0,43.0,25.0,0.0,265.0,265.0,9.0,0.0,2.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,1.0,50.0,12.0,12.0,2.0,281.0,43.0,0.0,0.0,43.0,281.0,4.778
Lamar Jackson,3916387,2022,0.0,82.0,17.0,0.0,213.0,213.0,11.0,0.0,8.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,1.0,36.0,6.0,6.0,1.0,215.0,82.0,0.0,0.0,82.0,215.0,7.455
Lamar Jackson,3916387,2022,0.0,66.0,10.0,0.0,224.0,224.0,11.0,0.0,4.0,0.0,0.0,1.0,31.0,31.0,0.0,0.0,1.0,47.0,6.0,6.0,1.0,240.0,31.0,0.0,0.0,31.0,240.0,2.818
Lamar Jackson,3916387,2022,0.0,74.0,12.0,0.0,342.0,342.0,14.0,0.0,5.0,1.0,1.0,0.0,89.0,89.0,0.0,0.0,1.0,47.0,6.0,6.0,1.0,343.0,89.0,0.0,0.0,89.0,343.0,6.357
Lamar Jackson,3916387,2022,0.0,9.0,9.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,9.0,20.0,9.0
Lamar Jackson,3916387,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Jackson,3916387,2021,0.0,56.0,28.0,0.0,303.0,303.0,12.0,0.0,0.0,2.0,1.0,0.0,86.0,86.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,321.0,86.0,0.0,0.0,86.0,321.0,7.167
Lamar Jackson,3916387,2021,0.0,177.0,21.0,0.0,337.0,337.0,16.0,0.0,0.0,0.0,0.0,2.0,107.0,107.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,346.0,107.0,0.0,0.0,107.0,346.0,6.688
Lamar Jackson,3916387,2021,0.0,58.0,31.0,0.0,329.0,329.0,7.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,345.0,58.0,0.0,0.0,58.0,345.0,8.286
Lamar Jackson,3916387,2021,0.0,28.0,7.0,0.0,332.0,332.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,344.0,28.0,0.0,0.0,28.0,344.0,4.0
Lamar Jackson,3916387,2021,0.0,47.0,13.0,0.0,499.0,499.0,14.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,1.0,59.0,0.0,0.0,0.0,504.0,62.0,0.0,1.0,62.0,504.0,4.429
Lamar Jackson,3916387,2021,0.0,51.0,22.0,0.0,191.0,191.0,8.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,218.0,51.0,0.0,0.0,51.0,218.0,6.375
Lamar Jackson,3916387,2021,0.0,88.0,16.0,0.0,327.0,327.0,12.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,345.0,88.0,0.0,0.0,88.0,345.0,7.333
Lamar Jackson,3916387,2021,0.0,120.0,12.0,0.0,373.0,373.0,21.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,386.0,120.0,0.0,0.0,120.0,386.0,5.714
Lamar Jackson,3916387,2021,0.0,39.0,11.0,0.0,249.0,249.0,9.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,277.0,39.0,0.0,0.0,39.0,277.0,4.333
Lamar Jackson,3916387,2021,0.0,68.0,13.0,0.0,223.0,223.0,17.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,233.0,68.0,0.0,0.0,68.0,233.0,4.0
Lamar Jackson,3916387,2021,0.0,55.0,13.0,0.0,274.0,274.0,8.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,308.0,55.0,0.0,0.0,55.0,308.0,6.875
Lamar Jackson,3916387,2021,0.0,5.0,4.0,0.0,22.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,5.0,22.0,2.5
Tucker Fisk,4242558,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker Fisk,4242558,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker Fisk,4242558,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0
Tucker Fisk,4242558,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker Fisk,4242558,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker Fisk,4242558,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0
Eric Saubert,2975863,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,22.0,22.0,0.0,0.0,22.0,22.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,36.0,36.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,12.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,16.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0
Eric Saubert,2975863,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,2975863,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,12.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,54.0,54.0,0.0,0.0,54.0,54.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,145.0,145.0,0.0,0.0,145.0,145.0,0.0
Adam Thielen,16460,2023,0.0,6.0,6.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,82.0,0.0,0.0,82.0,6.0,6.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,107.0,107.0,0.0,0.0,107.0,107.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,115.0,115.0,0.0,0.0,115.0,115.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,72.0,72.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,29.0,29.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,74.0,74.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,74.0,74.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,43.0,43.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,94.0,94.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,38.0,38.0,0.0
Adam Thielen,16460,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,12.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,36.0,36.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,52.0,52.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,61.0,61.0,0.0,0.0,61.0,61.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,72.0,72.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,27.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,36.0,36.0,0.0,0.0,36.0,36.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,67.0,67.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,67.0,67.0,0.0
Adam Thielen,16460,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,49.0,49.0,0.0
