,Name,Teams,Season,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
546,Tyler Boyd,CIN,2021,WR,16,67,94,828,12.4,5,68,10,51.8,1,0,389,37
547,Brandon Aiyuk,SF,2021,WR,17,56,84,826,14.8,5,43,16,48.6,1,1,349,37
548,Dalton Schultz,DAL,2021,TE,17,78,104,808,10.4,8,32,6,47.5,0,0,348,43
549,Rob Gronkowski,TB,2021,TE,12,55,89,802,14.6,6,42,16,66.8,0,0,350,34
550,Van Jefferson,LAR,2021,WR,17,50,89,802,16.0,6,79,12,47.2,0,0,216,32
551,Kendrick Bourne,NE,2021,WR,17,55,70,800,14.5,5,75,10,47.1,1,1,385,27
552,Mike Gesicki,MIA,2021,TE,17,73,112,780,10.7,2,40,12,45.9,0,0,221,39
553,Courtland Sutton,DEN,2021,WR,17,58,98,776,13.4,2,55,9,45.6,0,0,135,35
554,Russell Gage,ATL,2021,WR,14,66,94,770,11.7,4,49,8,55.0,2,2,253,37
555,Zach Ertz,ARI / PHI,2021,TE,17,74,112,763,10.3,5,47,7,44.9,0,0,340,40
556,Tim Patrick,DEN,2021,WR,16,53,85,734,13.8,5,44,10,45.9,0,0,202,39
557,Marquez Callaway,NO,2021,WR,17,46,84,698,15.2,6,58,9,41.1,0,0,144,32
558,Cole Beasley,BUF,2021,WR,16,82,112,693,8.5,1,29,5,43.3,1,0,305,34
559,Mecole Hardman,KC,2021,WR,17,59,83,693,11.7,2,53,8,40.8,1,1,502,33
560,Noah Fant,DEN,2021,TE,16,68,90,670,9.9,4,35,7,41.9,0,0,309,29
561,Darren Waller,LV,2021,TE,11,55,93,665,12.1,2,33,13,60.5,0,0,242,31
562,K.J. Osborn,MIN,2021,WR,17,50,82,655,13.1,7,64,10,38.5,0,0,179,26
563,Austin Ekeler,LAC,2021,RB,16,70,94,647,9.2,8,40,3,40.4,4,3,627,31
564,Quez Watkins,PHI,2021,WR,17,43,62,647,15.0,1,91,12,38.1,0,0,253,25
565,Emmanuel Sanders,BUF,2021,WR,14,42,72,626,14.9,4,41,10,44.7,0,0,85,31
566,Laviska Shenault Jr.,JAX,2021,WR,16,63,100,619,9.8,0,58,5,38.7,1,1,389,30
567,Cole Kmet,CHI,2021,TE,17,60,93,612,10.2,0,25,7,36.0,0,0,246,29
568,Hunter Henry,NE,2021,TE,17,50,75,603,12.1,9,35,8,35.5,0,0,144,34
569,Cedrick Wilson Jr.,DAL,2021,WR,16,45,61,602,13.4,6,73,8,37.6,1,0,260,27
570,Donovan Peoples-Jones,CLE,2021,WR,14,34,58,597,17.6,3,60,12,42.6,1,1,146,26
571,Tyler Conklin,MIN,2021,TE,17,61,87,593,9.7,3,40,4,34.9,1,0,327,26
572,Dawson Knox,BUF,2021,TE,15,49,71,587,12.0,9,53,8,39.1,0,0,277,31
573,Kalif Raymond,DET,2021,WR,16,48,71,576,12.0,4,75,8,36.0,0,0,264,28
574,Bryan Edwards,LV,2021,WR,17,34,59,571,16.8,3,51,11,33.6,1,0,190,26
575,Jarvis Landry,CLE,2021,WR,12,52,87,570,11.0,2,38,7,47.5,1,1,273,29
576,Deonte Harty,NO,2021,WR,13,36,59,570,15.8,3,72,5,43.8,0,0,241,23
577,Byron Pringle,KC,2021,WR,17,42,60,568,13.5,5,40,11,33.4,0,0,187,32
578,Jared Cook,LAC,2021,TE,16,48,83,564,11.8,4,42,7,35.3,0,0,238,31
579,Tyler Higbee,LAR,2021,TE,15,61,85,560,9.2,5,37,3,37.3,1,0,281,33
580,Gabe Davis,BUF,2021,WR,16,35,63,549,15.7,6,49,13,34.3,0,0,140,29
581,Cordarrelle Patterson,ATL,2021,RB,16,52,69,548,10.5,5,64,8,34.3,0,0,385,26
582,Zay Jones,LV,2021,WR,17,47,70,546,11.6,1,43,8,32.1,1,1,170,29
583,Odell Beckham Jr.,LAR / CLE,2021,WR,14,44,82,537,12.2,5,54,7,38.4,0,0,151,27
584,Kenny Golladay,NYG,2021,WR,14,37,76,521,14.1,0,36,5,37.2,0,0,119,27
585,Robbie Chosen,CAR,2021,WR,17,53,110,519,9.8,5,57,3,30.5,0,0,158,27
586,DeVante Parker,MIA,2021,WR,10,40,73,515,12.9,2,42,7,51.5,0,0,104,29
587,Rashod Bateman,BAL,2021,WR,12,46,68,515,11.2,1,36,8,42.9,0,0,171,29
588,Allen Lazard,GB,2021,WR,15,40,60,513,12.8,8,42,8,34.2,0,0,168,28
589,Pat Freiermuth,PIT,2021,TE,16,60,79,497,8.3,7,24,2,31.1,1,1,247,34
590,C.J. Uzomah,CIN,2021,TE,16,49,63,493,10.1,5,55,7,30.8,0,0,300,24
591,Gerald Everett,SEA,2021,TE,15,48,63,478,10.0,4,41,5,31.9,2,2,249,26
592,Nick Westbrook-Ikhine,TEN,2021,WR,16,38,57,476,12.5,4,46,5,29.8,1,1,144,23
593,David Njoku,CLE,2021,TE,16,36,53,475,13.2,4,71,8,29.7,0,0,247,17
594,Nelson Agholor,NE,2021,WR,15,37,64,473,12.8,3,44,9,31.5,0,0,118,23
595,Najee Harris,PIT,2021,RB,17,74,94,467,6.3,3,25,3,27.5,0,0,499,22
596,Jerry Jeudy,DEN,2021,WR,10,38,56,467,12.3,0,40,7,46.7,1,0,185,22
597,DeSean Jackson,LV / LAR,2021,WR,16,20,34,454,22.7,2,75,6,28.4,1,1,175,12
598,Darrel Williams,KC,2021,RB,17,47,57,452,9.6,2,38,4,26.6,0,0,435,19
599,D'Andre Swift,DET,2021,RB,13,62,78,452,7.3,2,63,3,34.8,2,1,502,18
600,Keelan Cole Sr.,NYJ,2021,WR,15,28,51,449,16.0,1,54,7,29.9,0,0,85,20
601,Jalen Guyton,LAC,2021,WR,16,31,48,448,14.5,3,59,5,28.0,0,0,149,21
602,Jamison Crowder,NYJ,2021,WR,12,51,71,447,8.8,2,29,3,37.3,1,1,174,22
603,Nico Collins,HOU,2021,WR,14,33,60,446,13.5,1,32,8,31.9,0,0,131,22
604,Alvin Kamara,NO,2021,RB,13,47,67,439,9.3,5,31,4,33.8,0,0,432,20
605,Rondale Moore,ARI,2021,WR,14,54,64,435,8.1,1,77,3,31.1,1,0,438,18
606,Julio Jones,TEN,2021,WR,10,31,48,434,14.0,1,51,4,43.4,0,0,112,19
607,Laquon Treadwell,JAX,2021,WR,12,33,51,434,13.2,1,41,6,36.2,0,0,126,22
608,Marquez Valdes-Scantling,GB,2021,WR,11,26,55,430,16.5,3,75,8,39.1,0,0,146,18
609,Kadarius Toney,NYG,2021,WR,10,39,57,420,10.8,0,38,5,42.0,0,0,228,21
610,Allen Robinson II,CHI,2021,WR,12,38,66,410,10.8,1,39,5,34.2,0,0,101,22
611,Evan Engram,NYG,2021,TE,15,46,73,408,8.9,3,30,2,27.2,1,1,185,21
612,Olamide Zaccheaus,ATL,2021,WR,17,31,53,406,13.1,3,49,4,23.9,0,0,96,22
613,Brandon Bolden,NE,2021,RB,17,41,49,405,9.9,2,28,5,23.8,0,0,416,21
614,Josh Reynolds,DET / TEN,2021,WR,12,29,49,396,13.7,2,39,6,33.0,0,0,119,21
615,Sammy Watkins,BAL,2021,WR,13,27,49,394,14.6,1,49,6,30.3,1,1,94,17
616,Aaron Jones,GB,2021,RB,15,52,65,391,7.5,6,26,4,26.1,1,0,412,22
617,Zach Pascal,IND,2021,WR,16,38,69,384,10.1,3,41,5,24.0,1,1,121,15
618,Adam Humphries,WSH,2021,WR,17,41,62,383,9.3,0,27,4,22.5,0,0,150,23
619,Tre'Quan Smith,NO,2021,WR,11,32,50,377,11.8,3,34,6,34.3,1,0,113,18
620,James Conner,ARI,2021,RB,15,37,39,375,10.1,3,45,5,25.0,0,0,382,18
621,Foster Moreau,LV,2021,TE,17,30,44,373,12.4,3,44,6,21.9,1,0,189,16
622,Ty Johnson,NYJ,2021,RB,16,34,55,372,10.9,2,23,3,23.3,0,0,334,20
623,Tyler Johnson,TB,2021,WR,17,36,55,360,10.0,0,31,4,21.2,0,0,137,14
624,Jonathan Taylor,IND,2021,RB,17,40,51,360,9.0,2,76,5,21.2,1,0,406,12
625,Durham Smythe,MIA,2021,TE,17,34,41,357,10.5,0,25,5,21.0,0,0,160,15
626,Joshua Palmer,LAC,2021,WR,17,33,49,353,10.7,4,36,3,20.8,0,0,94,18
627,Josh Jacobs,LV,2021,RB,15,54,64,348,6.4,0,29,2,23.2,0,0,395,14
628,Austin Hooper,CLE,2021,TE,16,38,61,345,9.1,3,34,4,21.6,0,0,185,18
629,Freddie Swain,SEA,2021,WR,17,25,40,343,13.7,4,68,6,20.2,0,0,206,12
630,Darius Slayton,NYG,2021,WR,13,26,58,339,13.0,2,42,4,26.1,1,1,65,14
631,Tony Pollard,DAL,2021,RB,15,39,46,337,8.6,0,32,2,22.5,2,0,341,15
632,T.Y. Hilton,IND,2021,WR,10,23,37,331,14.4,3,52,4,33.1,0,0,71,15
633,Albert Okwuegbunam Jr.,DEN,2021,TE,14,33,40,330,10.0,2,64,3,23.6,1,1,245,15
634,Damiere Byrd,CHI,2021,WR,17,26,38,329,12.7,1,54,3,19.4,0,0,116,18
635,Michael Carter,NYJ,2021,RB,14,36,55,325,9.0,0,23,2,23.2,1,1,341,17
636,Chris Conley,HOU,2021,WR,16,22,37,323,14.7,2,41,5,20.2,1,1,126,15
637,Mo Alie-Cox,IND,2021,TE,17,24,45,316,13.2,4,37,5,18.6,1,0,150,14
638,Javonte Williams,DEN,2021,RB,17,43,53,316,7.3,3,42,2,18.6,0,0,343,12
639,Joe Mixon,CIN,2021,RB,16,42,48,314,7.5,3,52,3,19.6,1,0,318,11
640,Marquise Goodwin,CHI,2021,WR,14,20,40,313,15.6,1,50,5,22.4,1,0,83,12
641,AJ Dillon,GB,2021,RB,17,34,37,313,9.2,2,50,3,18.4,1,0,310,15
642,Chase Edmonds,ARI,2021,RB,12,43,53,311,7.2,0,36,2,25.9,1,1,324,11
643,Nyheim Hines,IND,2021,RB,17,40,57,310,7.8,1,36,2,18.2,1,0,286,15
644,Jack Doyle,IND,2021,TE,17,29,43,302,10.4,3,34,3,17.8,0,0,125,18
645,Chester Rogers,TEN,2021,WR,16,30,43,301,10.0,1,39,3,18.8,0,0,103,12
646,David Montgomery,CHI,2021,RB,13,42,51,301,7.2,0,16,0,23.2,0,0,273,18
647,Jalen Reagor,PHI,2021,WR,17,33,57,299,9.1,2,34,4,17.6,0,0,151,13
648,Kyle Juszczyk,SF,2021,FB,17,30,38,296,9.9,1,26,2,17.4,0,0,151,16
649,DeAndre Carter,WSH,2021,WR,17,24,44,296,12.3,3,26,5,17.4,0,0,78,17
650,Jonnu Smith,NE,2021,TE,16,28,45,294,10.5,1,28,5,18.4,1,0,232,15
651,Antonio Gibson,WSH,2021,RB,16,42,52,294,7.0,3,73,2,18.4,1,1,333,12
652,Anthony Firkser,TEN,2021,TE,15,34,43,291,8.6,2,24,1,19.4,1,1,111,15
653,Ameer Abdullah,MIN / CAR,2021,RB,17,38,53,289,7.6,1,23,1,17.0,0,0,294,13
654,Ezekiel Elliott,DAL,2021,RB,17,47,65,287,6.1,2,21,1,16.9,0,0,295,16
655,Jauan Jennings,SF,2021,WR,16,24,38,282,11.8,5,34,4,17.6,1,0,103,15
656,Ray-Ray McCloud III,PIT,2021,WR,16,39,66,277,7.1,0,24,2,17.3,1,0,115,17
657,Rashard Higgins,CLE,2021,WR,15,24,47,275,11.5,1,21,1,18.3,0,0,47,16
658,Devin Duvernay,BAL,2021,WR,16,33,47,272,8.2,2,21,1,17.0,0,0,141,14
659,Devontae Booker,NYG,2021,RB,16,40,45,268,6.7,1,41,1,16.8,0,0,289,11
660,Demarcus Robinson,KC,2021,WR,17,25,41,264,10.6,3,33,3,15.5,0,0,62,13
661,Adam Trautman,NO,2021,TE,13,27,43,263,9.7,2,32,2,20.2,1,1,111,13
662,Saquon Barkley,NYG,2021,RB,13,41,57,263,6.4,2,54,1,20.2,1,0,298,13
663,Mike Davis,ATL,2021,RB,17,44,58,259,5.9,1,20,2,15.2,2,2,306,12
664,Kyle Rudolph,NYG,2021,TE,16,26,39,257,9.9,1,60,3,16.1,0,0,137,12
665,Kenneth Gainwell,PHI,2021,RB,16,33,50,253,7.7,1,19,0,15.8,0,0,226,14
666,Brandon Zylstra,CAR,2021,WR,14,18,25,250,13.9,1,55,4,17.9,0,0,118,10
667,Lil'Jordan Humphrey,NO,2021,WR,10,13,18,249,19.2,2,56,6,24.9,0,0,101,9
668,John Bates,WSH,2021,TE,17,20,25,249,12.4,1,32,4,14.6,1,0,139,11
669,Danny Amendola,HOU,2021,WR,8,24,38,248,10.3,3,39,4,31.0,1,0,105,10
670,Cameron Brate,TB,2021,TE,17,30,57,245,8.2,4,18,0,14.4,0,0,81,15
671,Josiah Deguara,GB,2021,TE,16,25,33,245,9.8,2,62,3,15.3,0,0,204,9
672,James O'Shaughnessy,JAX,2021,TE,7,24,34,244,10.2,0,30,5,34.9,0,0,114,10
673,Myles Gaskin,MIA,2021,RB,17,49,63,234,4.8,4,24,2,13.8,0,0,250,13
674,Harrison Bryant,CLE,2021,TE,16,21,28,233,11.1,3,41,4,14.6,0,0,79,14
675,Will Dissly,SEA,2021,TE,15,21,26,231,11.0,1,39,5,15.4,1,0,143,11
676,Tajae Sharpe,ATL,2021,WR,15,25,37,230,9.2,0,17,0,15.3,0,0,69,14
677,Devin Singletary,BUF,2021,RB,17,40,50,228,5.7,1,19,0,13.4,3,0,242,11
678,Alexander Mattison,MIN,2021,RB,16,32,39,228,7.1,1,24,3,14.3,0,0,238,10
679,Chris Moore,HOU,2021,WR,12,21,22,227,10.8,2,67,4,18.9,0,0,150,6
680,David Johnson,HOU,2021,RB,13,32,42,225,7.0,1,16,0,17.3,0,0,191,11
681,John Ross,NYG,2021,WR,10,11,20,224,20.4,1,52,3,22.4,1,0,40,8
682,Dalvin Cook,MIN,2021,RB,13,34,49,224,6.6,0,24,1,17.2,0,0,278,9
683,Mack Hollins,MIA,2021,WR,17,14,28,223,15.9,4,65,4,13.1,0,0,37,11
684,Hayden Hurst,ATL,2021,TE,13,26,31,221,8.5,3,33,1,17.0,3,1,89,11
685,Marcedes Lewis,GB,2021,TE,17,23,28,214,9.3,0,23,3,12.6,1,0,144,10
686,Jordan Akins,HOU,2021,TE,13,24,33,214,8.9,0,31,1,16.5,2,2,81,11
687,Tavon Austin,JAX,2021,WR,13,24,37,213,8.9,1,25,2,16.4,0,0,59,11
688,Albert Wilson,MIA,2021,WR,14,25,39,213,8.5,0,64,1,15.2,0,0,143,10
689,Melvin Gordon III,DEN,2021,RB,16,28,38,213,7.6,2,30,3,13.3,0,0,186,9
690,Cyril Grayson Jr.,TB,2021,WR,5,10,12,212,21.2,2,62,4,42.4,0,0,70,8
691,Cam Sims,WSH,2021,WR,14,15,23,211,14.1,2,43,2,15.1,0,0,42,11
692,Geoff Swaim,TEN,2021,TE,16,31,40,210,6.8,3,26,2,13.1,0,0,139,12
693,Antoine Wesley,ARI,2021,WR,15,19,32,208,10.9,3,33,4,13.9,0,0,61,9
694,James Proche II,BAL,2021,WR,14,16,20,202,12.6,0,32,2,14.4,0,0,55,10
695,Zack Moss,BUF,2021,RB,13,23,32,197,8.6,1,24,1,15.2,2,1,200,12
696,Samaje Perine,CIN,2021,RB,16,27,31,196,7.3,1,23,1,12.3,0,0,198,9
697,Devonta Freeman,BAL,2021,RB,16,34,42,190,5.6,1,15,0,11.9,0,0,178,9
698,Ian Thomas,CAR,2021,TE,17,18,30,188,10.4,0,41,3,11.1,0,0,92,6
699,Rex Burkhead,HOU,2021,RB,16,25,32,186,7.4,0,20,2,11.6,0,0,141,9
700,Noah Brown,DAL,2021,WR,13,16,25,184,11.5,0,27,3,14.2,0,0,68,6
701,N'Keal Harry,NE,2021,WR,12,12,22,184,15.3,0,43,3,15.3,0,0,25,7
702,Demetric Felton Jr.,CLE,2021,RB,16,18,21,181,10.1,2,33,2,11.3,0,0,201,10
703,Tommy Tremble,CAR,2021,TE,16,20,35,180,9.0,1,30,1,11.3,0,0,70,10
704,Justin Jackson,LAC,2021,RB,14,22,25,178,8.1,0,25,1,12.7,0,0,165,8
705,Isaiah McKenzie,BUF,2021,WR,15,20,26,178,8.9,1,28,1,11.9,0,0,81,13
706,Brevin Jordan,HOU,2021,TE,9,20,28,178,8.9,3,27,2,19.8,0,0,99,10
707,Kendall Hinton,DEN,2021,WR,16,15,23,175,11.7,1,40,2,10.9,0,0,57,10
708,Kareem Hunt,CLE,2021,RB,8,22,27,174,7.9,0,23,1,21.8,0,0,174,10
709,Nick Chubb,CLE,2021,RB,14,20,25,174,8.7,1,40,2,12.4,0,0,172,9
710,Chuba Hubbard,CAR,2021,RB,17,25,37,174,7.0,1,33,1,10.2,0,0,160,8
711,Tyler Kroft,NYJ,2021,TE,9,16,25,173,10.8,1,26,3,19.2,0,0,74,9
712,Ashton Dulin,IND,2021,WR,17,13,22,173,13.3,2,62,2,10.2,0,0,50,9
713,Pharaoh Brown,HOU,2021,TE,15,23,34,171,7.4,0,29,2,11.4,1,1,106,6
714,Jimmy Graham,CHI,2021,TE,15,14,23,167,11.9,3,28,2,11.1,0,0,55,10
715,Breshad Perriman,TB,2021,WR,6,11,18,167,15.2,1,58,3,27.8,0,0,95,5
716,Zach Gentry,PIT,2021,TE,17,19,25,167,8.8,0,25,2,9.8,0,0,127,11
717,Stephen Anderson,LAC,2021,TE,17,16,19,165,10.3,1,34,3,9.7,0,0,115,9
718,Dyami Brown,WSH,2021,WR,15,12,25,165,13.8,0,48,3,11.0,0,0,34,6
719,Mark Ingram II,HOU / NO,2021,RB,14,27,35,162,6.0,0,34,1,11.6,0,0,164,9
720,Parris Campbell,IND,2021,WR,6,10,20,162,16.2,1,51,3,27.0,0,0,17,7
721,Isaiah Ford,MIA,2021,WR,13,12,17,161,13.4,2,52,2,12.4,0,0,60,7
722,Travis Homer,SEA,2021,RB,14,16,20,161,10.1,0,31,3,11.5,0,0,128,8
723,Juwan Johnson,NO,2021,TE,14,13,22,159,12.2,4,27,3,11.4,0,0,42,12
724,Miles Sanders,PHI,2021,RB,12,26,34,158,6.1,0,25,1,13.2,0,0,227,6
725,Jamaal Williams,DET,2021,RB,13,26,28,157,6.0,0,15,0,12.1,0,0,156,6
726,KhaDarel Hodge,DET,2021,WR,16,13,27,157,12.1,0,42,2,9.8,0,0,37,7
727,JaMycal Hasty,SF,2021,RB,11,23,29,157,6.8,0,23,1,14.3,1,0,128,7
728,Derrick Henry,TEN,2021,RB,8,18,20,154,8.6,0,16,0,19.3,0,0,160,7
729,Chris Evans,CIN,2021,RB,14,15,17,151,10.1,2,24,1,10.8,0,0,113,6
730,Malik Turner,DAL,2021,WR,14,12,16,149,12.4,3,61,1,10.6,0,0,74,8
731,D'Ernest Johnson,CLE,2021,RB,17,19,25,137,7.2,0,18,0,8.1,1,0,138,7
732,Elijah Mitchell,SF,2021,RB,11,19,20,137,7.2,1,14,0,12.5,0,0,151,6
733,O.J. Howard,TB,2021,TE,17,14,21,135,9.6,1,21,1,7.9,0,0,83,10
734,Anthony Schwartz,CLE,2021,WR,14,10,23,135,13.5,1,44,1,9.6,0,0,10,6
735,Nick Vannett,NO,2021,TE,7,9,15,133,14.8,1,30,2,19.0,0,0,92,7
736,Denzel Mims,NYJ,2021,WR,11,8,23,133,16.6,0,40,3,12.1,0,0,49,5
737,Ben Skowronek,LAR,2021,WR,14,11,20,133,12.1,0,35,2,9.5,0,0,53,7
738,DeeJay Dallas,SEA,2021,RB,17,21,23,133,6.3,0,29,1,7.8,1,0,110,4
739,Damien Harris,NE,2021,RB,15,18,21,132,7.3,0,21,1,8.8,0,0,134,4
740,Clyde Edwards-Helaire,KC,2021,RB,10,19,23,129,6.8,2,29,1,12.9,0,0,169,8
741,Sony Michel,LAR,2021,RB,17,21,33,128,6.1,1,24,1,7.5,0,0,133,6
742,C.J. Ham,MIN,2021,FB,17,17,18,125,7.4,0,27,1,7.4,0,0,61,6
743,D'Onta Foreman,TEN,2021,RB,9,9,11,123,13.7,0,39,1,13.7,0,0,121,6
744,Rhamondre Stevenson,NE,2021,RB,12,14,18,123,8.8,0,41,2,10.3,1,1,145,3
745,Brock Wright,DET,2021,TE,10,12,17,117,9.8,2,36,2,11.7,0,0,64,6
746,Salvon Ahmed,MIA,2021,RB,12,12,19,117,9.8,0,18,0,9.8,0,0,113,4
747,Ihmir Smith-Marsette,MIN,2021,WR,8,5,6,116,23.2,2,44,2,14.5,0,0,17,4
748,Dare Ogunbowale,JAX,2021,RB,17,13,21,114,8.8,1,28,1,6.7,0,0,100,3
749,Jeff Smith,NYJ,2021,WR,12,8,17,113,14.1,0,35,1,9.4,0,0,15,6
750,Adam Shaheen,MIA,2021,TE,12,12,16,110,9.2,0,21,1,9.2,0,0,41,5
751,Jerick McKinnon,KC,2021,RB,13,13,20,107,8.2,1,14,0,8.2,0,0,134,6
752,Kylen Granson,IND,2021,TE,17,11,15,106,9.6,0,27,1,6.2,0,0,76,4
753,Derrick Gore,KC,2021,RB,11,8,9,105,13.1,0,50,1,9.5,0,0,90,3
754,Collin Johnson,NYG,2021,WR,12,11,21,105,9.5,0,16,0,8.8,0,0,18,6
755,Damien Williams,CHI,2021,RB,12,16,23,103,6.4,1,23,1,8.6,0,0,109,3
756,Trinity Benson,DET,2021,WR,8,10,22,103,10.3,0,24,2,12.9,0,0,57,4
757,Equanimeous St. Brown,GB,2021,WR,13,9,17,98,10.9,0,26,1,7.5,0,0,58,6
758,Blake Jarwin,DAL,2021,TE,8,11,17,96,8.7,2,20,1,12.0,0,0,38,5
759,Khalil Herbert,CHI,2021,RB,17,14,16,96,6.9,0,20,1,5.6,0,0,101,6
760,Ty Montgomery II,NO,2021,WR,14,16,26,95,5.9,0,21,1,6.8,0,0,87,5
761,Greg Ward,PHI,2021,WR,17,7,11,95,13.6,3,27,1,5.6,0,0,16,4
762,Blake Bell,KC,2021,TE,16,9,13,87,9.7,0,24,2,5.4,0,0,67,4
763,Trent Sherfield,SF,2021,WR,17,9,20,87,9.7,1,18,0,5.1,0,0,23,7
764,Dontrell Hilliard,TEN,2021,RB,8,19,26,87,4.6,0,28,1,10.9,1,0,108,7
765,Ty'Son Williams,BAL,2021,RB,13,9,12,84,9.3,0,21,1,6.5,0,0,71,4
766,Boston Scott,PHI,2021,RB,16,13,16,83,6.4,0,19,0,5.2,0,0,96,3
767,Dax Milne,WSH,2021,WR,13,9,14,83,9.2,0,22,1,6.4,1,1,34,4
768,Drew Sample,CIN,2021,TE,17,11,15,81,7.4,0,19,0,4.8,0,0,82,3
769,Royce Freeman,HOU / CAR,2021,RB,15,10,16,77,7.7,0,12,0,5.1,0,0,75,4
770,Latavius Murray,BAL,2021,RB,14,10,13,75,7.5,0,18,0,5.4,0,0,71,2
771,Jaret Patterson,WSH,2021,RB,17,10,11,73,7.3,0,12,0,4.3,0,0,75,5
772,Jalen Richard,LV,2021,RB,10,12,14,72,6.0,0,19,0,7.2,0,0,67,4
773,Matt Breida,BUF,2021,RB,9,7,9,72,10.3,2,23,1,8.0,0,0,61,4
774,Chris Manhertz,JAX,2021,TE,17,6,9,71,11.8,1,22,1,4.2,0,0,26,4
775,Preston Williams,MIA,2021,WR,8,6,16,71,11.8,0,34,2,8.9,0,0,38,3
776,Kenny Stills,NO,2021,WR,13,6,23,68,11.3,1,22,1,5.2,0,0,10,4
777,Dede Westbrook,MIN,2021,WR,15,10,15,68,6.8,0,17,0,4.5,0,0,17,3
778,Peyton Barber,LV,2021,RB,10,10,13,67,6.7,0,23,1,6.7,0,0,73,3
779,Josh Oliver,BAL,2021,TE,14,9,15,66,7.3,0,19,0,4.7,1,0,25,4
780,Lee Smith,ATL,2021,TE,16,9,11,65,7.2,1,22,1,4.1,0,0,31,3
781,Ronald Jones,TB,2021,RB,16,10,13,64,6.4,0,15,0,4.0,0,0,77,2
782,Ja'Marcus Bradley,CLE,2021,WR,5,4,4,64,16.0,0,37,1,12.8,0,0,16,2
783,Dee Eskridge,SEA,2021,WR,10,10,20,64,6.4,1,17,0,6.4,0,0,32,4
784,Jesse James,CHI,2021,TE,14,7,8,62,8.9,1,19,0,4.4,0,0,18,3
785,Godwin Igwebuike,DET,2021,RB,17,7,10,60,8.6,0,18,0,3.5,0,0,64,4
786,Penny Hart,SEA,2021,WR,17,7,12,59,8.4,0,16,0,3.5,0,0,41,3
787,Juwann Winfree,GB,2021,WR,7,8,13,58,7.3,0,12,0,8.3,2,1,31,5
788,Keith Smith,ATL,2021,FB,17,9,10,56,6.2,0,11,0,3.3,0,0,38,3
789,Luke Farrell,JAX,2021,TE,15,7,11,56,8.0,0,21,1,3.7,1,0,28,3
790,Jason Moore,LAC,2021,WR,2,3,4,56,18.7,0,24,1,28.0,0,0,26,3
791,Alex Erickson,CAR,2021,WR,17,3,4,55,18.3,0,25,1,3.2,0,0,30,2
792,Jacob Hollister,JAX,2021,TE,7,9,14,55,6.1,1,11,0,7.9,0,0,31,2
793,Tom Kennedy,DET,2021,WR,12,6,10,54,9.0,0,15,0,4.5,0,0,17,2
794,Taysom Hill,NO,2021,QB,12,4,6,52,13.0,0,15,0,4.3,0,0,50,4
795,Mike Thomas,CIN,2021,WR,12,5,11,52,10.4,0,19,0,4.3,0,0,13,3
796,Charlie Woerner,SF,2021,TE,17,5,6,52,10.4,0,27,1,3.1,0,0,9,3
797,Craig Reynolds,DET,2021,RB,5,7,8,52,7.4,0,14,0,10.4,0,0,55,3
798,Ross Dwelley,SF,2021,TE,17,4,5,51,12.8,1,21,1,3.0,0,0,5,2
799,Tevin Coleman,NYJ,2021,RB,11,11,16,49,4.5,0,11,0,4.5,0,0,83,2
800,Dez Fitzpatrick,TEN,2021,WR,4,5,8,49,9.8,1,18,0,12.3,0,0,3,4
801,Rashaad Penny,SEA,2021,RB,10,6,8,48,8.0,0,27,1,4.8,0,0,62,3
802,Eric Saubert,DEN,2021,TE,17,8,12,47,5.9,1,11,0,2.8,0,0,29,2
803,Antony Auclair,HOU,2021,TE,16,5,5,47,9.4,1,15,0,2.9,0,0,25,2
804,Phillip Lindsay,HOU / MIA,2021,RB,14,4,5,45,11.3,1,22,1,3.2,0,0,53,1
805,Amari Rodgers,GB,2021,WR,16,4,8,45,11.3,0,19,0,2.8,0,0,24,2
806,Tre' McKitty,LAC,2021,TE,11,6,8,45,7.5,0,12,0,4.1,0,0,34,3
807,Tommy Sweeney,BUF,2021,TE,13,9,12,44,4.9,1,13,0,3.4,1,0,14,3
808,Jakob Johnson,NE,2021,FB,17,4,5,43,10.8,0,29,1,2.5,0,0,34,2
809,Parker Hesse,ATL,2021,TE,8,5,6,43,8.6,0,17,0,5.4,0,0,21,3
810,Jaelon Darden,TB,2021,WR,9,6,12,43,7.2,0,29,1,4.8,0,0,24,1
811,Eno Benjamin,ARI,2021,RB,9,6,7,42,7.0,0,12,0,4.7,0,0,46,4
812,Duke Johnson,MIA,2021,RB,5,4,5,41,10.3,0,20,1,8.2,0,0,51,3
813,Chris Herndon,MIN,2021,TE,16,4,7,40,10.0,1,17,0,2.5,0,0,31,4
814,Auden Tate,CIN,2021,WR,7,3,4,39,13.0,1,18,0,5.6,0,0,21,3
815,Kevin White,NO,2021,WR,6,1,5,38,38.0,0,38,1,6.3,0,0,9,1
816,Joshua Kelley,LAC,2021,RB,10,5,6,38,7.6,0,17,0,3.8,0,0,31,1
817,Scotty Miller,TB,2021,WR,9,5,9,38,7.6,0,13,0,4.2,0,0,9,2
818,Kendall Blanton,LAR,2021,TE,11,4,7,37,9.3,0,23,1,3.4,1,0,13,2
819,Kenny Yeboah,NYJ,2021,TE,9,2,3,36,18.0,0,24,1,4.0,0,0,3,2
