,Name,Teams,Season,POS,GP,RUSH,REC,RET,TD,FG,XP,2PT,PTS,PTS/G
1301,Kenny Stills,HOU,2020,WR,10,0,1,0,1,0,0,0,6,0.6
1302,Josh Hill,NO,2020,TE,14,0,1,0,1,0,0,0,6,0.4
1303,Devonta Freeman,NYG,2020,RB,5,1,0,0,1,0,0,0,6,1.2
1304,Pierre Desir,BAL / NYJ,2020,CB,12,0,0,1,1,0,0,0,6,0.5
1305,Daniel Sorensen,KC,2020,S,15,0,0,1,1,0,0,0,6,0.4
1306,Diontae Spencer,DEN,2020,WR,11,0,0,1,1,0,0,0,6,0.5
1307,Kendall Lamm,CLE,2020,OT,15,0,1,0,1,0,0,0,6,0.4
1308,Kyler Fackrell,NYG,2020,LB,12,0,0,1,1,0,0,0,6,0.5
1309,C.J. Uzomah,CIN,2020,TE,2,0,1,0,1,0,0,0,6,3.0
1310,Nick Vannett,DEN,2020,TE,15,0,1,0,1,0,0,0,6,0.4
1311,Marcus Mariota,LV,2020,QB,1,1,0,0,1,0,0,0,6,6.0
1312,Preston Smith,GB,2020,LB,16,0,0,1,1,0,0,0,6,0.4
1313,Damiere Byrd,NE,2020,WR,16,0,1,0,1,0,0,0,6,0.4
1314,Chris Conley,JAX,2020,WR,15,0,1,0,1,0,0,0,6,0.4
1315,Alex Singleton,PHI,2020,LB,16,0,0,1,1,0,0,0,6,0.4
1316,Maxx Williams,ARI,2020,TE,9,0,1,0,1,0,0,0,6,0.7
1317,Jalen Richard,LV,2020,RB,13,1,0,0,1,0,0,0,6,0.5
1318,Jason Croom,PHI,2020,TE,4,0,1,0,1,0,0,0,6,1.5
1319,Austin Carr,NO,2020,WR,6,0,1,0,1,0,0,0,6,1.0
1320,Patrick Ricard,BAL,2020,FB,15,0,1,0,1,0,0,0,6,0.4
1321,T.J. Yeldon,BUF,2020,RB,3,0,1,0,1,0,0,0,6,2.0
1322,Deion Jones,ATL,2020,LB,16,0,0,1,1,0,0,0,6,0.4
1323,Shaq Lawson,MIA,2020,DE,14,0,0,1,1,0,0,0,6,0.4
1324,Anthony Brown,DAL,2020,CB,10,0,0,1,1,0,0,0,6,0.6
1325,Joe Schobert,JAX,2020,LB,16,0,0,1,1,0,0,0,6,0.4
1326,Deatrich Wise Jr.,NE,2020,DE,16,0,0,1,1,0,0,0,6,0.4
1327,Colin Thompson,CAR,2020,TE,15,0,1,0,1,0,0,0,6,0.4
1328,C.J. Prosise,HOU,2020,RB,10,0,1,0,1,0,0,0,6,0.6
1329,Brandon Wilson,CIN,2020,S,15,0,0,1,1,0,0,0,6,0.4
1330,Mack Hollins,MIA,2020,WR,16,0,1,0,1,0,0,0,6,0.4
1331,Mitchell Trubisky,CHI,2020,QB,10,1,0,0,1,0,0,0,6,0.6
1332,Desmond King II,LAC / TEN,2020,CB,15,0,0,1,1,0,0,0,6,0.4
1333,Ryan Finley,CIN,2020,QB,5,1,0,0,1,0,0,0,6,1.2
1334,Corey Clement,PHI,2020,RB,15,1,0,0,1,0,0,0,6,0.4
1335,Troy Fumagalli,DEN,2020,TE,8,0,1,0,1,0,0,0,6,0.8
1336,Chuck Clark,BAL,2020,S,16,0,0,1,1,0,0,0,6,0.4
1337,Geoff Swaim,TEN,2020,TE,10,0,1,0,1,0,0,0,6,0.6
1338,Anthony Firkser,TEN,2020,TE,16,0,1,0,1,0,0,0,6,0.4
1339,Phillip Lindsay,DEN,2020,RB,11,1,0,0,1,0,0,0,6,0.5
1340,Darrell Daniels,ARI,2020,TE,12,0,1,0,1,0,0,0,6,0.5
1341,Baker Mayfield,CLE,2020,QB,16,1,0,0,1,0,0,0,6,0.4
1342,Michael Davis,LAC,2020,CB,16,0,0,1,1,0,0,0,6,0.4
1343,Eddie Jackson,CHI,2020,S,16,0,0,1,1,0,0,0,6,0.4
1344,Zay Jones,LV,2020,WR,16,0,1,0,1,0,0,0,6,0.4
1345,Jamal Agnew,DET,2020,WR,14,0,0,1,1,0,0,0,6,0.4
1346,Chad Hansen,HOU,2020,WR,5,0,1,0,1,0,0,0,6,1.2
1347,Jake Kumerow,BUF,2020,WR,6,0,1,0,1,0,0,0,6,1.0
1348,Kyle Allen,WSH,2020,QB,4,1,0,0,1,0,0,0,6,1.5
1349,Cam Sims,WSH,2020,WR,16,0,1,0,1,0,0,0,6,0.4
1350,Jakob Johnson,NE,2020,FB,16,0,1,0,1,0,0,0,6,0.4
1351,Rodney Smith,CAR,2020,RB,7,1,0,0,1,0,0,0,6,0.9
1352,Reggie Bonnafon,CAR,2020,RB,2,0,1,0,1,0,0,0,6,3.0
1353,Ross Dwelley,SF,2020,TE,16,0,1,0,1,0,0,0,6,0.4
1354,Taron Johnson,BUF,2020,CB,16,0,0,1,1,0,0,0,6,0.4
1355,Richie James,SF,2020,WR,11,0,1,0,1,0,0,0,6,0.5
1356,Ito Smith,ATL,2020,RB,14,1,0,0,1,0,0,0,6,0.4
1357,Mike Thomas,CIN,2020,WR,14,0,1,0,1,0,0,0,6,0.4
1358,Chandon Sullivan,GB,2020,CB,16,0,0,1,1,0,0,0,6,0.4
1359,Jake Luton,JAX,2020,QB,3,1,0,0,1,0,0,0,6,2.0
1360,D'Onta Foreman,TEN,2020,RB,6,0,1,0,1,0,0,0,6,1.0
1361,Brian Hill,ATL,2020,RB,16,1,0,0,1,0,0,0,6,0.4
1362,Deebo Samuel Sr.,SF,2020,WR,7,0,1,0,1,0,0,0,6,0.9
1363,Dante Pettis,SF / NYG,2020,WR,7,0,1,0,1,0,0,0,6,0.9
1364,Drew Sample,CIN,2020,TE,16,0,1,0,1,0,0,0,6,0.4
1365,Ryan Nall,CHI,2020,FB,16,0,1,0,1,0,0,0,6,0.4
1366,Jeremy McNichols,TEN,2020,RB,16,1,0,0,1,0,0,0,6,0.4
1367,Jordan Akins,HOU,2020,TE,13,0,1,0,1,0,0,0,6,0.5
1368,Robert Spillane,PIT,2020,LB,12,0,0,1,1,0,0,0,6,0.5
1369,Andrew Van Ginkel,MIA,2020,LB,16,0,0,1,1,0,0,0,6,0.4
1370,Kenny Young,LAR,2020,LB,16,0,0,1,1,0,0,0,6,0.4
1371,Montez Sweat,WSH,2020,DE,16,0,0,1,1,0,0,0,6,0.4
1372,Sione Takitaki,CLE,2020,LB,15,0,0,1,1,0,0,0,6,0.4
1373,Mike Boone,MIN,2020,RB,16,1,0,0,1,0,0,0,6,0.4
1374,Cameron Batson,TEN,2020,WR,12,0,1,0,1,0,0,0,6,0.5
1375,Ronnie Harrison Jr.,CLE,2020,S,11,0,0,1,1,0,0,0,6,0.5
1376,Jamel Dean,TB,2020,CB,14,0,0,1,1,0,0,0,6,0.4
1377,Adam Trautman,NO,2020,TE,15,0,1,0,1,0,0,0,6,0.4
1378,Tae Crowder,NYG,2020,LB,11,0,0,1,1,0,0,0,6,0.5
1379,Tyler Conklin,MIN,2020,TE,16,0,1,0,1,0,0,0,6,0.4
1380,Ke'Shawn Vaughn,TB,2020,RB,10,0,1,0,1,0,0,0,6,0.6
1381,Alec Ingold,LV,2020,FB,16,0,1,0,1,0,0,0,6,0.4
1382,Daniel Jones,NYG,2020,QB,14,1,0,0,1,0,0,0,6,0.4
1383,Olamide Zaccheaus,ATL,2020,WR,11,0,1,0,1,0,0,0,6,0.5
1384,Steven Sims,WSH,2020,WR,12,0,1,0,1,0,0,0,6,0.5
1385,Jace Sternberger,GB,2020,TE,12,0,1,0,1,0,0,0,6,0.5
1386,Minkah Fitzpatrick,PIT,2020,S,16,0,0,1,1,0,0,0,6,0.4
1387,JaMycal Hasty,SF,2020,RB,8,1,0,0,1,0,0,0,6,0.8
1388,Khari Willis,IND,2020,S,14,0,0,1,1,0,0,0,6,0.4
1389,Van Jefferson,LAR,2020,WR,16,0,1,0,1,0,0,0,6,0.4
1390,Equanimeous St. Brown,GB,2020,WR,12,0,1,0,1,0,0,0,6,0.5
1391,C.J. Ham,MIN,2020,FB,15,0,1,0,1,0,0,0,6,0.4
1392,Javon Wims,CHI,2020,WR,13,0,1,0,1,0,0,0,6,0.5
1393,Albert Okwuegbunam Jr.,DEN,2020,TE,4,0,1,0,1,0,0,0,6,1.5
1394,Jordan Thomas,ARI / NE,2020,LB,6,0,1,0,1,0,0,0,6,1.0
1395,Michael Pittman Jr.,IND,2020,WR,13,0,1,0,1,0,0,0,6,0.5
1396,Dominique Dafney,GB,2020,TE,5,0,1,0,1,0,0,0,6,1.2
1397,Darrynton Evans,TEN,2020,RB,5,0,1,0,1,0,0,0,6,1.2
1398,Travis Homer,SEA,2020,RB,9,0,1,0,1,0,0,0,6,0.7
1399,Gardner Minshew,JAX,2020,QB,9,1,0,0,1,0,0,0,6,0.7
1400,Bryan Edwards,LV,2020,WR,12,0,1,0,1,0,0,0,6,0.5
1401,Devin Duvernay,BAL,2020,WR,16,0,0,1,1,0,0,0,6,0.4
1402,Lil'Jordan Humphrey,NO,2020,WR,3,0,1,0,1,0,0,0,6,2.0
1403,Jonathan Ward,ARI,2020,RB,14,0,1,0,1,0,0,0,6,0.4
1404,Malcolm Perry,MIA,2020,RB,9,0,1,0,1,0,0,0,6,0.7
1405,Reggie Gilliam,BUF,2020,FB,14,0,1,0,1,0,0,0,6,0.4
1406,Dwayne Haskins,WSH,2020,QB,7,1,0,0,1,0,0,0,6,0.9
1407,Artavis Pierce,CHI,2020,RB,5,1,0,0,1,0,0,0,6,1.2
1408,Isaiah Rodgers Sr.,IND,2020,CB,13,0,0,1,1,0,0,0,6,0.5
1409,Ian Thomas,CAR,2020,TE,16,0,1,0,1,0,0,0,6,0.4
1410,Devin Asiasi,NE,2020,TE,9,0,1,0,1,0,0,0,6,0.7
1411,Quez Watkins,PHI,2020,WR,6,0,1,0,1,0,0,0,6,1.0
1412,Kenny Moore II,IND,2020,CB,16,0,0,1,1,0,0,0,6,0.4
1413,Chase Young,WSH,2020,DE,15,0,0,1,1,0,0,0,6,0.4
1414,Kamren Curl,WSH,2020,S,16,0,0,1,1,0,0,0,6,0.4
1415,Patrick Queen,BAL,2020,LB,16,0,0,1,1,0,0,0,6,0.4
1416,Javon Kinlaw,SF,2020,DT,14,0,0,1,1,0,0,0,6,0.4
1417,Brandon Zylstra,CAR,2020,WR,16,0,0,1,1,0,0,0,6,0.4
1418,Malik Taylor,GB,2020,WR,15,0,1,0,1,0,0,0,6,0.4
1419,Tevaughn Campbell,LAC,2020,CB,14,0,0,1,1,0,0,0,6,0.4
1420,Deonte Harty,NO,2020,WR,9,0,1,0,1,0,0,0,6,0.7
1421,Justin Houston,IND,2020,LB,16,0,0,0,0,0,0,0,4,0.3
1422,Elliott Fry,ATL,2020,PK,1,0,0,0,0,1,1,0,4,4.0
1423,Jon Brown,JAX,2020,PK,1,0,0,0,0,1,1,0,4,4.0
1424,Stephen Hauschka,JAX,2020,PK,1,0,0,0,0,0,2,0,2,2.0
1425,Olivier Vernon,CLE,2020,DE,14,0,0,0,0,0,0,0,2,0.1
1426,Khalil Mack,CHI,2020,LB,16,0,0,0,0,0,0,0,2,0.1
1427,Shaquil Barrett,TB,2020,LB,15,0,0,0,0,0,0,0,2,0.1
1428,Derek Watt,PIT,2020,FB,12,0,0,0,0,0,0,0,2,0.2
1429,DeForest Buckner,IND,2020,DT,15,0,0,0,0,0,0,0,2,0.1
1430,Ifeadi Odenigbo,MIN,2020,DE,15,0,0,0,0,0,0,0,2,0.1
1431,Romeo Okwara,DET,2020,DE,16,0,0,0,0,0,0,0,2,0.1
1432,Chris Jones,KC,2020,DT,15,0,0,0,0,0,0,0,2,0.1
1433,Isaac Rochell,LAC,2020,DE,16,0,0,0,0,0,0,0,2,0.1
1434,Jonathan Allen,WSH,2020,DT,16,0,0,0,0,0,0,0,2,0.1
1435,Bryan Mone,SEA,2020,DT,10,0,0,0,0,0,0,0,2,0.2
1436,Justin Jackson,LAC,2020,RB,9,0,0,0,0,0,0,1,2,0.2
1437,Ryan Neal,SEA,2020,S,13,0,0,0,0,0,0,0,2,0.2
1438,Marlon Humphrey,BAL,2020,CB,15,0,0,0,0,0,0,0,2,0.1
1439,Frankie Luvu,NYJ,2020,LB,13,0,0,0,0,0,0,0,2,0.2
1440,Jaire Alexander,GB,2020,CB,15,0,0,0,0,0,0,0,2,0.1
1441,Jakobi Meyers,NE,2020,WR,14,0,0,0,0,0,0,1,2,0.1
1442,Bisi Johnson,MIN,2020,WR,16,0,0,0,0,0,0,1,2,0.1
1443,Nick Westbrook-Ikhine,TEN,2020,WR,14,0,0,0,0,0,0,1,2,0.1
1444,Stephen Carlson,CLE,2020,TE,16,0,0,0,0,0,0,1,2,0.1
1445,Matthew Judon,BAL,2020,LB,14,0,0,0,0,0,0,0,2,0.1
1446,Denzel Mims,NYJ,2020,WR,9,0,0,0,0,0,0,1,2,0.2
1447,Andrew Thomas,NYG,2020,OT,16,0,0,0,0,0,0,1,2,0.1
1448,John Hightower,PHI,2020,WR,13,0,0,0,0,0,0,1,2,0.2
1449,Brandon Wright,JAX,2020,P,1,0,0,0,0,0,1,0,1,1.0
1450,Taylor Russolino,DEN,2020,PK,1,0,0,0,0,0,1,0,1,1.0
