name,team,opponent,week,season,isHome,REC,YDS,AVG,TD,LONG,TGTS
Larry Rountree III,LAC,DAL,2,2021,False,1,-1,-1.0,0,-1,1
Garrett Wilson,NYJ,MIA,18,2022,True,9,89,9.9,0,36,17
Corey Davis,NYJ,MIA,18,2022,True,1,17,17.0,0,17,3
Ty Johnson,NYJ,MIA,18,2022,True,2,13,6.5,0,12,3
Tyler Conklin,NYJ,MIA,18,2022,True,2,13,6.5,0,7,4
Elijah Moore,NYJ,MIA,18,2022,True,1,11,11.0,0,15,1
Jeremy Ruckert,NYJ,MIA,18,2022,True,1,8,8.0,0,8,1
Michael Carter,NYJ,MIA,18,2022,True,2,1,0.5,0,6,3
Joe Flacco,NYJ,MIA,18,2022,True,0,-3,0.0,0,-3,0
Mike Gesicki,MIA,NYJ,18,2022,False,4,46,11.5,0,32,6
Jaylen Waddle,MIA,NYJ,18,2022,False,5,44,8.8,0,15,5
Durham Smythe,MIA,NYJ,18,2022,False,3,39,13.0,0,26,5
Tyreek Hill,MIA,NYJ,18,2022,False,2,23,11.5,0,15,5
River Cracraft,MIA,NYJ,18,2022,False,1,5,5.0,0,5,1
Erik Ezukanma,MIA,NYJ,18,2022,False,1,3,3.0,0,3,1
Jeff Wilson Jr.,MIA,NYJ,18,2022,False,2,2,1.0,0,2,2
Raheem Mostert,MIA,NYJ,18,2022,False,2,-10,-5.0,0,1,2
Mike Evans,TB,WSH,10,2021,True,2,62,31.0,1,40,3
Chris Godwin,TB,WSH,10,2021,True,7,57,8.1,0,15,8
Leonard Fournette,TB,WSH,10,2021,True,8,45,5.6,0,15,9
Jaelon Darden,TB,WSH,10,2021,True,1,29,29.0,0,29,2
Tyler Johnson,TB,WSH,10,2021,True,3,17,5.7,0,8,5
Cameron Brate,TB,WSH,10,2021,True,1,6,6.0,1,6,3
Giovani Bernard,TB,WSH,10,2021,True,1,4,4.0,0,4,3
Terry McLaurin,WSH,TB,10,2021,False,6,59,9.8,0,21,8
DeAndre Carter,WSH,TB,10,2021,False,3,56,18.7,1,22,6
J.D. McKissic,WSH,TB,10,2021,False,4,35,8.8,0,14,4
Ricky Seals-Jones,WSH,TB,10,2021,False,3,30,10.0,0,13,4
John Bates,WSH,TB,10,2021,False,3,25,8.3,0,18,3
Dax Milne,WSH,TB,10,2021,False,2,22,11.0,0,15,2
Antonio Gibson,WSH,TB,10,2021,False,2,14,7.0,0,8,2
Cam Sims,WSH,TB,10,2021,False,2,10,5.0,0,6,2
Adam Humphries,WSH,TB,10,2021,False,1,5,5.0,0,5,1
Garrett Wilson,NYJ,NYG,8,2023,True,7,100,14.3,0,29,13
Breece Hall,NYJ,NYG,8,2023,True,6,76,12.7,1,50,9
Allen Lazard,NYJ,NYG,8,2023,True,3,45,15.0,0,29,6
C.J. Uzomah,NYJ,NYG,8,2023,True,1,19,19.0,0,19,1
Tyler Conklin,NYJ,NYG,8,2023,True,0,0,0.0,0,0,2
Michael Carter,NYJ,NYG,8,2023,True,0,0,0.0,0,0,1
Jeremy Ruckert,NYJ,NYG,8,2023,True,0,0,0.0,0,0,1
Xavier Gipson,NYJ,NYG,8,2023,True,0,0,0.0,0,0,1
Darren Waller,NYG,NYJ,8,2023,False,1,4,4.0,0,4,2
Matt Breida,NYG,NYJ,8,2023,False,1,4,4.0,0,4,1
Saquon Barkley,NYG,NYJ,8,2023,False,3,0,0.0,0,1,5
Daniel Bellinger,NYG,NYJ,8,2023,False,0,0,0.0,0,0,1
Wan'Dale Robinson,NYG,NYJ,8,2023,False,0,0,0.0,0,0,1
Darius Slayton,NYG,NYJ,8,2023,False,1,-1,-1.0,0,-1,2
Mike Williams,LAC,HOU,4,2022,True,7,120,17.1,0,50,11
Gerald Everett,LAC,HOU,4,2022,True,5,61,12.2,1,18,6
Austin Ekeler,LAC,HOU,4,2022,True,6,49,8.2,1,21,7
Michael Bandy,LAC,HOU,4,2022,True,2,49,24.5,0,25,2
Joshua Palmer,LAC,HOU,4,2022,True,1,25,25.0,0,25,1
DeAndre Carter,LAC,HOU,4,2022,True,2,16,8.0,0,14,3
Sony Michel,LAC,HOU,4,2022,True,3,16,5.3,0,9,3
Tre' McKitty,LAC,HOU,4,2022,True,1,4,4.0,0,4,1
Joshua Kelley,LAC,HOU,4,2022,True,0,0,0.0,0,0,2
Zander Horvath,LAC,HOU,4,2022,True,0,0,0.0,0,0,1
Nico Collins,HOU,LAC,4,2022,False,3,82,27.3,0,58,5
Brandin Cooks,HOU,LAC,4,2022,False,7,57,8.1,1,20,7
Rex Burkhead,HOU,LAC,4,2022,False,5,39,7.8,1,13,5
Jordan Akins,HOU,LAC,4,2022,False,2,33,16.5,0,30,2
O.J. Howard,HOU,LAC,4,2022,False,2,27,13.5,0,22,5
Dameon Pierce,HOU,LAC,4,2022,False,6,8,1.3,0,8,6
Chris Moore,HOU,LAC,4,2022,False,0,0,0.0,0,0,2
Phillip Dorsett,HOU,LAC,4,2022,False,0,0,0.0,0,0,2
Mason Schreck,HOU,LAC,4,2022,False,1,0,0.0,0,0,1
Christian Kirk,ARI,SF,9,2021,True,6,91,15.2,0,50,6
James Conner,ARI,SF,9,2021,True,5,77,15.4,1,45,5
Antoine Wesley,ARI,SF,9,2021,True,3,62,20.7,0,33,3
Zach Ertz,ARI,SF,9,2021,True,3,27,9.0,0,17,5
Rondale Moore,ARI,SF,9,2021,True,5,25,5.0,0,9,5
Darrell Daniels,ARI,SF,9,2021,True,1,0,0.0,0,0,2
George Kittle,SF,ARI,9,2021,False,6,101,16.8,1,29,8
Brandon Aiyuk,SF,ARI,9,2021,False,6,89,14.8,1,22,8
Deebo Samuel Sr.,SF,ARI,9,2021,False,5,63,12.6,0,32,9
Elijah Mitchell,SF,ARI,9,2021,False,5,43,8.6,0,12,5
Kyle Juszczyk,SF,ARI,9,2021,False,2,14,7.0,0,10,2
JaMycal Hasty,SF,ARI,9,2021,False,3,11,3.7,0,5,4
Mohamed Sanu,SF,ARI,9,2021,False,1,5,5.0,0,5,3
Terrace Marshall Jr.,CAR,BAL,11,2022,True,3,76,25.3,0,34,6
Shi Smith,CAR,BAL,11,2022,True,4,26,6.5,0,10,5
Chuba Hubbard,CAR,BAL,11,2022,True,2,25,12.5,0,15,3
DJ Moore,CAR,BAL,11,2022,True,3,24,8.0,0,12,5
Ian Thomas,CAR,BAL,11,2022,True,3,24,8.0,0,12,4
Raheem Blackshear,CAR,BAL,11,2022,True,2,14,7.0,0,10,3
Laviska Shenault Jr.,CAR,BAL,11,2022,True,4,7,1.8,0,5,4
D'Onta Foreman,CAR,BAL,11,2022,True,0,0,0.0,0,0,1
Demarcus Robinson,BAL,CAR,11,2022,False,9,128,14.2,0,31,9
Mark Andrews,BAL,CAR,11,2022,False,6,63,10.5,0,16,8
Justice Hill,BAL,CAR,11,2022,False,3,8,2.7,0,7,3
Kenyan Drake,BAL,CAR,11,2022,False,2,7,3.5,0,5,4
Devin Duvernay,BAL,CAR,11,2022,False,1,3,3.0,0,3,1
Josh Oliver,BAL,CAR,11,2022,False,1,2,2.0,0,2,1
Isaiah Likely,BAL,CAR,11,2022,False,1,1,1.0,0,1,3
James Proche II,BAL,CAR,11,2022,False,0,0,0.0,0,0,2
Mike Davis,BAL,CAR,11,2022,False,1,-3,-3.0,0,-3,1
Rashee Rice,KC,NE,15,2023,True,9,91,10.1,1,24,9
Clyde Edwards-Helaire,KC,NE,15,2023,True,4,64,16.0,1,48,4
Noah Gray,KC,NE,15,2023,True,2,37,18.5,0,32,2
Justin Watson,KC,NE,15,2023,True,1,31,31.0,0,31,3
Travis Kelce,KC,NE,15,2023,True,5,28,5.6,0,11,7
Jerick McKinnon,KC,NE,15,2023,True,3,19,6.3,1,8,3
Marquez Valdes-Scantling,KC,NE,15,2023,True,1,17,17.0,0,17,1
Richie James,KC,NE,15,2023,True,1,17,17.0,0,17,1
Kadarius Toney,KC,NE,15,2023,True,2,5,2.5,0,3,4
Blake Bell,KC,NE,15,2023,True,0,0,0.0,0,0,1
Hunter Henry,NE,KC,15,2023,False,7,66,9.4,1,16,9
DeVante Parker,NE,KC,15,2023,False,5,44,8.8,0,20,5
DeMario Douglas,NE,KC,15,2023,False,3,33,11.0,0,16,5
Ezekiel Elliott,NE,KC,15,2023,False,5,21,4.2,0,7,6
Mike Gesicki,NE,KC,15,2023,False,1,7,7.0,0,7,2
Tyquan Thornton,NE,KC,15,2023,False,1,5,5.0,0,5,1
Pharaoh Brown,NE,KC,15,2023,False,1,4,4.0,0,4,1
Jalen Reagor,NE,KC,15,2023,False,0,0,0.0,0,0,2
Josh Oliver,BAL,JAX,12,2022,True,4,76,19.0,1,40,6
DeSean Jackson,BAL,JAX,12,2022,True,2,74,37.0,0,62,3
Mark Andrews,BAL,JAX,12,2022,True,4,50,12.5,0,25,7
Devin Duvernay,BAL,JAX,12,2022,True,3,23,7.7,0,11,5
Demarcus Robinson,BAL,JAX,12,2022,True,1,17,17.0,0,17,4
Patrick Ricard,BAL,JAX,12,2022,True,2,14,7.0,0,10,3
Kenyan Drake,BAL,JAX,12,2022,True,0,0,0.0,0,0,1
Gus Edwards,BAL,JAX,12,2022,True,0,0,0.0,0,0,1
Zay Jones,JAX,BAL,12,2022,False,11,145,13.2,0,29,14
JaMycal Hasty,JAX,BAL,12,2022,False,5,67,13.4,1,28,5
Christian Kirk,JAX,BAL,12,2022,False,4,46,11.5,0,17,9
Jamal Agnew,JAX,BAL,12,2022,False,5,37,7.4,1,17,5
Marvin Jones Jr.,JAX,BAL,12,2022,False,3,22,7.3,1,10,3
Evan Engram,JAX,BAL,12,2022,False,1,4,4.0,0,4,1
Amon-Ra St. Brown,DET,NYG,11,2022,True,7,76,10.9,0,32,8
Kalif Raymond,DET,NYG,11,2022,True,3,33,11.0,0,21,7
Brock Wright,DET,NYG,11,2022,True,2,20,10.0,0,16,2
Tom Kennedy,DET,NYG,11,2022,True,1,13,13.0,0,13,1
D'Andre Swift,DET,NYG,11,2022,True,3,12,4.0,0,7,3
Justin Jackson,DET,NYG,11,2022,True,1,11,11.0,0,11,1
DJ Chark Jr.,DET,NYG,11,2022,True,0,0,0.0,0,0,1
Jason Cabinda,DET,NYG,11,2022,True,0,0,0.0,0,0,2
Wan'Dale Robinson,NYG,DET,11,2022,False,9,100,11.1,0,19,13
Darius Slayton,NYG,DET,11,2022,False,5,86,17.2,0,24,10
Richie James,NYG,DET,11,2022,False,3,48,16.0,1,20,3
Kenny Golladay,NYG,DET,11,2022,False,2,29,14.5,0,15,2
Isaiah Hodgins,NYG,DET,11,2022,False,3,29,9.7,0,20,3
Lawrence Cager,NYG,DET,11,2022,False,2,20,10.0,0,13,3
Matt Breida,NYG,DET,11,2022,False,1,16,16.0,0,16,1
Saquon Barkley,NYG,DET,11,2022,False,2,13,6.5,0,7,5
Drake London,ATL,TB,7,2023,True,6,54,9.0,0,15,7
Tyler Allgeier,ATL,TB,7,2023,True,3,53,17.7,0,46,3
Kyle Pitts,ATL,TB,7,2023,True,3,47,15.7,0,39,5
Scotty Miller,ATL,TB,7,2023,True,1,46,46.0,0,46,1
Jonnu Smith,ATL,TB,7,2023,True,3,27,9.0,0,18,3
KhaDarel Hodge,ATL,TB,7,2023,True,1,19,19.0,0,19,1
Van Jefferson,ATL,TB,7,2023,True,1,5,5.0,0,5,2
Keith Smith,ATL,TB,7,2023,True,1,-1,-1.0,0,-1,1
Mike Evans,TB,ATL,7,2023,False,6,82,13.7,1,40,8
Chris Godwin,TB,ATL,7,2023,False,6,66,11.0,0,33,12
Rachaad White,TB,ATL,7,2023,False,6,65,10.8,0,22,6
Cade Otton,TB,ATL,7,2023,False,5,43,8.6,0,12,6
Deven Thompkins,TB,ATL,7,2023,False,3,14,4.7,0,9,3
Trey Palmer,TB,ATL,7,2023,False,1,5,5.0,0,5,2
Ke'Shawn Vaughn,TB,ATL,7,2023,False,0,0,0.0,0,0,1
Payne Durham,TB,ATL,7,2023,False,0,0,0.0,0,0,1
Rakim Jarrett,TB,ATL,7,2023,False,0,0,0.0,0,0,2
Donovan Peoples-Jones,CLE,CAR,1,2022,True,6,60,10.0,0,15,11
Kareem Hunt,CLE,CAR,1,2022,True,4,24,6.0,1,24,4
Anthony Schwartz,CLE,CAR,1,2022,True,1,19,19.0,0,19,2
Harrison Bryant,CLE,CAR,1,2022,True,2,18,9.0,0,10,4
Amari Cooper,CLE,CAR,1,2022,True,3,17,5.7,0,9,6
David Njoku,CLE,CAR,1,2022,True,1,7,7.0,0,7,1
Nick Chubb,CLE,CAR,1,2022,True,1,2,2.0,0,2,1
Demetric Felton Jr.,CLE,CAR,1,2022,True,0,0,0.0,0,0,1
Robbie Chosen,CAR,CLE,1,2022,False,5,102,20.4,1,75,8
Ian Thomas,CAR,CLE,1,2022,False,2,53,26.5,0,50,3
DJ Moore,CAR,CLE,1,2022,False,3,43,14.3,0,26,6
Christian McCaffrey,CAR,CLE,1,2022,False,4,24,6.0,0,21,5
Shi Smith,CAR,CLE,1,2022,False,1,12,12.0,0,12,3
Tommy Tremble,CAR,CLE,1,2022,False,1,1,1.0,0,1,1
Greg Dortch,ARI,PHI,17,2023,True,7,82,11.7,0,36,7
Trey McBride,ARI,PHI,17,2023,True,6,48,8.0,0,26,7
Michael Wilson,ARI,PHI,17,2023,True,4,35,8.8,1,13,6
Rondale Moore,ARI,PHI,17,2023,True,3,26,8.7,0,12,4
Elijah Higgins,ARI,PHI,17,2023,True,2,21,10.5,0,14,2
Emari Demercado,ARI,PHI,17,2023,True,1,9,9.0,0,9,3
Michael Carter,ARI,PHI,17,2023,True,1,6,6.0,1,6,1
James Conner,ARI,PHI,17,2023,True,1,5,5.0,1,5,1
A.J. Brown,PHI,ARI,17,2023,False,4,53,13.3,0,18,5
Dallas Goedert,PHI,ARI,17,2023,False,5,47,9.4,1,23,6
Julio Jones,PHI,ARI,17,2023,False,2,34,17.0,2,22,2
DeVonta Smith,PHI,ARI,17,2023,False,3,30,10.0,0,17,5
Kenneth Gainwell,PHI,ARI,17,2023,False,4,15,3.8,0,6,4
D'Andre Swift,PHI,ARI,17,2023,False,1,5,5.0,0,5,1
Keenan Allen,LAC,PHI,9,2021,True,12,104,8.7,0,18,13
Mike Williams,LAC,PHI,9,2021,True,2,58,29.0,0,49,5
Jared Cook,LAC,PHI,9,2021,True,4,48,12.0,0,23,4
Donald Parham Jr.,LAC,PHI,9,2021,True,3,39,13.0,1,19,3
Stephen Anderson,LAC,PHI,9,2021,True,4,39,9.8,1,23,4
Austin Ekeler,LAC,PHI,9,2021,True,3,23,7.7,0,14,3
Joshua Palmer,LAC,PHI,9,2021,True,2,22,11.0,0,15,2
Jalen Guyton,LAC,PHI,9,2021,True,1,19,19.0,0,19,2
Joshua Kelley,LAC,PHI,9,2021,True,1,4,4.0,0,4,1
DeVonta Smith,PHI,LAC,9,2021,False,5,116,23.2,1,28,6
Dallas Goedert,PHI,LAC,9,2021,False,3,43,14.3,0,21,6
Quez Watkins,PHI,LAC,9,2021,False,2,9,4.5,0,7,3
Jalen Reagor,PHI,LAC,9,2021,False,1,-6,-6.0,0,-6,1
Dalton Schultz,DAL,NYG,15,2021,True,8,67,8.4,1,15,8
CeeDee Lamb,DAL,NYG,15,2021,True,6,50,8.3,0,16,9
Michael Gallup,DAL,NYG,15,2021,True,3,32,10.7,0,19,5
Jeremy Sprinkle,DAL,NYG,15,2021,True,2,21,10.5,0,11,2
Ezekiel Elliott,DAL,NYG,15,2021,True,3,20,6.7,0,11,4
Tony Pollard,DAL,NYG,15,2021,True,3,13,4.3,0,7,3
Amari Cooper,DAL,NYG,15,2021,True,2,8,4.0,0,5,5
Malik Turner,DAL,NYG,15,2021,True,1,6,6.0,0,6,1
Kenny Golladay,NYG,DAL,15,2021,False,3,53,17.7,0,36,8
Evan Engram,NYG,DAL,15,2021,False,4,33,8.3,0,15,5
Saquon Barkley,NYG,DAL,15,2021,False,4,24,6.0,0,15,8
Darius Slayton,NYG,DAL,15,2021,False,2,23,11.5,0,14,3
Collin Johnson,NYG,DAL,15,2021,False,1,16,16.0,0,16,1
Sterling Shepard,NYG,DAL,15,2021,False,2,15,7.5,0,8,6
Kyle Rudolph,NYG,DAL,15,2021,False,1,9,9.0,0,9,1
Devontae Booker,NYG,DAL,15,2021,False,2,8,4.0,0,4,2
Pharoh Cooper,NYG,DAL,15,2021,False,0,0,0.0,0,0,2
Laviska Shenault Jr.,JAX,CIN,4,2021,True,6,99,16.5,0,52,7
Dan Arnold,JAX,CIN,4,2021,True,2,29,14.5,0,17,2
Jamal Agnew,JAX,CIN,4,2021,True,1,27,27.0,0,27,1
Marvin Jones Jr.,JAX,CIN,4,2021,True,3,24,8.0,0,10,3
Tavon Austin,JAX,CIN,4,2021,True,1,8,8.0,0,8,3
Chris Manhertz,JAX,CIN,4,2021,True,1,7,7.0,0,7,1
Luke Farrell,JAX,CIN,4,2021,True,1,7,7.0,0,7,1
Jacob Hollister,JAX,CIN,4,2021,True,1,5,5.0,0,5,1
Tyron Johnson,JAX,CIN,4,2021,True,0,0,0.0,0,0,1
James Robinson,JAX,CIN,4,2021,True,1,-2,-2.0,0,-2,2
Tyler Boyd,CIN,JAX,4,2021,False,9,118,13.1,0,33,11
C.J. Uzomah,CIN,JAX,4,2021,False,5,95,19.0,2,31,6
Ja'Marr Chase,CIN,JAX,4,2021,False,6,77,12.8,0,44,9
Trenton Irwin,CIN,JAX,4,2021,False,1,25,25.0,0,25,1
Auden Tate,CIN,JAX,4,2021,False,1,18,18.0,0,18,1
Samaje Perine,CIN,JAX,4,2021,False,1,15,15.0,0,15,1
Joe Mixon,CIN,JAX,4,2021,False,1,0,0.0,0,0,2
Mike Thomas,CIN,JAX,4,2021,False,1,0,0.0,0,0,1
Bijan Robinson,ATL,NO,18,2023,True,7,103,14.7,1,71,8
Scotty Miller,ATL,NO,18,2023,True,2,66,33.0,0,56,2
Drake London,ATL,NO,18,2023,True,4,41,10.3,0,21,9
Jonnu Smith,ATL,NO,18,2023,True,3,29,9.7,1,15,3
Kyle Pitts,ATL,NO,18,2023,True,2,27,13.5,0,19,3
MyCole Pruitt,ATL,NO,18,2023,True,1,17,17.0,0,17,1
Van Jefferson,ATL,NO,18,2023,True,2,13,6.5,0,7,3
John FitzPatrick,ATL,NO,18,2023,True,1,12,12.0,0,12,1
Tyler Allgeier,ATL,NO,18,2023,True,3,10,3.3,0,6,3
KhaDarel Hodge,ATL,NO,18,2023,True,0,0,0.0,0,0,1
Rashid Shaheed,NO,ATL,18,2023,False,3,65,21.7,1,39,4
Chris Olave,NO,ATL,18,2023,False,3,56,18.7,1,26,3
A.T. Perry,NO,ATL,18,2023,False,3,53,17.7,2,29,3
Juwan Johnson,NO,ATL,18,2023,False,3,40,13.3,0,20,3
Taysom Hill,NO,ATL,18,2023,False,4,28,7.0,0,11,4
Jamaal Williams,NO,ATL,18,2023,False,3,8,2.7,0,5,3
Kendre Miller,NO,ATL,18,2023,False,1,6,6.0,0,6,1
Lynn Bowden Jr.,NO,ATL,18,2023,False,1,5,5.0,0,5,1
Foster Moreau,NO,ATL,18,2023,False,1,3,3.0,0,3,1
Jordan Mims,NO,ATL,18,2023,False,0,0,0.0,0,0,2
Alec Pierce,IND,NE,9,2022,True,1,23,23.0,0,23,2
Michael Pittman Jr.,IND,NE,9,2022,True,3,22,7.3,0,10,6
Parris Campbell,IND,NE,9,2022,True,2,15,7.5,0,11,5
Jordan Wilkins,IND,NE,9,2022,True,4,15,3.8,0,9,5
Mo Alie-Cox,IND,NE,9,2022,True,2,13,6.5,0,8,2
Deon Jackson,IND,NE,9,2022,True,2,13,6.5,0,8,3
Jelani Woods,IND,NE,9,2022,True,1,2,2.0,0,2,3
Phillip Lindsay,IND,NE,9,2022,True,0,0,0.0,0,0,1
Kylen Granson,IND,NE,9,2022,True,0,0,0.0,0,0,1
Hunter Henry,NE,IND,9,2022,False,4,50,12.5,0,30,4
Jakobi Meyers,NE,IND,9,2022,False,5,42,8.4,0,17,6
Jonnu Smith,NE,IND,9,2022,False,3,21,7.0,0,24,3
Kendrick Bourne,NE,IND,9,2022,False,3,11,3.7,0,10,4
Rhamondre Stevenson,NE,IND,9,2022,False,3,10,3.3,1,5,7
J.J. Taylor,NE,IND,9,2022,False,1,8,8.0,0,8,1
Tyquan Thornton,NE,IND,9,2022,False,1,5,5.0,0,5,4
Evan Engram,JAX,TEN,14,2022,True,11,162,14.7,2,25,15
Zay Jones,JAX,TEN,14,2022,True,8,77,9.6,1,20,12
Christian Kirk,JAX,TEN,14,2022,True,5,45,9.0,0,23,7
Jamal Agnew,JAX,TEN,14,2022,True,3,36,12.0,0,16,3
Marvin Jones Jr.,JAX,TEN,14,2022,True,1,22,22.0,0,22,1
Chris Manhertz,JAX,TEN,14,2022,True,1,21,21.0,0,21,1
Dan Arnold,JAX,TEN,14,2022,True,1,5,5.0,0,5,3
Austin Hooper,TEN,JAX,14,2022,False,5,68,13.6,0,24,5
Robert Woods,TEN,JAX,14,2022,False,5,49,9.8,0,18,7
Chigoziem Okonkwo,TEN,JAX,14,2022,False,6,45,7.5,1,15,6
Derrick Henry,TEN,JAX,14,2022,False,3,34,11.3,0,16,5
Chris Conley,TEN,JAX,14,2022,False,1,27,27.0,0,27,1
Nick Westbrook-Ikhine,TEN,JAX,14,2022,False,3,23,7.7,1,13,8
Julius Chestnut,TEN,JAX,14,2022,False,2,8,4.0,0,4,2
Racey McMath,TEN,JAX,14,2022,False,0,0,0.0,0,0,4
A.J. Green,ARI,LAR,4,2021,True,5,67,13.4,1,41,6
DeAndre Hopkins,ARI,LAR,4,2021,True,4,67,16.8,0,25,7
Maxx Williams,ARI,LAR,4,2021,True,5,66,13.2,1,25,5
Rondale Moore,ARI,LAR,4,2021,True,3,28,9.3,0,16,3
Chase Edmonds,ARI,LAR,4,2021,True,4,19,4.8,0,9,5
James Conner,ARI,LAR,4,2021,True,2,16,8.0,0,9,2
Christian Kirk,ARI,LAR,4,2021,True,1,5,5.0,0,5,1
Van Jefferson,LAR,ARI,4,2021,False,6,90,15.0,1,22,6
Cooper Kupp,LAR,ARI,4,2021,False,5,64,12.8,0,35,13
Robert Woods,LAR,ARI,4,2021,False,4,48,12.0,1,18,6
Tyler Higbee,LAR,ARI,4,2021,False,4,36,9.0,0,18,6
Darrell Henderson Jr.,LAR,ARI,4,2021,False,5,27,5.4,0,13,6
Johnny Mundt,LAR,ARI,4,2021,False,1,9,9.0,0,9,1
DeSean Jackson,LAR,ARI,4,2021,False,1,6,6.0,0,6,3
Michael Pittman Jr.,IND,NE,10,2023,True,8,84,10.5,0,14,12
Josh Downs,IND,NE,10,2023,True,2,40,20.0,0,28,3
Isaiah McKenzie,IND,NE,10,2023,True,4,31,7.8,0,30,4
Alec Pierce,IND,NE,10,2023,True,1,21,21.0,0,21,1
Will Mallory,IND,NE,10,2023,True,1,7,7.0,0,7,2
Jonathan Taylor,IND,NE,10,2023,True,1,6,6.0,0,6,1
Kylen Granson,IND,NE,10,2023,True,1,5,5.0,0,5,2
Mo Alie-Cox,IND,NE,10,2023,True,0,0,0.0,0,0,1
DeMario Douglas,NE,IND,10,2023,False,6,84,14.0,0,30,9
Ezekiel Elliott,NE,IND,10,2023,False,2,34,17.0,0,19,2
Mike Gesicki,NE,IND,10,2023,False,2,22,11.0,0,11,3
Hunter Henry,NE,IND,10,2023,False,3,21,7.0,0,11,5
Rhamondre Stevenson,NE,IND,10,2023,False,3,14,4.7,0,7,5
Kayshon Boutte,NE,IND,10,2023,False,1,11,11.0,0,11,1
JuJu Smith-Schuster,NE,IND,10,2023,False,1,9,9.0,0,9,1
Tyler Lockett,SEA,NO,5,2022,True,5,104,20.8,2,40,6
DK Metcalf,SEA,NO,5,2022,True,5,88,17.6,1,50,8
Noah Fant,SEA,NO,5,2022,True,3,49,16.3,0,32,5
Will Dissly,SEA,NO,5,2022,True,2,21,10.5,0,15,3
DeeJay Dallas,SEA,NO,5,2022,True,1,6,6.0,0,6,1
Dee Eskridge,SEA,NO,5,2022,True,0,0,0.0,0,0,1
Alvin Kamara,NO,SEA,5,2022,False,6,91,15.2,0,54,6
Chris Olave,NO,SEA,5,2022,False,4,54,13.5,1,18,6
Adam Trautman,NO,SEA,5,2022,False,2,32,16.0,1,22,3
Juwan Johnson,NO,SEA,5,2022,False,1,13,13.0,0,13,2
Tre'Quan Smith,NO,SEA,5,2022,False,1,10,10.0,0,10,4
Marquez Callaway,NO,SEA,5,2022,False,2,5,2.5,0,4,3
Keith Kirkwood,NO,SEA,5,2022,False,1,4,4.0,0,4,1
Chris Godwin,TB,ATL,14,2023,True,5,53,10.6,0,32,11
Rachaad White,TB,ATL,14,2023,True,2,33,16.5,1,31,2
Chase Edmonds,TB,ATL,14,2023,True,2,18,9.0,0,10,2
Cade Otton,TB,ATL,14,2023,True,2,16,8.0,1,11,5
David Moore,TB,ATL,14,2023,True,1,11,11.0,0,11,1
Mike Evans,TB,ATL,14,2023,True,1,8,8.0,0,8,6
Trey Palmer,TB,ATL,14,2023,True,1,5,5.0,0,5,1
Ko Kieft,TB,ATL,14,2023,True,0,0,0.0,0,0,1
Drake London,ATL,TB,14,2023,False,10,172,17.2,0,45,11
Kyle Pitts,ATL,TB,14,2023,False,3,57,19.0,1,36,6
Bijan Robinson,ATL,TB,14,2023,False,5,54,10.8,0,33,7
Jonnu Smith,ATL,TB,14,2023,False,4,27,6.8,0,9,7
KhaDarel Hodge,ATL,TB,14,2023,False,1,18,18.0,0,18,2
MyCole Pruitt,ATL,TB,14,2023,False,2,15,7.5,0,11,2
Mack Hollins,ATL,TB,14,2023,False,1,4,4.0,0,4,1
Scotty Miller,ATL,TB,14,2023,False,0,0,0.0,0,0,3
Jamison Crowder,NYJ,MIA,15,2021,True,5,40,8.0,0,14,8
Ryan Griffin,NYJ,MIA,15,2021,True,2,39,19.5,0,23,2
Tyler Kroft,NYJ,MIA,15,2021,True,2,35,17.5,0,24,2
Braxton Berrios,NYJ,MIA,15,2021,True,1,26,26.0,0,22,1
Trevon Wesco,NYJ,MIA,15,2021,True,1,19,19.0,0,19,1
Keelan Cole Sr.,NYJ,MIA,15,2021,True,1,9,9.0,0,9,2
Michael Carter,NYJ,MIA,15,2021,True,1,2,2.0,0,2,2
Denzel Mims,NYJ,MIA,15,2021,True,0,0,0.0,0,0,3
Zach Wilson,NYJ,MIA,15,2021,True,0,0,0.0,0,0,1
DeVante Parker,MIA,NYJ,15,2021,False,4,68,17.0,1,37,8
Isaiah Ford,MIA,NYJ,15,2021,False,3,51,17.0,0,27,3
Mike Gesicki,MIA,NYJ,15,2021,False,5,43,8.6,0,20,8
Duke Johnson,MIA,NYJ,15,2021,False,1,20,20.0,0,20,1
Albert Wilson,MIA,NYJ,15,2021,False,1,9,9.0,0,9,2
Durham Smythe,MIA,NYJ,15,2021,False,1,4,4.0,0,4,1
Christian Wilkins,MIA,NYJ,15,2021,False,1,1,1.0,1,1,1
Mack Hollins,MIA,NYJ,15,2021,False,0,0,0.0,0,0,1
Hunter Long,MIA,NYJ,15,2021,False,0,0,0.0,0,0,1
Michael Pittman Jr.,IND,HOU,13,2021,True,6,77,12.8,0,17,8
Nyheim Hines,IND,HOU,13,2021,True,3,32,10.7,0,24,4
T.Y. Hilton,IND,HOU,13,2021,True,2,22,11.0,0,14,2
Jack Doyle,IND,HOU,13,2021,True,1,13,13.0,0,13,1
Zach Pascal,IND,HOU,13,2021,True,1,6,6.0,0,6,3
Kylen Granson,IND,HOU,13,2021,True,1,6,6.0,0,6,2
Ashton Dulin,IND,HOU,13,2021,True,1,2,2.0,1,2,1
Mo Alie-Cox,IND,HOU,13,2021,True,1,0,0.0,0,0,1
Brandin Cooks,HOU,IND,13,2021,False,3,38,12.7,0,14,6
