Name,PlayerID,Experience,Height,Weight,Position,Age,Team,TeamID,isFreeAgent,Headshot,espnID
David Durden,4370374,2,"6'2""",200,WR,25,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4370374.png,4370374
Travis Etienne Jr.,4239996,4,"5'10""",215,RB,25,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/4239996.png,4239996
Dante Pettis,3127306,5,"6'1""",195,WR,28,CHI,6,False,https://a.espncdn.com/i/headshots/nfl/players/full/3127306.png,3127306
Jaylen McCollough,4427120,R,"6'0""",206,DB,23,LAR,19,False,https://a.espncdn.com/i/headshots/college-football/players/full/4427120.png,4427120
Curtis Hodges,4242896,2,"6'8""",240,TE,24,WSH,32,True,https://a.espncdn.com/i/headshots/nfl/players/full/4242896.png,4242896
Kendall Blanton,3122103,3,"6'6""",262,TE,28,KC,16,True,https://a.espncdn.com/i/headshots/nfl/players/full/3122103.png,3122103
Kamren Curl,4242154,5,"6'2""",198,S,25,LAR,19,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242154.png,4242154
Emanuel Wilson,4887558,2,"5'11""",226,RB,24,GB,12,False,https://a.espncdn.com/i/headshots/nfl/players/full/4887558.png,4887558
Evan Hull,4569609,2,"5'10""",209,RB,23,IND,14,False,https://a.espncdn.com/i/headshots/nfl/players/full/4569609.png,4569609
Blake Martinez,2978273,7,"6'2""",237,LB,30,PIT,26,True,https://a.espncdn.com/i/headshots/nfl/players/full/2978273.png,2978273
Jakob Johnson,3115349,5,"6'3""",255,FB,29,LV,17,True,https://a.espncdn.com/i/headshots/nfl/players/full/3115349.png,3115349
Allen Lazard,3128390,5,"6'5""",227,WR,28,NYJ,25,False,https://a.espncdn.com/i/headshots/nfl/players/full/3128390.png,3128390
Jordan Travis,4360799,R,"6'1""",212,QB,24,NYJ,25,False,https://a.espncdn.com/i/headshots/college-football/players/full/4360799.png,4360799
Cordell Volson,4040950,3,"6'6""",315,G,25,CIN,7,False,https://a.espncdn.com/i/headshots/nfl/players/full/4040950.png,4040950
Zach Evans,4685035,2,"5'11""",202,RB,22,LAR,19,False,https://a.espncdn.com/i/headshots/nfl/players/full/4685035.png,4685035
Reese Taylor,4371946,1,"5'9""",188,CB,24,DEN,10,False,https://a.espncdn.com/i/headshots/nfl/players/full/4371946.png,4371946
DeWayne Carter,4426883,R,"6'3""",305,DT,23,BUF,4,False,https://a.espncdn.com/i/headshots/college-football/players/full/4426883.png,4426883
Robert Quinn,13984,12,"6'4""",264,DE,33,PHI,27,True,https://a.espncdn.com/i/headshots/nfl/players/full/13984.png,13984
Ro Torrence,4880420,R,"6'3""",200,CB,,SEA,29,False,https://a.espncdn.com/i/headshots/college-football/players/full/4880420.png,4880420
John Raine,4040771,1,"6'1""",230,TE,26,ATL,2,True,https://a.espncdn.com/i/headshots/nfl/players/full/4040771.png,4040771
Ricky Pearsall,4428209,R,"6'1""",190,WR,23,SF,28,False,https://a.espncdn.com/i/headshots/college-football/players/full/4428209.png,4428209
Kenny Clark,3122752,9,"6'3""",314,DT,28,GB,12,False,https://a.espncdn.com/i/headshots/nfl/players/full/3122752.png,3122752
Garrett Gilbert,16809,4,"6'4""",221,QB,32,NE,22,True,https://a.espncdn.com/i/headshots/nfl/players/full/16809.png,16809
DeAndre Hopkins,15795,10,"6'1""",218,WR,31,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/15795.png,15795
Sam Eguavoen,2577637,5,"6'0""",236,LB,31,NYJ,25,True,https://a.espncdn.com/i/headshots/nfl/players/full/2577637.png,2577637
Logan Wilson,3918330,5,"6'2""",245,LB,27,CIN,7,False,https://a.espncdn.com/i/headshots/nfl/players/full/3918330.png,3918330
Austin Booker,4683553,R,"6'6""",245,DE,21,CHI,6,False,https://a.espncdn.com/i/headshots/college-football/players/full/4683553.png,4683553
Justin Rigg,4035065,1,"6'6""",259,TE,26,TEN,31,True,https://a.espncdn.com/i/headshots/nfl/players/full/4035065.png,4035065
Donavan Mutin,4360193,1,"6'0""",227,LB,23,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/4360193.png,4360193
Neville Gallimore,3892883,5,"6'2""",302,DT,27,MIA,20,False,https://a.espncdn.com/i/headshots/nfl/players/full/3892883.png,3892883
Kyahva Tezino,3921659,1,"6'0""",235,LB,26,SF,28,True,N/A,3921659
Sedrick Van Pran-Granger,4430815,R,"6'4""",310,C,22,BUF,4,False,https://a.espncdn.com/i/headshots/college-football/players/full/4430815.png,4430815
Amechi Uzodinma,4361649,R,"5'11""",189,CB,23,LAC,18,True,https://a.espncdn.com/i/headshots/nfl/players/full/4361649.png,4361649
Marvin Jones Jr.,15072,12,"6'2""",199,WR,34,DET,11,True,https://a.espncdn.com/i/headshots/nfl/players/full/15072.png,15072
Jessie Bates III,3919512,7,"6'1""",200,S,27,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/3919512.png,3919512
Kevin Zeitler,14931,13,"6'4""",315,G,34,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/14931.png,14931
Skyy Moore,4430191,3,"5'10""",195,WR,23,KC,16,False,https://a.espncdn.com/i/headshots/nfl/players/full/4430191.png,4430191
Keaontay Ingram,4362087,3,"6'0""",215,RB,24,KC,16,False,https://a.espncdn.com/i/headshots/nfl/players/full/4362087.png,4362087
Josh Pederson,4036595,1,"6'5""",235,TE,26,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/4036595.png,4036595
Jaylon Johnson,4243253,5,"6'0""",196,CB,25,CHI,6,False,https://a.espncdn.com/i/headshots/nfl/players/full/4243253.png,4243253
Adam Shaheen,4198676,6,"6'7""",257,TE,29,MIA,20,True,https://a.espncdn.com/i/headshots/nfl/players/full/4198676.png,4198676
Jacky Chen,5125871,R,"6'4""",302,OT,23,HOU,13,True,https://a.espncdn.com/i/headshots/nfl/players/full/5125871.png,5125871
Kenyon Green,4426327,3,"6'4""",323,G,23,HOU,13,False,https://a.espncdn.com/i/headshots/nfl/players/full/4426327.png,4426327
Liam Anderson,4368056,1,"6'3""",226,LB,24,IND,14,False,https://a.espncdn.com/i/headshots/nfl/players/full/4368056.png,4368056
Khristian Boyd,4384595,R,"6'2""",320,DT,24,NO,23,False,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146,4384595
Olamide Zaccheaus,3917914,5,"5'8""",193,WR,26,WSH,32,False,https://a.espncdn.com/i/headshots/nfl/players/full/3917914.png,3917914
Chase Winovich,3115974,5,"6'3""",251,DE,29,MIA,20,True,https://a.espncdn.com/i/headshots/nfl/players/full/3115974.png,3115974
T.J. Watt,3045282,7,"6'4""",252,LB,29,PIT,26,False,https://a.espncdn.com/i/headshots/nfl/players/full/3045282.png,3045282
D'Ernest Johnson,3139602,6,"5'10""",208,RB,28,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/3139602.png,3139602
Julius Chestnut,4367567,R,"5'11""",228,RB,23,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/4367567.png,4367567
Ruke Orhorhoro,4430271,R,"6'4""",290,DT,22,ATL,2,False,https://a.espncdn.com/i/headshots/college-football/players/full/4430271.png,4430271
Zach Triner,3065813,5,"6'3""",245,LS,33,TB,30,False,https://a.espncdn.com/i/headshots/nfl/players/full/3065813.png,3065813
Isaac Weaver,4037444,2,"6'6""",310,C,26,LAC,18,True,https://a.espncdn.com/i/headshots/nfl/players/full/4037444.png,4037444
Tyrone Wheatley Jr.,3929922,2,"6'6""",320,OT,27,NE,22,False,https://a.espncdn.com/i/headshots/nfl/players/full/3929922.png,3929922
Michael Badgley,3123052,6,"5'10""",188,PK,28,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/3123052.png,3123052
Devon Witherspoon,4575431,R,"6'0""",185,CB,23,SEA,29,False,https://a.espncdn.com/i/headshots/nfl/players/full/4575431.png,4575431
Jonathan Mingo,4426485,2,"6'2""",220,WR,23,CAR,5,False,https://a.espncdn.com/i/headshots/nfl/players/full/4426485.png,4426485
Ochaun Mathis,4362486,2,"6'5""",260,LB,25,LAR,19,False,https://a.espncdn.com/i/headshots/nfl/players/full/4362486.png,4362486
Sam Williams,4567242,3,"6'4""",261,DE,25,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4567242.png,4567242
Sean Mannion,2517017,8,"6'6""",230,QB,32,SEA,29,True,https://a.espncdn.com/i/headshots/nfl/players/full/2517017.png,2517017
Breece Hall,4427366,2,"6'1""",220,RB,22,NYJ,25,False,https://a.espncdn.com/i/headshots/nfl/players/full/4427366.png,4427366
Sam Ehlinger,4241820,4,"6'2""",225,QB,25,IND,14,False,https://a.espncdn.com/i/headshots/nfl/players/full/4241820.png,4241820
Greg Gaines,3127294,5,"6'1""",312,DT,28,TB,30,False,https://a.espncdn.com/i/headshots/nfl/players/full/3127294.png,3127294
Jack Westover,4361100,R,"6'3""",248,TE,24,SEA,29,False,https://a.espncdn.com/i/headshots/college-football/players/full/4361100.png,4361100
Maurice Alexander,3914307,1,"5'11""",174,WR,27,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/3914307.png,3914307
Tommy Togiai,4361366,3,"6'2""",296,DT,24,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/4361366.png,4361366
Miles Killebrew,2575164,8,"6'2""",222,S,30,PIT,26,False,https://a.espncdn.com/i/headshots/nfl/players/full/2575164.png,2575164
Oren Burks,3051746,6,"6'3""",233,LB,29,PHI,27,False,https://a.espncdn.com/i/headshots/nfl/players/full/3051746.png,3051746
Juwan Green,4366710,1,"6'0""",187,WR,25,KC,16,True,https://a.espncdn.com/i/headshots/nfl/players/full/4366710.png,4366710
JL Skinner,4428503,2,"6'4""",220,S,23,DEN,10,False,https://a.espncdn.com/i/headshots/nfl/players/full/4428503.png,4428503
Hassan Hall,4360805,1,"5'10""",196,RB,23,KC,16,False,https://a.espncdn.com/i/headshots/nfl/players/full/4360805.png,4360805
O.J. Howard,3043080,7,"6'6""",250,TE,29,LV,17,True,https://a.espncdn.com/i/headshots/nfl/players/full/3043080.png,3043080
Leonard Fournette,3115364,7,"6'0""",228,RB,29,BUF,4,True,https://a.espncdn.com/i/headshots/nfl/players/full/3115364.png,3115364
Byron Young,4567123,2,"6'3""",292,DT,23,LV,17,False,https://a.espncdn.com/i/headshots/nfl/players/full/4567123.png,4567123
Seth Vernon,4571044,R,"6'5""",230,P,25,MIN,21,False,https://a.espncdn.com/i/headshots/nfl/players/full/4571044.png,4571044
Gary Jennings,3916071,2,"6'1""",214,WR,27,CAR,5,True,https://a.espncdn.com/i/headshots/nfl/players/full/3916071.png,3916071
Lew Nichols,4428119,R,"5'10""",220,RB,22,PHI,27,False,https://a.espncdn.com/i/headshots/nfl/players/full/4428119.png,4428119
Bradley Roby,16719,10,"5'11""",194,CB,32,PHI,27,True,https://a.espncdn.com/i/headshots/nfl/players/full/16719.png,16719
Damar Hamlin,4036060,4,"6'0""",200,S,26,BUF,4,False,https://a.espncdn.com/i/headshots/nfl/players/full/4036060.png,4036060
Neil Farrell,4242234,3,"6'4""",325,DE,25,KC,16,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242234.png,4242234
Charles Snowden,4240849,1,"6'7""",245,DE,26,LV,17,False,https://a.espncdn.com/i/headshots/nfl/players/full/4240849.png,4240849
Shaq Mason,2576917,10,"6'1""",310,G,30,HOU,13,False,https://a.espncdn.com/i/headshots/nfl/players/full/2576917.png,2576917
Deebo Samuel,3126486,5,"6'0""",215,WR,28,SF,28,False,https://a.espncdn.com/i/headshots/nfl/players/full/3126486.png,3126486
Alijah Vera-Tucker,4259646,3,"6'5""",308,G,24,NYJ,25,False,https://a.espncdn.com/i/headshots/nfl/players/full/4259646.png,4259646
Dyontae Johnson,4362280,1,"6'2""",230,LB,23,NYG,24,False,https://a.espncdn.com/i/headshots/nfl/players/full/4362280.png,4362280
Tanner Ingle,4361651,1,"5'8""",179,S,24,LAR,19,False,https://a.espncdn.com/i/headshots/nfl/players/full/4361651.png,4361651
Jonathan Taylor,4242335,5,"5'10""",226,RB,25,IND,14,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242335.png,4242335
Anthony Rush,4239817,4,"6'5""",350,DT,27,DAL,9,True,https://a.espncdn.com/i/headshots/nfl/players/full/4239817.png,4239817
Greg Bell,4361159,2,"6'0""",200,RB,25,PIT,26,True,https://a.espncdn.com/i/headshots/nfl/players/full/4361159.png,4361159
Darrian Dalcourt,4567132,R,"6'3""",310,C,N/A,BAL,3,False,https://a.espncdn.com/i/headshots/college-football/players/full/4567132.png,4567132
Nick Kwiatkoski,2581818,8,"6'2""",242,LB,30,PIT,26,True,https://a.espncdn.com/i/headshots/nfl/players/full/2581818.png,2581818
Zach Davidson,4746079,2,"6'7""",251,TE,25,BUF,4,False,https://a.espncdn.com/i/headshots/nfl/players/full/4746079.png,4746079
Jalen Ramsey,3045373,9,"6'1""",208,CB,29,MIA,20,False,https://a.espncdn.com/i/headshots/nfl/players/full/3045373.png,3045373
Markquese Bell,4241921,3,"6'3""",205,S,25,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4241921.png,4241921
Quincy Roche,4044145,2,"6'3""",245,LB,26,MIN,21,True,https://a.espncdn.com/i/headshots/nfl/players/full/4044145.png,4044145
Hakeem Adeniji,4046557,5,"6'4""",315,OT,26,CLE,8,False,https://a.espncdn.com/i/headshots/nfl/players/full/4046557.png,4046557
Milton Wright,4426504,R,"6'3""",195,WR,23,LAC,18,True,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146,4426504
Ryan McCollum,4035253,2,"6'5""",300,C,26,PIT,26,False,https://a.espncdn.com/i/headshots/nfl/players/full/4035253.png,4035253
T.J. Hockenson,4036133,6,"6'5""",248,TE,26,MIN,21,False,https://a.espncdn.com/i/headshots/nfl/players/full/4036133.png,4036133
Jason Brownlee,4689988,R,"6'2""",198,WR,25,NYJ,25,False,https://a.espncdn.com/i/headshots/nfl/players/full/4689988.png,4689988
La'Darius Hamilton,4039075,2,"6'2""",261,LB,26,GB,12,True,https://a.espncdn.com/i/headshots/nfl/players/full/4039075.png,4039075
Cam Brown,4045165,5,"6'5""",235,LB,26,MIA,20,False,https://a.espncdn.com/i/headshots/nfl/players/full/4045165.png,4045165
Micah McFadden,4371961,3,"6'2""",232,LB,24,NYG,24,False,https://a.espncdn.com/i/headshots/nfl/players/full/4371961.png,4371961
Antwaun Woods,2577278,5,"6'1""",328,DT,31,ARI,1,True,https://a.espncdn.com/i/headshots/nfl/players/full/2577278.png,2577278
David Johnson,2508176,8,"6'1""",224,RB,32,NO,23,True,https://a.espncdn.com/i/headshots/nfl/players/full/2508176.png,2508176
Nathan Peterman,2972236,8,"6'2""",225,QB,30,NO,23,False,https://a.espncdn.com/i/headshots/nfl/players/full/2972236.png,2972236
Alfonzo Graham,4892333,R,"5'9""",180,RB,24,PIT,26,True,https://a.espncdn.com/i/headshots/nfl/players/full/4892333.png,4892333
Jacob Phillips,4242206,5,"6'3""",229,LB,25,HOU,13,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242206.png,4242206
Hunter Long,4239944,4,"6'5""",253,TE,25,LAR,19,False,https://a.espncdn.com/i/headshots/nfl/players/full/4239944.png,4239944
George Pickens,4426354,2,"6'3""",200,WR,23,PIT,26,False,https://a.espncdn.com/i/headshots/nfl/players/full/4426354.png,4426354
David Blough,3116188,4,"6'1""",207,QB,28,DET,11,True,https://a.espncdn.com/i/headshots/nfl/players/full/3116188.png,3116188
Ryan Neuzil,4036444,3,"6'3""",301,G,26,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/4036444.png,4036444
Martez Manuel,4427879,R,"6'0""",215,CB,23,KC,16,True,N/A,4427879
Zyon Gilbert,4243808,1,"6'0""",193,CB,25,GB,12,False,https://a.espncdn.com/i/headshots/nfl/players/full/4243808.png,4243808
John Penisini,4243257,3,"6'2""",325,DT,26,NO,23,False,https://a.espncdn.com/i/headshots/nfl/players/full/4243257.png,4243257
Connor McGovern,4033748,5,"6'5""",318,G,26,BUF,4,False,https://a.espncdn.com/i/headshots/nfl/players/full/4033748.png,4033748
Racey McMath,4242231,3,"6'3""",217,WR,24,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242231.png,4242231
Aaron Donald,16716,10,"6'1""",280,DT,32,LAR,19,True,https://a.espncdn.com/i/headshots/nfl/players/full/16716.png,16716
Zack Baun,3917657,5,"6'3""",225,LB,27,PHI,27,False,https://a.espncdn.com/i/headshots/nfl/players/full/3917657.png,3917657
Brian Robinson Jr.,4241474,2,"6'1""",228,RB,25,WSH,32,False,https://a.espncdn.com/i/headshots/nfl/players/full/4241474.png,4241474
Marcus Maye,2980110,7,"6'0""",207,S,31,NO,23,True,https://a.espncdn.com/i/headshots/nfl/players/full/2980110.png,2980110
Rob Havenstein,2515613,10,"6'8""",330,OT,31,LAR,19,False,https://a.espncdn.com/i/headshots/nfl/players/full/2515613.png,2515613
Nate Herbig,4044438,5,"6'4""",334,G,25,PIT,26,False,https://a.espncdn.com/i/headshots/nfl/players/full/4044438.png,4044438
Kobe Jones,4035375,1,"6'4""",260,DE,25,CAR,5,True,https://a.espncdn.com/i/headshots/nfl/players/full/4035375.png,4035375
Isaiah Spiller,4426891,3,"6'1""",215,RB,22,LAC,18,False,https://a.espncdn.com/i/headshots/nfl/players/full/4426891.png,4426891
Britain Covey,3926231,2,"5'8""",173,WR,27,PHI,27,False,https://a.espncdn.com/i/headshots/nfl/players/full/3926231.png,3926231
De'Vondre Campbell,3040180,8,"6'4""",232,LB,30,SF,28,False,https://a.espncdn.com/i/headshots/nfl/players/full/3040180.png,3040180
Asim Richards,4430379,2,"6'4""",307,OT,23,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4430379.png,4430379
Sebastian Joseph-Day,3047495,7,"6'4""",310,DT,29,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/3047495.png,3047495
Grayland Arnold,4035389,4,"5'10""",187,S,26,HOU,13,True,https://a.espncdn.com/i/headshots/nfl/players/full/4035389.png,4035389
Dez Fitzpatrick,4036026,2,"6'2""",208,WR,26,PIT,26,False,https://a.espncdn.com/i/headshots/nfl/players/full/4036026.png,4036026
Dominique Dafney,4036129,2,"6'3""",235,TE,26,TB,30,True,https://a.espncdn.com/i/headshots/nfl/players/full/4036129.png,4036129
Tyler Scott,4565908,2,"5'11""",185,WR,22,CHI,6,False,https://a.espncdn.com/i/headshots/nfl/players/full/4565908.png,4565908
Tipa Galeai,3676832,2,"6'5""",229,LB,27,GB,12,True,https://a.espncdn.com/i/headshots/nfl/players/full/3676832.png,3676832
Javon Wims,4035019,4,"6'4""",215,WR,29,CAR,5,True,https://a.espncdn.com/i/headshots/nfl/players/full/4035019.png,4035019
Trey Lance,4383351,4,"6'4""",226,QB,23,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4383351.png,4383351
Steven Nelson,3045287,9,"5'11""",194,CB,31,HOU,13,True,https://a.espncdn.com/i/headshots/nfl/players/full/3045287.png,3045287
Jonas Griffith,3908558,4,"6'4""",250,LB,27,DEN,10,False,https://a.espncdn.com/i/headshots/nfl/players/full/3908558.png,3908558
Nick Gargiulo,4368033,R,"6'5""",327,C,23,DEN,10,False,https://a.espncdn.com/i/headshots/college-football/players/full/4368033.png,4368033
Elijah Cooks,4241588,2,"6'4""",215,WR,25,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/4241588.png,4241588
Tristan Wirfs,4240589,4,"6'5""",320,OT,25,TB,30,False,https://a.espncdn.com/i/headshots/nfl/players/full/4240589.png,4240589
Andrew Van Ginkel,3133487,6,"6'4""",242,LB,28,MIN,21,False,https://a.espncdn.com/i/headshots/nfl/players/full/3133487.png,3133487
Darrian Beavers,4239121,2,"6'4""",255,LB,24,NYG,24,False,https://a.espncdn.com/i/headshots/nfl/players/full/4239121.png,4239121
Tre Tomlinson,4427493,2,"5'9""",180,CB,24,LAR,19,False,https://a.espncdn.com/i/headshots/nfl/players/full/4427493.png,4427493
Trevin Wallace,4683815,R,"6'2""",241,LB,21,CAR,5,False,https://a.espncdn.com/i/headshots/college-football/players/full/4683815.png,4683815
Andrew Farmer II,4394894,2,"6'4""",250,LB,24,LAC,18,False,https://a.espncdn.com/i/headshots/nfl/players/full/4394894.png,4394894
Nazeeh Johnson,4043625,2,"5'10""",199,S,25,KC,16,False,https://a.espncdn.com/i/headshots/nfl/players/full/4043625.png,4043625
Israel Mukuamu,4362855,4,"6'4""",205,S,24,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4362855.png,4362855
Casey Washington,4428796,R,"6'2""",200,WR,23,ATL,2,False,https://a.espncdn.com/i/headshots/college-football/players/full/4428796.png,4428796
Mike Pennel Jr.,17230,10,"6'4""",332,DT,32,KC,16,False,https://a.espncdn.com/i/headshots/nfl/players/full/17230.png,17230
Daurice Fountain,3120659,4,"6'2""",210,WR,28,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/3120659.png,3120659
Christian Haynes,4362135,R,"6'2""",313,G,24,SEA,29,False,https://a.espncdn.com/i/headshots/college-football/players/full/4362135.png,4362135
Devine Ozigbo,3699935,4,"6'0""",225,RB,27,DET,11,True,https://a.espncdn.com/i/headshots/nfl/players/full/3699935.png,3699935
Kyle Soelle,4242885,R,"6'4""",235,LB,25,ARI,1,True,https://a.espncdn.com/i/headshots/nfl/players/full/4242885.png,4242885
James Blackman,4240020,R,"6'6""",185,QB,25,MIA,20,True,https://a.espncdn.com/i/headshots/nfl/players/full/4240020.png,4240020
Andrew DePaola,15726,10,"6'1""",229,LS,36,MIN,21,False,https://a.espncdn.com/i/headshots/nfl/players/full/15726.png,15726
Kader Kohou,4291489,3,"5'10""",193,CB,25,MIA,20,False,https://a.espncdn.com/i/headshots/nfl/players/full/4291489.png,4291489
Montaric Brown,4242149,3,"6'0""",190,CB,24,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242149.png,4242149
Trayveon Williams,4035222,6,"5'8""",206,RB,26,CIN,7,False,https://a.espncdn.com/i/headshots/nfl/players/full/4035222.png,4035222
Brennan Scarlett,2576885,7,"6'4""",263,LB,30,MIA,20,True,https://a.espncdn.com/i/headshots/nfl/players/full/2576885.png,2576885
