,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
1097,Hunter Henry,NE,2022,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1098,Jared Goff,DET,2022,QB,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1099,Boston Scott,PHI,2022,RB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1100,Marquez Valdes-Scantling,KC,2022,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1101,Evan Engram,JAX,2022,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1102,Trent Sieg,LV,2022,LS,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1103,Jake Kumerow,BUF,2022,WR,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1104,Malik Turner,SF,2022,WR,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1105,Jason Cabinda,DET,2022,FB,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1106,Chris Godwin,TB,2022,WR,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1107,Dalvin Cook,MIN,2022,RB,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1108,Curtis Samuel,WSH,2022,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1109,Isaac Yiadom,HOU / NO,2022,CB,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1110,Jeff Wilson Jr.,SF / MIA,2022,RB,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1111,Qadree Ollison,DAL,2022,RB,3,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1112,Joey Slye,WSH,2022,PK,17,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1113,Joel Iyiegbuniwe,CAR,2022,LB,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1114,Jalen Davis,CIN,2022,CB,13,0,2,2,0.0,0,0,0,0,0,0,0,0,1,0
1115,Tom Kennedy,DET,2022,WR,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1116,Dante Pettis,CHI,2022,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1117,David Moa,LAC,2022,DT,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1118,Allen Lazard,GB,2022,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1119,Matthew Wright,KC / PIT,2022,PK,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1120,Tre'Quan Smith,NO,2022,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1121,Mike Boone,DEN,2022,RB,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1122,Dakota Allen,CLE / DEN,2022,LB,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1123,Patrick Mahomes,KC,2022,QB,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1124,Parker Hesse,ATL,2022,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1125,Chris Lindstrom,ATL,2022,G,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1126,Blake Ferguson,MIA,2022,LS,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1127,Jauan Jennings,SF,2022,WR,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1128,Jarrett Stidham,LV,2022,QB,5,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1129,Anthony Chesley,TB,2022,CB,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1130,Jabari Zuniga,NO,2022,DE,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1131,Ty Johnson,NYJ,2022,RB,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1132,Nyheim Hines,IND / BUF,2022,RB,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1133,Erik McCoy,NO,2022,C,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1134,Josh Oliver,BAL,2022,TE,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1135,Dan Chisena,MIN,2022,WR,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1136,Juwan Johnson,NO,2022,TE,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1137,Ben Ellefson,MIN,2022,TE,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1138,Jake Bailey,NE,2022,P,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1139,Jacob Harris,LAR,2022,WR,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1140,Equanimeous St. Brown,CHI,2022,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1141,Diontae Johnson,PIT,2022,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1142,Raleigh Webb,BAL / NE,2022,WR,12,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1143,Chris Williams,IND,2022,DT,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1144,Jack Stoll,PHI,2022,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1145,Tyler Biadasz,DAL,2022,C,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1146,DJ Turner,LV,2022,WR,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1147,Darrynton Evans,CHI,2022,RB,6,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1148,William Bradley-King,WSH,2022,DE,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1149,Myles Dorn,MIN,2022,S,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1150,Teven Jenkins,CHI,2022,OT,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1151,Ross Blacklock,MIN,2022,DT,11,2,0,2,1.0,9,2,0,0,0,0,0,0,0,0
1152,Patrick Taylor Jr.,GB,2022,RB,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1153,Darnell Mooney,CHI,2022,WR,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1154,Jalen Hurts,PHI,2022,QB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1155,William Kwenkeu,MIN,2022,LB,6,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0
1156,Quincy Roche,NYG,2022,LB,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1157,A.J. Brown,PHI,2022,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1158,Ezra Cleveland,MIN,2022,G,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1159,C.J. Brewer,BUF,2022,DT,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1160,Roderick Perry II,CLE,2022,DT,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1161,Sam Roberts,NE,2022,DT,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1162,Malik Davis,DAL,2022,RB,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1163,Kenny Pickett,PIT,2022,QB,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1164,Cal Adomitis,CIN,2022,LS,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1165,CeeDee Lamb,DAL,2022,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1166,Najee Harris,PIT,2022,RB,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1167,Shaun Wade,NE,2022,CB,3,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1168,Racey McMath,TEN,2022,WR,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1169,Ty Chandler,MIN,2022,RB,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1170,Davis Mills,HOU,2022,QB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1171,Allan George,CIN,2022,CB,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1172,Gabe Davis,BUF,2022,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1173,Abraham Lucas,SEA,2022,OT,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1174,Lance McCutcheon,LAR,2022,WR,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1175,Isaiah Dunn,SEA,2022,CB,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1176,Ryan Stonehouse,TEN,2022,P,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1177,Josh Ross,BAL,2022,LB,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1178,Raheem Layne,LAC,2022,S,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1179,Phil Hoskins,CAR,2022,DT,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1180,Trenton Cannon,TEN,2022,RB,2,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1181,Justin Jefferson,MIN,2022,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1182,Trevor Lawrence,JAX,2022,QB,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1183,Jahan Dotson,WSH,2022,WR,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1184,Dyami Brown,WSH,2022,WR,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1185,Ar'Darius Washington,BAL,2022,S,3,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1186,Damien Lewis,SEA,2022,G,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1187,Tyquan Thornton,NE,2022,WR,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1188,Bryce Thompson,NO,2022,CB,5,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1189,Anthony Schwartz,CLE,2022,WR,11,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1190,Arryn Siposs,PHI,2022,P,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1191,Jerome Ford,CLE,2022,RB,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1192,Teagan Quitoriano,HOU,2022,TE,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1193,Jody Fortson,KC,2022,TE,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1194,Gunner Olszewski,PIT,2022,WR,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1195,Cade York,CLE,2022,PK,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1196,Skyy Moore,KC,2022,WR,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1197,Kyren Williams,LAR,2022,RB,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1198,David Bada,WSH,2022,DT,2,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1199,Tom Brady,TB,2022,QB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1200,Matt Ryan,IND,2022,QB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1201,Joe Flacco,NYJ,2022,QB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1202,DeSean Jackson,BAL,2022,WR,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1203,Graham Gano,NYG,2022,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1204,Matthew Stafford,LAR,2022,QB,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1205,Morgan Cox,TEN,2022,LS,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1206,Julio Jones,TB,2022,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1207,Andy Dalton,NO,2022,QB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1208,Kirk Cousins,MIN,2022,QB,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1209,Riley Reiff,CHI,2022,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1210,Kevin Zeitler,BAL,2022,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1211,Greg Zuerlein,NYJ,2022,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1212,Marvin Jones Jr.,JAX,2022,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1213,Cordarrelle Patterson,ATL,2022,RB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1214,Keenan Allen,LAC,2022,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1215,Geno Smith,SEA,2022,QB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1216,Steven Means,BAL,2022,LB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1217,David Quessenberry,BUF,2022,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1218,Dustin Hopkins,LAC,2022,PK,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1219,Kyle Juszczyk,SF,2022,FB,16,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
1220,Carson Tinker,SEA,2022,LS,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1221,Adam Thielen,MIN,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1222,James Winchester,KC,2022,LS,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1223,Sammy Watkins,BAL / GB,2022,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1224,Michael Schofield III,CHI,2022,G,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1225,Jarvis Landry,NO,2022,WR,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1226,Logan Thomas,WSH,2022,TE,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1227,Corey Linsley,LAC,2022,C,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1228,Laurent Duvernay-Tardif,NYJ,2022,G,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1229,Tyler Shatley,JAX,2022,C,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1230,James Hurst,NO,2022,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1231,Cornelius Lucas,WSH,2022,OT,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1232,Casey Kreiter,NYG,2022,LS,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1233,Andrew Norwell,WSH,2022,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1234,Cameron Brate,TB,2022,TE,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1235,Mitch Morse,BUF,2022,C,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1236,Tyeler Davison,LAC,2022,DT,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1237,Taylor Heinicke,WSH,2022,QB,9,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
1238,Malcolm Brown,LAR,2022,RB,11,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1239,J.D. McKissic,WSH,2022,RB,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1240,Carson Wentz,WSH,2022,QB,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1241,Christian Ringo,NO,2022,DT,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1242,Nick Boyle,BAL,2022,TE,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1243,Joe Cardona,NE,2022,LS,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1244,Ted Karras,CIN,2022,C,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1245,Raheem Mostert,MIA,2022,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1246,Chris Moore,HOU,2022,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1247,DeVante Parker,NE,2022,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1248,Jamison Crowder,BUF,2022,WR,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1249,Matt Skura,LAR,2022,C,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1250,Marcus Mariota,ATL,2022,QB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1251,La'el Collins,CIN,2022,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1252,Damiere Byrd,ATL,2022,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1253,Anthony Harris,DEN,2022,S,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1254,Jacoby Brissett,CLE,2022,QB,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1255,Tyler Kroft,SF,2022,TE,11,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1256,George Fant,NYJ,2022,OT,8,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
1257,Nelson Agholor,NE,2022,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1258,Corey Levin,TEN,2022,C,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1259,Patrick Ricard,BAL,2022,FB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1260,Daniel Brunskill,SF,2022,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1261,Nate Hairston,ARI,2022,CB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1262,Ryan Anderson,PIT,2022,LB,5,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0
1263,Reid Ferguson,BUF,2022,LS,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1264,Christian Kuntz,PIT,2022,LS,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1265,Tevin Coleman,SF,2022,RB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1266,Jack Conklin,CLE,2022,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1267,Ronnie Stanley,BAL,2022,OT,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1268,Josh Lambo,TEN,2022,PK,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1269,Dwayne Washington,NO,2022,RB,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1270,Tashawn Bower,LV,2022,LB,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1271,Corey Davis,NYJ,2022,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
1272,Austin Hooper,TEN,2022,TE,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1273,Mackensie Alexander,DAL,2022,CB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1274,James Conner,ARI,2022,RB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1275,Wyatt Teller,CLE,2022,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1276,Dan Skipper,DET,2022,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1277,Kemoko Turay,SF,2022,LB,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1278,Dion Dawkins,BUF,2022,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1279,Ezekiel Elliott,DAL,2022,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1280,Billy Price,ARI,2022,C,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1281,Laremy Tunsil,HOU,2022,OT,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1282,Coleman Shelton,LAR,2022,G,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1283,Baker Mayfield,LAR / CAR,2022,QB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1284,Justin Zimmer,MIA,2022,DT,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1285,Jamal Agnew,JAX,2022,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1286,Zach Triner,TB,2022,LS,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1287,Josh Reynolds,DET,2022,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1288,Leonard Fournette,TB,2022,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1289,Russell Gage,TB,2022,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1290,DJ Chark Jr.,DET,2022,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1291,Troy Apke,WSH,2022,CB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1292,Joe Mixon,CIN,2022,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1293,Travin Howard,LAR,2022,LB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1294,Garrett Bradbury,MIN,2022,C,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1295,Andrew Brown,CHI,2022,DT,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1296,Dalton Schultz,DAL,2022,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1297,Justin Watson,KC,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1298,Chase Edmonds,MIA / DEN,2022,RB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1299,Ross Dwelley,SF,2022,TE,12,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0
1300,Dallas Goedert,PHI,2022,TE,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1301,Parris Campbell,IND,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1302,Ryan Connelly,MIN,2022,LB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1303,Deshaun Watson,CLE,2022,QB,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1304,Richie James,NYG,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1305,Braxton Berrios,NYJ,2022,WR,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1306,Calvin Anderson,DEN,2022,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1307,Mike Thomas,CIN,2022,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1308,Jason Sanders,MIA,2022,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1309,Andrew Beck,DEN,2022,FB,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1310,Deebo Samuel Sr.,SF,2022,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1311,Kaleb McGary,ATL,2022,OT,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1312,Isaiah Wynn,NE,2022,OT,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1313,Isaiah McKenzie,BUF,2022,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1314,DeMarquis Gates,CHI,2022,LB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1315,Alex Bars,LV,2022,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1316,Quenton Nelson,IND,2022,G,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1317,Chukwuma Okorafor,PIT,2022,OT,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1318,Daniel Wise,WSH,2022,DE,11,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1319,Kenny Young,TB,2022,LB,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1320,Takkarist McKinley,LAR,2022,LB,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1321,Bryce Perkins,LAR,2022,QB,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1322,KaVontae Turpin,DAL,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1323,Carlos Davis,PIT,2022,DT,1,1,0,1,1.0,8,1,0,0,0,0,0,0,0,0
1324,Deionte Thompson,ARI,2022,S,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1325,Christian Kirk,JAX,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1326,Josiah Deguara,GB,2022,TE,17,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0
1327,Andy Isabella,ARI / BAL,2022,WR,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1328,Scotty Miller,TB,2022,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1329,Calvin Throckmorton,NO,2022,G,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1330,Micah Abernathy,GB,2022,S,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1331,DJ Moore,CAR,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1332,Danny Pinter,IND,2022,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1333,Jared Pinkney,LAR,2022,TE,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1334,Terence Steele,DAL,2022,OT,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1335,Tony Pollard,DAL,2022,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1336,Jack Fox,DET,2022,P,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1337,Lamar Jackson,BAL,2022,QB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1338,Jakobi Meyers,NE,2022,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1339,Darius Slayton,NYG,2022,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1340,Penny Hart,SEA,2022,WR,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1341,Ke'Shawn Vaughn,TB,2022,RB,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1342,Joe Giles-Harris,BUF,2022,LB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1343,Olamide Zaccheaus,ATL,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1344,Brycen Hopkins,LAR,2022,TE,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1345,Gerald Everett,LAC,2022,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1346,Herb Miller,CLE,2022,CB,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1347,Matt Ammendola,ARI / KC,2022,PK,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1348,Nick Leverett,TB,2022,G,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1349,Hayden Hurst,CIN,2022,TE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1350,JaMycal Hasty,JAX,2022,RB,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1351,Nick Westbrook-Ikhine,TEN,2022,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1352,Dane Cruikshank,CHI,2022,S,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1353,Jamie Gillan,NYG,2022,P,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1354,Greg Joseph,MIN,2022,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1355,Connor McGovern,DAL,2022,G,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1356,Michael Bandy,LAC,2022,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
