,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
2184,Jalyn Holmes,NO,2021,DE,8,7,7,14,0.0,0,2,1,0,0,0,0,0,0,0
2185,Jahlani Tavai,NE,2021,LB,13,6,8,14,0.0,0,0,0,0,0,0,0,0,1,0
2186,Jaquan Johnson,BUF,2021,S,17,8,6,14,0.0,0,0,1,1,25,1,0,0,0,0
2187,Clelin Ferrell,LV,2021,DE,16,8,6,14,1.5,8,1,1,0,0,0,0,0,0,0
2188,Robert Rochell,LAR,2021,CB,11,11,3,14,0.0,0,0,4,1,1,1,0,0,1,0
2189,Bryce Huff,NYJ,2021,DE,9,5,9,14,2.0,15,1,0,0,0,0,0,0,0,0
2190,AJ Epenesa,BUF,2021,DE,14,8,6,14,1.5,13,2,1,0,0,0,0,0,0,0
2191,John Penisini,DET,2021,DT,16,4,10,14,0.0,0,0,1,0,0,0,0,0,0,0
2192,Cam Sample,CIN,2021,DE,14,9,5,14,1.5,11,1,0,0,0,0,0,0,0,0
2193,Brandon Bolden,NE,2021,RB,17,11,2,13,0.0,0,0,0,0,0,0,0,0,0,0
2194,Joe Thomas,BAL / HOU,2021,LB,7,9,4,13,0.0,0,0,0,0,0,0,0,0,0,0
2195,Miles Killebrew,PIT,2021,S,17,9,4,13,0.0,0,1,0,0,0,0,0,0,0,0
2196,Ifeadi Odenigbo,CLE,2021,DE,9,7,6,13,0.0,0,0,0,0,0,0,0,0,1,0
2197,T.J. Green,ATL / HOU,2021,S,7,8,5,13,0.0,0,0,1,0,0,0,0,0,0,0
2198,Marcus Allen,PIT,2021,LB,16,6,7,13,0.0,0,0,0,0,0,0,0,0,0,0
2199,Keion Crossen,NYG,2021,CB,16,8,5,13,1.0,8,1,0,0,0,0,0,1,0,0
2200,Oshane Ximines,NYG,2021,LB,10,4,9,13,0.0,0,0,3,0,0,0,0,0,0,0
2201,Breiden Fehoko,LAC,2021,DT,8,5,8,13,0.0,0,0,0,0,0,0,0,0,0,0
2202,Neville Gallimore,DAL,2021,DT,5,5,8,13,1.5,12,3,0,0,0,0,0,0,0,0
2203,Jaire Alexander,GB,2021,CB,4,9,4,13,0.0,0,0,3,1,30,1,0,0,0,0
2204,Joe Gaziano,LAC,2021,DE,14,8,5,13,0.0,0,1,1,0,0,0,0,0,0,0
2205,J.R. Reed,NYG,2021,S,9,5,8,13,0.0,0,0,0,0,0,0,0,0,0,0
2206,Tim Settle,WSH,2021,DT,16,7,6,13,0.0,0,4,0,0,0,0,0,0,1,0
2207,Kristian Welch,BAL,2021,LB,16,3,10,13,0.0,0,0,0,0,0,0,0,0,0,0
2208,Josh Metellus,MIN,2021,S,16,8,5,13,0.0,0,0,1,0,0,0,0,0,0,0
2209,Thomas Graham Jr.,CHI,2021,CB,4,6,7,13,0.0,0,1,4,0,0,0,0,0,0,0
2210,Anthony Levine Sr.,BAL,2021,S,17,9,3,12,0.0,0,0,1,0,0,0,0,0,0,0
2211,Justin Bethel,NE,2021,CB,17,9,3,12,0.0,0,0,1,0,0,0,0,1,0,0
2212,Jeff Heath,NO,2021,S,16,10,2,12,1.0,1,1,0,0,0,0,0,0,0,0
2213,Darryl Roberts,WSH,2021,CB,6,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0
2214,Trae Waynes,CIN,2021,CB,5,11,1,12,0.0,0,0,1,0,0,0,0,0,0,0
2215,Justin Hardee Sr.,NYJ,2021,CB,16,5,7,12,0.0,0,0,0,0,0,0,0,0,0,0
2216,Josh Tupou,CIN,2021,DT,17,3,9,12,0.0,0,0,0,0,0,0,0,0,0,0
2217,Eli Ankou,BUF / TEN,2021,DT,6,5,7,12,1.0,2,1,0,0,0,0,0,0,0,0
2218,Tipa Galeai,GB,2021,LB,7,7,5,12,1.0,3,1,0,0,0,0,0,0,0,0
2219,Efe Obada,BUF,2021,DE,10,8,4,12,3.5,22,3,1,0,0,0,0,0,0,0
2220,Tim Ward,NYJ,2021,LB,11,5,7,12,0.0,0,0,2,0,0,0,0,0,0,0
2221,Josiah Bronson,CLE / NO,2021,DT,7,8,4,12,0.0,0,1,0,0,0,0,0,0,0,0
2222,John Reid,SEA,2021,CB,11,7,5,12,0.0,0,0,2,0,0,0,0,0,0,0
2223,Marqui Christian,CHI,2021,S,17,7,5,12,0.0,0,0,1,0,0,0,0,0,0,0
2224,Joshua Uche,NE,2021,LB,12,10,2,12,3.0,23,3,0,0,0,0,0,0,1,0
2225,Jalen Elliott,DET,2021,S,8,7,5,12,0.0,0,0,0,0,0,0,0,0,0,0
2226,Payton Turner,NO,2021,DE,5,9,3,12,1.0,4,3,0,0,0,0,0,0,0,0
2227,Josiah Scott,PHI,2021,CB,13,8,4,12,1.0,1,1,0,0,0,0,0,0,0,0
2228,K.J. Britt,TB,2021,LB,17,7,5,12,0.0,0,1,1,0,0,0,0,0,0,0
2229,Keisean Nixon,LV,2021,CB,11,7,5,12,0.0,0,0,0,0,0,0,0,0,0,0
2230,Matthew Slater,NE,2021,WR,17,3,8,11,0.0,0,0,0,0,0,0,0,0,0,0
2231,Steve McLendon,TB,2021,DT,12,7,4,11,0.5,2,1,1,1,0,1,0,1,0,0
2232,Richard Sherman,TB,2021,CB,5,11,0,11,0.0,0,0,1,1,0,1,0,0,1,0
2233,Lerentee McCray,JAX,2021,DE,12,7,4,11,0.0,0,1,0,0,0,0,0,0,0,0
2234,Vernon Butler,BUF,2021,DT,10,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
2235,Mack Hollins,MIA,2021,WR,17,9,2,11,0.0,0,0,0,0,0,0,0,0,0,0
2236,Marquel Lee,LV,2021,LB,11,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
2237,Tanner Vallejo,ARI,2021,LB,10,7,4,11,0.5,0,1,1,0,0,0,0,0,0,0
2238,Joe Walker,ARI,2021,LB,12,6,5,11,0.0,0,1,0,0,0,0,0,0,0,0
2239,Marcus Kemp,KC,2021,WR,16,9,2,11,0.0,0,1,0,0,0,0,0,0,0,0
2240,Calvin Munson,MIA / NE,2021,LB,10,7,4,11,0.0,0,1,0,0,0,0,0,0,0,0
2241,Chase Winovich,NE,2021,DE,13,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
2242,Luke Gifford,DAL,2021,LB,16,8,3,11,0.0,0,1,0,0,0,0,0,0,0,0
2243,Derick Roberson,TEN,2021,LB,5,6,5,11,1.5,25,3,0,0,0,0,0,0,0,0
2244,Stanley Morgan,CIN,2021,WR,17,8,3,11,0.0,0,0,0,0,0,0,0,0,0,0
2245,Michael Ojemudia,DEN,2021,CB,2,8,3,11,0.0,0,0,2,0,0,0,0,0,0,0
2246,Isaiah Oliver,ATL,2021,CB,4,7,4,11,0.0,0,0,3,0,0,0,0,1,1,0
2247,Penny Hart,SEA,2021,WR,17,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
2248,Cam Gill,TB,2021,LB,13,7,4,11,1.5,12,1,0,0,0,0,0,0,0,0
2249,Rashard Lawrence,ARI,2021,DT,11,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
2250,Travis Homer,SEA,2021,RB,14,6,5,11,0.0,0,0,0,0,0,0,0,1,1,0
2251,Trysten Hill,DAL,2021,DT,6,7,4,11,0.5,0,0,0,0,0,0,0,0,0,0
2252,Tavon Wilson,SF,2021,S,8,6,4,10,0.0,0,0,1,0,0,0,0,0,0,0
2253,Kevin Pierre-Louis,HOU,2021,LB,9,8,2,10,0.0,0,0,0,0,0,0,0,0,1,0
2254,C.J. Goodwin,DAL,2021,CB,17,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
2255,Justin Hamilton,DAL,2021,DT,9,6,4,10,0.0,0,1,0,0,0,0,0,0,0,0
2256,Ty Montgomery II,NO,2021,WR,14,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
2257,Deshazor Everett,WSH,2021,S,14,5,5,10,0.0,0,0,0,0,0,0,0,0,0,0
2258,Greg Mabin,TEN,2021,CB,5,9,1,10,0.0,0,0,1,0,0,0,0,0,0,0
2259,Brandon King,NE,2021,LB,16,4,6,10,0.0,0,0,0,0,0,0,0,0,0,0
2260,Bunmi Rotimi,WSH,2021,DE,9,5,5,10,1.0,2,1,0,0,0,0,0,0,0,0
2261,Isaac Yiadom,GB,2021,CB,16,9,1,10,0.0,0,0,0,0,0,0,0,0,0,0
2262,Matthew Adams,IND,2021,LB,17,8,2,10,0.0,0,0,0,0,0,0,0,0,0,0
2263,Daniel Wise,WSH,2021,DE,6,5,5,10,0.0,0,1,0,0,0,0,0,0,0,0
2264,Kyle Peko,TEN,2021,DT,8,7,3,10,2.0,5,2,0,0,0,0,0,1,0,0
2265,Bless Austin,SEA,2021,CB,11,8,2,10,0.0,0,0,0,0,0,0,0,0,0,0
2266,Andre Smith,BUF,2021,LB,15,4,6,10,0.0,0,0,0,0,0,0,0,0,1,0
2267,Marquise Copeland,LAR,2021,DT,9,4,6,10,0.0,0,1,0,0,0,0,0,0,0,0
2268,Sam Kamara,CHI,2021,DE,8,7,3,10,0.0,0,1,1,0,0,0,0,0,0,0
2269,Terrell Burgess,LAR,2021,S,16,4,6,10,0.0,0,0,0,0,0,0,0,0,0,0
2270,Malcolm Roach,NO,2021,DT,7,4,6,10,0.0,0,0,1,1,5,1,0,0,0,0
2271,Jamir Jones,PIT / LAR,2021,LB,15,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
2272,Hamsah Nasirildeen,NYJ,2021,LB,12,3,7,10,0.0,0,0,0,0,0,0,0,0,0,0
2273,DeeJay Dallas,SEA,2021,RB,17,6,4,10,0.0,0,0,0,0,0,0,0,1,0,0
2274,Tre Brown,SEA,2021,CB,5,9,1,10,0.0,0,0,1,0,0,0,0,0,0,0
2275,Jon Rhattigan,SEA,2021,LB,14,10,0,10,0.0,0,0,0,0,0,0,0,0,1,0
2276,Quinton Bohanna,DAL,2021,DT,14,3,7,10,0.0,0,0,0,0,0,0,0,0,0,0
2277,Jonathan Harris,DEN,2021,DT,3,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
2278,Damion Square,LV,2021,DE,9,3,6,9,0.5,2,0,0,0,0,0,0,0,0,0
2279,Demetrius Harris,ARI,2021,TE,14,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0
2280,Keith Smith,ATL,2021,FB,17,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0
2281,Elijhaa Penny,NYG,2021,RB,17,3,6,9,0.0,0,0,0,0,0,0,0,0,0,0
2282,Will Parks,NYJ,2021,S,4,7,2,9,0.0,0,1,1,0,0,0,0,0,0,0
2283,Nate Hairston,DEN,2021,CB,16,6,3,9,0.0,0,0,4,0,0,0,0,0,0,0
2284,Davontae Harris,LAC,2021,CB,6,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0
2285,Kemoko Turay,IND,2021,LB,13,6,3,9,5.5,38,5,0,0,0,0,0,0,1,0
2286,Derek Rivers,HOU,2021,DE,5,7,2,9,1.0,11,2,0,0,0,0,0,0,0,0
2287,Ty Summers,GB,2021,LB,14,8,1,9,0.0,0,0,0,0,0,0,0,0,1,0
2288,A.J. Moore Jr.,HOU,2021,S,12,7,2,9,0.0,0,0,0,0,0,0,0,1,0,0
2289,Jacob Tuioti-Mariner,ATL,2021,DT,6,5,4,9,2.0,20,2,1,0,0,0,0,0,0,0
2290,Dakota Allen,JAX,2021,LB,14,4,5,9,0.0,0,0,0,0,0,0,0,1,0,0
2291,Porter Gustin,CLE,2021,LB,6,6,3,9,0.0,0,0,0,0,0,0,0,0,1,0
2292,Jovante Moffatt,CLE,2021,S,5,5,4,9,0.0,0,0,0,0,0,0,0,0,0,0
2293,Khalid Kareem,CIN,2021,DE,7,5,4,9,0.0,0,1,0,0,0,0,0,1,1,0
2294,Cam Brown,NYG,2021,LB,12,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0
2295,Khaleke Hudson,WSH,2021,LB,12,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0
2296,Tylan Wallace,BAL,2021,WR,17,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0
2297,Marquise Blair,SEA,2021,S,6,5,4,9,0.0,0,1,2,0,0,0,0,0,0,0
2298,Trenton Cannon,BAL / SF,2021,RB,12,8,1,9,0.0,0,0,0,0,0,0,0,0,0,0
2299,Daviyon Nixon,CAR,2021,DT,7,1,8,9,0.5,5,0,0,0,0,0,0,0,0,0
2300,Nahshon Wright,DAL,2021,CB,13,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0
2301,Chris Smith,HOU,2021,DE,4,4,4,8,1.5,13,1,0,0,0,0,0,0,0,0
2302,James Vaughters,ATL,2021,LB,10,4,4,8,1.0,15,0,0,0,0,0,0,1,0,0
2303,Mario Edwards Jr.,CHI,2021,DE,12,2,6,8,2.0,16,1,1,0,0,0,0,0,0,0
2304,Kevin Peterson,ARI,2021,CB,4,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
2305,Josey Jewell,DEN,2021,LB,2,7,1,8,0.0,0,2,1,0,0,0,0,1,0,0
2306,Cethan Carter,MIA,2021,TE,16,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
2307,Darius Phillips,CIN,2021,CB,12,6,2,8,0.0,0,0,2,0,0,0,0,0,0,0
2308,Breon Borders,ARI / TEN,2021,CB,12,7,1,8,0.0,0,0,2,0,0,0,0,0,0,0
2309,Justin Zimmer,BUF,2021,DT,6,2,6,8,1.0,10,2,0,0,0,0,0,0,0,0
2310,Teez Tabor,CHI,2021,S,6,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
2311,L.J. Collier,SEA,2021,DE,10,3,5,8,0.0,0,1,1,0,0,0,0,0,0,0
2312,Khalen Saunders,KC,2021,DT,7,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0
2313,Deionte Thompson,ARI,2021,S,17,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
2314,Aaron Patrick,DEN,2021,LB,12,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
2315,Sheldrick Redwine,MIA / NYJ,2021,S,6,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
2316,Elerson Smith,NYG,2021,DE,8,2,6,8,0.0,0,0,0,0,0,0,0,1,0,0
2317,Dicaprio Bootle,KC,2021,CB,3,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
2318,Ben Skowronek,LAR,2021,WR,14,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
2319,Shemar Jean-Charles,GB,2021,CB,14,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
2320,Shaka Toney,WSH,2021,DE,10,2,6,8,1.5,13,1,0,0,0,0,0,0,0,0
2321,Caleb Johnson,CHI,2021,LB,14,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
2322,Larrell Murchison,TEN,2021,DT,11,4,4,8,0.0,0,1,0,0,0,0,0,0,0,0
2323,Tyree Gillespie,LV,2021,S,11,1,7,8,0.0,0,0,0,0,0,0,0,0,0,0
2324,Gary Brightwell,NYG,2021,RB,13,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0
2325,Isaiah Dunn,NYJ,2021,CB,12,7,1,8,0.0,0,0,2,0,0,0,0,0,0,0
2326,Javon Kinlaw,SF,2021,DT,4,1,7,8,0.0,0,0,0,0,0,0,0,0,0,0
2327,Dre Kirkpatrick,SF,2021,CB,6,6,1,7,0.0,0,1,0,0,0,0,0,0,0,0
2328,Bruce Irvin,CHI,2021,LB,6,2,5,7,0.0,0,0,1,0,0,0,0,0,0,0
2329,Josh Harris,ATL,2021,LS,17,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
2330,Chris Banjo,ARI,2021,S,16,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
2331,Dare Ogunbowale,JAX,2021,RB,17,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
2332,Dwayne Washington,NO,2021,RB,14,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
2333,Daryl Worley,BAL / DET,2021,CB,4,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
2334,Clayton Fejedelem,MIA,2021,S,16,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
2335,Dorian O'Daniel,KC,2021,LB,17,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
2336,Godwin Igwebuike,DET,2021,RB,17,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
2337,Chris Jones,TEN,2021,CB,7,5,2,7,0.0,0,0,1,0,0,0,0,0,0,0
2338,Justin Jackson,LAC,2021,RB,14,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
2339,Jason Cabinda,DET,2021,FB,14,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
2340,Mark Andrews,BAL,2021,TE,17,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
2341,Trent Harris,NYG,2021,DE,4,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
2342,Jalen Davis,CIN,2021,CB,15,2,5,7,0.0,0,0,1,0,0,0,0,1,0,0
2343,Cam Lewis,BUF,2021,CB,7,3,4,7,0.0,0,1,1,0,0,0,0,1,0,0
2344,Giovanni Ricci,CAR,2021,FB,16,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
2345,Equanimeous St. Brown,GB,2021,WR,13,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
2346,Michael Hoecht,LAR,2021,LB,17,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
2347,Charlie Woerner,SF,2021,TE,17,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
2348,Benny Snell Jr.,PIT,2021,RB,17,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
2349,Pat Jones II,MIN,2021,LB,9,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
2350,Stantley Thomas-Oliver III,CAR,2021,CB,12,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
2351,Darrick Forrest,WSH,2021,S,8,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
2352,Kemon Hall,LAC,2021,CB,16,4,3,7,0.0,0,0,0,0,0,0,0,0,1,0
2353,Brandon Zylstra,CAR,2021,WR,14,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
2354,Gunner Olszewski,NE,2021,WR,16,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
2355,Taiwan Jones,BUF,2021,RB,17,4,2,6,0.0,0,0,0,0,0,0,0,0,1,0
2356,John Simon,TEN,2021,LB,3,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2357,Daren Bates,ATL,2021,LB,7,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2358,Cassius Marsh,CHI,2021,LB,4,4,2,6,1.0,7,0,0,0,0,0,0,0,0,0
2359,Zach Kerr,ARI / SF,2021,DT,7,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0
2360,Damien Williams,CHI,2021,RB,12,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2361,Stephen Anderson,LAC,2021,TE,17,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
2362,Tye Smith,MIN,2021,CB,5,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
2363,Joe Jones,TEN,2021,LB,9,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0
2364,Noah Spence,CIN,2021,DE,2,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2365,Maurice Canady,DAL,2021,CB,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2366,Romeo Okwara,DET,2021,DE,4,3,3,6,1.0,6,1,0,0,0,0,0,0,0,0
2367,Austin Calitro,CIN,2021,LB,5,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2368,Brandon Wilson,CIN,2021,S,9,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
2369,Mike Ford,DEN,2021,CB,13,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
2370,Darrell Daniels,ARI,2021,TE,15,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
2371,Cam Sims,WSH,2021,WR,14,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2372,Troy Apke,WSH,2021,CB,17,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
2373,Steven Parker,NYG,2021,S,9,4,2,6,0.0,0,0,2,0,0,0,0,0,0,0
2374,Samaje Perine,CIN,2021,RB,16,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
2375,Nsimba Webster,CHI,2021,WR,6,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
2376,Jaylon Ferguson,BAL,2021,LB,10,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
2377,Kevin Strong,DET / TEN,2021,DE,6,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2378,Chris Lammons,KC,2021,CB,12,3,3,6,0.0,0,0,0,0,0,0,0,0,1,0
2379,Anthony Chesley,IND,2021,CB,9,6,0,6,0.0,0,0,0,0,0,0,0,0,1,0
2380,DJ Moore,CAR,2021,WR,17,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
2381,P.J. Locke,DEN,2021,S,16,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
2382,Jordan Glasgow,IND,2021,LB,12,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2383,Carter Coughlin,NYG,2021,LB,7,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0
2384,Brady Breeze,DET,2021,S,9,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
2385,Jared Mayden,PHI,2021,S,4,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
2386,Curtis Robinson,SF / DEN,2021,LB,6,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
2387,Noah Igbinoghene,MIA,2021,CB,7,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
2388,Dayo Odeyingbo,IND,2021,DE,10,5,1,6,0.5,0,0,0,0,0,0,0,1,0,0
2389,Tyson Alualu,PIT,2021,DT,2,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0
2390,Mike Daniels,CIN,2021,DT,2,5,0,5,0.0,0,1,0,0,0,0,0,0,0,0
2391,Bradley McDougald,JAX / TEN,2021,S,3,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
2392,Dee Ford,SF,2021,DE,6,3,2,5,3.0,18,2,0,0,0,0,0,1,0,0
2393,Jason Verrett,SF,2021,CB,1,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
2394,Eric Tomlinson,BAL,2021,TE,17,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
2395,Michael Burton,KC,2021,FB,16,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0
2396,Ryan Smith,LAC,2021,CB,4,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
2397,Chris Moore,HOU,2021,WR,12,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0
2398,Antwaun Woods,IND,2021,DT,7,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0
2399,KhaDarel Hodge,DET,2021,WR,16,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
2400,Sharif Finch,NO,2021,LB,2,0,5,5,0.0,0,0,0,0,0,0,0,0,0,0
2401,Bruce Hector,DET,2021,DT,3,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
2402,Corn Elder,WSH,2021,CB,5,5,0,5,0.0,0,0,1,0,0,0,0,0,0,0
2403,Daniel Ekuale,NE,2021,DT,7,4,1,5,2.0,13,2,0,0,0,0,0,0,0,0
2404,Jordan Evans,CIN,2021,LB,5,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
2405,Jake Kumerow,BUF,2021,WR,15,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
2406,Carlos Davis,PIT,2021,DT,4,3,2,5,0.0,0,1,0,0,0,0,0,0,0,0
2407,Tyler Davis,GB,2021,TE,14,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
2408,Chris Williamson,ATL,2021,CB,5,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
2409,Tony Pollard,DAL,2021,RB,15,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
2410,Olamide Zaccheaus,ATL,2021,WR,17,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
2411,Herb Miller,CLE,2021,CB,9,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
2412,JaMycal Hasty,SF,2021,RB,11,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
2413,J.J. Arcega-Whiteside,PHI,2021,WR,16,4,1,5,0.0,0,0,0,0,0,0,0,1,0,0
2414,Jonah Williams,LAR,2021,DE,8,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0
2415,William Bradley-King,WSH,2021,DE,3,0,5,5,0.5,3,0,0,0,0,0,0,0,0,0
2416,Myles Adams,SEA,2021,DE,2,0,5,5,0.0,0,0,0,0,0,0,0,0,0,0
2417,Jonathan Ward,ARI,2021,RB,13,3,2,5,0.0,0,0,0,0,0,0,0,1,0,0
2418,Darnell Mooney,CHI,2021,WR,17,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
2419,JuJu Hughes,LAR,2021,S,7,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
2420,Michael Dwumfour,HOU,2021,DT,3,3,2,5,0.5,4,2,0,0,0,0,0,0,0,0
2421,Racey McMath,TEN,2021,WR,9,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0
2422,Marlon Tuipulotu,PHI,2021,DT,5,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0
2423,Harrison Hand,MIN,2021,CB,9,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
2424,Jaycee Horn,CAR,2021,CB,3,3,2,5,0.0,0,0,1,1,13,1,0,0,0,0
2425,Elijah Moore,NYJ,2021,WR,11,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
2426,Patrick Scales,CHI,2021,LS,17,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
2427,Andrew DePaola,MIN,2021,LS,17,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
2428,Ryan Griffin,NYJ,2021,TE,14,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
2429,Nickell Robey-Coleman,DET,2021,CB,1,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
2430,Jason Myers,SEA,2021,PK,17,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
2431,J.P. Holtz,CHI,2021,TE,13,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
2432,Patrick O'Connor,TB,2021,DE,13,2,2,4,0.5,4,1,0,0,0,0,0,0,0,0
2433,Kevin White,NO,2021,WR,6,1,3,4,0.0,0,0,0,0,0,0,0,1,0,0
2434,Rashard Robinson,TB,2021,CB,7,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
2435,Tashawn Bower,MIN / NE,2021,LB,6,2,2,4,1.0,6,1,0,0,0,0,0,0,0,0
2436,Corey Clement,DAL,2021,RB,17,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
2437,Trayvon Henderson,CIN,2021,S,2,2,2,4,0.0,0,0,0,0,0,0,0,0,1,1
2438,Kai Nacua,NYJ,2021,S,4,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
2439,Zay Jones,LV,2021,WR,17,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
2440,Braxton Hoyett,NO,2021,DT,1,2,2,4,0.0,0,1,0,0,0,0,0,0,0,0
2441,Terry McLaurin,WSH,2021,WR,17,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
2442,Cullen Gillaspia,NYG,2021,LB,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
