,Name,Teams,Season,POS,GP,RUSH,REC,RET,TD,FG,XP,2PT,PTS,PTS/G
960,Terrace Marshall Jr.,CAR,2021,WR,13,0,0,0,0,0,0,1,2,0.2
961,Mitch Wishnowsky,SF,2021,P,17,0,0,0,0,0,1,0,1,0.1
962,Brandon Aubrey,DAL,2023,PK,17,0,0,0,0,36,49,0,157,9.2
963,Justin Tucker,BAL,2023,PK,17,0,0,0,0,32,51,0,147,8.6
964,Jason Myers,SEA,2023,PK,17,0,0,0,0,35,33,0,138,8.1
965,Harrison Butker,KC,2023,PK,17,0,0,0,0,33,38,0,137,8.1
966,Cairo Santos,CHI,2023,PK,17,0,0,0,0,35,31,0,136,8.0
967,Jake Elliott,PHI,2023,PK,17,0,0,0,0,30,45,0,135,7.9
968,Matt Gay,IND,2023,PK,17,0,0,0,0,33,35,0,134,7.9
969,Jason Sanders,MIA,2023,PK,17,0,0,0,0,24,58,0,130,7.6
970,Blake Grupe,NO,2023,PK,17,0,0,0,0,30,40,0,130,7.6
971,Cameron Dicker,LAC,2023,PK,17,0,0,0,0,31,35,0,128,7.5
972,Raheem Mostert,MIA,2023,RB,15,18,3,0,21,0,0,0,126,8.4
973,Christian McCaffrey,SF,2023,RB,16,14,7,0,21,0,0,0,126,7.9
974,Brandon McManus,JAX,2023,PK,17,0,0,0,0,30,35,0,125,7.4
975,Dustin Hopkins,CLE,2023,PK,15,0,0,0,0,33,24,0,123,8.2
976,Younghoe Koo,ATL,2023,PK,17,0,0,0,0,32,27,0,123,7.2
977,Jake Moody,SF,2023,PK,17,0,0,0,0,21,60,0,123,7.2
978,Tyler Bass,BUF,2023,PK,17,0,0,0,0,24,49,0,121,7.1
979,Greg Zuerlein,NYJ,2023,PK,16,0,0,0,0,35,15,0,120,7.5
980,Chase McLaughlin,TB,2023,PK,17,0,0,0,0,29,33,0,120,7.1
981,Wil Lutz,DEN,2023,PK,17,0,0,0,0,30,29,0,119,7.0
982,Evan McPherson,CIN,2023,PK,17,0,0,0,0,26,40,0,118,6.9
983,Nick Folk,TEN,2023,PK,17,0,0,0,0,29,28,0,115,6.8
984,Anders Carlson,GB,2023,PK,17,0,0,0,0,27,34,0,115,6.8
985,Chris Boswell,PIT,2023,PK,17,0,0,0,0,29,27,0,114,6.7
986,Daniel Carlson,LV,2023,PK,17,0,0,0,0,26,32,0,110,6.5
987,Greg Joseph,MIN,2023,PK,17,0,0,0,0,24,36,0,108,6.4
988,Matt Prater,ARI,2023,PK,17,0,0,0,0,28,22,0,106,6.2
989,Ka'imi Fairbairn,HOU,2023,PK,12,0,0,0,0,27,21,0,102,8.5
990,Eddy Pineiro,CAR,2023,PK,15,0,0,0,0,25,17,0,92,6.1
991,Kyren Williams,LAR,2023,RB,12,12,3,0,15,0,0,1,92,7.7
992,Josh Allen,BUF,2023,QB,17,15,0,0,15,0,0,0,90,5.3
993,Jalen Hurts,PHI,2023,QB,17,15,0,0,15,0,0,0,90,5.3
994,Joey Slye,WSH,2023,PK,17,0,0,0,0,19,32,0,89,5.2
995,Riley Patterson,CLE / DET,2023,PK,15,0,0,0,0,16,41,0,89,5.9
996,CeeDee Lamb,DAL,2023,WR,17,2,12,0,14,0,0,1,86,5.1
997,Gus Edwards,BAL,2023,RB,17,13,0,0,13,0,0,1,80,4.7
998,David Montgomery,DET,2023,RB,14,13,0,0,13,0,0,1,80,5.7
999,Mike Evans,TB,2023,WR,17,0,13,0,13,0,0,0,78,4.6
1000,Tyreek Hill,MIA,2023,WR,16,0,13,0,13,0,0,0,78,4.9
1001,Travis Etienne Jr.,JAX,2023,RB,17,11,1,0,12,0,0,2,76,4.5
1002,Joe Mixon,CIN,2023,RB,17,9,3,0,12,0,0,1,74,4.4
1003,Derrick Henry,TEN,2023,RB,17,12,0,0,12,0,0,0,72,4.2
1004,Deebo Samuel Sr.,SF,2023,WR,15,5,7,0,12,0,0,0,72,4.8
1005,Chad Ryland,NE,2023,PK,17,0,0,0,0,16,24,0,72,4.2
1006,De'Von Achane,MIA,2023,RB,11,8,3,0,11,0,0,0,66,6.0
1007,Jahmyr Gibbs,DET,2023,RB,15,10,1,0,11,0,0,0,66,4.4
1008,Brett Maher,LAR,2023,PK,8,0,0,0,0,17,13,0,64,8.0
1009,Lucas Havrisik,LAR,2023,PK,9,0,0,0,0,15,19,0,64,7.1
1010,Sam LaPorta,DET,2023,TE,17,0,10,0,10,0,0,2,64,3.8
1011,Saquon Barkley,NYG,2023,RB,14,6,4,0,10,0,0,1,62,4.4
1012,Jayden Reed,GB,2023,WR,16,2,8,0,10,0,0,1,62,3.9
1013,Courtland Sutton,DEN,2023,WR,16,0,10,0,10,0,0,0,60,3.8
1014,Jakobi Meyers,LV,2023,WR,16,2,8,0,10,0,0,0,60,3.8
1015,Amon-Ra St. Brown,DET,2023,WR,16,0,10,0,10,0,0,0,60,3.8
1016,Jordan Addison,MIN,2023,WR,17,0,10,0,10,0,0,0,60,3.5
1017,Brian Robinson Jr.,WSH,2023,RB,15,5,4,0,9,0,0,1,56,3.7
1018,Jerome Ford,CLE,2023,RB,17,4,5,0,9,0,0,1,56,3.3
1019,Breece Hall,NYJ,2023,RB,17,5,4,0,9,0,0,1,56,3.3
1020,James Conner,ARI,2023,RB,13,7,2,0,9,0,0,0,54,4.2
1021,Kareem Hunt,CLE,2023,RB,15,9,0,0,9,0,0,0,54,3.6
1022,DJ Moore,CHI,2023,WR,17,1,8,0,9,0,0,0,54,3.2
1023,Isiah Pacheco,KC,2023,RB,14,7,2,0,9,0,0,0,54,3.9
1024,Kenneth Walker III,SEA,2023,RB,15,8,1,0,9,0,0,0,54,3.6
1025,Rachaad White,TB,2023,RB,17,6,3,0,9,0,0,0,54,3.2
1026,Brandin Cooks,DAL,2023,WR,16,0,8,0,8,0,0,1,50,3.1
1027,Stefon Diggs,BUF,2023,WR,17,0,8,0,8,0,0,1,50,2.9
1028,Calvin Ridley,JAX,2023,WR,17,0,8,0,8,0,0,1,50,2.9
1029,Nico Collins,HOU,2023,WR,15,0,8,0,8,0,0,1,50,3.3
1030,Davante Adams,LV,2023,WR,17,0,8,0,8,0,0,0,48,2.8
1031,DK Metcalf,SEA,2023,WR,16,0,8,0,8,0,0,0,48,3.0
1032,Najee Harris,PIT,2023,RB,17,8,0,0,8,0,0,0,48,2.8
1033,Jonathan Taylor,IND,2023,RB,10,7,1,0,8,0,0,0,48,4.8
1034,Romeo Doubs,GB,2023,WR,17,0,8,0,8,0,0,0,48,2.8
1035,Bijan Robinson,ATL,2023,RB,17,4,4,0,8,0,0,0,48,2.8
1036,Zack Moss,IND,2023,RB,14,5,2,0,7,0,0,1,44,3.1
1037,Gabe Davis,BUF,2023,WR,17,0,7,0,7,0,0,1,44,2.6
1038,DeAndre Hopkins,TEN,2023,WR,17,0,7,0,7,0,0,0,42,2.5
1039,Keenan Allen,LAC,2023,WR,13,0,7,0,7,0,0,0,42,3.2
1040,Alvin Kamara,NO,2023,RB,13,5,1,0,6,0,0,3,42,3.2
1041,A.J. Brown,PHI,2023,WR,17,0,7,0,7,0,0,0,42,2.5
1042,DeVonta Smith,PHI,2023,WR,16,0,7,0,7,0,0,0,42,2.6
1043,Brandon Aiyuk,SF,2023,WR,16,0,7,0,7,0,0,0,42,2.6
1044,Ja'Marr Chase,CIN,2023,WR,16,0,7,0,7,0,0,0,42,2.6
1045,Tank Dell,HOU,2023,WR,11,0,7,0,7,0,0,0,42,3.8
1046,Rashee Rice,KC,2023,WR,16,0,7,0,7,0,0,0,42,2.6
1047,Graham Gano,NYG,2023,PK,8,0,0,0,0,11,8,0,41,5.1
1048,Joshua Dobbs,ARI / MIN,2023,QB,13,6,0,0,6,0,0,2,40,3.1
1049,Tony Pollard,DAL,2023,RB,17,6,0,0,6,0,0,1,38,2.2
1050,Zay Flowers,BAL,2023,WR,16,1,5,0,6,0,0,1,38,2.4
1051,Taysom Hill,NO,2023,QB,16,4,2,0,6,0,0,0,36,2.3
1052,George Kittle,SF,2023,TE,16,0,6,0,6,0,0,0,36,2.3
1053,Hunter Henry,NE,2023,TE,14,0,6,0,6,0,0,0,36,2.6
1054,Austin Ekeler,LAC,2023,RB,14,5,1,0,6,0,0,0,36,2.6
1055,Mark Andrews,BAL,2023,TE,10,0,6,0,6,0,0,0,36,3.6
1056,David Njoku,CLE,2023,TE,16,0,6,0,6,0,0,0,36,2.3
1057,Rashid Shaheed,NO,2023,WR,15,0,5,1,6,0,0,0,36,2.4
1058,Josh Jacobs,LV,2023,RB,13,6,0,0,6,0,0,0,36,2.8
1059,Cole Kmet,CHI,2023,TE,17,0,6,0,6,0,0,0,36,2.1
1060,D'Andre Swift,PHI,2023,RB,16,5,1,0,6,0,0,0,36,2.3
1061,James Cook,BUF,2023,RB,17,2,4,0,6,0,0,0,36,2.1
1062,Puka Nacua,LAR,2023,WR,17,0,6,0,6,0,0,0,36,2.1
1063,Tyler Lockett,SEA,2023,WR,17,0,5,0,5,0,0,2,34,2.0
1064,Javonte Williams,DEN,2023,RB,16,3,2,0,5,0,0,2,34,2.1
1065,Amari Cooper,CLE,2023,WR,15,0,5,0,5,0,0,1,32,2.1
1066,Cooper Kupp,LAR,2023,WR,12,0,5,0,5,0,0,1,32,2.7
1067,Chris Olave,NO,2023,WR,16,0,5,0,5,0,0,1,32,2.0
1068,Tyler Allgeier,ATL,2023,RB,17,4,1,0,5,0,0,1,32,1.9
1069,Sam Howell,WSH,2023,QB,17,5,0,0,5,0,0,1,32,1.9
1070,Travis Kelce,KC,2023,TE,15,0,5,0,5,0,0,0,30,2.0
1071,Jerick McKinnon,KC,2023,RB,12,1,4,0,5,0,0,0,30,2.5
1072,Ezekiel Elliott,NE,2023,RB,17,3,2,0,5,0,0,0,30,1.8
1073,Josh Reynolds,DET,2023,WR,17,0,5,0,5,0,0,0,30,1.8
1074,DJ Chark Jr.,CAR,2023,WR,15,0,5,0,5,0,0,0,30,2.0
1075,Dalton Schultz,HOU,2023,TE,15,0,5,0,5,0,0,0,30,2.0
1076,Curtis Samuel,WSH,2023,WR,16,1,4,0,5,0,0,0,30,1.9
1077,D'Onta Foreman,CHI,2023,RB,9,4,1,0,5,0,0,0,30,3.3
1078,Lamar Jackson,BAL,2023,QB,16,5,0,0,5,0,0,0,30,1.9
1079,Diontae Johnson,PIT,2023,WR,14,0,5,0,5,0,0,0,30,2.1
1080,T.J. Hockenson,MIN,2023,TE,15,0,5,0,5,0,0,0,30,2.0
1081,Desmond Ridder,ATL,2023,QB,15,5,0,0,5,0,0,0,30,2.0
1082,Tee Higgins,CIN,2023,WR,12,0,5,0,5,0,0,0,30,2.5
1083,Chuba Hubbard,CAR,2023,RB,17,5,0,0,5,0,0,0,30,1.8
1084,Jake Ferguson,DAL,2023,TE,17,0,5,0,5,0,0,0,30,1.8
1085,Christian Watson,GB,2023,WR,9,0,5,0,5,0,0,0,30,3.3
1086,DaRon Bland,DAL,2023,CB,17,0,0,5,5,0,0,0,30,1.8
1087,Justin Jefferson,MIN,2023,WR,10,0,5,0,5,0,0,0,30,3.0
1088,Isaiah Likely,BAL,2023,TE,17,0,5,0,5,0,0,0,30,1.8
1089,George Pickens,PIT,2023,WR,17,0,5,0,5,0,0,0,30,1.8
1090,Matt Ammendola,HOU,2023,PK,5,0,0,0,0,6,10,0,28,5.6
1091,Michael Pittman Jr.,IND,2023,WR,16,0,4,0,4,0,0,2,28,1.8
1092,Adam Thielen,CAR,2023,WR,17,0,4,0,4,0,0,1,26,1.5
1093,Logan Thomas,WSH,2023,TE,16,0,4,0,4,0,0,1,26,1.6
1094,Brandon Johnson,DEN,2023,WR,13,0,4,0,4,0,0,1,26,2.0
1095,Cade Otton,TB,2023,TE,17,0,4,0,4,0,0,1,26,1.5
1096,Randy Bullock,NYG,2023,PK,6,0,0,0,0,5,10,0,25,4.2
1097,Michael Badgley,DET,2023,PK,4,0,0,0,0,4,13,0,25,6.3
1098,Jimmy Graham,NO,2023,TE,13,0,4,0,4,0,0,0,24,1.8
1099,Latavius Murray,BUF,2023,RB,16,4,0,0,4,0,0,0,24,1.5
1100,Nelson Agholor,BAL,2023,WR,17,0,4,0,4,0,0,0,24,1.4
1101,Demarcus Robinson,LAR,2023,WR,16,0,4,0,4,0,0,0,24,1.5
1102,Kendrick Bourne,NE,2023,WR,8,0,4,0,4,0,0,0,24,3.0
1103,Evan Engram,JAX,2023,TE,17,0,4,0,4,0,0,0,24,1.4
1104,Terry McLaurin,WSH,2023,WR,17,0,4,0,4,0,0,0,24,1.4
1105,Andrew Beck,HOU,2023,FB,15,1,2,1,4,0,0,0,24,1.6
1106,KaVontae Turpin,DAL,2023,WR,16,1,3,0,4,0,0,0,24,1.5
1107,Donald Parham Jr.,LAC,2023,TE,14,0,4,0,4,0,0,0,24,1.7
1108,Darius Slayton,NYG,2023,WR,17,0,4,0,4,0,0,0,24,1.4
1109,Juwan Johnson,NO,2023,TE,13,0,4,0,4,0,0,0,24,1.8
1110,Jordan Love,GB,2023,QB,17,4,0,0,4,0,0,0,24,1.4
1111,Justice Hill,BAL,2023,RB,16,3,1,0,4,0,0,0,24,1.5
1112,Rico Dowdle,DAL,2023,RB,16,2,2,0,4,0,0,0,24,1.5
1113,Devin Singletary,HOU,2023,RB,17,4,0,0,4,0,0,0,24,1.4
1114,Marquise Brown,ARI,2023,WR,14,0,4,0,4,0,0,0,24,1.7
1115,Trevor Lawrence,JAX,2023,QB,16,4,0,0,4,0,0,0,24,1.5
1116,Jahan Dotson,WSH,2023,WR,17,0,4,0,4,0,0,0,24,1.4
1117,A.T. Perry,NO,2023,WR,10,0,4,0,4,0,0,0,24,2.4
1118,Justin Fields,CHI,2023,QB,13,4,0,0,4,0,0,0,24,1.8
1119,Andrei Iosivas,CIN,2023,WR,16,0,4,0,4,0,0,0,24,1.5
1120,Jaylen Waddle,MIA,2023,WR,14,0,4,0,4,0,0,0,24,1.7
1121,Dontayvion Wicks,GB,2023,WR,15,0,4,0,4,0,0,0,24,1.6
1122,Anthony Richardson,IND,2023,QB,4,4,0,0,4,0,0,0,24,6.0
1123,Jaxon Smith-Njigba,SEA,2023,WR,17,0,4,0,4,0,0,0,24,1.4
1124,Rhamondre Stevenson,NE,2023,RB,12,4,0,0,4,0,0,0,24,2.0
1125,Jaylen Warren,PIT,2023,RB,17,4,0,0,4,0,0,0,24,1.4
1126,Mason Crosby,NYG,2023,PK,3,0,0,0,0,5,6,0,21,7.0
1127,Mo Alie-Cox,IND,2023,TE,17,0,3,0,3,0,0,1,20,1.2
1128,Chris Godwin,TB,2023,WR,17,1,2,0,3,0,0,1,20,1.2
1129,Nick Westbrook-Ikhine,TEN,2023,WR,14,0,3,0,3,0,0,1,20,1.4
1130,Khalil Herbert,CHI,2023,RB,12,2,1,0,3,0,0,1,20,1.7
1131,Michael Wilson,ARI,2023,WR,13,0,3,0,3,0,0,1,20,1.5
1132,Tutu Atwell,LAR,2023,WR,16,0,3,0,3,0,0,1,20,1.3
1133,C.J. Stroud,HOU,2023,QB,15,3,0,0,3,0,0,1,20,1.3
1134,Julio Jones,PHI,2023,WR,11,0,3,0,3,0,0,0,18,1.6
1135,Russell Wilson,DEN,2023,QB,15,3,0,0,3,0,0,0,18,1.2
1136,Odell Beckham Jr.,BAL,2023,WR,14,0,3,0,3,0,0,0,18,1.3
1137,Aaron Jones,GB,2023,RB,11,2,1,0,3,0,0,0,18,1.6
1138,Jonnu Smith,ATL,2023,TE,17,0,3,0,3,0,0,0,18,1.1
1139,Justin Watson,KC,2023,WR,16,0,3,0,3,0,0,0,18,1.1
1140,Dallas Goedert,PHI,2023,TE,14,0,3,0,3,0,0,0,18,1.3
1141,Jake Browning,CIN,2023,QB,9,3,0,0,3,0,0,0,18,2.0
1142,Christian Kirk,JAX,2023,WR,12,0,3,0,3,0,0,0,18,1.5
1143,Adam Trautman,DEN,2023,TE,17,0,3,0,3,0,0,0,18,1.1
1144,K.J. Osborn,MIN,2023,WR,16,0,3,0,3,0,0,0,18,1.1
1145,Kyler Murray,ARI,2023,QB,8,3,0,0,3,0,0,0,18,2.3
1146,Gerald Everett,LAC,2023,TE,15,0,3,0,3,0,0,0,18,1.2
1147,Cedrick Wilson Jr.,MIA,2023,WR,15,0,3,0,3,0,0,0,18,1.2
1148,Gardner Minshew,IND,2023,QB,17,3,0,0,3,0,0,0,18,1.1
1149,Justin Herbert,LAC,2023,QB,13,3,0,0,3,0,0,0,18,1.4
1150,Lil'Jordan Humphrey,DEN,2023,WR,17,0,3,0,3,0,0,0,18,1.1
1151,Harrison Bryant,CLE,2023,TE,17,0,3,0,3,0,0,0,18,1.1
1152,Alexander Mattison,MIN,2023,RB,16,0,3,0,3,0,0,0,18,1.1
1153,Ty Chandler,MIN,2023,RB,17,3,0,0,3,0,0,0,18,1.1
1154,Isaiah Hodgins,NYG,2023,WR,17,0,3,0,3,0,0,0,18,1.1
1155,Dameon Pierce,HOU,2023,RB,14,2,0,1,3,0,0,0,18,1.3
1156,Kyle Pitts,ATL,2023,TE,17,0,3,0,3,0,0,0,18,1.1
1157,Antonio Gibson,WSH,2023,RB,16,1,2,0,3,0,0,0,18,1.1
1158,Jake Bobo,SEA,2023,WR,17,1,2,0,3,0,0,0,18,1.1
1159,Jordan Mason,SF,2023,RB,17,3,0,0,3,0,0,0,18,1.1
1160,Trey McBride,ARI,2023,TE,17,0,3,0,3,0,0,0,18,1.1
1161,Ronnie Bell,SF,2023,WR,17,0,3,0,3,0,0,0,18,1.1
1162,Tommy Tremble,CAR,2023,TE,16,0,3,0,3,0,0,0,18,1.1
1163,Jameson Williams,DET,2023,WR,12,1,2,0,3,0,0,0,18,1.5
1164,Trey Palmer,TB,2023,WR,17,0,3,0,3,0,0,0,18,1.1
1165,Tyjae Spears,TEN,2023,RB,17,2,1,0,3,0,0,0,18,1.1
1166,Garrett Wilson,NYJ,2023,WR,17,0,3,0,3,0,0,0,18,1.1
1167,David Bell,CLE,2023,WR,15,0,3,0,3,0,0,0,18,1.2
1168,Jaleel McLaughlin,DEN,2023,RB,17,1,2,0,3,0,0,0,18,1.1
1169,Dawson Knox,BUF,2023,TE,13,0,2,0,2,0,0,1,14,1.1
1170,Pat Freiermuth,PIT,2023,TE,12,0,2,0,2,0,0,1,14,1.2
1171,Kenneth Gainwell,PHI,2023,RB,16,2,0,0,2,0,0,1,14,0.9
1172,Drake London,ATL,2023,WR,16,0,2,0,2,0,0,1,14,0.9
1173,Michael Mayer,LV,2023,TE,14,0,2,0,2,0,0,1,14,1.0
1174,Kyle Juszczyk,SF,2023,FB,17,0,2,0,2,0,0,0,12,0.7
1175,Tyler Higbee,LAR,2023,TE,15,0,2,0,2,0,0,0,12,0.8
1176,Dak Prescott,DAL,2023,QB,17,2,0,0,2,0,0,0,12,0.7
1177,Mitchell Trubisky,PIT,2023,QB,5,2,0,0,2,0,0,0,12,2.4
1178,Tyler Boyd,CIN,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1179,Jared Goff,DET,2023,QB,17,2,0,0,2,0,0,0,12,0.7
1180,Zay Jones,JAX,2023,WR,9,0,2,0,2,0,0,0,12,1.3
1181,Mike Gesicki,NE,2023,TE,17,0,2,0,2,0,0,0,12,0.7
1182,Noah Brown,HOU,2023,WR,10,0,2,0,2,0,0,0,12,1.2
1183,Royce Freeman,LAR,2023,RB,14,2,0,0,2,0,0,0,12,0.9
1184,Deshaun Watson,CLE,2023,QB,6,1,0,0,1,0,0,3,12,2.0
1185,Drew Sample,CIN,2023,TE,17,0,2,0,2,0,0,0,12,0.7
1186,Joshua Kelley,LAC,2023,RB,17,2,0,0,2,0,0,0,12,0.7
1187,Scotty Miller,ATL,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1188,Olamide Zaccheaus,PHI,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1189,Josh Oliver,MIN,2023,TE,17,0,2,0,2,0,0,0,12,0.7
1190,Jack Jones,LV / NE,2023,CB,11,0,0,2,2,0,0,0,12,1.1
1191,Michael Gallup,DAL,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1192,Greg Dortch,ARI,2023,WR,16,0,2,0,2,0,0,0,12,0.8
1193,Darrell Henderson Jr.,LAR,2023,RB,4,2,0,0,2,0,0,0,12,3.0
1194,Tony Jones Jr.,ARI / NO,2023,RB,7,2,0,0,2,0,0,0,12,1.7
1195,Kenny Moore II,IND,2023,CB,16,0,0,2,2,0,0,0,12,0.8
1196,AJ Dillon,GB,2023,RB,15,2,0,0,2,0,0,0,12,0.8
1197,Cam Akers,LAR / MIN,2023,RB,7,2,0,0,2,0,0,0,12,1.7
1198,Noah Gray,KC,2023,TE,17,0,2,0,2,0,0,0,12,0.7
1199,Ihmir Smith-Marsette,CAR,2023,WR,17,1,0,1,2,0,0,0,12,0.7
1200,Jerry Jeudy,DEN,2023,WR,16,0,2,0,2,0,0,0,12,0.8
1201,Elijah Mitchell,SF,2023,RB,11,2,0,0,2,0,0,0,12,1.1
1202,Clyde Edwards-Helaire,KC,2023,RB,15,1,1,0,2,0,0,0,12,0.8
1203,Joshua Palmer,LAC,2023,WR,11,0,2,0,2,0,0,0,12,1.1
1204,Colby Parkinson,SEA,2023,TE,17,0,2,0,2,0,0,0,12,0.7
1205,Salvon Ahmed,MIA,2023,RB,8,1,1,0,2,0,0,0,12,1.5
1206,Calvin Austin III,PIT,2023,WR,17,1,1,0,2,0,0,0,12,0.7
1207,Jalen Tolbert,DAL,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1208,Alec Pierce,IND,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1209,Brock Purdy,SF,2023,QB,16,2,0,0,2,0,0,0,12,0.8
1210,Emari Demercado,ARI,2023,RB,14,2,0,0,2,0,0,0,12,0.9
1211,Brevin Jordan,HOU,2023,TE,14,0,2,0,2,0,0,0,12,0.9
1212,Chris Rodriguez Jr.,WSH,2023,RB,13,2,0,0,2,0,0,0,12,0.9
1213,Luke Schoonmaker,DAL,2023,TE,17,0,2,0,2,0,0,0,12,0.7
1214,Elijah Moore,CLE,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1215,Rondale Moore,ARI,2023,WR,17,1,1,0,2,0,0,0,12,0.7
1216,Khalil Shakir,BUF,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1217,Dalton Kincaid,BUF,2023,TE,16,0,2,0,2,0,0,0,12,0.8
1218,Deonte Harty,BUF,2023,WR,16,0,1,1,2,0,0,0,12,0.8
1219,Roschon Johnson,CHI,2023,RB,15,2,0,0,2,0,0,0,12,0.8
1220,Xavier Gipson,NYJ,2023,WR,17,1,0,1,2,0,0,0,12,0.7
1221,Tre Tucker,LV,2023,WR,16,0,2,0,2,0,0,0,12,0.8
1222,Tank Bigsby,JAX,2023,RB,17,2,0,0,2,0,0,0,12,0.7
1223,Quentin Johnston,LAC,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1224,Parker Washington,JAX,2023,WR,9,0,2,0,2,0,0,0,12,1.3
1225,Tyson Bagent,CHI,2023,QB,5,2,0,0,2,0,0,0,12,2.4
1226,Wan'Dale Robinson,NYG,2023,WR,15,1,1,0,2,0,0,0,12,0.8
1227,Tucker Kraft,GB,2023,TE,17,0,2,0,2,0,0,0,12,0.7
1228,Keaton Mitchell,BAL,2023,RB,8,2,0,0,2,0,0,0,12,1.5
1229,Marvin Mims Jr.,DEN,2023,WR,16,0,1,1,2,0,0,0,12,0.8
1230,Josh Downs,IND,2023,WR,17,0,2,0,2,0,0,0,12,0.7
1231,Drew Ogletree,IND,2023,TE,12,0,2,0,2,0,0,0,12,1.0
1232,Randall Cobb,NYJ,2023,WR,11,0,1,0,1,0,0,1,8,0.7
1233,Brandon Bolden,LV,2023,RB,17,1,0,0,1,0,0,1,8,0.5
1234,Clayton Tune,ARI,2023,QB,7,1,0,0,1,0,0,1,8,1.1
1235,Marcedes Lewis,CHI,2023,TE,17,0,1,0,1,0,0,0,6,0.4
1236,Ryan Tannehill,TEN,2023,QB,10,1,0,0,1,0,0,0,6,0.6
1237,Cordarrelle Patterson,ATL,2023,RB,14,0,1,0,1,0,0,0,6,0.4
1238,Zach Ertz,ARI,2023,TE,7,0,1,0,1,0,0,0,6,0.9
1239,John Jenkins,LV,2023,DT,17,0,0,1,1,0,0,0,6,0.4
1240,Tyrann Mathieu,NO,2023,S,17,0,0,1,1,0,0,0,6,0.4
1241,Darius Slay Jr.,PHI,2023,CB,12,0,0,1,1,0,0,0,6,0.5
1242,Geno Smith,SEA,2023,QB,15,1,0,0,1,0,0,0,6,0.4
1243,Robert Woods,HOU,2023,WR,14,0,1,0,1,0,0,0,6,0.4
1244,Cody Davis,NE,2023,S,11,0,0,1,1,0,0,0,6,0.5
1245,Shaquil Barrett,TB,2023,LB,16,0,0,1,1,0,0,0,6,0.4
1246,Tyler Johnson,LAR,2023,WR,1,0,1,0,1,0,0,0,6,6.0
1247,MyCole Pruitt,ATL,2023,TE,17,0,1,0,1,0,0,0,6,0.4
1248,Blake Bell,KC,2023,TE,17,0,1,0,1,0,0,0,6,0.4
1249,Jordan Hicks,MIN,2023,LB,13,0,0,1,1,0,0,0,6,0.5
1250,Troy Hill,CAR,2023,CB,16,0,0,1,1,0,0,0,6,0.4
1251,Taylor Heinicke,ATL,2023,QB,5,1,0,0,1,0,0,0,6,1.2
1252,Carson Wentz,LAR,2023,QB,2,1,0,0,1,0,0,0,6,3.0
1253,C.J. Uzomah,NYJ,2023,TE,12,0,1,0,1,0,0,0,6,0.5
1254,Robbie Chosen,MIA,2023,WR,9,0,1,0,1,0,0,0,6,0.7
1255,Melvin Gordon III,BAL,2023,RB,4,1,0,0,1,0,0,0,6,1.5
1256,Jamison Crowder,WSH,2023,WR,17,0,1,0,1,0,0,0,6,0.4
1257,Darren Waller,NYG,2023,TE,12,0,1,0,1,0,0,0,6,0.5
1258,Marcus Peters,LV,2023,CB,12,0,0,1,1,0,0,0,6,0.5
1259,Sheldon Rankins,HOU,2023,DT,15,0,0,1,1,0,0,0,6,0.4
1260,Pharaoh Brown,NE,2023,TE,17,0,1,0,1,0,0,0,6,0.4
1261,DeForest Buckner,IND,2023,DT,17,0,0,1,1,0,0,0,6,0.4
1262,Kalif Raymond,DET,2023,WR,17,0,1,0,1,0,0,0,6,0.4
1263,Patrick Ricard,BAL,2023,FB,17,0,1,0,1,0,0,0,6,0.4
1264,Michael Thomas,NO,2023,WR,10,0,1,0,1,0,0,0,6,0.6
1265,Sterling Shepard,NYG,2023,WR,15,0,1,0,1,0,0,0,6,0.4
1266,Alex Erickson,LAC,2023,WR,8,0,1,0,1,0,0,0,6,0.8
1267,Jamaal Williams,NO,2023,RB,13,1,0,0,1,0,0,0,6,0.5
1268,Mike Williams,LAC,2023,WR,3,0,1,0,1,0,0,0,6,2.0
1269,T.J. Watt,PIT,2023,LB,17,0,0,1,1,0,0,0,6,0.4
1270,Keith Kirkwood,NO,2023,WR,13,0,1,0,1,0,0,0,6,0.5
1271,Matt Breida,NYG,2023,RB,17,1,0,0,1,0,0,0,6,0.4
1272,Foyesade Oluokun,JAX,2023,LB,17,0,0,1,1,0,0,0,6,0.4
1273,Tanner Hudson,CIN,2023,TE,12,0,1,0,1,0,0,0,6,0.5
1274,Marquez Valdes-Scantling,KC,2023,WR,16,0,1,0,1,0,0,0,6,0.4
1275,River Cracraft,MIA,2023,WR,10,0,1,0,1,0,0,0,6,0.6
1276,Johnny Mundt,MIN,2023,TE,17,0,1,0,1,0,0,0,6,0.4
1277,Baker Mayfield,TB,2023,QB,17,1,0,0,1,0,0,0,6,0.4
1278,Zach Sieler,MIA,2023,DT,17,0,0,1,1,0,0,0,6,0.4
1279,Jamal Agnew,JAX,2023,WR,11,0,1,0,1,0,0,0,6,0.5
