,Name,Teams,Season,POS,GP,RUSH,REC,RET,TD,FG,XP,2PT,PTS,PTS/G
94,David Montgomery,CHI,2022,RB,16,5,1,0,6,0,0,0,36,2.3
95,Devin Singletary,BUF,2022,RB,16,5,1,0,6,0,0,0,36,2.3
96,DK Metcalf,SEA,2022,WR,17,0,6,0,6,0,0,0,36,2.1
97,Alexander Mattison,MIN,2022,RB,17,5,1,0,6,0,0,0,36,2.1
98,Jerry Jeudy,DEN,2022,WR,15,0,6,0,6,0,0,0,36,2.4
99,Clyde Edwards-Helaire,KC,2022,RB,10,3,3,0,6,0,0,0,36,3.6
100,Amon-Ra St. Brown,DET,2022,WR,16,0,6,0,6,0,0,0,36,2.3
101,Rhamondre Stevenson,NE,2022,RB,17,5,1,0,6,0,0,0,36,2.1
102,Tyler Boyd,CIN,2022,WR,16,0,5,0,5,0,0,1,32,2.0
103,Zay Jones,JAX,2022,WR,16,0,5,0,5,0,0,1,32,2.0
104,Russell Gage,TB,2022,WR,13,0,5,0,5,0,0,1,32,2.5
105,Mark Andrews,BAL,2022,TE,15,0,5,0,5,0,0,1,32,2.1
106,D'Onta Foreman,CAR,2022,RB,17,5,0,0,5,0,0,1,32,1.9
107,Jordan Akins,HOU,2022,TE,15,0,5,0,5,0,0,1,32,2.1
108,Travis Etienne Jr.,JAX,2022,RB,17,5,0,0,5,0,0,1,32,1.9
109,George Pickens,PIT,2022,WR,17,1,4,0,5,0,0,1,32,1.9
110,Raheem Mostert,MIA,2022,RB,16,3,2,0,5,0,0,0,30,1.9
111,Kenyan Drake,BAL,2022,RB,12,4,1,0,5,0,0,0,30,2.5
112,Mike Gesicki,MIA,2022,TE,17,0,5,0,5,0,0,0,30,1.8
113,Dalton Schultz,DAL,2022,TE,15,0,5,0,5,0,0,0,30,2.0
114,Terry McLaurin,WSH,2022,WR,17,0,5,0,5,0,0,0,30,1.8
115,Curtis Samuel,WSH,2022,WR,17,1,4,0,5,0,0,0,30,1.8
116,Deebo Samuel Sr.,SF,2022,WR,13,3,2,0,5,0,0,0,30,2.3
117,Isaiah McKenzie,BUF,2022,WR,15,1,4,0,5,0,0,0,30,2.0
118,Joe Burrow,CIN,2022,QB,16,5,0,0,5,0,0,0,30,1.9
119,K.J. Osborn,MIN,2022,WR,17,0,5,0,5,0,0,0,30,1.8
120,Khalil Herbert,CHI,2022,RB,13,4,1,0,5,0,0,0,30,2.3
121,Devin Duvernay,BAL,2022,WR,14,1,3,1,5,0,0,0,30,2.1
122,James Robinson,JAX / NYJ,2022,RB,11,3,2,0,5,0,0,0,30,2.7
123,Dameon Pierce,HOU,2022,RB,13,4,1,0,5,0,0,0,30,2.3
124,Antonio Gibson,WSH,2022,RB,15,3,2,0,5,0,0,0,30,2.0
125,Trevor Lawrence,JAX,2022,QB,17,5,0,0,5,0,0,0,30,1.8
126,Isiah Pacheco,KC,2022,RB,17,5,0,0,5,0,0,0,30,1.8
127,Breece Hall,NYJ,2022,RB,7,4,1,0,5,0,0,0,30,4.3
128,Zach Ertz,ARI,2022,TE,10,0,4,0,4,0,0,2,28,2.8
129,Evan Engram,JAX,2022,TE,17,0,4,0,4,0,0,1,26,1.5
130,Patrick Mahomes,KC,2022,QB,17,4,0,0,4,0,0,1,26,1.5
131,Gerald Everett,LAC,2022,TE,16,0,4,0,4,0,0,1,26,1.6
132,Isaiah Hodgins,BUF / NYG,2022,WR,10,0,4,0,4,0,0,1,26,2.6
133,Chris Olave,NO,2022,WR,15,0,4,0,4,0,0,1,26,1.7
134,Tyler Allgeier,ATL,2022,RB,16,3,1,0,4,0,0,1,26,1.6
135,Drake London,ATL,2022,WR,17,0,4,0,4,0,0,1,26,1.5
136,Keenan Allen,LAC,2022,WR,10,0,4,0,4,0,0,0,24,2.4
137,Marquise Goodwin,SEA,2022,WR,13,0,4,0,4,0,0,0,24,1.8
138,MyCole Pruitt,ATL,2022,TE,13,0,4,0,4,0,0,0,24,1.8
139,Marcus Mariota,ATL,2022,QB,13,4,0,0,4,0,0,0,24,1.8
140,Mack Hollins,LV,2022,WR,17,0,4,0,4,0,0,0,24,1.4
141,Mike Williams,LAC,2022,WR,13,0,4,0,4,0,0,0,24,1.8
142,Alvin Kamara,NO,2022,RB,15,2,2,0,4,0,0,0,24,1.6
143,Kareem Hunt,CLE,2022,RB,17,3,1,0,4,0,0,0,24,1.4
144,Richie James,NYG,2022,WR,17,0,4,0,4,0,0,0,24,1.4
145,David Njoku,CLE,2022,TE,14,0,4,0,4,0,0,0,24,1.7
146,Dontrell Hilliard,TEN,2022,RB,12,0,4,0,4,0,0,0,24,2.0
147,Nyheim Hines,IND / BUF,2022,RB,16,1,1,2,4,0,0,0,24,1.5
148,Trenton Irwin,CIN,2022,WR,9,0,4,0,4,0,0,0,24,2.7
149,Michael Pittman Jr.,IND,2022,WR,16,0,4,0,4,0,0,0,24,1.5
150,Noah Fant,SEA,2022,TE,17,0,4,0,4,0,0,0,24,1.4
151,Michael Gallup,DAL,2022,WR,14,0,4,0,4,0,0,0,24,1.7
152,Jonathan Taylor,IND,2022,RB,11,4,0,0,4,0,0,0,24,2.2
153,Brock Wright,DET,2022,TE,17,0,4,0,4,0,0,0,24,1.4
154,Donovan Peoples-Jones,CLE,2022,WR,17,0,3,1,4,0,0,0,24,1.4
155,Kenneth Gainwell,PHI,2022,RB,17,4,0,0,4,0,0,0,24,1.4
156,Garrett Wilson,NYJ,2022,WR,17,0,4,0,4,0,0,0,24,1.4
157,Shane Zylstra,DET,2022,TE,13,0,4,0,4,0,0,0,24,1.8
158,Austin Seibert,DET,2022,PK,3,0,0,0,0,3,12,0,21,7.0
159,Jamal Agnew,JAX,2022,WR,15,0,3,0,3,0,0,1,20,1.3
160,Chris Godwin,TB,2022,WR,15,0,3,0,3,0,0,1,20,1.3
161,Kyler Murray,ARI,2022,QB,11,3,0,0,3,0,0,1,20,1.8
162,Matt Ammendola,ARI / KC,2022,PK,4,0,0,0,0,5,5,0,20,5.0
163,Joshua Palmer,LAC,2022,WR,16,0,3,0,3,0,0,1,20,1.3
164,Chigoziem Okonkwo,TEN,2022,TE,17,0,3,0,3,0,0,1,20,1.2
165,Daniel Bellinger,NYG,2022,TE,12,1,2,0,3,0,0,1,20,1.7
166,Russell Wilson,DEN,2022,QB,15,3,0,0,3,0,0,0,18,1.2
167,Marvin Jones Jr.,JAX,2022,WR,16,0,3,0,3,0,0,0,18,1.1
168,DeAndre Hopkins,ARI,2022,WR,9,0,3,0,3,0,0,0,18,2.0
169,Brandin Cooks,HOU,2022,WR,13,0,3,0,3,0,0,0,18,1.4
170,Allen Robinson II,LAR,2022,WR,10,0,3,0,3,0,0,0,18,1.8
171,Tyler Higbee,LAR,2022,TE,17,0,3,0,3,0,0,0,18,1.1
172,DeVante Parker,NE,2022,WR,13,0,3,0,3,0,0,0,18,1.4
173,Darren Waller,LV,2022,TE,9,0,3,0,3,0,0,0,18,2.0
174,DeAndre Carter,LAC,2022,WR,17,0,3,0,3,0,0,0,18,1.1
175,Michael Thomas,NO,2022,WR,3,0,3,0,3,0,0,0,18,6.0
176,Mo Alie-Cox,IND,2022,TE,17,0,3,0,3,0,0,0,18,1.1
177,Boston Scott,PHI,2022,RB,15,3,0,0,3,0,0,0,18,1.2
178,Gus Edwards,BAL,2022,RB,9,3,0,0,3,0,0,0,18,2.0
179,Josh Reynolds,DET,2022,WR,14,0,3,0,3,0,0,0,18,1.3
180,DJ Chark Jr.,DET,2022,WR,11,0,3,0,3,0,0,0,18,1.6
181,Chase Edmonds,MIA / DEN,2022,RB,13,2,1,0,3,0,0,0,18,1.4
182,JuJu Smith-Schuster,KC,2022,WR,16,0,3,0,3,0,0,0,18,1.1
183,Dallas Goedert,PHI,2022,TE,12,0,3,0,3,0,0,0,18,1.5
184,Noah Brown,DAL,2022,WR,16,0,3,0,3,0,0,0,18,1.1
185,Parris Campbell,IND,2022,WR,17,0,3,0,3,0,0,0,18,1.1
186,Will Dissly,SEA,2022,TE,15,0,3,0,3,0,0,0,18,1.2
187,Dante Pettis,CHI,2022,WR,17,0,3,0,3,0,0,0,18,1.1
188,Tyler Conklin,NYJ,2022,TE,17,0,3,0,3,0,0,0,18,1.1
189,Lamar Jackson,BAL,2022,QB,12,3,0,0,3,0,0,0,18,1.5
190,Olamide Zaccheaus,ATL,2022,WR,17,0,3,0,3,0,0,0,18,1.1
191,Damien Harris,NE,2022,RB,11,3,0,0,3,0,0,0,18,1.6
192,JaMycal Hasty,JAX,2022,RB,17,2,1,0,3,0,0,0,18,1.1
193,Nick Westbrook-Ikhine,TEN,2022,WR,17,0,3,0,3,0,0,0,18,1.1
194,Van Jefferson,LAR,2022,WR,11,0,3,0,3,0,0,0,18,1.6
195,Rashid Shaheed,NO,2022,WR,12,1,2,0,3,0,0,0,18,1.5
196,Darrell Henderson Jr.,LAR,2022,RB,10,3,0,0,3,0,0,0,18,1.8
197,Quez Watkins,PHI,2022,WR,17,0,3,0,3,0,0,0,18,1.1
198,Kadarius Toney,KC / NYG,2022,WR,9,1,2,0,3,0,0,0,18,2.0
199,Michael Carter,NYJ,2022,RB,16,3,0,0,3,0,0,0,18,1.1
200,Kenny Pickett,PIT,2022,QB,13,3,0,0,3,0,0,0,18,1.4
201,Marquise Brown,ARI,2022,WR,12,0,3,0,3,0,0,0,18,1.5
202,Jelani Woods,IND,2022,TE,15,0,3,0,3,0,0,0,18,1.2
203,Brian Robinson Jr.,WSH,2022,RB,12,2,1,0,3,0,0,0,18,1.5
204,Marcus Jones,NE,2022,CB,15,0,1,2,3,0,0,0,18,1.2
205,J.K. Dobbins,BAL,2022,RB,8,2,1,0,3,0,0,0,18,2.3
206,Peyton Hendershot,DAL,2022,TE,17,1,2,0,3,0,0,0,18,1.1
207,Raheem Blackshear,CAR,2022,RB,13,3,0,0,3,0,0,0,18,1.4
208,Isaiah Likely,BAL,2022,TE,16,0,3,0,3,0,0,0,18,1.1
209,Romeo Doubs,GB,2022,WR,13,0,3,0,3,0,0,0,18,1.4
210,Tyquan Thornton,NE,2022,WR,13,1,2,0,3,0,0,0,18,1.4
211,Tommy Tremble,CAR,2022,TE,17,0,3,0,3,0,0,0,18,1.1
212,James Cook,BUF,2022,RB,16,2,1,0,3,0,0,0,18,1.1
213,Kyle Dugger,NE,2022,S,15,0,0,3,3,0,0,0,18,1.2
214,Rachaad White,TB,2022,RB,17,1,2,0,3,0,0,0,18,1.1
215,Rodrigo Blankenship,IND / ARI,2022,PK,3,0,0,0,0,4,4,0,16,5.3
216,Taylor Bertolet,LAC,2022,PK,2,0,0,0,0,3,6,0,15,7.5
217,Marcedes Lewis,GB,2022,TE,17,0,2,0,2,0,0,1,14,0.8
218,A.J. Green,ARI,2022,WR,15,0,2,0,2,0,0,1,14,0.9
219,Eno Benjamin,ARI / HOU,2022,RB,15,2,0,0,2,0,0,1,14,0.9
220,Julio Jones,TB,2022,WR,10,0,2,0,2,0,0,0,12,1.2
221,Ryan Tannehill,TEN,2022,QB,12,2,0,0,2,0,0,0,12,1.0
222,Kirk Cousins,MIN,2022,QB,17,2,0,0,2,0,0,0,12,0.7
223,Robert Woods,TEN,2022,WR,17,0,2,0,2,0,0,0,12,0.7
224,Kyle Juszczyk,SF,2022,FB,16,1,1,0,2,0,0,0,12,0.8
225,Jimmy Garoppolo,SF,2022,QB,11,2,0,0,2,0,0,0,12,1.1
226,Eric Tomlinson,DEN,2022,TE,17,0,2,0,2,0,0,0,12,0.7
227,C.J. Uzomah,NYJ,2022,TE,15,0,2,0,2,0,0,0,12,0.8
228,Melvin Gordon III,DEN,2022,RB,10,2,0,0,2,0,0,0,12,1.2
229,Derek Watt,PIT,2022,FB,17,1,1,0,2,0,0,0,12,0.7
230,Chris Moore,HOU,2022,WR,16,0,2,0,2,0,0,0,12,0.8
231,Damiere Byrd,ATL,2022,WR,14,0,2,0,2,0,0,0,12,0.9
232,Jacoby Brissett,CLE,2022,QB,16,2,0,0,2,0,0,0,12,0.8
233,Nelson Agholor,NE,2022,WR,16,0,2,0,2,0,0,0,12,0.8
234,Robert Tonyan,GB,2022,TE,17,0,2,0,2,0,0,0,12,0.7
235,Tevin Coleman,SF,2022,RB,5,1,1,0,2,0,0,0,12,2.4
236,Mitchell Trubisky,PIT,2022,QB,7,2,0,0,2,0,0,0,12,1.7
237,Corey Davis,NYJ,2022,WR,13,0,2,0,2,0,0,0,12,0.9
238,O.J. Howard,HOU,2022,TE,13,0,2,0,2,0,0,0,12,0.9
239,Demarcus Robinson,BAL,2022,WR,17,0,2,0,2,0,0,0,12,0.7
240,Austin Hooper,TEN,2022,TE,17,0,2,0,2,0,0,0,12,0.7
241,Kendall Fuller,WSH,2022,CB,17,0,0,2,2,0,0,0,12,0.7
242,Hunter Henry,NE,2022,TE,17,0,2,0,2,0,0,0,12,0.7
243,Marquez Valdes-Scantling,KC,2022,WR,17,0,2,0,2,0,0,0,12,0.7
244,River Cracraft,MIA,2022,WR,11,0,2,0,2,0,0,0,12,1.1
245,Durham Smythe,MIA,2022,TE,16,1,1,0,2,0,0,0,12,0.8
246,Justin Jackson,DET,2022,RB,16,1,1,0,2,0,0,0,12,0.8
247,Justin Watson,KC,2022,WR,17,0,2,0,2,0,0,0,12,0.7
248,Trent Sherfield,MIA,2022,WR,17,0,2,0,2,0,0,0,12,0.7
249,Braxton Berrios,NYJ,2022,WR,17,2,0,0,2,0,0,0,12,0.7
250,Courtland Sutton,DEN,2022,WR,15,0,2,0,2,0,0,0,12,0.8
251,Lorenzo Carter,ATL,2022,LB,17,0,0,1,2,0,0,0,12,0.7
252,Hunter Renfrow,LV,2022,WR,10,0,2,0,2,0,0,0,12,1.2
253,Marlon Mack,SF / DEN,2022,RB,8,1,1,0,2,0,0,0,12,1.5
254,Rashaad Penny,SEA,2022,RB,5,2,0,0,2,0,0,0,12,2.4
255,Ray-Ray McCloud III,SF,2022,WR,17,1,1,0,2,0,0,0,12,0.7
256,Foster Moreau,LV,2022,TE,15,0,2,0,2,0,0,0,12,0.8
257,Joshua Kelley,LAC,2022,RB,13,2,0,0,2,0,0,0,12,0.9
258,Sam Darnold,CAR,2022,QB,6,2,0,0,2,0,0,0,12,2.0
259,Darius Slayton,NYG,2022,WR,16,0,2,0,2,0,0,0,12,0.8
260,Alec Ingold,MIA,2022,FB,17,1,1,0,2,0,0,0,12,0.7
261,Josh Oliver,BAL,2022,TE,17,0,2,0,2,0,0,0,12,0.7
262,Hayden Hurst,CIN,2022,TE,13,0,2,0,2,0,0,0,12,0.9
263,C.J. Ham,MIN,2022,FB,17,2,0,0,2,0,0,0,12,0.7
264,Velus Jones Jr.,CHI,2022,WR,12,1,1,0,2,0,0,0,12,1.0
265,Byron Pringle,CHI,2022,WR,11,0,2,0,2,0,0,0,12,1.1
266,Greg Dortch,ARI,2022,WR,16,0,2,0,2,0,0,0,12,0.8
267,Darnell Mooney,CHI,2022,WR,12,0,2,0,2,0,0,0,12,1.0
268,Irv Smith Jr.,MIN,2022,TE,8,0,2,0,2,0,0,0,12,1.5
269,Deon Jackson,IND,2022,RB,16,1,1,0,2,0,0,0,12,0.8
270,Noah Gray,KC,2022,TE,17,1,1,0,2,0,0,0,12,0.7
271,Chuba Hubbard,CAR,2022,RB,15,2,0,0,2,0,0,0,12,0.8
272,Elijah Mitchell,SF,2022,RB,5,2,0,0,2,0,0,0,12,2.4
273,Jake Ferguson,DAL,2022,TE,16,0,2,0,2,0,0,0,12,0.8
274,Davis Mills,HOU,2022,QB,15,2,0,0,2,0,0,0,12,0.8
275,Colby Parkinson,SEA,2022,TE,17,0,2,0,2,0,0,0,12,0.7
276,Laviska Shenault Jr.,CAR,2022,WR,13,1,1,0,2,0,0,0,12,0.9
277,Cade Otton,TB,2022,TE,16,0,2,0,2,0,0,0,12,0.8
278,Nico Collins,HOU,2022,WR,10,0,2,0,2,0,0,0,12,1.2
279,Shi Smith,CAR,2022,WR,17,0,2,0,2,0,0,0,12,0.7
280,Zander Horvath,LAC,2022,FB,15,0,2,0,2,0,0,0,12,0.8
281,Alec Pierce,IND,2022,WR,16,0,2,0,2,0,0,0,12,0.8
282,Kyle Pitts,ATL,2022,TE,10,0,2,0,2,0,0,0,12,1.2
283,Tutu Atwell,LAR,2022,WR,13,1,1,0,2,0,0,0,12,0.9
284,Rashod Bateman,BAL,2022,WR,7,0,2,0,2,0,0,0,12,1.7
285,Zach Wilson,NYJ,2022,QB,9,1,1,0,2,0,0,0,12,1.3
286,Pat Freiermuth,PIT,2022,TE,16,0,2,0,2,0,0,0,12,0.8
287,Dyami Brown,WSH,2022,WR,15,0,2,0,2,0,0,0,12,0.8
288,Greg Dulcich,DEN,2022,TE,10,0,2,0,2,0,0,0,12,1.2
289,Teagan Quitoriano,HOU,2022,TE,9,0,2,0,2,0,0,0,12,1.3
290,Jody Fortson,KC,2022,TE,13,0,2,0,2,0,0,0,12,0.9
291,Caleb Shudak,TEN,2022,PK,1,0,0,0,0,3,1,0,10,10.0
292,Tristan Vizcaino,ARI / NE,2022,PK,3,0,0,0,0,2,3,0,9,3.0
293,Mark Ingram II,NO,2022,RB,10,1,0,0,1,0,0,1,8,0.8
294,Jarvis Landry,NO,2022,WR,9,0,1,0,1,0,0,1,8,0.9
295,KhaDarel Hodge,ATL,2022,WR,17,0,1,0,1,0,0,1,8,0.5
296,Tyler Huntley,BAL,2022,QB,6,1,0,0,1,0,0,1,8,1.3
297,Khalil Shakir,BUF,2022,WR,14,0,1,0,1,0,0,1,8,0.6
298,Nick Sciba,PIT,2022,PK,1,0,0,0,0,2,1,0,7,7.0
299,Tom Brady,TB,2022,QB,17,1,0,0,1,0,0,0,6,0.4
300,Aaron Rodgers,GB,2022,QB,17,1,0,0,1,0,0,0,6,0.4
301,Matt Ryan,IND,2022,QB,12,1,0,0,1,0,0,0,6,0.5
302,Matthew Stafford,LAR,2022,QB,9,1,0,0,1,0,0,0,6,0.7
303,Randall Cobb,GB,2022,WR,13,0,1,0,1,0,0,0,6,0.5
304,Kyle Rudolph,TB,2022,TE,9,0,1,0,1,0,0,0,6,0.7
305,Melvin Ingram,MIA,2022,LB,17,0,0,1,1,0,0,0,6,0.4
306,Chandler Jones,LV,2022,DE,15,0,0,1,1,0,0,0,6,0.4
307,Rodney McLeod Jr.,IND,2022,S,17,0,0,1,1,0,0,0,6,0.4
308,Brandon Bolden,LV,2022,RB,16,0,1,0,1,0,0,0,6,0.4
309,Duron Harmon,LV,2022,S,17,0,0,1,1,0,0,0,6,0.4
310,Geno Smith,SEA,2022,QB,17,1,0,0,1,0,0,0,6,0.4
311,Rex Burkhead,HOU,2022,RB,16,0,1,0,1,0,0,0,6,0.4
312,DeMarcus Lawrence,DAL,2022,DE,17,0,0,1,1,0,0,0,6,0.4
313,John Brown,BUF,2022,WR,3,0,1,0,1,0,0,0,6,2.0
314,Logan Thomas,WSH,2022,TE,14,0,1,0,1,0,0,0,6,0.4
315,Blake Bell,KC,2022,TE,3,0,1,0,1,0,0,0,6,2.0
316,Bryce Callahan,LAC,2022,CB,15,0,0,1,1,0,0,0,6,0.4
317,Taylor Heinicke,WSH,2022,QB,9,1,0,0,1,0,0,0,6,0.7
318,Malcolm Brown,LAR,2022,RB,11,1,0,0,1,0,0,0,6,0.5
319,James Bradberry IV,PHI,2022,CB,17,0,0,1,1,0,0,0,6,0.4
320,Carson Wentz,WSH,2022,QB,8,1,0,0,1,0,0,0,6,0.8
321,Robbie Chosen,ARI / CAR,2022,WR,16,0,1,0,1,0,0,0,6,0.4
322,Ameer Abdullah,LV,2022,RB,17,0,1,0,1,0,0,0,6,0.4
323,Andrew Adams,TEN,2022,S,13,0,0,1,1,0,0,0,6,0.5
324,Ty Montgomery II,NE,2022,WR,1,0,1,0,1,0,0,0,6,6.0
325,Dak Prescott,DAL,2022,QB,12,1,0,0,1,0,0,0,6,0.5
326,Phillip Dorsett,HOU,2022,WR,15,0,1,0,1,0,0,0,6,0.4
327,Rayshawn Jenkins,JAX,2022,S,17,0,0,1,1,0,0,0,6,0.4
328,Jonathan Jones,NE,2022,CB,16,0,0,1,1,0,0,0,6,0.4
329,Will Parks,NYJ,2022,S,14,0,0,0,1,0,0,0,6,0.4
330,Breshad Perriman,TB,2022,WR,11,0,1,0,1,0,0,0,6,0.5
331,Kalif Raymond,DET,2022,WR,17,0,0,1,1,0,0,0,6,0.4
332,Kenny Golladay,NYG,2022,WR,12,0,1,0,1,0,0,0,6,0.5
333,Eric Saubert,DEN,2022,TE,17,0,1,0,1,0,0,0,6,0.4
334,Sterling Shepard,NYG,2022,WR,3,0,1,0,1,0,0,0,6,2.0
335,Zach Pascal,PHI,2022,WR,17,0,1,0,1,0,0,0,6,0.4
336,Xavien Howard,MIA,2022,CB,15,0,0,1,1,0,0,0,6,0.4
337,Landon Collins,NYG,2022,S,6,0,0,1,1,0,0,0,6,1.0
338,Dare Ogunbowale,HOU,2022,RB,17,1,0,0,1,0,0,0,6,0.4
339,De'Vondre Campbell,GB,2022,LB,13,0,0,1,1,0,0,0,6,0.5
340,Corey Clement,ARI,2022,RB,9,1,0,0,1,0,0,0,6,0.7
341,Kendrick Bourne,NE,2022,WR,16,0,1,0,1,0,0,0,6,0.4
342,Matt Milano,BUF,2022,LB,15,0,0,1,1,0,0,0,6,0.4
343,Geoff Swaim,TEN,2022,TE,17,0,1,0,1,0,0,0,6,0.4
344,Matt Breida,NYG,2022,RB,17,1,0,0,1,0,0,0,6,0.4
345,Mike White,NYJ,2022,QB,4,1,0,0,1,0,0,0,6,1.5
346,Johnny Mundt,MIN,2022,TE,17,0,1,0,1,0,0,0,6,0.4
347,Baker Mayfield,LAR / CAR,2022,QB,12,1,0,0,1,0,0,0,6,0.5
348,Davis Webb,NYG,2022,QB,1,1,0,0,1,0,0,0,6,6.0
349,Keelan Cole Sr.,LV,2022,WR,14,0,1,0,1,0,0,0,6,0.4
350,Emmanuel Moseley,SF,2022,CB,5,0,0,1,1,0,0,0,6,1.2
351,Darrel Williams,ARI,2022,RB,6,1,0,0,1,0,0,0,6,1.0
352,Marquis Haynes Sr.,CAR,2022,LB,17,0,0,1,1,0,0,0,6,0.4
353,Ross Dwelley,SF,2022,TE,12,0,1,0,1,0,0,0,6,0.5
354,Malik Hooker,DAL,2022,S,16,0,0,1,1,0,0,0,6,0.4
355,Marshon Lattimore,NO,2022,CB,7,0,0,1,1,0,0,0,6,0.9
356,Raekwon McMillan,NE,2022,LB,16,0,0,1,1,0,0,0,6,0.4
357,Deshaun Watson,CLE,2022,QB,6,1,0,0,1,0,0,0,6,1.0
358,Frankie Luvu,CAR,2022,LB,15,0,0,1,1,0,0,0,6,0.4
359,Tre'Quan Smith,NO,2022,WR,15,0,1,0,1,0,0,0,6,0.4
360,Andrew Van Ginkel,MIA,2022,LB,17,0,0,0,1,0,0,0,6,0.4
361,Chris Myarick,NYG,2022,TE,16,0,1,0,1,0,0,0,6,0.4
362,Mike Edwards,TB,2022,S,13,0,0,1,1,0,0,0,6,0.5
363,Josh Sweat,PHI,2022,DE,16,0,0,1,1,0,0,0,6,0.4
364,Donte Jackson,CAR,2022,CB,9,0,0,1,1,0,0,0,6,0.7
365,Jaylinn Hawkins,ATL,2022,S,16,0,0,1,1,0,0,0,6,0.4
366,Jauan Jennings,SF,2022,WR,16,0,1,0,1,0,0,0,6,0.4
367,Adam Trautman,NO,2022,TE,15,0,1,0,1,0,0,0,6,0.4
368,Donald Parham Jr.,LAC,2022,TE,6,0,1,0,1,0,0,0,6,1.0
369,Ronald Jones,KC,2022,RB,6,1,0,0,1,0,0,0,6,1.0
370,Josh Allen,JAX,2022,LB,17,0,0,1,1,0,0,0,6,0.4
371,Ty Johnson,NYJ,2022,RB,17,1,0,0,1,0,0,0,6,0.4
372,Darnell Savage,GB,2022,S,16,0,0,1,1,0,0,0,6,0.4
373,Denzel Ward,CLE,2022,CB,14,0,0,1,1,0,0,0,6,0.4
374,Jonathan Greenard,HOU,2022,LB,8,0,0,1,1,0,0,0,6,0.8
375,Tyler Mabry,SEA,2022,TE,2,0,1,0,1,0,0,0,6,3.0
376,Dre Greenlaw,SF,2022,LB,15,0,0,1,1,0,0,0,6,0.4
377,Lawrence Cager,NYG / NYJ,2022,TE,7,0,1,0,1,0,0,0,6,0.9
378,Michael Jackson,SEA,2022,CB,17,0,0,0,1,0,0,0,6,0.4
379,Mitchell Wilcox,CIN,2022,TE,16,0,1,0,1,0,0,0,6,0.4
380,Minkah Fitzpatrick,PIT,2022,S,15,0,0,1,1,0,0,0,6,0.4
381,Casey Toohill,WSH,2022,DE,16,0,0,1,1,0,0,0,6,0.4
382,Equanimeous St. Brown,CHI,2022,WR,16,0,1,0,1,0,0,0,6,0.4
383,Samori Toure,GB,2022,WR,11,0,1,0,1,0,0,0,6,0.5
384,Ko Kieft,TB,2022,TE,17,0,1,0,1,0,0,0,6,0.4
385,JoJo Domann,IND,2022,LB,16,0,0,0,1,0,0,0,6,0.4
386,Benny Snell Jr.,PIT,2022,RB,17,1,0,0,1,0,0,0,6,0.4
387,Albert Okwuegbunam Jr.,DEN,2022,TE,8,0,1,0,1,0,0,0,6,0.8
388,Marquez Callaway,NO,2022,WR,14,0,1,0,1,0,0,0,6,0.4
389,Brandon Johnson,DEN,2022,WR,7,0,1,0,1,0,0,0,6,0.9
390,Isaiah Simmons,ARI,2022,S,17,0,0,1,1,0,0,0,6,0.4
391,Kene Nwangwu,MIN,2022,RB,17,0,0,1,1,0,0,0,6,0.4
392,Ben Skowronek,LAR,2022,WR,14,1,0,0,1,0,0,0,6,0.4
393,Julian Blackmon,IND,2022,S,14,0,0,1,1,0,0,0,6,0.4
394,Zack Moss,IND / BUF,2022,RB,13,1,0,0,1,0,0,0,6,0.5
395,Jack Jones,NE,2022,CB,13,0,0,1,1,0,0,0,6,0.5
396,Jalen Virgil,DEN,2022,WR,9,0,1,0,1,0,0,0,6,0.7
397,Travis Homer,SEA,2022,RB,10,0,1,0,1,0,0,0,6,0.6
398,Gardner Minshew,PHI,2022,QB,5,1,0,0,1,0,0,0,6,1.2
399,Byron Murphy Jr.,ARI,2022,CB,9,0,0,1,1,0,0,0,6,0.7
400,Reggie Gilliam,BUF,2022,FB,15,0,1,0,1,0,0,0,6,0.4
401,Harrison Bryant,CLE,2022,TE,17,0,1,0,1,0,0,0,6,0.4
402,Chris Evans,CIN,2022,RB,12,0,1,0,1,0,0,0,6,0.5
403,Chase Claypool,PIT / CHI,2022,WR,15,0,1,0,1,0,0,0,6,0.4
404,N'Keal Harry,CHI,2022,WR,7,0,1,0,1,0,0,0,6,0.9
405,John Bates,WSH,2022,TE,16,0,1,0,1,0,0,0,6,0.4
406,Avery Williams,ATL,2022,CB,17,1,0,0,1,0,0,0,6,0.4
407,Ashton Dulin,IND,2022,WR,12,0,1,0,1,0,0,0,6,0.5
408,Amik Robertson,LV,2022,CB,17,0,0,1,1,0,0,0,6,0.4
409,Amari Rodgers,HOU / GB,2022,WR,16,0,1,0,1,0,0,0,6,0.4
410,Marco Wilson,ARI,2022,CB,14,0,0,1,1,0,0,0,6,0.4
411,Malik Davis,DAL,2022,RB,12,1,0,0,1,0,0,0,6,0.5
412,Mac Jones,NE,2022,QB,14,1,0,0,1,0,0,0,6,0.4
413,Jalen Reagor,MIN,2022,WR,17,0,1,0,1,0,0,0,6,0.4
414,Connor Heyward,PIT,2022,TE,17,0,1,0,1,0,0,0,6,0.4
415,Jeff Okudah,DET,2022,CB,15,0,0,1,1,0,0,0,6,0.4
416,Malik Willis,TEN,2022,QB,8,1,0,0,1,0,0,0,6,0.8
417,Salvon Ahmed,MIA,2022,RB,12,1,0,0,1,0,0,0,6,0.5
418,Quintin Morris,BUF,2022,TE,14,0,1,0,1,0,0,0,6,0.4
