,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
3395,Chris Jones,KC,2020,DT,15,23,13,36,7.5,28,5,4,0,0,0,0,2,0,0
3396,Carl Lawson,CIN,2020,DE,16,18,18,36,5.5,31,6,0,0,0,0,0,2,0,0
3397,Tarell Basham,NYJ,2020,DE,16,19,17,36,3.5,22,9,1,0,0,0,0,3,0,0
3398,Jalyn Holmes,MIN,2020,DE,14,16,20,36,0.0,0,2,2,0,0,0,0,0,0,0
3399,Ashtyn Davis,NYJ,2020,S,10,25,11,36,0.0,0,1,1,0,0,0,0,0,1,0
3400,Bryce Hall,NYJ,2020,CB,8,33,3,36,0.0,0,1,3,1,20,20,0,0,0,0
3401,CJ Henderson,JAX,2020,CB,8,27,9,36,0.0,0,0,6,1,22,22,0,1,0,0
3402,Pernell McPhee,BAL,2020,LB,15,27,8,35,3.0,22,4,1,0,0,0,0,0,0,0
3403,Barkevious Mingo,CHI,2020,LB,16,23,12,35,2.5,5,4,2,0,0,0,0,0,0,0
3404,Todd Davis,MIN,2020,LB,11,16,19,35,1.0,4,2,2,0,0,0,0,0,0,0
3405,Kevin Johnson,CLE,2020,CB,13,22,13,35,0.5,4,1,3,0,0,0,0,1,1,0
3406,Ifeadi Odenigbo,MIN,2020,DE,15,16,19,35,3.5,19,4,0,0,0,0,0,0,0,0
3407,Troy Apke,WSH,2020,CB,16,25,10,35,0.0,0,0,2,0,0,0,0,0,0,0
3408,A.J. Moore Jr.,HOU,2020,S,11,21,14,35,1.0,10,1,1,0,0,0,0,1,0,0
3409,Zach Allen,ARI,2020,DE,13,20,15,35,2.0,18,7,3,0,0,0,0,0,0,0
3410,Will Harris,DET,2020,CB,16,26,9,35,0.0,0,0,1,0,0,0,0,0,0,0
3411,Azeez Al-Shaair,SF,2020,LB,16,22,13,35,0.0,0,1,2,1,0,0,0,1,0,0
3412,Rashad Fenton,KC,2020,CB,16,27,8,35,0.0,0,1,7,1,31,31,0,0,0,0
3413,Cody Barton,SEA,2020,LB,16,24,11,35,0.0,0,0,0,0,0,0,0,2,0,0
3414,John Penisini,DET,2020,DT,16,19,16,35,1.0,0,4,0,0,0,0,0,0,1,0
3415,Shamar Stephen,MIN,2020,DT,16,20,14,34,0.5,4,3,0,0,0,0,0,0,0,0
3416,Kyler Fackrell,NYG,2020,LB,12,23,11,34,4.0,32,9,2,1,46,46,1,1,0,0
3417,Adam Butler,NE,2020,DT,15,18,16,34,4.0,31,6,2,0,0,0,0,0,0,0
3418,Tyus Bowser,BAL,2020,LB,16,17,17,34,2.0,23,4,5,3,53,25,0,0,0,0
3419,P.J. Hall,HOU,2020,DT,10,18,16,34,1.0,2,2,0,0,0,0,0,0,0,0
3420,Derek Barnett,PHI,2020,DE,13,21,13,34,5.5,29,8,0,0,0,0,0,0,0,0
3421,Justin Jones,LAC,2020,DT,13,19,15,34,1.0,5,5,0,0,0,0,0,0,0,0
3422,Donte Jackson,CAR,2020,CB,14,22,12,34,0.0,0,1,11,3,110,66,0,0,0,0
3423,Kris Boyd,MIN,2020,CB,10,24,10,34,0.0,0,1,2,0,0,0,0,1,0,0
3424,Derrick Brown,CAR,2020,DE,16,21,13,34,2.0,15,8,4,0,0,0,0,0,0,0
3425,Rashan Gary,GB,2020,LB,15,19,15,34,5.0,31,7,1,0,0,0,0,0,1,0
3426,Everson Griffen,DAL / DET,2020,DE,14,18,15,33,6.0,25,8,4,0,0,0,0,0,0,0
3427,Brandon Williams,BAL,2020,DT,13,19,14,33,0.0,0,4,2,0,0,0,0,0,0,0
3428,Denico Autry,IND,2020,DE,14,20,13,33,7.5,43,10,0,0,0,0,0,0,0,0
3429,Markus Golden,ARI / NYG,2020,LB,16,17,16,33,4.5,33,8,3,1,1,1,0,1,1,0
3430,Uchenna Nwosu,LAC,2020,LB,13,20,13,33,4.5,26,6,2,0,0,0,0,0,0,0
3431,Devante Downs,NYG,2020,LB,16,25,8,33,0.0,0,0,1,0,0,0,0,0,1,0
3432,Logan Wilson,CIN,2020,LB,12,23,10,33,1.0,10,4,3,2,0,0,0,0,0,0
3433,Dorance Armstrong,DAL,2020,DE,16,21,12,33,0.0,0,2,2,0,0,0,0,1,2,0
3434,Ed Oliver,BUF,2020,DT,16,23,10,33,3.0,17,9,3,0,0,0,0,1,0,0
3435,Javon Kinlaw,SF,2020,DT,14,15,18,33,1.5,7,4,4,1,27,27,1,0,0,0
3436,Johnathan Joseph,ARI / TEN,2020,CB,11,28,4,32,0.0,0,1,6,1,5,5,0,1,0,0
3437,Carlos Dunlap,CIN / SEA,2020,DE,15,20,12,32,6.0,40,9,4,0,0,0,0,0,0,0
3438,T.J. Carrie,IND,2020,CB,15,25,7,32,0.0,0,2,8,2,47,47,1,0,1,0
3439,Shelby Harris,DEN,2020,DT,11,20,12,32,2.5,16,4,7,0,0,0,0,1,0,0
3440,Zach Kerr,CAR,2020,DT,13,11,21,32,2.0,15,5,2,0,0,0,0,1,0,0
3441,Jordan Jenkins,NYJ,2020,DE,12,15,17,32,2.0,8,6,1,0,0,0,0,1,0,0
3442,Shaq Lawson,MIA,2020,DE,14,17,15,32,4.0,26,8,1,0,0,0,0,1,1,1
3443,B.J. Hill,NYG,2020,DT,16,15,17,32,1.0,9,2,1,0,0,0,0,0,0,0
3444,Doug Costin,JAX,2020,DT,12,12,20,32,0.0,0,3,2,0,0,0,0,0,1,0
3445,Steve McLendon,TB / NYJ,2020,DT,15,15,16,31,0.0,0,3,0,0,0,0,0,0,0,0
3446,Jeremiah Attaochu,DEN,2020,LB,13,24,7,31,5.0,22,7,0,0,0,0,0,1,0,0
3447,Bud Dupree,PIT,2020,LB,11,23,8,31,8.0,46,11,2,0,0,0,0,2,0,0
3448,Deshazor Everett,WSH,2020,S,11,23,8,31,0.0,0,0,4,0,0,0,0,1,0,0
3449,Will Parks,DEN / PHI,2020,S,10,27,4,31,1.0,16,3,0,0,0,0,0,0,0,0
3450,Samson Ebukam,LAR,2020,DE,16,18,13,31,4.5,20,5,1,0,0,0,0,1,0,0
3451,Chris Board,BAL,2020,LB,16,20,11,31,2.5,11,3,1,0,0,0,0,1,0,0
3452,Armon Watts,MIN,2020,DT,16,12,19,31,0.5,2,1,0,0,0,0,0,0,0,0
3453,Jacob Tuioti-Mariner,ATL,2020,DT,16,24,7,31,1.0,8,3,2,0,0,0,0,1,2,0
3454,Mario Addison,BUF,2020,DE,15,21,9,30,5.0,24,8,4,0,0,0,0,0,0,0
3455,Jaquiski Tartt,SF,2020,S,7,20,10,30,0.0,0,2,4,1,16,16,0,0,0,0
3456,Quinton Dunbar,SEA,2020,CB,6,28,2,30,0.0,0,2,5,1,0,0,0,0,0,0
3457,Justin Coleman,DET,2020,CB,11,22,8,30,0.0,0,4,1,0,0,0,0,0,0,0
3458,Cameron Sutton,PIT,2020,CB,16,27,3,30,1.0,0,1,8,1,0,0,0,3,1,0
3459,Marcus Allen,PIT,2020,LB,14,19,11,30,0.0,0,2,0,0,0,0,0,0,0,0
3460,Jaylon Ferguson,BAL,2020,LB,14,21,9,30,2.0,25,7,1,0,0,0,0,0,1,0
3461,Porter Gustin,CLE,2020,LB,14,13,17,30,0.0,0,3,0,0,0,0,0,0,0,0
3462,DaVon Hamilton,JAX,2020,DT,11,14,16,30,1.0,10,2,1,0,0,0,0,0,1,0
3463,Akeem Davis-Gaither,CIN,2020,LB,16,20,10,30,0.5,0,0,3,1,0,0,0,0,0,0
3464,Darnay Holmes,NYG,2020,CB,12,23,7,30,0.5,3,1,5,1,0,0,0,0,1,0
3465,Tavierre Thomas,CLE,2020,CB,16,29,1,30,1.0,7,3,0,0,0,0,0,1,0,0
3466,Jerry Hughes,BUF,2020,DE,15,19,10,29,4.5,20,8,3,1,-3,-3,0,2,2,1
3467,Mike Pennel Jr.,KC,2020,DT,14,13,16,29,0.0,0,0,0,0,0,0,0,0,0,0
3468,Frank Clark,KC,2020,LB,15,21,8,29,6.0,49,8,2,0,0,0,0,0,1,0
3469,David Mayo,NYG,2020,LB,11,18,11,29,0.0,0,3,0,0,0,0,0,1,0,0
3470,Isaac Rochell,LAC,2020,DE,16,18,11,29,2.5,5,2,1,0,0,0,0,0,0,0
3471,Jerry Tillery,LAC,2020,DT,16,19,10,29,3.0,24,4,2,0,0,0,0,2,1,0
3472,Arthur Maulet,NYJ,2020,CB,11,23,6,29,1.0,3,1,5,1,20,20,0,0,0,0
3473,Bravvion Roy,CAR,2020,DT,15,13,16,29,1.0,6,3,0,0,0,0,0,0,0,0
3474,Calais Campbell,BAL,2020,DT,12,18,10,28,4.0,27,6,6,0,0,0,0,0,0,0
3475,Malik Jackson,PHI,2020,DT,15,15,13,28,2.5,18,7,2,0,0,0,0,0,1,0
3476,Jack Crawford,TEN,2020,DE,16,20,8,28,2.0,28,3,0,0,0,0,0,1,0,0
3477,Brennan Scarlett,HOU,2020,LB,11,18,10,28,0.0,0,2,0,0,0,0,0,0,0,0
3478,Carl Nassib,LV,2020,LB,14,17,11,28,2.5,21,7,5,1,23,23,0,0,0,0
3479,Will Redmond,GB,2020,CB,13,21,7,28,0.0,0,0,1,0,0,0,0,0,0,0
3480,Tanoh Kpassagnon,KC,2020,DE,16,20,8,28,1.0,3,2,3,0,0,0,0,0,0,0
3481,Kamu Grugier-Hill,MIA,2020,LB,15,21,7,28,1.0,10,4,0,0,0,0,0,0,1,0
3482,Justin Hollins,LAR,2020,LB,16,18,10,28,3.0,37,4,1,0,0,0,0,1,0,0
3483,Shy Tuttle,NO,2020,DT,13,17,11,28,0.0,0,3,2,0,0,0,0,0,0,0
3484,Neville Gallimore,DAL,2020,DT,14,11,17,28,0.5,1,5,1,0,0,0,0,0,0,0
3485,Lamar Jackson,NYJ,2020,CB,13,26,2,28,0.0,0,1,2,0,0,0,0,0,0,0
3486,Troy Dye,MIN,2020,LB,11,13,15,28,0.0,0,0,2,0,0,0,0,0,0,0
3487,John Cominsky,ATL,2020,DE,13,14,14,28,1.0,4,4,0,0,0,0,0,0,1,0
3488,Jimmy Smith,BAL,2020,CB,11,23,4,27,1.0,1,2,1,0,0,0,0,0,0,0
3489,Malcom Brown,NO,2020,DT,13,9,18,27,1.0,10,5,0,0,0,0,0,0,0,0
3490,Carlos Watkins,HOU,2020,DT,16,17,10,27,2.0,10,5,3,0,0,0,0,0,1,0
3491,Sharrod Neasman,ATL,2020,S,16,19,8,27,1.0,9,2,0,0,0,0,0,0,0,0
3492,Maurice Hurst II,LV,2020,DT,11,14,13,27,0.5,5,3,1,0,0,0,0,0,0,0
3493,Breon Borders,TEN,2020,CB,6,22,5,27,0.0,0,1,5,1,0,0,0,0,0,0
3494,Anthony Averett,BAL,2020,CB,10,22,5,27,0.0,0,0,7,0,0,0,0,0,0,0
3495,Morgan Fox,LAR,2020,DE,16,21,6,27,6.0,56,8,2,0,0,0,0,1,1,0
3496,Raekwon McMillan,LV,2020,LB,16,17,10,27,0.0,0,1,1,0,0,0,0,1,0,0
3497,Clelin Ferrell,LV,2020,DE,11,18,9,27,2.0,7,5,3,0,0,0,0,2,0,0
3498,Deionte Thompson,ARI,2020,S,13,18,9,27,0.0,0,0,3,0,0,0,0,0,0,0
3499,Byron Cowart,NE,2020,DT,14,14,13,27,1.0,5,4,1,0,0,0,0,0,0,0
3500,Sheldrick Redwine,CLE,2020,S,15,19,8,27,0.5,6,1,1,1,8,8,0,0,0,0
3501,Tershawn Wharton,KC,2020,DT,16,14,13,27,2.0,13,5,0,0,0,0,0,1,1,0
3502,Tavon Wilson,IND,2020,S,15,23,3,26,0.0,0,2,1,0,0,0,0,0,1,0
3503,Brandon Dunn,HOU,2020,DT,13,12,14,26,0.0,0,0,0,0,0,0,0,0,1,0
3504,Tanner Vallejo,ARI,2020,LB,16,18,8,26,1.0,0,0,0,0,0,0,0,0,0,0
3505,Sidney Jones IV,JAX,2020,CB,9,21,5,26,0.0,0,0,9,2,1,1,0,1,0,0
3506,Josh Jackson,GB,2020,CB,12,21,5,26,0.0,0,1,2,0,0,0,0,0,0,0
3507,Jamal Perry,MIA,2020,CB,13,16,10,26,0.0,0,0,1,0,0,0,0,0,0,0
3508,Devin Bush,PIT,2020,LB,5,16,10,26,1.0,6,1,3,0,0,0,0,0,0,0
3509,Justin Houston,IND,2020,LB,16,19,6,25,8.0,64,10,0,0,0,0,0,1,2,0
3510,Ricardo Allen,ATL,2020,S,12,18,7,25,0.0,0,1,5,2,29,19,0,0,0,0
3511,Dawuane Smoot,JAX,2020,DE,16,21,4,25,5.5,23,6,0,0,0,0,0,2,0,0
3512,Trey Hendrickson,NO,2020,DE,15,22,3,25,13.5,71,14,1,0,0,0,0,1,0,0
3513,Jeremy Reaves,WSH,2020,S,9,15,10,25,1.0,4,1,2,1,0,0,0,0,0,0
3514,Frankie Luvu,NYJ,2020,LB,13,17,8,25,2.0,15,5,1,0,0,0,0,1,0,0
3515,Mike Danna,KC,2020,DE,13,16,9,25,2.5,22,5,0,0,0,0,0,0,0,0
3516,Damon Arnette,LV,2020,CB,9,21,4,25,0.0,0,1,2,0,0,0,0,0,0,0
3517,Xavier McKinney,NYG,2020,S,6,14,11,25,0.0,0,1,1,1,0,0,0,0,0,0
3518,Jacob Phillips,CLE,2020,LB,9,15,10,25,0.0,0,1,1,0,0,0,0,0,0,0
3519,Josh Norman,BUF,2020,CB,9,21,3,24,0.0,0,2,4,1,16,16,1,1,2,0
3520,Benson Mayowa,SEA,2020,LB,13,19,5,24,6.0,40,8,3,0,0,0,0,2,1,0
3521,Phillip Gaines,HOU,2020,CB,12,18,6,24,0.0,0,1,1,0,0,0,0,0,0,0
3522,Xavier Williams,CIN / NE,2020,DT,12,11,13,24,1.0,0,1,0,0,0,0,0,0,1,0
3523,Angelo Blackson,ARI,2020,DE,16,15,9,24,2.5,15,5,0,0,0,0,0,0,0,0
3524,Matthias Farley,NYJ,2020,S,16,13,11,24,0.0,0,1,3,0,0,0,0,0,0,0
3525,Tyquan Lewis,IND,2020,DE,16,19,5,24,4.0,20,10,2,0,0,0,0,0,0,0
3526,Brandon Rusnak,JAX,2020,CB,16,15,9,24,0.0,0,0,0,0,0,0,0,0,0,0
3527,Hercules Mata'afa,MIN,2020,DE,13,12,12,24,2.5,18,5,0,0,0,0,0,0,0,0
3528,Holton Hill,MIN,2020,CB,4,19,5,24,1.0,0,0,3,0,0,0,0,0,0,0
3529,Kamal Martin,GB,2020,LB,10,17,7,24,1.0,3,3,0,0,0,0,0,0,0,0
3530,D.J. Wonnum,MIN,2020,LB,14,16,8,24,3.0,16,4,1,0,0,0,0,1,0,0
3531,Chris Jackson,TEN,2020,CB,11,14,10,24,0.0,0,2,1,0,0,0,0,0,0,0
3532,Yetur Gross-Matos,CAR,2020,LB,12,9,15,24,2.5,7,4,0,0,0,0,0,1,0,0
3533,A.J. Bouye,DEN,2020,CB,7,21,2,23,0.0,0,0,6,0,0,0,0,0,0,0
3534,Terrence Brooks,NE,2020,S,14,16,7,23,0.0,0,1,0,0,0,0,0,0,0,0
3535,Dontae Johnson,SF,2020,CB,14,17,6,23,1.0,11,1,3,0,0,0,0,0,0,0
3536,Nick Williams,DET,2020,DT,14,12,11,23,1.0,9,2,2,0,0,0,0,0,0,0
3537,Bryce Hager,NYJ,2020,LB,10,14,9,23,0.5,3,2,1,0,0,0,0,0,0,0
3538,Quinton Jefferson,BUF,2020,DT,16,14,9,23,3.0,24,5,1,0,0,0,0,1,1,0
3539,Antwaun Woods,DAL,2020,DT,14,7,16,23,1.0,10,1,0,0,0,0,0,0,0,0
3540,Tyler Matakevich,BUF,2020,LB,16,12,11,23,0.0,0,0,2,0,0,0,0,0,0,0
3541,Dante Fowler Jr.,ATL,2020,DE,14,12,11,23,3.0,15,7,1,0,0,0,0,1,0,0
3542,Al-Quadin Muhammad,IND,2020,DE,16,19,4,23,2.0,17,3,0,0,0,0,0,1,0,0
3543,Yannick Ngakoue,BAL / MIN,2020,DE,15,23,0,23,8.0,43,11,1,0,0,0,0,4,0,0
3544,Essang Bassey,DEN,2020,CB,12,21,2,23,0.0,0,3,2,1,26,26,0,0,0,0
3545,Sam Franklin Jr.,CAR,2020,S,14,15,8,23,1.0,5,2,1,0,0,0,0,0,0,0
3546,Jamar Taylor,SF,2020,CB,8,20,2,22,1.0,7,2,3,2,8,8,0,0,0,0
3547,K'Waun Williams,SF,2020,CB,8,17,5,22,2.0,15,5,4,0,0,0,0,1,0,0
3548,Dean Marlowe,BUF,2020,S,15,16,6,22,1.5,9,3,3,2,39,23,0,0,1,0
3549,Trey Flowers,DET,2020,DE,7,12,10,22,2.0,40,4,1,0,0,0,0,2,1,0
3550,James Vaughters,CHI,2020,LB,14,15,7,22,1.5,10,3,0,0,0,0,0,0,0,0
3551,Cre'Von LeBlanc,PHI,2020,CB,9,19,3,22,1.0,3,2,2,0,0,0,0,1,1,0
3552,Daryl Worley,BUF / LV,2020,CB,9,17,5,22,0.0,0,0,3,0,0,0,0,0,0,0
3553,Tyler Lancaster,GB,2020,DT,15,8,14,22,0.0,0,0,1,0,0,0,0,0,0,0
3554,L.J. Collier,SEA,2020,DE,16,16,6,22,3.0,6,4,2,0,0,0,0,0,0,0
3555,M.J. Stewart,CLE,2020,S,16,18,4,22,1.0,6,2,3,2,51,30,0,0,0,0
3556,Tyrel Dodson,BUF,2020,LB,10,13,9,22,1.0,5,3,2,0,0,0,0,0,0,0
3557,Justin Layne,PIT,2020,CB,16,13,9,22,0.0,0,1,0,0,0,0,0,0,0,0
3558,Javelin Guidry,NYJ,2020,CB,11,15,7,22,0.0,0,1,0,0,0,0,0,4,0,0
3559,Alton Robinson,SEA,2020,LB,14,13,9,22,4.0,26,6,0,0,0,0,0,1,0,0
3560,Tevaughn Campbell,LAC,2020,CB,14,16,6,22,0.0,0,0,3,1,6,6,1,1,0,0
3561,Whitney Mercilus,HOU,2020,LB,13,12,9,21,4.0,19,5,1,0,0,0,0,0,1,0
3562,John Jenkins,CHI,2020,DT,11,7,14,21,0.0,0,0,1,0,0,0,0,0,0,0
3563,Jahleel Addae,LAC,2020,S,11,13,8,21,0.5,0,1,2,1,3,3,0,0,0,0
3564,De'Vante Bausby,ARI / DEN,2020,CB,11,21,0,21,0.0,0,0,5,0,0,0,0,0,0,0
3565,Greg Mabin,JAX,2020,CB,5,20,1,21,0.0,0,0,3,0,0,0,0,0,0,0
3566,Randy Gregory,DAL,2020,LB,10,15,6,21,3.5,30,7,1,0,0,0,0,3,0,0
3567,George Odum,IND,2020,S,16,14,7,21,0.0,0,0,0,0,0,0,0,1,0,0
3568,Oren Burks,GB,2020,LB,16,14,7,21,0.0,0,1,0,0,0,0,0,2,0,0
3569,Justin Zimmer,BUF,2020,DT,12,13,8,21,1.0,0,4,0,0,0,0,0,1,0,0
3570,Shaun Dion Hamilton,WSH,2020,LB,14,14,7,21,0.0,0,2,0,0,0,0,0,0,0,0
3571,Marcus Davenport,NO,2020,LB,11,12,9,21,1.5,12,4,2,0,0,0,0,0,0,0
3572,Kingsley Keke,GB,2020,DT,15,12,9,21,4.0,27,5,2,0,0,0,0,1,0,0
3573,K'Von Wallace,PHI,2020,S,15,15,6,21,0.0,0,1,0,0,0,0,0,0,1,0
3574,Sean Lee,DAL,2020,LB,9,11,9,20,0.0,0,0,0,0,0,0,0,0,0,0
3575,Robert Quinn,CHI,2020,DE,15,14,6,20,2.0,12,4,0,0,0,0,0,3,1,0
3576,Desmond Trufant,DET,2020,CB,6,16,4,20,1.0,8,2,4,1,0,0,0,0,0,0
3577,Damion Square,LAC,2020,DE,16,9,11,20,1.0,1,2,0,0,0,0,0,0,0,0
3578,Rakeem Nunez-Roches,TB,2020,DT,16,7,13,20,0.0,0,0,0,0,0,0,0,0,0,0
3579,Sheldon Rankins,NO,2020,DT,12,13,7,20,1.5,12,4,1,0,0,0,0,0,0,0
3580,Damontae Kazee,ATL,2020,S,4,17,3,20,0.0,0,0,0,0,0,0,0,1,0,0
3581,Rashard Robinson,DAL,2020,CB,4,13,7,20,0.0,0,1,0,0,0,0,0,0,0,0
3582,Ahkello Witherspoon,SF,2020,CB,11,17,3,20,0.0,0,1,4,1,0,0,0,0,0,0
3583,Jacob Martin,HOU,2020,DE,14,13,7,20,3.0,16,4,1,0,0,0,0,1,1,0
3584,D.J. Jones,SF,2020,DT,14,14,6,20,3.0,16,7,1,0,0,0,0,0,0,0
3585,Joe Giles-Harris,JAX,2020,LB,9,10,10,20,1.0,7,2,0,0,0,0,0,0,0,0
3586,Anfernee Jennings,NE,2020,LB,14,10,10,20,0.0,0,0,0,0,0,0,0,0,0,0
3587,Corey Ballentine,NYG / NYJ,2020,CB,15,17,3,20,0.0,0,1,0,0,0,0,0,0,0,0
3588,Jabaal Sheard,NYG / JAX,2020,DE,10,10,9,19,1.5,15,5,1,0,0,0,0,1,0,0
3589,Jadeveon Clowney,TEN,2020,LB,8,14,5,19,0.0,0,4,4,0,0,0,0,1,0,0
3590,Trent Murphy,BUF,2020,DE,10,15,4,19,2.0,11,4,0,0,0,0,0,0,0,0
3591,Devon Kennard,ARI,2020,LB,13,15,4,19,3.0,20,6,0,0,0,0,0,0,0,0
3592,Adarius Taylor,CAR,2020,LB,13,10,9,19,0.0,0,1,0,0,0,0,0,0,0,0
3593,DJ Reader,CIN,2020,DT,5,8,11,19,0.0,0,1,2,0,0,0,0,0,0,0
3594,Chris Jones,MIN / DET,2020,CB,8,18,1,19,0.0,0,0,0,0,0,0,0,0,0,0
3595,John Franklin-Myers,NYJ,2020,DE,15,8,11,19,3.0,25,5,2,0,0,0,0,0,2,0
3596,Zaire Franklin,IND,2020,LB,16,14,5,19,0.0,0,0,0,0,0,0,0,0,0,0
3597,Da'Shawn Hand,DET,2020,DT,10,12,7,19,0.0,0,1,0,0,0,0,0,1,0,0
3598,Jonathan Greenard,HOU,2020,LB,13,10,9,19,1.0,7,3,1,0,0,0,0,0,0,0
3599,Kevin Givens,SF,2020,DT,13,14,5,19,1.0,7,5,1,0,0,0,0,0,1,0
3600,Justin Madubuike,BAL,2020,DT,10,11,8,19,1.0,7,3,0,0,0,0,0,0,0,0
3601,Khalid Kareem,CIN,2020,DE,16,9,10,19,1.0,0,1,0,0,0,0,0,0,0,0
3602,Jalen Thompson,ARI,2020,S,5,16,3,19,0.0,0,0,1,0,0,0,0,0,0,0
3603,K'Lavon Chaisson,JAX,2020,LB,16,12,7,19,1.0,8,3,1,0,0,0,0,0,0,0
3604,Richard Sherman,SF,2020,CB,5,16,2,18,0.0,0,1,1,1,18,18,0,0,0,0
3605,D.J. Hayden,JAX,2020,CB,5,15,3,18,0.0,0,1,1,0,0,0,0,0,0,0
3606,Will Compton,TEN,2020,LB,12,9,9,18,0.0,0,0,0,0,0,0,0,0,1,0
3607,Shilique Calhoun,NE,2020,DE,10,13,5,18,2.0,20,3,0,0,0,0,0,2,0,0
3608,Vernon Butler,BUF,2020,DT,14,9,9,18,0.0,0,5,1,0,0,0,0,1,0,0
3609,Austin Johnson,NYG,2020,DT,16,8,10,18,1.0,8,3,1,0,0,0,0,1,0,0
3610,DeMarcus Walker,DEN,2020,DE,13,9,9,18,4.5,28,5,0,0,0,0,0,1,0,0
3611,Charles Harris,ATL,2020,DE,13,8,10,18,3.0,18,3,2,0,0,0,0,0,0,0
3612,Taven Bryan,JAX,2020,DT,16,10,8,18,0.5,1,4,0,0,0,0,0,0,0,0
3613,Marquis Haynes Sr.,CAR,2020,LB,15,15,3,18,4.0,19,4,1,0,0,0,0,1,2,0
3614,Harrison Phillips,BUF,2020,DT,12,11,7,18,0.0,0,0,0,0,0,0,0,0,1,0
3615,Greg Gaines,LAR,2020,DT,16,9,9,18,1.5,4,2,0,0,0,0,0,0,1,0
3616,Dakota Allen,JAX,2020,LB,13,12,6,18,0.0,0,3,0,0,0,0,0,0,0,0
3617,Efe Obada,CAR,2020,DE,16,10,8,18,5.5,35,6,0,0,0,0,0,1,2,0
3618,Anthony Nelson,TB,2020,LB,16,11,7,18,1.0,10,3,1,0,0,0,0,0,0,0
3619,Michael Jacquet,PHI,2020,CB,7,12,6,18,1.0,9,1,3,0,0,0,0,1,0,0
3620,Tim Settle,WSH,2020,DT,16,12,6,18,5.0,26,5,0,0,0,0,0,0,0,0
3621,Joejuan Williams,NE,2020,CB,15,12,6,18,0.0,0,0,2,0,0,0,0,0,0,0
3622,Daniel Thomas,JAX,2020,S,10,16,2,18,0.0,0,0,2,1,53,53,0,0,0,0
3623,Ryan Kerrigan,WSH,2020,DE,16,9,8,17,5.5,43,6,1,0,0,0,0,0,1,0
3624,Mike Daniels,CIN,2020,DT,11,7,10,17,0.0,0,1,0,0,0,0,0,0,0,0
3625,Dion Jordan,SF,2020,DE,13,11,6,17,3.0,24,5,1,0,0,0,0,1,1,0
3626,Justin Ellis,BAL,2020,DT,13,6,11,17,0.0,0,0,1,0,0,0,0,0,0,0
3627,Mario Edwards Jr.,CHI,2020,DE,15,11,6,17,4.0,36,6,1,0,0,0,0,0,0,0
3628,Stephen Weatherly,CAR,2020,DE,9,7,10,17,0.0,0,2,0,0,0,0,0,0,0,0
3629,Nick Scott,LAR,2020,S,15,11,6,17,0.0,0,0,0,0,0,0,0,0,0,0
3630,Armani Watts,KC,2020,S,16,15,2,17,0.0,0,0,1,0,0,0,0,0,0,0
3631,Austin Bryant,DET,2020,DE,6,12,5,17,0.0,0,2,1,0,0,0,0,0,0,0
3632,Charles Omenihu,HOU,2020,DE,15,11,6,17,4.0,35,6,2,0,0,0,0,0,0,0
3633,Carter Coughlin,NYG,2020,LB,14,13,4,17,1.0,8,2,0,0,0,0,0,0,0,0
3634,Kindle Vildor,CHI,2020,CB,16,13,4,17,0.0,0,0,1,0,0,0,0,0,0,0
3635,Amani Bledsoe,CIN,2020,DE,14,6,11,17,0.0,0,1,2,0,0,0,0,0,0,0
3636,Nathan Shepherd,NYJ,2020,DT,14,8,9,17,2.5,20,4,0,0,0,0,0,0,0,0
3637,Harrison Hand,MIN,2020,CB,14,14,3,17,0.0,0,0,3,1,4,4,0,0,0,0
3638,Domata Peko Sr.,ARI,2020,DT,6,6,10,16,0.0,0,0,0,0,0,0,0,0,0,0
3639,Vinny Curry,PHI,2020,DE,11,12,4,16,3.0,27,4,0,0,0,0,0,0,1,0
3640,Michael Thomas,HOU,2020,S,9,8,8,16,0.0,0,0,0,0,0,0,0,0,0,0
3641,Shawn Williams,CIN,2020,S,13,12,4,16,0.0,0,0,1,0,0,0,0,0,0,0
3642,Alex Okafor,KC,2020,DE,11,9,7,16,3.0,7,4,0,0,0,0,0,1,0,0
3643,Cassius Marsh,IND / PIT,2020,LB,8,14,2,16,0.0,0,0,0,0,0,0,0,1,0,0
3644,Brandon Facyson,LAC,2020,CB,13,13,3,16,0.0,0,0,0,0,0,0,0,1,0,0
3645,Davon Godchaux,MIA,2020,DT,5,10,6,16,0.0,0,1,0,0,0,0,0,0,0,0
3646,Jihad Ward,BAL,2020,LB,10,7,9,16,3.0,23,4,2,0,0,0,0,0,0,0
3647,Joshua Kalu,TEN,2020,S,15,12,4,16,0.0,0,0,0,0,0,0,0,1,0,0
3648,Duke Shelley,CHI,2020,CB,11,9,7,16,0.0,0,0,1,0,0,0,0,0,0,0
3649,Kristian Fulton,TEN,2020,CB,6,14,2,16,1.0,7,1,1,1,44,44,0,0,0,0
3650,Malcolm Roach,NO,2020,DT,9,7,9,16,0.0,0,2,0,0,0,0,0,0,0,0
3651,Bryce Huff,NYJ,2020,DE,14,12,4,16,2.0,9,4,1,0,0,0,0,0,0,0
3652,Dennis Gardeck,ARI,2020,LB,14,14,2,16,7.0,41,7,0,0,0,0,0,0,1,0
