,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
3913,Mike Boone,MIN,2020,RB,16,4,1,5,0.0,0,0,0,0,0,0,0,1,0,0
3914,Malik Jefferson,LAC,2020,LB,13,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3915,Tim Ward,KC,2020,LB,1,5,0,5,1.0,7,1,0,0,0,0,0,0,0,0
3916,Jabari Zuniga,NYJ,2020,DE,8,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3917,DeAndre Baker,KC,2020,CB,2,4,1,5,1.0,11,1,1,0,0,0,0,0,0,0
3918,DJ Moore,CAR,2020,WR,15,5,0,5,0.0,0,0,0,0,0,0,0,1,0,0
3919,Trevis Gipson,CHI,2020,LB,7,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0
3920,Penny Hart,SEA,2020,WR,13,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
3921,Nathan Cottrell,JAX,2020,RB,8,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3922,Herb Miller,TB,2020,CB,4,5,0,5,0.0,0,0,1,1,2,2,0,0,0,0
3923,Ulysees Gilbert,PIT,2020,LB,4,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3924,Raequan Williams,PHI,2020,DE,6,3,2,5,1.0,5,1,0,0,0,0,0,0,0,0
3925,Gabe Nabers,LAC,2020,FB,16,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3926,Kristian Welch,BAL,2020,LB,10,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3927,Joe Jackson,CLE,2020,DE,3,2,3,5,0.0,0,1,0,0,0,0,0,0,1,0
3928,Madre Harper,NYG,2020,CB,9,5,0,5,0.0,0,0,0,0,0,0,0,0,1,0
3929,Alexander Myres,DET,2020,CB,1,5,0,5,0.0,0,0,1,0,0,0,0,0,0,0
3930,Tuzar Skipper,TEN,2020,LB,4,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
3931,Terrell Lewis,LAR,2020,LB,8,3,2,5,2.0,3,2,0,0,0,0,0,0,0,0
3932,Anthony Rush,SEA / GB,2020,DT,4,1,4,5,0.5,1,1,0,0,0,0,0,0,0,0
3933,Larrell Murchison,TEN,2020,DT,10,1,4,5,0.0,0,2,0,0,0,0,0,0,0,0
3934,Jonathan Garvin,GB,2020,LB,8,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0
3935,Teair Tart,TEN,2020,DT,7,2,3,5,0.0,0,0,1,0,0,0,0,0,0,0
3936,Corey Liuget,HOU,2020,DT,6,2,2,4,1.0,7,2,0,0,0,0,0,0,0,0
3937,Brooks Reed,TEN,2020,LB,2,3,1,4,1.0,7,1,0,0,0,0,0,0,0,0
3938,Cordarrelle Patterson,CHI,2020,RB,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3939,Zach Ertz,PHI,2020,TE,11,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3940,Levine Toilolo,NYG,2020,TE,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3941,Brandin Cooks,HOU,2020,WR,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3942,Logan Thomas,WSH,2020,TE,16,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0
3943,Vic Beasley,LV / TEN,2020,DE,10,3,1,4,0.0,0,1,0,0,0,0,0,1,0,0
3944,Justin March-Lillard,DAL,2020,LB,12,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3945,Ryan Smith,TB,2020,CB,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3946,Jordan Richards,BAL,2020,S,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3947,David Irving,LV,2020,DE,2,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
3948,Jakeem Grant Sr.,MIA,2020,WR,14,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3949,Ty Long,LAC,2020,P,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3950,Tony McRae,DET,2020,CB,8,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3951,Breshad Perriman,NYJ,2020,WR,12,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3952,Andy Janovich,CLE,2020,FB,14,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
3953,Patrick O'Connor,TB,2020,DE,16,3,1,4,1.0,10,1,0,0,0,0,0,0,0,0
3954,Cameron Malveaux,CLE,2020,DE,2,4,0,4,0.0,0,0,0,0,0,0,0,1,0,0
3955,Eli Apple,CAR,2020,CB,2,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3956,Kemoko Turay,IND,2020,LB,7,3,1,4,1.0,5,1,0,0,0,0,0,0,0,0
3957,Chad Beebe,MIN,2020,WR,14,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3958,Deadrin Senat,ATL,2020,DT,5,2,2,4,0.0,0,0,0,0,0,0,0,0,1,0
3959,Cole Mazza,LAC,2020,LS,16,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0
3960,Jamal Agnew,DET,2020,WR,14,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0
3961,John Lovett,GB,2020,FB,8,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3962,Jalen Davis,CIN,2020,CB,6,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3963,Ryan Nall,CHI,2020,FB,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3964,Cortez Broughton,LAC,2020,DT,9,0,4,4,0.0,0,0,1,0,0,0,0,0,0,0
3965,Danny Johnson,WSH,2020,CB,14,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3966,Jaquan Johnson,BUF,2020,S,14,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3967,Jace Whittaker,ARI,2020,CB,4,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3968,Xavier Crawford,CHI,2020,CB,3,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
3969,Darrion Daniels,SF,2020,DT,4,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
3970,Javin White,LV,2020,LB,4,3,1,4,0.0,0,1,0,0,0,0,0,0,0,0
3971,Nick Westbrook-Ikhine,TEN,2020,WR,14,3,1,4,0.0,0,1,0,0,0,0,0,0,0,0
3972,Jachai Polite,LAR,2020,LB,11,3,1,4,1.0,6,1,0,0,0,0,0,0,0,0
3973,Braden Mann,NYJ,2020,P,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3974,Mitch Wishnowsky,SF,2020,P,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3975,Rico Dowdle,DAL,2020,RB,15,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0
3976,Amik Robertson,LV,2020,CB,8,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3977,Jerry Jeudy,DEN,2020,WR,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3978,Gabe Davis,BUF,2020,WR,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
3979,Nick Keizer,KC,2020,TE,16,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
3980,Malik Taylor,GB,2020,WR,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
3981,Jared Cook,NO,2020,TE,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
3982,Marcus Gilchrist,BAL,2020,S,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3983,Luke Stocker,ATL,2020,TE,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
3984,Kirk Cousins,MIN,2020,QB,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
3985,Tyler Eifert,JAX,2020,TE,15,3,0,3,0.0,0,0,0,0,0,0,0,1,0,0
3986,DeAndre Hopkins,ARI,2020,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3987,Alec Ogletree,NYJ,2020,LB,2,3,0,3,0.0,0,3,0,0,0,0,0,0,0,0
3988,James Winchester,KC,2020,LS,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
3989,Dee Ford,SF,2020,DE,1,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0
3990,Jerick McKinnon,SF,2020,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3991,Matt Feiler,PIT,2020,G,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3992,Senorise Perry,TEN,2020,RB,7,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
3993,James O'Shaughnessy,JAX,2020,TE,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3994,Kyle Emanuel,HOU / LV,2020,LB,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
3995,Carl Davis Jr.,NE,2020,DT,3,3,0,3,0.0,0,1,0,0,0,0,0,0,0,0
3996,Luke Rhodes,IND,2020,LS,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3997,Malcolm Brown,LAR,2020,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3998,J.D. McKissic,WSH,2020,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
3999,Jared Norris,WSH,2020,LB,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4000,Blake Countess,PHI,2020,CB,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4001,Graham Glasgow,DEN,2020,G,13,3,0,3,0.0,0,1,0,0,0,0,0,1,0,0
4002,Chris Milton,TEN,2020,CB,14,3,0,3,0.0,0,1,0,0,0,0,0,0,0,0
4003,Woodrow Hamilton IV,CAR,2020,DT,5,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0
4004,James Burgess Jr.,GB,2020,LB,4,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4005,Brian Allen,SF,2020,CB,1,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4006,Kalif Raymond,TEN,2020,WR,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4007,Joe Jones,DEN,2020,LB,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4008,Eric Saubert,JAX,2020,TE,8,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4009,Amari Cooper,DAL,2020,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4010,Cooper Kupp,LAR,2020,WR,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4011,Ryan Glasgow,NO,2020,DT,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4012,Deante Burton,DAL,2020,CB,4,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4013,D.J. Foster,ARI,2020,RB,10,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4014,Trevor Williams,PHI,2020,CB,2,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0
4015,Austin Calitro,DEN,2020,LB,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4016,Mack Hollins,MIA,2020,WR,16,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4017,Mike Davis,CAR,2020,RB,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4018,Tanzel Smart,NYJ,2020,DT,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4019,Rashard Higgins,CLE,2020,WR,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4020,Damarious Randall,SEA,2020,CB,10,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4021,Austin Hooper,CLE,2020,TE,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4022,Leon Jacobs,JAX,2020,LB,3,3,0,3,0.0,0,1,0,0,0,0,0,0,0,0
4023,Marcus Kemp,KC,2020,WR,10,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4024,KhaDarel Hodge,CLE,2020,WR,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4025,Kevin Rader,PIT,2020,TE,1,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4026,Marquez Valdes-Scantling,GB,2020,WR,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4027,Evan Engram,NYG,2020,TE,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4028,Peyton Barber,WSH,2020,RB,16,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4029,Johnny Mundt,LAR,2020,TE,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4030,Nate Holley,MIA,2020,S,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4031,Demone Harris,KC,2020,DE,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4032,Justin Jackson,LAC,2020,RB,9,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4033,Samaje Perine,CIN,2020,RB,16,2,1,3,0.0,0,1,0,0,0,0,0,0,0,0
4034,Andrew Brown,HOU / CIN,2020,DT,7,1,2,3,1.0,4,1,0,0,0,0,0,0,0,0
4035,Dalton Schultz,DAL,2020,TE,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4036,Jaeden Graham,ATL,2020,TE,16,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4037,Terry McLaurin,WSH,2020,WR,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4038,Khalen Saunders,KC,2020,DT,3,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4039,Cullen Gillaspia,HOU,2020,LB,7,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0
4040,Khari Blasingame,TEN,2020,FB,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4041,Royce Freeman,DEN,2020,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4042,Devontae Booker,LV,2020,RB,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4043,Jacob Hollister,SEA,2020,TE,16,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0
4044,Linden Stephens,SEA,2020,CB,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4045,Christian Blake,ATL,2020,WR,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4046,Isaiah Mack,NE / TEN,2020,DT,8,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4047,Patrick Mahomes,KC,2020,QB,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4048,Vyncint Smith,NYJ,2020,WR,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4049,Stanley Morgan,CIN,2020,WR,6,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4050,Natrez Patrick,LAR,2020,LB,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4051,Kevin Toliver II,DEN,2020,CB,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4052,Jeremiah Ledbetter,TB,2020,DE,3,2,1,3,1.0,11,1,0,0,0,0,0,0,0,0
4053,Jason Strowbridge,MIA,2020,DE,8,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0
4054,Jeremy Cox,DEN,2020,RB,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4055,Xavier Jones,LAR,2020,RB,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4056,K.J. Osborn,MIN,2020,WR,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4057,Tae Hayes,MIA,2020,CB,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4058,Olamide Zaccheaus,ATL,2020,WR,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4059,Jacob Bobenmoyer,DEN,2020,LS,16,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0
4060,P.J. Locke,DEN,2020,S,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4061,Jonah Jackson,DET,2020,G,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4062,Van Jefferson,LAR,2020,WR,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4063,Josh Adams,NYJ,2020,RB,8,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4064,Miles Boykin,BAL,2020,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4065,Jalen Guyton,LAC,2020,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4066,Saivion Smith,DAL,2020,CB,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4067,Garett Bolles,DEN,2020,OT,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4068,Jordan Kunaszyk,WSH,2020,LB,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4069,Travis Homer,SEA,2020,RB,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4070,Joe Reed,LAC,2020,WR,11,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0
4071,TJ Brunson,NYG,2020,LB,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4072,Justin Herbert,LAC,2020,QB,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4073,Rashad Smith,PHI,2020,LB,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
4074,JuJu Hughes,LAR,2020,S,12,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
4075,Julian Okwara,DET,2020,LB,6,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0
4076,DK Metcalf,SEA,2020,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4077,Tee Higgins,CIN,2020,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4078,Stanford Samuels,GB,2020,CB,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4079,James Lynch,MIN,2020,DT,9,2,1,3,1.0,8,1,0,0,0,0,0,0,0,0
4080,Brandon Aiyuk,SF,2020,WR,12,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
4081,DeSean Jackson,PHI,2020,WR,5,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4082,Julian Edelman,NE,2020,WR,6,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4083,Golden Tate,NYG,2020,WR,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4084,Emmanuel Sanders,NO,2020,WR,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4085,Morgan Cox,BAL,2020,LS,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4086,Bruce Miller,JAX,2020,FB,8,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0
4087,Dontrelle Inman,WSH,2020,WR,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4088,T.Y. Hilton,IND,2020,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4089,Datone Jones,LV,2020,DE,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4090,Johnathan Cyprien,SF,2020,S,4,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0
4091,Robert Woods,LAR,2020,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4092,Morgan Moses,WSH,2020,OT,16,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0
4093,Richard Rodgers,PHI,2020,TE,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
4094,Trey Burton,IND,2020,TE,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4095,Tyler Shatley,JAX,2020,C,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4096,Jason Myers,SEA,2020,PK,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4097,Daryl Williams,BUF,2020,OT,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4098,Ameer Abdullah,MIN,2020,RB,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4099,Melvin Gordon III,DEN,2020,RB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4100,Chris Moore,BAL,2020,WR,3,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0
4101,Andrew Adams,TB,2020,S,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4102,Terrance Smith,ARI,2020,LB,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
4103,Darren Waller,LV,2020,TE,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4104,Kameron Canaday,PIT,2020,LS,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4105,Pharaoh Brown,HOU,2020,TE,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4106,Marcus Johnson,IND,2020,WR,11,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0
4107,C.J. Board,NYG,2020,WR,14,1,1,2,0.0,0,1,0,0,0,0,0,0,0,0
4108,Sheldon Day,IND,2020,DT,4,1,1,2,0.0,0,0,1,0,0,0,0,0,0,0
4109,Tavon Young,BAL,2020,CB,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4110,Reid Ferguson,BUF,2020,LS,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4111,Sterling Shepard,NYG,2020,WR,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4112,Zach Pascal,IND,2020,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4113,Jaydon Mickens,TB,2020,WR,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4114,Taybor Pepper,SF,2020,LS,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4115,Jamaal Williams,GB,2020,RB,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4116,Denzelle Good,LV,2020,G,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4117,Dwayne Washington,NO,2020,RB,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4118,Peter Kalambayi,HOU,2020,LB,10,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
4119,Cordrea Tankersley,MIN,2020,CB,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4120,Tyler Boyd,CIN,2020,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4121,James Conner,PIT,2020,RB,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4122,Jack Cichy,TB,2020,LB,6,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4123,Troy Fumagalli,DEN,2020,TE,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4124,Matt Breida,MIA,2020,RB,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4125,Anthony Miller,CHI,2020,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4126,Mike Love,BUF,2020,DE,1,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0
4127,Jordan Wilkins,IND,2020,RB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4128,Nate Orchard,WSH,2020,DE,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
4129,Alvin Kamara,NO,2020,RB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4130,Pita Taumoepenu,ATL,2020,DE,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4131,Austin Corbett,LAR,2020,C,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4132,Zach Triner,TB,2020,LS,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4133,Craig James,PHI,2020,CB,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4134,Freedom Akinmoladun,CIN,2020,DT,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4135,Chris Godwin,TB,2020,WR,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4136,Mark Andrews,BAL,2020,TE,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4137,Jaylen Samuels,PIT,2020,RB,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4138,Christian McCaffrey,CAR,2020,RB,3,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4139,Solomon Thomas,SF,2020,DE,2,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
4140,Ross Dwelley,SF,2020,TE,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4141,Noah Brown,DAL,2020,WR,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4142,Curtis Samuel,CAR,2020,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4143,Jordan Brailford,MIN,2020,LB,5,2,0,2,0.0,0,0,0,0,0,0,0,1,1,0
4144,Buddy Howell,HOU,2020,RB,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4145,Jeff Wilson Jr.,SF,2020,RB,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4146,Brian O'Neill,MIN,2020,OT,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4147,Mike Thomas,CIN,2020,WR,14,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0
4148,Joey Slye,CAR,2020,PK,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4149,Dalton Risner,DEN,2020,G,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4150,Matthew Adams,IND,2020,LB,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4151,Will Dissly,SEA,2020,TE,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4152,Tim Patrick,DEN,2020,WR,15,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0
4153,Tremon Smith,IND,2020,CB,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4154,Khalil Davis,TB,2020,DT,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4155,Devine Ozigbo,JAX,2020,RB,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4156,Mark Fields II,HOU / MIN,2020,CB,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4157,Blake Ferguson,MIA,2020,LS,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4158,Dylan Mabin,LV / MIN,2020,CB,3,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4159,Wyatt Ray,TEN,2020,LB,4,2,0,2,1.0,17,1,0,0,0,0,0,0,0,0
4160,Preston Williams,MIA,2020,WR,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4161,Tyler Conklin,MIN,2020,TE,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4162,Broderick Washington,BAL,2020,DT,8,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
4163,Tony Pollard,DAL,2020,RB,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4164,Lamar Jackson,BAL,2020,QB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4165,Jakobi Meyers,NE,2020,WR,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4166,LeVante Bellamy,DEN,2020,RB,5,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4167,J.R. Reed,LAR,2020,S,7,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
4168,JaMycal Hasty,SF,2020,RB,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4169,Ross Matiscik,JAX,2020,LS,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4170,Rob Windsor,IND,2020,DT,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
4171,Jake Bailey,NE,2020,P,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
4172,Casey Toohill,WSH / PHI,2020,DE,8,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
