,Name,Teams,Season,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
1355,AJ Dillon,GB,2020,RB,11,2,2,21,10.5,0,16,0,1.9,0,0,16,1
1356,Tavon Austin,GB,2020,WR,4,5,5,20,4.0,0,7,0,5.0,0,0,45,1
1357,Elijhaa Penny,NYG,2020,RB,14,2,3,20,10.0,0,11,0,1.4,0,0,17,1
1358,Antonio Callaway,MIA,2020,WR,5,2,4,20,10.0,0,13,0,4.0,0,0,2,1
1359,Justice Hill,BAL,2020,RB,12,5,5,20,4.0,0,8,0,1.7,0,0,28,0
1360,Antonio Williams,BUF,2020,RB,1,1,1,20,20.0,0,20,1,20.0,0,0,16,1
1361,Alfred Morris,NYG,2020,RB,9,3,4,19,6.3,1,9,0,2.1,0,0,17,2
1362,Deontay Burnett,PHI,2020,WR,2,3,4,19,6.3,0,10,0,9.5,0,0,4,1
1363,C.J. Prosise,HOU,2020,RB,10,5,5,18,3.6,1,10,0,1.8,0,0,26,1
1364,Reggie Bonnafon,CAR,2020,RB,2,2,2,18,9.0,1,15,0,9.0,0,0,21,2
1365,Alex Armah,CAR,2020,RB,16,5,9,18,3.6,0,14,0,1.1,0,0,19,1
1366,John Ross,CIN,2020,WR,3,2,7,17,8.5,0,15,0,5.7,0,0,3,1
1367,Eric Saubert,JAX,2020,TE,8,3,4,16,5.3,0,9,0,2.0,0,0,6,0
1368,Josh Malone,NYJ,2020,WR,4,4,6,16,4.0,0,13,0,4.0,0,0,7,1
1369,Reggie Gilliam,BUF,2020,FB,14,2,2,16,8.0,1,15,0,1.1,0,0,8,2
1370,Jaleel Scott,NYJ,2020,WR,1,1,1,16,16.0,0,16,0,16.0,0,0,3,1
1371,Dalton Keene,NE,2020,TE,6,3,5,16,5.3,0,8,0,2.7,1,0,2,0
1372,Colby Parkinson,SEA,2020,TE,6,2,2,16,8.0,0,10,0,2.7,0,0,4,2
1373,Trenton Cannon,CAR,2020,RB,14,3,3,16,5.3,0,19,0,1.1,0,0,13,1
1374,Donte Moncrief,NE,2020,WR,6,1,2,15,15.0,0,15,0,2.5,0,0,14,1
1375,Derek Carrier,LV,2020,TE,16,1,1,14,14.0,0,14,0,0.9,0,0,19,1
1376,D'Ernest Johnson,CLE,2020,RB,16,3,4,14,4.7,0,5,0,0.9,0,0,12,0
1377,James Proche II,BAL,2020,WR,14,1,3,14,14.0,0,14,0,1.0,0,0,8,1
1378,Andy Janovich,CLE,2020,FB,14,2,5,13,6.5,0,13,0,0.9,0,0,13,1
1379,Keith Kirkwood,CAR,2020,WR,1,1,2,13,13.0,0,13,0,13.0,0,0,8,0
1380,Siran Neal,BUF,2020,CB,16,1,1,13,13.0,0,13,0,0.8,0,0,4,1
1381,Vyncint Smith,NYJ,2020,WR,7,1,3,13,13.0,0,13,0,1.9,0,0,2,1
1382,Luke Willson,BAL / SEA,2020,TE,3,1,3,12,12.0,0,12,0,4.0,0,0,2,0
1383,Blake Jarwin,DAL,2020,TE,1,1,1,12,12.0,0,12,0,12.0,0,0,0,1
1384,Peyton Barber,WSH,2020,RB,16,4,7,12,3.0,0,7,0,0.8,0,0,10,1
1385,Cody Hollister,TEN,2020,WR,2,1,1,12,12.0,0,12,0,6.0,0,0,2,1
1386,Josiah Deguara,GB,2020,TE,2,1,2,12,12.0,0,12,0,6.0,0,0,10,1
1387,Josh Allen,BUF,2020,QB,16,1,1,12,12.0,1,12,0,0.8,0,0,17,1
1388,Bennie Fowler,NO,2020,WR,5,2,6,11,5.5,0,7,0,2.2,0,0,1,1
1389,Dak Prescott,DAL,2020,QB,5,1,1,11,11.0,1,11,0,2.2,0,0,1,1
1390,Marcus Kemp,KC,2020,WR,10,1,1,11,11.0,0,11,0,1.1,0,0,9,1
1391,Stephen Carlson,CLE,2020,TE,16,1,2,11,11.0,0,11,0,0.7,0,0,9,1
1392,Jonathan Ward,ARI,2020,RB,14,1,1,11,11.0,1,11,0,0.8,0,0,15,1
1393,Temarrick Hemingway,WSH,2020,TE,8,1,2,10,10.0,0,10,0,1.3,0,0,7,1
1394,Gehrig Dieter,KC,2020,WR,4,1,2,10,10.0,0,10,0,2.5,0,0,5,1
1395,Mike Boone,MIN,2020,RB,16,2,2,10,5.0,0,6,0,0.6,0,0,17,0
1396,Ben Ellefson,JAX,2020,TE,7,1,4,10,10.0,0,10,0,1.4,0,0,3,1
1397,Nick Bellore,SEA,2020,LB,16,1,1,9,9.0,0,9,0,0.6,0,0,7,1
1398,Chandler Cox,MIA,2020,FB,8,2,2,9,4.5,0,6,0,1.1,0,0,7,1
1399,DeAndre Carter,HOU / CHI,2020,WR,13,1,2,8,8.0,0,8,0,0.6,0,0,4,0
1400,Jason Cabinda,DET,2020,FB,16,2,3,8,4.0,0,4,0,0.5,0,0,5,1
1401,Charlie Heck,HOU,2020,OT,3,0,0,8,0.0,0,8,0,2.7,1,0,8,0
1402,D.J. Foster,ARI,2020,RB,10,1,1,7,7.0,0,7,0,0.7,0,0,3,1
1403,Colin Thompson,CAR,2020,TE,15,1,2,7,7.0,1,7,0,0.5,0,0,0,1
1404,Max Scharping,HOU,2020,G,15,0,0,7,0.0,0,7,0,0.5,0,0,7,0
1405,Scottie Phillips,HOU,2020,RB,8,1,1,7,7.0,0,7,0,0.9,0,0,4,0
1406,Lamar Miller,CHI,2020,RB,1,2,2,6,3.0,0,7,0,6.0,0,0,5,1
1407,Jeremy Sprinkle,WSH,2020,TE,16,1,3,6,6.0,0,6,0,0.4,0,0,3,0
1408,Baker Mayfield,CLE,2020,QB,16,1,1,6,6.0,0,6,0,0.4,0,0,1,1
1409,Cullen Gillaspia,HOU,2020,LB,7,1,1,6,6.0,0,6,0,0.9,0,0,8,0
1410,Brandon Dillon,MIN,2020,TE,3,1,1,6,6.0,0,6,0,2.0,0,0,1,0
1411,Anthony Sherman,KC,2020,FB,13,1,2,5,5.0,1,5,0,0.4,0,0,8,1
1412,Tommylee Lewis,NO,2020,WR,5,1,3,5,5.0,0,5,0,1.0,0,0,2,0
1413,Jake Butt,DEN,2020,TE,5,2,4,5,2.5,0,5,0,1.0,0,0,2,0
1414,D'Onta Foreman,TEN,2020,RB,6,1,1,5,5.0,1,5,0,0.8,0,0,2,1
1415,LeVante Bellamy,DEN,2020,RB,5,1,1,5,5.0,0,5,0,1.0,0,0,5,0
1416,Trenton Irwin,CIN,2020,WR,1,1,2,5,5.0,0,5,0,5.0,0,0,1,0
1417,Trevon Wesco,NYJ,2020,TE,12,1,2,5,5.0,0,5,0,0.4,0,0,0,0
1418,Bobby Massie,CHI,2020,OT,8,1,1,4,4.0,0,4,0,0.5,0,0,2,1
1419,Alex Collins,SEA,2020,RB,3,1,2,4,4.0,0,4,0,1.3,0,0,0,0
1420,Dede Westbrook,JAX,2020,WR,2,1,1,4,4.0,0,4,0,2.0,0,0,0,0
1421,J.J. Taylor,NE,2020,RB,6,1,2,4,4.0,0,4,0,0.7,0,0,8,0
1422,Jason Croom,PHI,2020,TE,4,1,1,3,3.0,1,3,0,0.8,0,0,0,1
1423,Buddy Howell,HOU,2020,RB,14,1,2,3,3.0,0,3,0,0.2,0,0,7,0
1424,Penny Hart,SEA,2020,WR,13,1,1,3,3.0,0,3,0,0.2,0,0,4,0
1425,Antonio Gandy-Golden,WSH,2020,TE,6,1,7,3,3.0,0,3,0,0.5,0,0,1,0
1426,Isaac Nauta,DET,2020,TE,7,1,2,3,3.0,0,3,0,0.4,0,0,0,0
1427,Jordan Thomas,ARI / NE,2020,LB,6,1,2,3,3.0,1,3,0,0.5,0,0,0,1
1428,Jalen Hurts,PHI,2020,QB,15,1,1,3,3.0,0,3,0,0.2,0,0,9,0
1429,Craig Reynolds,JAX,2020,RB,2,1,1,3,3.0,0,3,0,1.5,0,0,2,0
1430,Bruce Miller,JAX,2020,FB,8,1,2,2,2.0,0,2,0,0.3,0,0,4,1
1431,Eric Fisher,KC,2020,OT,15,1,1,2,2.0,1,2,0,0.1,0,0,1,1
1432,Marcus Baugh,WSH,2020,TE,8,1,1,2,2.0,0,2,0,0.3,0,0,1,0
1433,Dontrell Hilliard,HOU / CLE,2020,RB,5,1,1,2,2.0,0,2,0,0.4,0,0,1,0
1434,Adrian Killins,PHI,2020,RB,1,1,1,2,2.0,0,2,0,2.0,0,0,7,0
1435,Kendall Lamm,CLE,2020,OT,15,1,1,1,1.0,1,1,0,0.1,0,0,0,1
1436,Ryan Fitzpatrick,MIA,2020,QB,9,1,1,0,0.0,0,0,0,0.0,0,0,5,0
1437,Matthew Stafford,DET,2020,QB,16,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1438,Taiwan Jones,BUF,2020,RB,13,0,2,0,0.0,0,0,0,0.0,0,0,0,0
1439,Ryan Tannehill,TEN,2020,QB,16,1,1,0,0.0,0,0,0,0.0,0,0,6,0
1440,Kenjon Barner,TB,2020,RB,6,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1441,C.J. Goodwin,DAL,2020,CB,16,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1442,Eric Tomlinson,BAL / NYG,2020,TE,6,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1443,Seth DeValve,ARI,2020,TE,4,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1444,Brandon Allen,CIN,2020,QB,5,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1445,J.P. Holtz,CHI,2020,TE,16,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1446,Mason Schreck,CIN,2020,TE,14,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1447,Jerald Hawkins,PIT,2020,OT,13,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1448,Tajae Sharpe,MIN,2020,WR,4,0,3,0,0.0,0,0,0,0.0,0,0,0,0
1449,Kevin Rader,PIT,2020,TE,1,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1450,PJ Walker,CAR,2020,QB,4,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1451,Ricky Seals-Jones,KC,2020,TE,2,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1452,Jeff Badet,WSH,2020,WR,3,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1453,Taywan Taylor,CLE,2020,WR,3,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1454,Nick Gates,NYG,2020,C,16,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1455,Patrick Mahomes,KC,2020,QB,15,0,2,0,0.0,0,0,0,0.0,0,0,0,0
1456,Tyler Davis,JAX,2020,TE,8,0,2,0,0.0,0,0,0,0.0,0,0,0,0
1457,Hakeem Butler,PHI,2020,WR,2,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1458,Noah Togiai,IND,2020,TE,4,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1459,Joe Reed,LAC,2020,WR,11,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1460,Gardner Minshew,JAX,2020,QB,9,1,1,0,0.0,0,0,0,0.0,0,0,8,0
1461,Aaron Brewer,TEN,2020,G,12,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1462,Jason Huntley,PHI,2020,RB,5,1,2,0,0.0,0,0,0,0.0,0,0,1,0
1463,Rico Gafford,LV,2020,CB,3,0,2,0,0.0,0,0,0,0.0,0,0,0,0
1464,Antony Auclair,TB,2020,TE,8,0,1,0,0.0,0,0,0,0.0,0,0,0,0
1465,Cyril Grayson Jr.,TB,2020,WR,3,0,3,0,0.0,0,0,0,0.0,0,0,0,0
1466,Andy Dalton,DAL,2020,QB,11,1,1,-3,-3.0,0,-3,0,-0.3,0,0,3,0
1467,Jordan Howard,MIA / PHI,2020,RB,7,1,1,-3,-3.0,0,0,0,-0.4,1,0,2,0
1468,Aaron Rodgers,GB,2020,QB,16,1,1,-6,-6.0,0,-6,0,-0.4,0,0,1,0
